par,ai,ci,nominal,efeito,cenario,media,ic95_inf,ic95_sup,N_instancias
amostra_04,2,18,False,fuga_assistencia_limiar,centralizada,-0.008333333333333331,-0.03193001960722364,0.01526335294055698,4
amostra_04,2,18,False,fuga_assistencia_logistica,adaptativa,0.02083333333333333,-0.02347767362066181,0.06514434028732846,4
amostra_04,2,18,False,fuga_assistencia_logistica,centralizada,-0.011458333333333334,-0.0662319193936459,0.043315252726979225,4
amostra_04,2,18,False,total_v2_menos_v1,adaptativa,-0.015624999999999998,-0.03614976270095956,0.004899762700959565,4
amostra_04,2,18,False,total_v2_menos_v1,centralizada,-0.031249999999999993,-0.0785983594101338,0.01609835941013381,4
amostra_05,62,73,False,assistencia_fuga_desligada,contraste_A_menos_C,-0.019791666666666666,-0.04362007718660267,0.004036743853269336,4
amostra_05,62,73,False,assistencia_fuga_ligada,contraste_A_menos_C,0.0031249999999999993,-0.034913884470525305,0.0411638844705253,4
amostra_05,62,73,False,fuga_assistencia_limiar,contraste_A_menos_C,0.03125,-0.04087293581894945,0.10337293581894945,4
amostra_05,62,73,False,fuga_assistencia_logistica,contraste_A_menos_C,0.05416666666666667,0.009855659712671543,0.09847767362066179,4
amostra_05,62,73,False,total_v2_menos_v1,contraste_A_menos_C,0.034374999999999996,-0.004802456402215667,0.07355245640221567,4
amostra_05,62,73,False,interacao,contraste_A_menos_C,0.02291666666666667,-0.026845877090587528,0.07267921042392086,4
amostra_05,62,73,False,assistencia_fuga_desligada,adaptativa,0.004166666666666666,-0.012073686628647214,0.020407019961980546,4
amostra_05,62,73,False,assistencia_fuga_desligada,centralizada,0.02395833333333333,-0.012906831434729683,0.060823498101396346,4
amostra_05,62,73,False,assistencia_fuga_ligada,adaptativa,0.004166666666666664,-0.021795332761133962,0.030128666094467287,4
amostra_05,62,73,False,assistencia_fuga_ligada,centralizada,0.0010416666666666647,-0.03960430362963977,0.0416876369629731,4
amostra_05,62,73,False,fuga_assistencia_limiar,adaptativa,0.013541666666666665,-0.03706034849062505,0.06414368182395838,4
amostra_05,62,73,False,fuga_assistencia_limiar,centralizada,-0.01770833333333333,-0.05035777200269856,0.014941105336031903,4
amostra_05,62,73,False,fuga_assistencia_logistica,adaptativa,0.013541666666666665,-0.026742194227406618,0.05382552756073995,4
amostra_05,62,73,False,fuga_assistencia_logistica,centralizada,-0.040624999999999994,-0.077490164768063,-0.0037598352319369935,4
amostra_05,62,73,False,total_v2_menos_v1,adaptativa,0.017708333333333333,-0.03052153620430223,0.0659382028709689,4
amostra_05,62,73,False,total_v2_menos_v1,centralizada,-0.016666666666666663,-0.02604303901345076,-0.007290294319882566,4
amostra_06,11,18,False,assistencia_fuga_desligada,contraste_A_menos_C,0.01562499999999999,-0.052070200574679884,0.08332020057467986,4
amostra_06,11,18,False,assistencia_fuga_ligada,contraste_A_menos_C,6.938893903907228e-18,-0.08298663390490729,0.08298663390490729,4
amostra_06,11,18,False,fuga_assistencia_limiar,contraste_A_menos_C,0.013541666666666664,-0.05105217082355862,0.07813550415689194,4
amostra_06,11,18,False,fuga_assistencia_logistica,contraste_A_menos_C,-0.002083333333333326,-0.12851958011316397,0.12435291344649732,4
amostra_06,11,18,False,total_v2_menos_v1,contraste_A_menos_C,0.013541666666666667,-0.08544828624971793,0.11253161958305125,4
amostra_06,11,18,False,interacao,contraste_A_menos_C,-0.015624999999999986,-0.15515926174526867,0.12390926174526871,4
amostra_06,11,18,False,assistencia_fuga_desligada,adaptativa,-0.004166666666666669,-0.0361930752669339,0.027859741933600555,4
amostra_06,11,18,False,assistencia_fuga_desligada,centralizada,-0.01979166666666666,-0.06679058691422796,0.02720725358089464,4
amostra_06,11,18,False,assistencia_fuga_ligada,adaptativa,-0.02291666666666666,-0.06396619206858578,0.01813285873525245,4
amostra_06,11,18,False,assistencia_fuga_ligada,centralizada,-0.02291666666666666,-0.07148712013389222,0.025653786800558902,4
amostra_06,11,18,False,fuga_assistencia_limiar,adaptativa,0.005208333333333332,-0.04481119317770456,0.05522785984437123,4
amostra_06,11,18,False,fuga_assistencia_limiar,centralizada,-0.008333333333333331,-0.03193001960722364,0.01526335294055698,4
