par,ai,ci,nominal,canto,cenario,metrica,media,ic95_inf,ic95_sup,N_instancias
amostra_03,62,68,False,00,adaptativa,denominador_falha,60.0,60.0,60.0,4
amostra_03,62,68,False,00,adaptativa,numerador_falha,15.5625,13.423330428888999,17.701669571111,4
amostra_03,62,68,False,00,adaptativa,bateria_media,0.730726375726326,0.5710283927230819,0.8904243587295702,4
amostra_03,62,68,False,00,adaptativa,confianca_media_final,0.9210090655971299,0.8959722266193133,0.9460459045749465,4
amostra_03,62,68,False,00,centralizada,taxa_falha_efetiva,0.275,0.2268841941684528,0.32311580583154725,4
amostra_03,62,68,False,00,centralizada,N_req,129.125,40.85124724051893,217.39875275948106,4
amostra_03,62,68,False,00,centralizada,N_success,95.6875,15.764251418850336,175.61074858114966,4
amostra_03,62,68,False,00,centralizada,N_fail,33.4375,11.428675315822137,55.44632468417787,4
amostra_03,62,68,False,00,centralizada,N_blocked,0.0,0.0,0.0,4
amostra_03,62,68,False,00,centralizada,p2_bloqueio,42.0,16.385508020661636,67.61449197933837,4
amostra_03,62,68,False,00,centralizada,fracao_porta1,0.40312499999999996,0.30369197160010875,0.5025580283998912,4
amostra_03,62,68,False,00,centralizada,fracao_fuga,0.0,0.0,0.0,4
amostra_03,62,68,False,00,centralizada,fracao_fuga_p1,0.0,0.0,0.0,4
amostra_03,62,68,False,00,centralizada,n_executadas,60.0,60.0,60.0,4
amostra_03,62,68,False,00,centralizada,n_concluidas,60.0,60.0,60.0,4
amostra_03,62,68,False,00,centralizada,denominador_falha,60.0,60.0,60.0,4
amostra_03,62,68,False,00,centralizada,numerador_falha,16.5,13.613051650107167,19.386948349892833,4
amostra_03,62,68,False,00,centralizada,bateria_media,0.7294054995642293,0.5431887341562869,0.9156222649721717,4
amostra_03,62,68,False,00,centralizada,confianca_media_final,0.932506305288471,0.8977149532591162,0.9672976573178258,4
amostra_03,62,68,False,10,adaptativa,taxa_falha_efetiva,0.2635416666666667,0.2347051928346738,0.29237814049865957,4
amostra_03,62,68,False,10,adaptativa,N_req,121.875,62.97063188255644,180.77936811744357,4
amostra_03,62,68,False,10,adaptativa,N_success,86.0,37.8266114697336,134.1733885302664,4
amostra_03,62,68,False,10,adaptativa,N_fail,35.875,13.058604041301312,58.69139595869869,4
amostra_03,62,68,False,10,adaptativa,N_blocked,1.6875,-0.13185452653282703,3.506854526532827,4
amostra_03,62,68,False,10,adaptativa,p2_bloqueio,45.6875,24.621626972642257,66.75337302735774,4
amostra_03,62,68,False,10,adaptativa,fracao_porta1,0.4052083333333333,0.3291546434461983,0.48126202322046824,4
amostra_03,62,68,False,10,adaptativa,fracao_fuga,0.0,0.0,0.0,4
amostra_03,62,68,False,10,adaptativa,fracao_fuga_p1,0.0,0.0,0.0,4
amostra_03,62,68,False,10,adaptativa,n_executadas,60.0,60.0,60.0,4
amostra_03,62,68,False,10,adaptativa,n_concluidas,60.0,60.0,60.0,4
amostra_03,62,68,False,10,adaptativa,denominador_falha,60.0,60.0,60.0,4
amostra_03,62,68,False,10,adaptativa,numerador_falha,15.8125,14.082311570080428,17.542688429919572,4
