populacao,cenario,inferior,superior,N,fracao
selecionou_p1,centralizada,0.62,0.63,7,0.0009539384028345599
selecionou_p1,centralizada,0.63,0.64,7,0.0009539384028345599
selecionou_p1,centralizada,0.64,0.65,10,0.001362769146906514
selecionou_p1,centralizada,0.65,0.66,3,0.0004088307440719542
selecionou_p1,centralizada,0.66,0.67,5,0.000681384573453257
selecionou_p1,centralizada,0.67,0.68,3,0.0004088307440719542
selecionou_p1,centralizada,0.68,0.6900000000000001,11,0.0014990460615971655
selecionou_p1,centralizada,0.6900000000000001,0.7000000000000001,5,0.000681384573453257
selecionou_p1,centralizada,0.7000000000000001,0.71,5,0.000681384573453257
selecionou_p1,centralizada,0.71,0.72,5,0.000681384573453257
selecionou_p1,centralizada,0.72,0.73,10,0.001362769146906514
selecionou_p1,centralizada,0.73,0.74,14,0.0019078768056691197
selecionou_p1,centralizada,0.74,0.75,9,0.0012264922322158627
selecionou_p1,centralizada,0.75,0.76,10,0.001362769146906514
selecionou_p1,centralizada,0.76,0.77,2,0.0002725538293813028
selecionou_p1,centralizada,0.77,0.78,16,0.0021804306350504225
selecionou_p1,centralizada,0.78,0.79,6,0.0008176614881439084
selecionou_p1,centralizada,0.79,0.8,7,0.0009539384028345599
selecionou_p1,centralizada,0.8,0.81,7,0.0009539384028345599
selecionou_p1,centralizada,0.81,0.8200000000000001,13,0.0017715998909784683
selecionou_p1,centralizada,0.8200000000000001,0.8300000000000001,13,0.0017715998909784683
selecionou_p1,centralizada,0.8300000000000001,0.84,7,0.0009539384028345599
selecionou_p1,centralizada,0.84,0.85,11,0.0014990460615971655
selecionou_p1,centralizada,0.85,0.86,13,0.0017715998909784683
selecionou_p1,centralizada,0.86,0.87,10,0.001362769146906514
selecionou_p1,centralizada,0.87,0.88,9,0.0012264922322158627
selecionou_p1,centralizada,0.88,0.89,10,0.001362769146906514
selecionou_p1,centralizada,0.89,0.9,11,0.0014990460615971655
selecionou_p1,centralizada,0.9,0.91,13,0.0017715998909784683
selecionou_p1,centralizada,0.91,0.92,13,0.0017715998909784683
selecionou_p1,centralizada,0.92,0.93,11,0.0014990460615971655
selecionou_p1,centralizada,0.93,0.9400000000000001,32,0.004360861270100845
selecionou_p1,centralizada,0.9400000000000001,0.9500000000000001,21,0.0028618152085036794
selecionou_p1,centralizada,0.9500000000000001,0.96,12,0.001635322976287817
selecionou_p1,centralizada,0.96,0.97,26,0.0035431997819569366
selecionou_p1,centralizada,0.97,0.98,36,0.004905968928863451
selecionou_p1,centralizada,0.98,0.99,51,0.006950122649223222
selecionou_p1,centralizada,0.99,1.0,4353,0.5932134096484055
