perfil_adaptativa,perfil_centralizada,metrica,estimando,pares_previstos,pares_retidos,pares_indefinidos,estatuto,media,ic95_inf,ic95_sup,N_instancias,sinal,evidencia,tau_inicial_A,tau_min_A,p_reporte_A,p_deteccao_A,tau_inicial_C,tau_min_C,p_reporte_C,p_deteccao_C,regiao
0,6,taxa_omissao,observado,16,16,0,COMPLETO,0.1885416666666666,0.1482578057725863,0.2288255275607469,4,positivo,positivo,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.03,inclui_inversao_de_premissa
0,6,taxa_omissao,pares_completos,16,16,0,COMPLETO,0.1885416666666666,0.1482578057725863,0.2288255275607469,4,positivo,positivo,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.03,inclui_inversao_de_premissa
0,6,divida_latente_sobre_plano,observado,16,16,0,COMPLETO,0.0522906530307254,0.0417787092504099,0.0628025968110409,4,positivo,positivo,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.03,inclui_inversao_de_premissa
0,6,divida_latente_sobre_plano,pares_completos,16,16,0,COMPLETO,0.0522906530307254,0.0417787092504099,0.0628025968110409,4,positivo,positivo,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.03,inclui_inversao_de_premissa
0,6,taxa_falha_efetiva,observado,16,16,0,COMPLETO,-0.0104166666666666,-0.0360949198761776,0.0152615865428443,4,negativo,inclui_zero,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.03,inclui_inversao_de_premissa
0,6,taxa_falha_efetiva,pares_completos,16,16,0,COMPLETO,-0.0104166666666666,-0.0360949198761776,0.0152615865428443,4,negativo,inclui_zero,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.03,inclui_inversao_de_premissa
0,6,fracao_porta1,observado,16,16,0,COMPLETO,-0.0124999999999999,-0.0727816402116223,0.0477816402116223,4,negativo,inclui_zero,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.03,inclui_inversao_de_premissa
0,6,fracao_porta1,pares_completos,16,16,0,COMPLETO,-0.0124999999999999,-0.0727816402116223,0.0477816402116223,4,negativo,inclui_zero,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.03,inclui_inversao_de_premissa
0,7,atraso_relativo,observado,16,16,0,COMPLETO,0.6861511506458673,-0.065306170459426,1.4376084717511606,4,positivo,inclui_zero,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.075,inclui_inversao_de_premissa
0,7,atraso_relativo,pares_completos,16,16,0,COMPLETO,0.6861511506458673,-0.065306170459426,1.4376084717511606,4,positivo,inclui_zero,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.075,inclui_inversao_de_premissa
0,7,taxa_omissao,observado,16,16,0,COMPLETO,0.1927083333333333,0.1423967195132174,0.2430199471534493,4,positivo,positivo,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.075,inclui_inversao_de_premissa
0,7,taxa_omissao,pares_completos,16,16,0,COMPLETO,0.1927083333333333,0.1423967195132174,0.2430199471534493,4,positivo,positivo,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.075,inclui_inversao_de_premissa
0,7,divida_latente_sobre_plano,observado,16,16,0,COMPLETO,0.0603725145366906,0.0354146721881783,0.0853303568852028,4,positivo,positivo,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.075,inclui_inversao_de_premissa
0,7,divida_latente_sobre_plano,pares_completos,16,16,0,COMPLETO,0.0603725145366906,0.0354146721881783,0.0853303568852028,4,positivo,positivo,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.075,inclui_inversao_de_premissa
0,7,taxa_falha_efetiva,observado,16,16,0,COMPLETO,-0.0041666666666666,-0.0379736579408452,0.0296403246075118,4,negativo,inclui_zero,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.075,inclui_inversao_de_premissa
0,7,taxa_falha_efetiva,pares_completos,16,16,0,COMPLETO,-0.0041666666666666,-0.0379736579408452,0.0296403246075118,4,negativo,inclui_zero,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.075,inclui_inversao_de_premissa
0,7,fracao_porta1,observado,16,16,0,COMPLETO,-0.0041666666666666,-0.0400754388955849,0.0317421055622516,4,negativo,inclui_zero,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.075,inclui_inversao_de_premissa
0,7,fracao_porta1,pares_completos,16,16,0,COMPLETO,-0.0041666666666666,-0.0400754388955849,0.0317421055622516,4,negativo,inclui_zero,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.075,inclui_inversao_de_premissa
0,8,atraso_relativo,observado,16,16,0,COMPLETO,0.633977050647363,-0.1815841594515697,1.4495382607462957,4,positivo,inclui_zero,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.12,inclui_inversao_de_premissa
0,8,atraso_relativo,pares_completos,16,16,0,COMPLETO,0.633977050647363,-0.1815841594515697,1.4495382607462957,4,positivo,inclui_zero,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.12,inclui_inversao_de_premissa
0,8,taxa_omissao,observado,16,16,0,COMPLETO,0.1947916666666666,0.1394856395493814,0.2500976937839519,4,positivo,positivo,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.12,inclui_inversao_de_premissa
0,8,taxa_omissao,pares_completos,16,16,0,COMPLETO,0.1947916666666666,0.1394856395493814,0.2500976937839519,4,positivo,positivo,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.12,inclui_inversao_de_premissa
0,8,divida_latente_sobre_plano,observado,16,16,0,COMPLETO,0.0665700698160607,0.0483109039802923,0.0848292356518291,4,positivo,positivo,0.25,0.25,0.15,0.03,0.25,0.25,0.75,0.12,inclui_inversao_de_premissa
