arquivo,semente,cenario,lei,concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,E_plano,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,N_req,N_success,N_fail,N_blocked,violacoes
j6010_1.sm,9,adaptativa,unitario,True,154,85,0.6610533742834578,0.0,6.804485241698567,300.0,397.0,91.0,48.0,64.5566501045762,56,4,13,0,0.06666666666666667,323.0,0.19986578979744957,0.021066517776156552,0.107494688624853,135,91,44,0,0
j6010_1.sm,9,adaptativa,crowder_eq3,True,154,85,0.7646286312507706,0.0,6.804485241698567,300.0,397.0,9.649646618307393,48.0,64.5566501045762,56,4,13,0,0.06666666666666667,323.0,0.19986578979744957,0.021066517776156552,0.12433718641712098,135,91,44,0,0
j6010_1.sm,10,centralizada,unitario,True,223,85,0.6522078425463637,1.3322676295501878e-15,34.0254498673247,185.0,540.0,0.0,168.0,119.95692534410588,34,26,4,0,0.43333333333333335,323.0,0.37138366979599347,0.10534195005363685,0.1448830508836565,0,0,0,143,0
j6010_1.sm,10,centralizada,crowder_eq3,True,223,85,0.6522078425463637,1.3322676295501878e-15,34.0254498673247,185.0,540.0,0.0,168.0,119.95692534410588,34,26,4,0,0.43333333333333335,323.0,0.37138366979599347,0.10534195005363685,0.1448830508836565,0,0,0,143,0
j6010_1.sm,10,adaptativa,unitario,True,147,85,0.6331747928433572,0.0,8.0,305.0,384.0,128.0,45.0,49.46760474401701,57,3,11,0,0.05,323.0,0.153150479083644,0.02476780185758514,0.08156677183919282,149,128,21,0,0
j6010_1.sm,10,adaptativa,crowder_eq3,True,147,85,0.7841964545237443,0.0,8.0,305.0,384.0,11.205611431398669,45.0,49.46760474401701,57,3,11,0,0.05,323.0,0.153150479083644,0.02476780185758514,0.10102166732822941,149,128,21,0,0
j6010_1.sm,11,centralizada,unitario,True,235,85,0.7336796868916652,0.0,41.45426559327159,183.0,532.0,0.0,78.0,115.11207479914171,38,22,4,0,0.36666666666666664,323.0,0.3563841325050827,0.1283413795457325,0.15875073495504555,0,0,0,71,0
j6010_1.sm,11,centralizada,crowder_eq3,True,235,85,0.7336796868916652,0.0,41.45426559327159,183.0,532.0,0.0,78.0,115.11207479914171,38,22,4,0,0.36666666666666664,323.0,0.3563841325050827,0.1283413795457325,0.15875073495504555,0,0,0,71,0
j6010_1.sm,11,adaptativa,unitario,True,127,85,0.6994887103680759,0.0,7.5,288.0,385.0,60.0,28.0,77.40202120976369,53,7,14,0,0.11666666666666667,323.0,0.23963474058750367,0.02321981424148607,0.14062815583350666,82,60,22,0,0
j6010_1.sm,11,adaptativa,crowder_eq3,True,127,85,0.7757466720703114,0.0,7.5,288.0,385.0,5.894016996256097,28.0,77.40202120976369,53,7,14,0,0.11666666666666667,323.0,0.23963474058750367,0.02321981424148607,0.15595937757140219,82,60,22,0,0
j6013_1.sm,0,centralizada,unitario,True,257,69,0.784340235164091,0.0,25.661438765597786,266.0,541.0,0.0,66.0,82.7516865073458,49,11,2,0,0.18333333333333332,340.0,0.24338731325689938,0.07547481989881702,0.11997315574010489,0,0,0,56,0
j6013_1.sm,0,centralizada,crowder_eq3,True,257,69,0.784340235164091,0.0,25.661438765597786,266.0,541.0,0.0,66.0,82.7516865073458,49,11,2,0,0.18333333333333332,340.0,0.24338731325689938,0.07547481989881702,0.11997315574010489,0,0,0,56,0
j6013_1.sm,0,adaptativa,unitario,True,202,69,0.6861847179979367,0.0,12.434096981732171,318.0,405.0,84.0,21.0,80.22008123651888,56,4,10,0,0.06666666666666667,340.0,0.2359414154015261,0.03657087347568286,0.13591554029889452,89,84,5,0,0
j6013_1.sm,0,adaptativa,crowder_eq3,True,202,69,0.7892957595813367,0.0,12.434096981732171,318.0,405.0,6.8955602497886765,21.0,80.22008123651888,56,4,10,0,0.06666666666666667,340.0,0.2359414154015261,0.03657087347568286,0.1563391850697647,89,84,5,0,0
j6013_1.sm,1,centralizada,unitario,True,306,69,0.6853987562664494,0.0,44.88359281592879,171.0,581.0,0.0,107.0,159.68172496381897,33,27,2,0,0.45,340.0,0.46965213224652635,0.1320105671056729,0.1883746225278533,0,0,0,93,0
j6013_1.sm,1,centralizada,crowder_eq3,True,306,69,0.6853987562664494,0.0,44.88359281592879,171.0,581.0,0.0,107.0,159.68172496381897,33,27,2,0,0.45,340.0,0.46965213224652635,0.1320105671056729,0.1883746225278533,0,0,0,93,0
j6013_1.sm,1,adaptativa,unitario,True,220,69,0.718482609244974,0.0,10.28334171965296,291.0,413.0,51.0,18.0,92.82254223801735,50,10,12,0,0.16666666666666666,340.0,0.2730074771706393,0.030245122704861644,0.16148034465840802,62,51,11,0,0
j6013_1.sm,1,adaptativa,crowder_eq3,True,220,69,0.7814020995712583,0.0,10.28334171965296,291.0,413.0,4.7145582210240855,18.0,92.82254223801735,50,10,12,0,0.16666666666666666,340.0,0.2730074771706393,0.030245122704861644,0.17562162080466961,62,51,11,0,0
j6013_1.sm,2,centralizada,unitario,True,289,69,0.8051713417019047,4.440892098500626e-15,40.754908867165184,194.0,576.0,0.0,13.0,126.37568486044064,37,23,2,0,0.38333333333333336,340.0,0.3716931907660019,0.11986737902107407,0.17665638843329529,0,0,0,13,0
j6013_1.sm,2,centralizada,crowder_eq3,True,289,69,0.8051713417019047,4.440892098500626e-15,40.754908867165184,194.0,576.0,0.0,13.0,126.37568486044064,37,23,2,0,0.38333333333333336,340.0,0.3716931907660019,0.11986737902107407,0.17665638843329529,0,0,0,13,0
j6013_1.sm,2,adaptativa,unitario,True,255,69,0.7702919168479777,0.0,2.0,334.0,492.0,25.0,10.0,111.7188924599601,58,2,18,0,0.03333333333333333,340.0,0.32858497782341206,0.0058823529411764705,0.17491089394535722,35,25,10,0,0
