arquivo,semente,cenario,lei,concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,E_plano,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,N_req,N_success,N_fail,N_blocked,violacoes
j6019_1.sm,11,centralizada,unitario,True,255,62,0.7317341584391298,0.0,29.641175771176755,225.0,582.0,0.0,108.0,105.37082325290176,41,19,6,0,0.31666666666666665,336.0,0.31360364063363616,0.08821778503326415,0.13248012143814494,0,0,0,101,0
j6019_1.sm,11,centralizada,crowder_eq3,True,255,62,0.7317341584391298,0.0,29.641175771176755,225.0,582.0,0.0,108.0,105.37082325290176,41,19,6,0,0.31666666666666665,336.0,0.31360364063363616,0.08821778503326415,0.13248012143814494,0,0,0,101,0
j6019_1.sm,11,adaptativa,unitario,True,133,62,0.7359909535163598,0.0,16.607993660913582,286.0,436.0,41.0,17.0,98.39858576646004,54,6,16,0,0.1,336.0,0.2928529338287501,0.0494285525622428,0.16610199303421613,55,41,14,0,0
j6019_1.sm,11,adaptativa,crowder_eq3,True,133,62,0.7850527741546169,0.0,16.607993660913582,286.0,436.0,3.9780899856969363,17.0,98.39858576646004,54,6,16,0,0.1,336.0,0.2928529338287501,0.0494285525622428,0.17717450167167537,55,41,14,0,0
j6021_1.sm,0,centralizada,unitario,True,266,76,0.7324995834947552,0.0,24.993796178479236,233.0,531.0,0.0,121.0,72.91508796032242,43,17,1,0,0.2833333333333333,332.0,0.2196237589166338,0.07528251860987722,0.10058431555822903,0,0,0,111,0
j6021_1.sm,0,centralizada,crowder_eq3,True,266,76,0.7324995834947552,0.0,24.993796178479236,233.0,531.0,0.0,121.0,72.91508796032242,43,17,1,0,0.2833333333333333,332.0,0.2196237589166338,0.07528251860987722,0.10058431555822903,0,0,0,111,0
j6021_1.sm,0,adaptativa,unitario,True,226,76,0.7056973735642174,1.7763568394002505e-15,19.565120358706587,280.0,417.0,73.0,21.0,79.90484904866048,54,6,11,0,0.1,332.0,0.2406772561706641,0.05893108541779092,0.13522456141171452,87,73,14,0,0
j6021_1.sm,0,adaptativa,crowder_eq3,True,226,76,0.79531525593924,1.7763568394002505e-15,19.565120358706587,280.0,417.0,6.415534454529462,21.0,79.90484904866048,54,6,11,0,0.1,332.0,0.2406772561706641,0.05893108541779092,0.1523969915393807,87,73,14,0,0
j6021_1.sm,1,centralizada,unitario,True,311,76,0.7697186168158532,5.329070518200751e-15,33.80056116110861,234.0,540.0,0.0,86.0,75.55507246772123,43,17,1,0,0.2833333333333333,332.0,0.22757551948108803,0.10180891915996569,0.10769656643199248,0,0,0,81,0
j6021_1.sm,1,centralizada,crowder_eq3,True,311,76,0.7697186168158532,5.329070518200751e-15,33.80056116110861,234.0,540.0,0.0,86.0,75.55507246772123,43,17,1,0,0.2833333333333333,332.0,0.22757551948108803,0.10180891915996569,0.10769656643199248,0,0,0,81,0
j6021_1.sm,1,adaptativa,unitario,True,220,76,0.6965792215511514,0.0,11.691719159637948,309.0,402.0,63.0,27.0,85.1059307580569,57,3,15,0,0.05,332.0,0.2563431649339063,0.03521602156517454,0.14747020645978476,74,63,11,0,0
j6021_1.sm,1,adaptativa,crowder_eq3,True,220,76,0.7733636698544136,0.0,11.691719159637948,309.0,402.0,5.701264317032259,27.0,85.1059307580569,57,3,15,0,0.05,332.0,0.2563431649339063,0.03521602156517454,0.1637259575557873,74,63,11,0,0
j6021_1.sm,2,centralizada,unitario,True,260,76,0.8682499137647888,0.0,24.29602696976503,259.0,525.0,0.0,23.0,56.66461519537095,48,12,3,0,0.2,332.0,0.170676551793286,0.07318080412579829,0.09371247096551574,0,0,0,21,0
j6021_1.sm,2,centralizada,crowder_eq3,True,260,76,0.8682499137647888,0.0,24.29602696976503,259.0,525.0,0.0,23.0,56.66461519537095,48,12,3,0,0.2,332.0,0.170676551793286,0.07318080412579829,0.09371247096551574,0,0,0,21,0
j6021_1.sm,2,adaptativa,unitario,True,198,76,0.7429653968173078,0.0,8.523740320888214,322.0,406.0,51.0,25.0,64.45882801434658,58,2,12,0,0.03333333333333333,332.0,0.19415309642875475,0.025673916629181368,0.11795733678339311,72,51,21,0,0
j6021_1.sm,2,adaptativa,crowder_eq3,True,198,76,0.8105920863503724,0.0,8.523740320888214,322.0,406.0,5.409619675518427,25.0,64.45882801434658,58,2,12,0,0.03333333333333333,332.0,0.19415309642875475,0.025673916629181368,0.1286941277927316,72,51,21,0,0
j6021_1.sm,3,centralizada,unitario,True,292,76,0.729270232019789,7.105427357601002e-15,42.72025608590918,201.0,541.0,0.0,82.0,118.83749212091763,41,19,4,0,0.31666666666666665,332.0,0.3579442533762579,0.12867547013828065,0.16019342967037237,0,0,0,82,0
j6021_1.sm,3,centralizada,crowder_eq3,True,292,76,0.729270232019789,7.105427357601002e-15,42.72025608590918,201.0,541.0,0.0,82.0,118.83749212091763,41,19,4,0,0.31666666666666665,332.0,0.3579442533762579,0.12867547013828065,0.16019342967037237,0,0,0,82,0
j6021_1.sm,3,adaptativa,unitario,True,214,76,0.7291933626710009,0.0,4.30356873119249,328.0,434.0,89.0,31.0,41.17820953591587,59,1,11,0,0.016666666666666666,332.0,0.12403075161420442,0.012962556419254487,0.0691863527195059,120,89,31,0,0
j6021_1.sm,3,adaptativa,crowder_eq3,True,214,76,0.8425306364743197,0.0,4.30356873119249,328.0,434.0,8.93659010642135,31.0,41.17820953591587,59,1,11,0,0.016666666666666666,332.0,0.12403075161420442,0.012962556419254487,0.07993986886905091,120,89,31,0,0
j6021_1.sm,4,centralizada,unitario,True,267,76,0.7568033911316129,0.0,40.12236754159593,205.0,557.0,0.0,68.0,110.99035961921862,40,20,4,0,0.3333333333333333,332.0,0.3343083121060802,0.12085050464336122,0.15080409433167305,0,0,0,64,0
j6021_1.sm,4,centralizada,crowder_eq3,True,267,76,0.7568033911316129,0.0,40.12236754159593,205.0,557.0,0.0,68.0,110.99035961921862,40,20,4,0,0.3333333333333333,332.0,0.3343083121060802,0.12085050464336122,0.15080409433167305,0,0,0,64,0
j6021_1.sm,4,adaptativa,unitario,True,211,76,0.7500591427545557,0.0,15.441687740963422,283.0,442.0,43.0,19.0,85.28686393552442,54,6,9,0,0.1,332.0,0.25688814438410973,0.04651110765350428,0.14472894129344768,58,43,15,0,0
j6021_1.sm,4,adaptativa,crowder_eq3,True,211,76,0.8027967627059567,0.0,15.441687740963422,283.0,442.0,4.288350780298895,19.0,85.28686393552442,54,6,9,0,0.1,332.0,0.25688814438410973,0.04651110765350428,0.15490501870765253,58,43,15,0,0
j6021_1.sm,5,centralizada,unitario,True,249,76,0.7082513431450298,0.0,30.03251989643931,206.0,530.0,0.0,116.0,102.32191301820235,40,20,4,0,0.3333333333333333,332.0,0.30819853318735646,0.09045939727843166,0.13673515533643532,0,0,0,112,0
j6021_1.sm,5,centralizada,crowder_eq3,True,249,76,0.7082513431450298,0.0,30.03251989643931,206.0,530.0,0.0,116.0,102.32191301820235,40,20,4,0,0.3333333333333333,332.0,0.30819853318735646,0.09045939727843166,0.13673515533643532,0,0,0,112,0
j6021_1.sm,5,adaptativa,unitario,True,220,76,0.739888192960989,0.0,10.957113100626099,301.0,407.0,63.0,21.0,59.0831123837913,54,6,9,0,0.1,332.0,0.17796118187888946,0.033003352712729216,0.10740760996598127,73,63,10,0,0
j6021_1.sm,5,adaptativa,crowder_eq3,True,220,76,0.826072662687988,0.0,10.957113100626099,301.0,407.0,5.609623235431155,21.0,59.0831123837913,54,6,9,0,0.1,332.0,0.17796118187888946,0.033003352712729216,0.11991878124514033,73,63,10,0,0
j6021_1.sm,6,centralizada,unitario,True,307,76,0.8118080381349299,7.771561172376096e-15,24.830988170032903,234.0,542.0,0.0,34.0,91.64552029468169,43,17,4,0,0.2833333333333333,332.0,0.2760407237791617,0.07479213304226778,0.13726673438059123,0,0,0,34,0
j6021_1.sm,6,centralizada,crowder_eq3,True,307,76,0.8118080381349299,7.771561172376096e-15,24.830988170032903,234.0,542.0,0.0,34.0,91.64552029468169,43,17,4,0,0.2833333333333333,332.0,0.2760407237791617,0.07479213304226778,0.13726673438059123,0,0,0,34,0
j6021_1.sm,6,adaptativa,unitario,True,173,76,0.7917592390812935,0.0,8.381398736563426,286.0,420.0,24.0,11.0,75.46428670329253,53,7,11,0,0.11666666666666667,332.0,0.22730206838341124,0.025245176917359717,0.14226082432859874,30,24,6,0,0
j6021_1.sm,6,adaptativa,crowder_eq3,True,173,76,0.8253646112362159,0.0,8.381398736563426,286.0,420.0,2.4017275191148872,11.0,75.46428670329253,53,7,11,0,0.11666666666666667,332.0,0.22730206838341124,0.025245176917359717,0.1482989325168604,30,24,6,0,0
j6021_1.sm,7,centralizada,unitario,True,294,76,0.7072697097774501,3.552713678800501e-15,34.8094845365655,246.0,538.0,0.0,140.0,82.67162577807468,47,13,4,0,0.21666666666666667,332.0,0.24901092101829725,0.10484784498965512,0.10868241035481198,0,0,0,139,0
j6021_1.sm,7,centralizada,crowder_eq3,True,294,76,0.7072697097774501,3.552713678800501e-15,34.8094845365655,246.0,538.0,0.0,140.0,82.67162577807468,47,13,4,0,0.21666666666666667,332.0,0.24901092101829725,0.10484784498965512,0.10868241035481198,0,0,0,139,0
j6021_1.sm,7,adaptativa,unitario,True,227,76,0.6378058409101318,0.0,3.0,314.0,385.0,107.0,34.0,77.63197591702105,56,4,14,0,0.06666666666666667,332.0,0.2338312527621116,0.009036144578313253,0.1286081238474564,127,107,20,0,0
j6021_1.sm,7,adaptativa,crowder_eq3,True,227,76,0.7607404259030586,0.0,3.0,314.0,385.0,9.453919995470748,34.0,77.63197591702105,56,4,14,0,0.06666666666666667,332.0,0.2338312527621116,0.009036144578313253,0.15339683746184565,127,107,20,0,0
j6021_1.sm,8,centralizada,unitario,True,276,76,0.6536039213765159,6.661338147750939e-16,39.30528723837876,207.0,549.0,0.0,177.0,113.95824083151781,37,23,5,0,0.38333333333333336,332.0,0.34324771334794524,0.11838941939270711,0.13567131708679314,0,0,0,162,0
j6021_1.sm,8,centralizada,crowder_eq3,True,276,76,0.6536039213765159,6.661338147750939e-16,39.30528723837876,207.0,549.0,0.0,177.0,113.95824083151781,37,23,5,0,0.38333333333333336,332.0,0.34324771334794524,0.11838941939270711,0.13567131708679314,0,0,0,162,0
j6021_1.sm,8,adaptativa,unitario,True,270,76,0.5486078841795334,0.0,5.807261368663213,317.0,406.0,188.0,55.0,91.0549859161983,57,3,21,0,0.05,332.0,0.27426200577168164,0.017491751110431365,0.12303813588049943,225,188,37,0,0
j6021_1.sm,8,adaptativa,crowder_eq3,True,270,76,0.7134141041195945,0.0,5.807261368663213,317.0,406.0,17.039453982819154,55.0,91.0549859161983,57,3,21,0,0.05,332.0,0.27426200577168164,0.017491751110431365,0.15999978128824363,225,188,37,0,0
j6021_1.sm,9,centralizada,unitario,True,311,76,0.6939933764181382,0.0,29.85130557766223,242.0,520.0,0.0,129.0,100.28669014658516,42,18,5,0,0.3,332.0,0.3020683438150155,0.08991357101705491,0.13384288212428513,0,0,0,127,0
j6021_1.sm,9,centralizada,crowder_eq3,True,311,76,0.6939933764181382,0.0,29.85130557766223,242.0,520.0,0.0,129.0,100.28669014658516,42,18,5,0,0.3,332.0,0.3020683438150155,0.08991357101705491,0.13384288212428513,0,0,0,127,0
j6021_1.sm,9,adaptativa,unitario,True,183,76,0.6786043447368428,1.7763568394002505e-15,12.673256770479089,282.0,422.0,53.0,30.0,116.86457141480298,52,8,18,0,0.13333333333333333,332.0,0.35200172112892464,0.03817246015204545,0.18792608035046054,77,53,24,0,0
j6021_1.sm,9,adaptativa,crowder_eq3,True,183,76,0.7346872416403328,1.7763568394002505e-15,12.673256770479089,282.0,422.0,5.529505523027821,30.0,116.86457141480298,52,8,18,0,0.13333333333333333,332.0,0.35200172112892464,0.03817246015204545,0.20345713179673292,77,53,24,0,0
j6021_1.sm,10,centralizada,unitario,True,334,76,0.6737415268568506,0.0,28.489272548464438,185.0,540.0,0.0,143.0,118.49430972322034,35,25,2,0,0.4166666666666667,332.0,0.35691057145548294,0.08581106189296517,0.14784173547550192,0,0,0,128,0
j6021_1.sm,10,centralizada,crowder_eq3,True,334,76,0.6737415268568506,0.0,28.489272548464438,185.0,540.0,0.0,143.0,118.49430972322034,35,25,2,0,0.4166666666666667,332.0,0.35691057145548294,0.08581106189296517,0.14784173547550192,0,0,0,128,0
j6021_1.sm,10,adaptativa,unitario,True,206,76,0.5802301676027112,0.0,9.314421189881942,299.0,393.0,162.0,49.0,73.31741978140413,55,5,13,0,0.08333333333333333,332.0,0.22083560175121725,0.028055485511692596,0.10824676531288153,194,162,32,0,0
j6021_1.sm,10,adaptativa,crowder_eq3,True,206,76,0.7418649450293725,0.0,9.314421189881942,299.0,393.0,14.428597513482442,49.0,73.31741978140413,55,5,13,0,0.08333333333333333,332.0,0.22083560175121725,0.028055485511692596,0.13840107785197658,194,162,32,0,0
j6021_1.sm,11,centralizada,unitario,True,374,76,0.8224995768612848,0.0,23.48252217030536,218.0,558.0,0.0,6.0,114.41980190356635,39,21,5,0,0.35,332.0,0.3446379575408625,0.07073048846477517,0.16865634166708846,0,0,0,6,0
j6021_1.sm,11,centralizada,crowder_eq3,True,374,76,0.8224995768612848,0.0,23.48252217030536,218.0,558.0,0.0,6.0,114.41980190356635,39,21,5,0,0.35,332.0,0.3446379575408625,0.07073048846477517,0.16865634166708846,0,0,0,6,0
j6021_1.sm,11,adaptativa,unitario,True,229,76,0.7676030705901634,0.0,7.5,310.0,440.0,16.0,7.0,110.21292326476856,56,4,17,0,0.06666666666666667,332.0,0.33196663633966433,0.022590361445783132,0.1922722234471691,23,16,7,0,0
j6021_1.sm,11,adaptativa,crowder_eq3,True,229,76,0.7873615673102338,0.0,7.5,310.0,440.0,1.6154705354492356,7.0,110.21292326476856,56,4,17,0,0.06666666666666667,332.0,0.33196663633966433,0.022590361445783132,0.19722140908997887,23,16,7,0,0
j6024_1.sm,0,centralizada,unitario,True,176,65,0.7601475499114934,0.0,39.38760815579929,176.0,463.0,0.0,71.0,75.09227432741014,42,18,0,0,0.3,284.0,0.26440941664581036,0.13868876111196934,0.12328554718631221,0,0,0,69,0
j6024_1.sm,0,centralizada,crowder_eq3,True,176,65,0.7601475499114934,0.0,39.38760815579929,176.0,463.0,0.0,71.0,75.09227432741014,42,18,0,0,0.3,284.0,0.26440941664581036,0.13868876111196934,0.12328554718631221,0,0,0,69,0
j6024_1.sm,0,adaptativa,unitario,True,99,65,0.6957627551198959,0.0,3.5,275.0,330.0,82.0,41.0,21.29960510480818,58,2,6,0,0.03333333333333333,284.0,0.07499860952397246,0.01232394366197183,0.044907490699051936,115,82,33,0,0
j6024_1.sm,0,adaptativa,crowder_eq3,True,99,65,0.8242301721459062,0.0,3.5,275.0,330.0,8.073993377804742,41.0,21.29960510480818,58,2,6,0,0.03333333333333333,284.0,0.07499860952397246,0.01232394366197183,0.053199324794472334,115,82,33,0,0
j6024_1.sm,1,centralizada,unitario,True,156,65,0.7590685391736918,0.0,20.577792861289886,221.0,458.0,0.0,88.0,57.3710743677645,49,11,4,0,0.18333333333333332,284.0,0.2020108252386074,0.07245701711721791,0.09508423059206164,0,0,0,83,0
j6024_1.sm,1,centralizada,crowder_eq3,True,156,65,0.7590685391736918,0.0,20.577792861289886,221.0,458.0,0.0,88.0,57.3710743677645,49,11,4,0,0.18333333333333332,284.0,0.2020108252386074,0.07245701711721791,0.09508423059206164,0,0,0,83,0
j6024_1.sm,1,adaptativa,unitario,True,92,65,0.7171873970320444,0.0,3.63078501608891,277.0,330.0,73.0,32.0,25.13078501608891,59,1,8,0,0.016666666666666666,284.0,0.08848867963411589,0.012784454282003204,0.05461661300321427,85,73,12,0,0
j6024_1.sm,1,adaptativa,crowder_eq3,True,92,65,0.8382276808878175,0.0,3.63078501608891,277.0,330.0,6.55700115971134,32.0,25.13078501608891,59,1,8,0,0.016666666666666666,284.0,0.08848867963411589,0.012784454282003204,0.06383430194826219,85,73,12,0,0
j6024_1.sm,2,centralizada,unitario,True,273,65,0.6732247673760988,0.0,20.543880266645804,198.0,472.0,0.0,168.0,61.10314247591547,45,15,0,0,0.25,284.0,0.21515191012646293,0.07233760657269649,0.08715285779512036,0,0,0,163,0
j6024_1.sm,2,centralizada,crowder_eq3,True,273,65,0.6732247673760988,0.0,20.543880266645804,198.0,472.0,0.0,168.0,61.10314247591547,45,15,0,0,0.25,284.0,0.21515191012646293,0.07233760657269649,0.08715285779512036,0,0,0,163,0
j6024_1.sm,2,adaptativa,unitario,True,127,65,0.6593748612767987,0.0,3.5,261.0,364.0,90.0,49.0,49.03803083295981,55,5,11,0,0.08333333333333333,284.0,0.17266912265126694,0.01232394366197183,0.08883089224662157,136,90,46,0,0
j6024_1.sm,2,adaptativa,crowder_eq3,True,127,65,0.7711735745803221,0.0,3.5,261.0,364.0,9.969843915719542,49.0,49.03803083295981,55,5,11,0,0.08333333333333333,284.0,0.17266912265126694,0.01232394366197183,0.10389239980174085,136,90,46,0,0
j6024_1.sm,3,centralizada,unitario,True,148,65,0.703336552444233,0.0,22.57570225772305,226.0,464.0,0.0,142.0,53.71262034869175,48,12,3,0,0.2,284.0,0.18912894488975968,0.07949190935817976,0.08141820952326467,0,0,0,142,0
j6024_1.sm,3,centralizada,crowder_eq3,True,148,65,0.703336552444233,0.0,22.57570225772305,226.0,464.0,0.0,142.0,53.71262034869175,48,12,3,0,0.2,284.0,0.18912894488975968,0.07949190935817976,0.08141820952326467,0,0,0,142,0
j6024_1.sm,3,adaptativa,unitario,True,108,65,0.6556812438404129,0.0,11.850552867455844,247.0,362.0,77.0,67.0,46.097537333411466,55,5,8,0,0.08333333333333333,284.0,0.1623152723007446,0.04172729882906988,0.08349527794682625,144,77,67,0,0
j6024_1.sm,3,adaptativa,crowder_eq3,True,108,65,0.7463634957112417,0.0,11.850552867455844,247.0,362.0,9.92082447035641,67.0,46.097537333411466,55,5,8,0,0.08333333333333333,284.0,0.1623152723007446,0.04172729882906988,0.09504287046365871,144,77,67,0,0
j6024_1.sm,4,centralizada,unitario,True,180,65,0.7296749844092658,1.7763568394002505e-15,30.73376365687897,220.0,468.0,0.0,117.0,56.38145064529786,49,11,2,0,0.18333333333333332,284.0,0.19852623466654176,0.1082174776650668,0.08790626948841775,0,0,0,116,0
j6024_1.sm,4,centralizada,crowder_eq3,True,180,65,0.7296749844092658,1.7763568394002505e-15,30.73376365687897,220.0,468.0,0.0,117.0,56.38145064529786,49,11,2,0,0.18333333333333332,284.0,0.19852623466654176,0.1082174776650668,0.08790626948841775,0,0,0,116,0
j6024_1.sm,4,adaptativa,unitario,True,108,65,0.6677370141571424,0.0,5.5,266.0,352.0,82.0,54.0,39.15364363066711,57,3,9,0,0.05,284.0,0.13786494236150393,0.01936619718309859,0.07427368491850703,136,82,54,0,0
j6024_1.sm,4,adaptativa,crowder_eq3,True,108,65,0.7743151696060135,0.0,5.5,266.0,352.0,9.441608815574341,54.0,39.15364363066711,57,3,9,0,0.05,284.0,0.13786494236150393,0.01936619718309859,0.08612858013799267,136,82,54,0,0
j6024_1.sm,5,centralizada,unitario,True,176,65,0.7005271462469783,0.0,25.06926043401329,188.0,445.0,0.0,120.0,70.23591110502156,42,18,2,0,0.3,284.0,0.24730954614444212,0.08827204378173693,0.11056665701226338,0,0,0,114,0
j6024_1.sm,5,centralizada,crowder_eq3,True,176,65,0.7005271462469783,0.0,25.06926043401329,188.0,445.0,0.0,120.0,70.23591110502156,42,18,2,0,0.3,284.0,0.24730954614444212,0.08827204378173693,0.11056665701226338,0,0,0,114,0
j6024_1.sm,5,adaptativa,unitario,True,95,65,0.7365897645694759,0.0,0.0,284.0,342.0,58.0,35.0,29.30186305927449,60,0,8,0,0.0,284.0,0.10317557415237497,0.0,0.0631095099774211,87,58,29,0,0
j6024_1.sm,5,adaptativa,crowder_eq3,True,95,65,0.8291944905700652,0.0,0.0,284.0,342.0,6.14660818524315,35.0,29.30186305927449,60,0,8,0,0.0,284.0,0.10317557415237497,0.0,0.07104369418768691,87,58,29,0,0
j6024_1.sm,6,centralizada,unitario,True,223,65,0.7933769460622061,0.0,30.708270740087546,191.0,495.0,0.0,56.0,72.91528069582785,42,18,1,0,0.3,284.0,0.25674394611206985,0.10812771387354769,0.11686727822166551,0,0,0,56,0
j6024_1.sm,6,centralizada,crowder_eq3,True,223,65,0.7933769460622061,0.0,30.708270740087546,191.0,495.0,0.0,56.0,72.91528069582785,42,18,1,0,0.3,284.0,0.25674394611206985,0.10812771387354769,0.11686727822166551,0,0,0,56,0
j6024_1.sm,6,adaptativa,unitario,True,116,65,0.7427481951864568,0.0,3.0,274.0,376.0,38.0,42.0,50.22808973047769,58,2,13,0,0.03333333333333333,284.0,0.17685947088196372,0.01056338028169014,0.09922027392280774,78,38,40,0,0
j6024_1.sm,6,adaptativa,crowder_eq3,True,116,65,0.7939547643980771,0.0,3.0,274.0,376.0,5.350528171082287,42.0,50.22808973047769,58,2,13,0,0.03333333333333333,284.0,0.17685947088196372,0.01056338028169014,0.10606072113863535,78,38,40,0,0
j6024_1.sm,7,centralizada,unitario,True,173,65,0.6373757105916933,8.881784197001252e-16,41.209323129082634,200.0,442.0,0.0,179.0,72.46853457857578,43,17,4,0,0.2833333333333333,284.0,0.2551708964034359,0.1451032504545163,0.10450154688361638,0,0,0,179,0
j6024_1.sm,7,centralizada,crowder_eq3,True,173,65,0.6373757105916933,8.881784197001252e-16,41.209323129082634,200.0,442.0,0.0,179.0,72.46853457857578,43,17,4,0,0.2833333333333333,284.0,0.2551708964034359,0.1451032504545163,0.10450154688361638,0,0,0,179,0
j6024_1.sm,7,adaptativa,unitario,True,108,65,0.5640303022064632,0.0,3.5,268.0,315.0,146.0,58.0,39.48063263220618,57,3,13,0,0.05,284.0,0.13901631208523302,0.01232394366197183,0.0706929306503035,187,146,41,0,0
j6024_1.sm,7,adaptativa,crowder_eq3,True,108,65,0.7392998917576988,0.0,3.5,268.0,315.0,13.598152867250343,58.0,39.48063263220618,57,3,13,0,0.05,284.0,0.13901631208523302,0.01232394366197183,0.09266040454449365,187,146,41,0,0
j6024_1.sm,8,centralizada,unitario,True,180,65,0.5807033128389624,0.0,21.08204602088153,198.0,485.0,0.0,280.0,70.19413317777585,44,16,2,0,0.26666666666666666,284.0,0.2471624407668164,0.07423255641155468,0.08404529005813147,0,0,0,265,0
j6024_1.sm,8,centralizada,crowder_eq3,True,180,65,0.5807033128389624,0.0,21.08204602088153,198.0,485.0,0.0,280.0,70.19413317777585,44,16,2,0,0.26666666666666666,284.0,0.2471624407668164,0.07423255641155468,0.08404529005813147,0,0,0,265,0
j6024_1.sm,8,adaptativa,unitario,True,147,65,0.5071687032174496,0.0,4.5,267.0,368.0,201.0,80.0,76.59682343454726,57,3,17,0,0.05,284.0,0.2697071247695326,0.01584507042253521,0.10556389024966109,267,201,66,0,0
j6024_1.sm,8,adaptativa,crowder_eq3,True,147,65,0.6764288635826874,0.0,4.5,267.0,368.0,19.436732512338036,80.0,76.59682343454726,57,3,17,0,0.05,284.0,0.2697071247695326,0.01584507042253521,0.14079429953770262,267,201,66,0,0
j6024_1.sm,9,centralizada,unitario,True,211,65,0.6885014145200591,0.0,34.45055968722992,170.0,461.0,0.0,134.0,74.57015668784665,42,18,1,0,0.3,284.0,0.26257097425298115,0.12130478763109126,0.11137019167150729,0,0,0,126,0
j6024_1.sm,9,centralizada,crowder_eq3,True,211,65,0.6885014145200591,0.0,34.45055968722992,170.0,461.0,0.0,134.0,74.57015668784665,42,18,1,0,0.3,284.0,0.26257097425298115,0.12130478763109126,0.11137019167150729,0,0,0,126,0
j6024_1.sm,9,adaptativa,unitario,True,108,65,0.6331933791946427,0.0,8.476415456162679,247.0,336.0,101.0,45.0,48.64357752343787,54,6,8,0,0.1,284.0,0.17128020254731643,0.02984653329634746,0.091669021512447,137,101,36,0,0
j6024_1.sm,9,adaptativa,crowder_eq3,True,108,65,0.7642233634071401,0.0,8.476415456162679,247.0,336.0,10.018458588635283,45.0,48.64357752343787,54,6,8,0,0.1,284.0,0.17128020254731643,0.02984653329634746,0.1106385667354692,137,101,36,0,0
j6024_1.sm,10,centralizada,unitario,True,157,65,0.6523976287511413,3.552713678800501e-15,38.74446683163852,214.0,485.0,0.0,186.0,72.4116536082697,45,15,2,0,0.25,284.0,0.2549706112967243,0.13642417898464268,0.09740451774842099,0,0,0,168,0
j6024_1.sm,10,centralizada,crowder_eq3,True,157,65,0.6523976287511413,3.552713678800501e-15,38.74446683163852,214.0,485.0,0.0,186.0,72.4116536082697,45,15,2,0,0.25,284.0,0.2549706112967243,0.13642417898464268,0.09740451774842099,0,0,0,168,0
j6024_1.sm,10,adaptativa,unitario,True,113,65,0.5871539977014647,0.0,9.133381979789654,255.0,336.0,137.0,54.0,45.25191570753372,56,4,9,0,0.06666666666666667,284.0,0.15933773136455534,0.0321597957034847,0.07907691431942894,171,137,34,0,0
j6024_1.sm,10,adaptativa,crowder_eq3,True,113,65,0.7502343325993267,0.0,9.133381979789654,255.0,336.0,12.608153340313438,54.0,45.25191570753372,56,4,9,0,0.06666666666666667,284.0,0.15933773136455534,0.0321597957034847,0.1010402999395314,171,137,34,0,0
j6024_1.sm,11,centralizada,unitario,True,154,65,0.8005407999903136,0.0,16.65379601660527,207.0,462.0,0.0,49.0,66.10987373234451,48,12,5,0,0.2,284.0,0.23278124553642435,0.05864012681903264,0.1145533575864712,0,0,0,47,0
j6024_1.sm,11,centralizada,crowder_eq3,True,154,65,0.8005407999903136,0.0,16.65379601660527,207.0,462.0,0.0,49.0,66.10987373234451,48,12,5,0,0.2,284.0,0.23278124553642435,0.05864012681903264,0.1145533575864712,0,0,0,47,0
j6024_1.sm,11,adaptativa,unitario,True,120,65,0.6669527511079968,0.0,5.5,265.0,340.0,64.0,41.0,64.78123927844071,56,4,16,0,0.06666666666666667,284.0,0.22810295520577714,0.01936619718309859,0.12707654634394544,101,64,37,0,0
j6024_1.sm,11,adaptativa,crowder_eq3,True,120,65,0.751055101172086,0.0,5.5,265.0,340.0,6.915239940461891,41.0,64.78123927844071,56,4,16,0,0.06666666666666667,284.0,0.22810295520577714,0.01936619718309859,0.14310082417741882,101,64,37,0,0
j6027_1.sm,0,centralizada,unitario,True,200,96,0.6837901409012694,0.0,22.11683246943676,261.0,518.0,0.0,173.0,66.54236426581141,46,14,1,0,0.23333333333333334,346.0,0.19231897186650698,0.06392148112553976,0.08783979273595133,0,0,0,173,0
j6027_1.sm,0,centralizada,crowder_eq3,True,200,96,0.6837901409012694,0.0,22.11683246943676,261.0,518.0,0.0,173.0,66.54236426581141,46,14,1,0,0.23333333333333334,346.0,0.19231897186650698,0.06392148112553976,0.08783979273595133,0,0,0,173,0
j6027_1.sm,0,adaptativa,unitario,True,144,96,0.5634883426152495,0.0,3.5,328.0,365.0,195.0,61.0,26.75075613094347,57,3,10,0,0.05,346.0,0.0773143240778713,0.010115606936416185,0.04129791571487687,218,195,23,0,0
j6027_1.sm,0,adaptativa,crowder_eq3,True,144,96,0.7776697737128663,0.0,3.5,328.0,365.0,16.60013333125452,61.0,26.75075613094347,57,3,10,0,0.05,346.0,0.0773143240778713,0.010115606936416185,0.05699521771780514,218,195,23,0,0
j6027_1.sm,1,centralizada,unitario,True,234,96,0.6843584238015135,0.0,15.88912574734005,280.0,504.0,0.0,173.0,59.45619381778315,49,11,4,0,0.18333333333333332,346.0,0.17183871045602067,0.045922328749537715,0.08073283152058605,0,0,0,149,0
