grupo,n,media_taxa_omissao,var_legado_taxa_omissao,var_pareada_taxa_omissao,media_atraso_relativo,var_legado_atraso_relativo,var_pareada_atraso_relativo,media_retrabalho_sobre_plano,var_legado_retrabalho_sobre_plano,var_pareada_retrabalho_sobre_plano,media_E_total,var_legado_E_total,var_pareada_E_total
gate=0.25;rede=0.25,48,0.20868055555555554,4.7525015596270027e-05,5.115170805274974e-05,3.0130140250544657,0.009478356053054684,0.015370089933610102,0.1839652409587138,5.1388922646135596e-05,3.486674104075253e-05,0.781047141787524,4.544197554275887e-05,0.00010968450607544106
gate=0.25;rede=0.8,48,0.20381944444444441,8.427885720383505e-05,0.00014847914913019078,2.694965277777778,0.007803432375807989,0.011209380824886088,0.1712445826039206,8.596965904629337e-05,9.980132471949824e-05,0.7390304477087977,5.625324283504192e-05,0.0001445492136612173
gate=0.8;rede=0.25,48,0.20451388888888888,8.218567359469398e-05,0.00013006584946689107,2.7045053785403055,0.0077546912056265125,0.0055601945896660695,0.16275197006247352,8.877466354082572e-05,9.714214203122332e-05,0.8978320395575151,1.1656991847384938e-05,1.535970608718877e-05
gate=0.8;rede=0.8,48,0.20104166666666665,4.442628299842396e-05,4.36987058080808e-05,2.3997293709150327,0.006038353235384406,0.003294194459686466,0.15686587370011607,3.0202375525896993e-05,1.1600541155939181e-05,0.8819903838422803,5.321032705014246e-06,3.8881847551720444e-06
controle=0.25,8,0.19583333333333333,0.00014632936507936512,6.944444444444442e-05,3.22765522875817,0.09882257968546895,0.1910846939878892,0.16931074958816583,0.00017011497509838826,0.00024234967369087378,0.791967051557113,9.3464980344763e-05,0.0001269295894658963
controle=0.8,8,0.20625,0.00026723710317460317,0.0005251736111111106,2.557230392156863,0.0367398420765365,3.906249999999834e-05,0.14653995247075732,0.00016389398019009367,0.00043232275957694004,0.8903929620232007,3.779863452938165e-05,0.00011296628712750584
