celula,arquivo,semente,A,B,C,D,atraso_relativo,E_total,TW,TL,TU,TR,n_com_erro,taxa_omissao,S_UR_maximo,retrabalho_sobre_plano,divida_latente_sobre_plano,p2_ajuda
0111,j6043_1.sm,6,0,1,1,1,1.8611111111111112,0.784253002017716,541.0,0.0,101.0,47.82840818985995,2,0.0333333333333333,4.0,0.1431988269157483,0.0119760479041916,0
0111,j6043_1.sm,7,0,1,1,1,2.2314814814814814,0.6243847535831049,576.0,0.0,296.0,50.50811169644478,4,0.0666666666666666,7.910012505702575,0.1512218913067209,0.0236826721727622,0
0111,j6043_1.sm,8,0,1,1,1,2.324074074074074,0.6136243969007051,643.0,0.0,315.0,89.87228677292687,5,0.0833333333333333,10.328692766207944,0.2690787029129547,0.0309242298389459,0
0111,j6043_1.sm,9,0,1,1,1,2.305555555555556,0.7285953540723292,642.0,0.0,157.0,82.1475346523652,10,0.1666666666666666,10.99641802178501,0.2459507025519916,0.0329234072508533,0
0111,j6043_1.sm,10,0,1,1,1,2.361111111111111,0.66429393776751,668.0,0.0,274.0,63.57894935026036,6,0.1,7.766515737809293,0.1903561357792226,0.0232530411311655,0
0111,j6043_1.sm,11,0,1,1,1,2.1944444444444446,0.7055079691492915,601.0,0.0,161.0,89.86847814730115,6,0.1,8.5,0.269067299842219,0.0254491017964071,0
0111,j6046_1.sm,0,0,1,1,1,2.602564102564102,0.7719660726670198,652.0,0.0,158.0,34.596703255939566,0,0.0,0.0,0.1081146976748111,0.0,0
0111,j6046_1.sm,1,0,1,1,1,2.8461538461538463,0.7618420917776428,654.0,0.0,130.0,74.44561105043474,5,0.0833333333333333,12.850241320997304,0.2326425345326085,0.0401570041281165,0
0111,j6046_1.sm,2,0,1,1,1,2.7564102564102564,0.7508427593241006,640.0,0.0,115.0,97.37553675834889,2,0.0333333333333333,9.136021505376345,0.3042985523698402,0.028550067204301,0
0111,j6046_1.sm,3,0,1,1,1,2.9615384615384617,0.7385712663856723,678.0,0.0,190.0,49.98859616880536,3,0.05,4.5,0.1562143630275167,0.0140625,0
0111,j6046_1.sm,4,0,1,1,1,3.0128205128205128,0.7535077145418936,688.0,0.0,159.0,66.06298093879505,5,0.0833333333333333,11.336920042786469,0.2064468154337345,0.0354278751337077,0
0111,j6046_1.sm,5,0,1,1,1,2.871794871794872,0.7297338845061714,691.0,0.0,156.0,99.920534555712,1,0.0166666666666666,6.948440591841145,0.3122516704866,0.0217138768495035,0
0111,j6046_1.sm,6,0,1,1,1,2.91025641025641,0.7982596218656622,640.0,0.0,96.0,65.74417253401366,5,0.0833333333333333,4.604082015165467,0.2054505391687927,0.014387756297392,0
0111,j6046_1.sm,7,0,1,1,1,2.858974358974359,0.7460752411380555,692.0,0.0,137.0,98.5203918366602,6,0.1,11.336920042786469,0.3078762244895631,0.0354278751337077,0
0111,j6046_1.sm,8,0,1,1,1,3.1153846153846154,0.694987305593839,704.0,0.0,224.0,84.96814248781132,1,0.0166666666666666,3.5,0.2655254452744103,0.0109375,0
