risco.F_ancora,retrabalho.f_retrabalho,agentes.tau_sat,agentes.k_heuristico,fuzzy.mu_minimo,ponto,media_taxa_omissao,var_media_taxa_omissao,media_atraso_relativo,var_media_atraso_relativo,media_retrabalho_sobre_plano,var_media_retrabalho_sobre_plano,media_E_total,var_media_E_total,implausibilidade
0.1088205091758658,0.4346215742836464,1.096005838699082,0.0711929408614906,0.4414343678546449,0,0.0645833333333333,0.0001432291666666,2.054710144927536,0.0033634443528699,0.1225820736699674,0.000213327782123,0.9137386080572352,4.095955456367528e-05,8.035561557723273
0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,1,0.1208333333333333,0.0006026785714285,1.6480392156862744,0.0008951082193506,0.2249070223579659,0.0001731523615323,0.8442658580577039,2.832091809575648e-05,2.339064329004837
0.2111178140388247,0.5611823345501612,1.2046154291403972,0.0775677181706013,0.5578617294915483,2,0.11875,0.0002225942460317,1.7498934356351237,0.0005110120793192,0.3071862489222891,0.000406204113544,0.8163997057079391,6.032341617450059e-05,6.612783565624142
0.1260927456821077,0.3510924122905457,0.9446838728218568,0.1024656616693235,0.4361572845710466,3,0.075,0.0001388888888888,2.109335038363171,0.0010174536103036,0.114604277173835,3.695030535801986e-05,0.919233480930373,2.304679943688352e-05,15.425775060214603
0.1055209399117426,0.5000698501866798,0.8174636567093421,0.1531781870738668,0.5235493868364239,4,0.0708333333333333,0.0001364087301587,1.898614663256607,0.0023121520467781,0.1581459157476291,8.706869973989961e-05,0.893708976575625,3.107761528058266e-05,6.454553872717616
0.1149404756252175,0.5408332903128025,0.8613239369228614,0.0602538567383803,0.4830560453332297,5,0.06875,8.370535714285716e-05,1.9097399829497017,0.0029195743774362,0.1647893988361009,0.0003029343808461,0.8910764832970061,7.214385211145842e-05,5.986425757191807
0.1615121724900792,0.3442649290406764,1.26967754032549,0.1210395615186841,0.6739015955629373,6,0.0770833333333333,0.0003466021825396,1.5192242114236998,0.0003085092222885,0.1351201209052167,0.0001617054617752,0.8817816819753883,3.838896723560765e-05,4.036836415466752
0.216598703018368,0.3889250362876628,0.92565367973498,0.1025981245134142,0.5908029272359518,7,0.125,0.0001587301587301,1.6456734867860188,0.0012256139436389,0.2129767220709379,0.0001262308943927,0.8507527051832058,5.138516126477798e-05,1.8420954447715325
0.1572264444425273,0.412098005011328,1.3890160475406157,0.1169062478561532,0.46381251795323,8,0.08125,0.0002821180555555,1.9878942881500423,0.0022288276294987,0.1661587350120197,6.901953682771704e-05,0.8891382705839291,1.779744495089148e-05,8.386601016574394
0.0599987697604627,0.5343417873994876,0.8849946293500484,0.139548372111927,0.557428937649289,9,0.0333333333333333,6.944444444444444e-05,1.788704177323103,0.0005274760855081,0.0977153783553125,9.61912637283827e-05,0.9204828806140508,2.3706919531094944e-05,9.830554663368753
0.1746905515779339,0.7145821961988273,0.9509145665008608,0.0998773565432419,0.4493667158791469,10,0.09375,0.0001779513888888,2.085613810741688,0.0041617330519442,0.3246191945527201,6.303500121372666e-05,0.8326746506971512,4.856878790173846e-05,10.835836687826625
0.1235867221963298,0.3414373743622738,1.1130166297481257,0.0809722423271457,0.4861401910190269,11,0.0708333333333333,7.688492063492064e-05,1.9671994884910489,0.0015072672847633,0.1093318233173272,0.0001701299349977,0.9168963500208168,5.192486999794633e-05,9.520872016281356
0.084618749161733,0.3704906155945923,1.3657089225449854,0.1252618651260459,0.6978504790075677,12,0.04375,6.882440476190477e-05,1.4583546462063086,0.0002475280856996,0.0764291092820827,2.5527683068703533e-05,0.9148797965000456,2.19256654112488e-05,12.041565579473694
0.1259325518406053,0.6530924248012905,1.308723580998807,0.1403187596254222,0.5609310185720106,13,0.0666666666666666,0.0001686507936507,1.7434356351236149,0.0003706999312568,0.2177838453357619,0.0002127325651428,0.8539808964993703,6.277661401978957e-05,7.138366528929309
