risco.F_ancora,retrabalho.f_retrabalho,agentes.tau_sat,agentes.k_heuristico,fuzzy.mu_minimo,media_taxa_omissao,var_media_taxa_omissao,media_atraso_relativo,var_media_atraso_relativo,media_retrabalho_sobre_plano,var_media_retrabalho_sobre_plano,media_E_total,var_media_E_total
0.18,0.42,0.85,0.135,0.62,0.10333333333333335,5.058479532163742e-05,1.5767433930093777,0.0001745970445001924,0.1972461820083015,7.51401470558844e-05,0.8595990146003922,1.4650413052229356e-05
