etapa,arquivo,cenario,P_max,semente,P_realizada_media,mu_cog_medio,defeitos_gerados,S_UR_maximo,fracao_heuristica
confirmatorio,j6010_1.sm,centralizada,0.4,1098,0.3337130879418782,0.950550853041143,18,15.5,0.3093812375249501
confirmatorio,j6010_1.sm,centralizada,0.4,1099,0.356370233562706,0.9301484984793148,14,9.27172059969109,0.7610789980732178
confirmatorio,j6010_1.sm,centralizada,0.6,1000,0.4471974252280585,0.8692655632914427,19,30.828340225456927,0.5495652173913044
confirmatorio,j6010_1.sm,centralizada,0.6,1001,0.4849701645571747,0.8881005776818226,15,21.40864504224384,0.4848484848484848
confirmatorio,j6010_1.sm,centralizada,0.6,1002,0.4343778258217204,0.8584848340642888,15,15.348750111251949,0.6228373702422145
confirmatorio,j6010_1.sm,centralizada,0.6,1003,0.4832546024700632,0.869691158065247,13,16.76733325957532,0.6112115732368897
confirmatorio,j6010_1.sm,centralizada,0.6,1004,0.45760336435222,0.8927898204366269,13,17.26682757532817,0.3834862385321101
confirmatorio,j6010_1.sm,centralizada,0.6,1005,0.4754816797036296,0.8755949549733092,10,18.817239028971947,0.6116152450090744
confirmatorio,j6010_1.sm,centralizada,0.6,1006,0.4017881319370907,0.8700805236357104,5,5.372020482225236,0.3698384201077199
confirmatorio,j6010_1.sm,centralizada,0.6,1007,0.459935180911178,0.8841263617398802,13,11.0,0.4323308270676692
confirmatorio,j6010_1.sm,centralizada,0.6,1008,0.4577847970580159,0.8909671793373274,18,25.088862970496567,0.4568345323741007
confirmatorio,j6010_1.sm,centralizada,0.6,1009,0.4991430680813986,0.9161860067672124,19,21.40274155384217,0.3752380952380952
confirmatorio,j6010_1.sm,centralizada,0.6,1010,0.4924113402385871,0.8190307063396396,13,20.492467051924365,0.6807131280388979
confirmatorio,j6010_1.sm,centralizada,0.6,1011,0.4313741014661562,0.9044712048878784,8,13.922686922759553,0.4236641221374045
confirmatorio,j6010_1.sm,centralizada,0.6,1012,0.5185657996759809,0.8627613553821734,21,18.64708121532855,0.6466666666666666
confirmatorio,j6010_1.sm,centralizada,0.6,1013,0.3757430309578313,0.8793800086419069,8,9.5,0.3021978021978022
confirmatorio,j6010_1.sm,centralizada,0.6,1014,0.4585219778647663,0.8628255146782208,13,21.4193135546395,0.6858638743455497
confirmatorio,j6010_1.sm,centralizada,0.6,1015,0.4190068666547454,0.903138179524826,13,21.5,0.3800383877159309
confirmatorio,j6010_1.sm,centralizada,0.6,1016,0.4697964979091478,0.903808109946114,12,12.625693911670204,0.3764478764478765
confirmatorio,j6010_1.sm,centralizada,0.6,1017,0.4805019200291009,0.8960841885575482,13,15.780939936848217,0.441340782122905
confirmatorio,j6010_1.sm,centralizada,0.6,1018,0.3788567446422388,0.8878831874623718,16,20.0,0.398886827458256
confirmatorio,j6010_1.sm,centralizada,0.6,1019,0.494597809625243,0.8615423005152972,17,22.20648258054633,0.6138279932546374
confirmatorio,j6010_1.sm,centralizada,0.6,1020,0.5016171866229436,0.847794680069039,14,10.539556403305422,0.7145135566188198
confirmatorio,j6010_1.sm,centralizada,0.6,1021,0.5013888374320357,0.849274517641715,13,19.44184898968864,0.5756578947368421
confirmatorio,j6010_1.sm,centralizada,0.6,1022,0.4150570406619396,0.9026363290444104,13,23.0,0.370722433460076
