correlacao_spearman_folga_vs_sucessores,n_tarefas_folga_zero,prop_tarefas_folga_zero,n_criticas_sem_sucessores,n_folga_alta_com_3_ou_mais_sucessores
0.116416,5742,0.199375,0,3488
