arquivo,combinacao,makespan_cpm,makespan_recursos,razao_makespan,ativas_media,ativas_p90,ativas_max
j6045_2.sm,45,78,197,2.5256410256410255,1.883248730964467,2.4000000000000057,3
j6045_3.sm,45,86,193,2.244186046511628,1.8808290155440415,2.0,3
j6045_4.sm,45,60,128,2.1333333333333333,2.2578125,3.0,3
j6045_5.sm,45,60,132,2.2,2.3484848484848486,3.0,3
j6045_6.sm,45,80,183,2.2875,2.087431693989071,3.0,3
j6045_7.sm,45,74,168,2.27027027027027,1.8154761904761905,2.0,3
j6045_8.sm,45,79,160,2.0253164556962027,2.2625,3.0,4
j6045_9.sm,45,78,153,1.9615384615384615,2.1437908496732025,3.0,3
j6046_1.sm,46,78,92,1.1794871794871795,3.4782608695652173,5.0,6
j6046_10.sm,46,79,109,1.379746835443038,3.165137614678899,4.0,5
j6046_2.sm,46,78,85,1.0897435897435896,3.976470588235294,5.0,6
j6046_3.sm,46,79,97,1.2278481012658229,3.3092783505154637,5.0,5
j6046_4.sm,46,71,84,1.1830985915492958,3.9166666666666665,5.0,6
j6046_5.sm,46,82,109,1.329268292682927,3.2110091743119265,4.0,5
j6046_6.sm,46,87,108,1.2413793103448276,2.8518518518518516,4.0,4
j6046_7.sm,46,75,92,1.2266666666666666,3.369565217391304,4.0,5
j6046_8.sm,46,72,92,1.2777777777777777,3.7717391304347827,5.0,6
j6046_9.sm,46,60,94,1.5666666666666667,3.5,5.0,5
j6047_1.sm,47,75,75,1.0,4.573333333333333,7.0,7
j6047_10.sm,47,66,72,1.0909090909090908,4.458333333333333,7.0,7
j6047_2.sm,47,66,77,1.1666666666666667,4.3896103896103895,6.0,7
j6047_3.sm,47,69,82,1.1884057971014492,3.9390243902439024,6.0,7
j6047_4.sm,47,76,85,1.118421052631579,3.7176470588235295,5.0,7
j6047_5.sm,47,87,92,1.0574712643678161,3.5543478260869565,5.0,7
j6047_6.sm,47,76,76,1.0,4.25,6.5,8
j6047_7.sm,47,68,69,1.0147058823529411,4.840579710144928,6.0,7
j6047_8.sm,47,71,79,1.1126760563380282,3.8860759493670884,5.0,6
j6047_9.sm,47,76,78,1.0263157894736843,4.141025641025641,6.0,7
j6048_1.sm,48,71,71,1.0,4.690140845070423,10.0,12
j6048_10.sm,48,70,70,1.0,4.442857142857143,7.0,7
j6048_2.sm,48,87,87,1.0,3.4482758620689653,7.0,9
j6048_3.sm,48,84,84,1.0,4.607142857142857,8.0,9
j6048_4.sm,48,62,62,1.0,4.887096774193548,7.0,9
j6048_5.sm,48,101,101,1.0,3.3366336633663365,6.0,7
j6048_6.sm,48,66,66,1.0,4.848484848484849,7.0,8
j6048_7.sm,48,77,77,1.0,4.558441558441558,7.0,8
j6048_8.sm,48,88,88,1.0,3.8295454545454546,6.0,7
j6048_9.sm,48,82,82,1.0,3.8658536585365852,7.900000000000006,8
j604_1.sm,4,84,84,1.0,4.5476190476190474,9.0,10
j604_10.sm,4,77,77,1.0,4.1688311688311686,7.0,10
j604_2.sm,4,60,60,1.0,5.35,9.100000000000001,11
j604_3.sm,4,58,58,1.0,5.724137931034483,13.0,15
j604_4.sm,4,65,65,1.0,4.953846153846154,8.0,9
j604_5.sm,4,75,75,1.0,4.6,8.600000000000009,10
j604_6.sm,4,71,71,1.0,4.309859154929577,9.0,11
j604_7.sm,4,67,67,1.0,4.970149253731344,9.399999999999999,12
j604_8.sm,4,65,65,1.0,4.707692307692308,9.0,14
j604_9.sm,4,75,75,1.0,4.426666666666667,8.600000000000009,12
j605_1.sm,5,59,95,1.6101694915254237,2.9894736842105263,4.0,6
j605_10.sm,5,68,100,1.4705882352941178,3.29,6.0,7
j605_2.sm,5,76,134,1.763157894736842,2.574626865671642,4.0,6
j605_3.sm,5,59,102,1.728813559322034,3.303921568627451,5.0,6
j605_4.sm,5,53,98,1.849056603773585,2.979591836734694,4.0,6
j605_5.sm,5,79,136,1.7215189873417722,2.573529411764706,4.0,5
j605_6.sm,5,64,101,1.578125,3.099009900990099,5.0,7
j605_7.sm,5,51,96,1.8823529411764706,3.0625,5.0,6
j605_8.sm,5,65,102,1.5692307692307692,3.1666666666666665,5.0,6
j605_9.sm,5,82,102,1.2439024390243902,3.0294117647058822,4.0,5
j606_1.sm,6,60,73,1.2166666666666666,4.534246575342466,7.0,8
j606_10.sm,6,74,74,1.0,4.1891891891891895,6.0,7
j606_2.sm,6,66,72,1.0909090909090908,4.805555555555555,8.0,8
j606_3.sm,6,72,75,1.0416666666666667,4.48,7.0,8
j606_4.sm,6,67,76,1.1343283582089552,4.5,7.0,8
j606_5.sm,6,78,85,1.0897435897435896,4.5058823529411764,7.0,9
j606_6.sm,6,53,69,1.3018867924528301,4.884057971014493,9.0,11
j606_7.sm,6,60,70,1.1666666666666667,4.514285714285714,6.0,7
j606_8.sm,6,72,77,1.0694444444444444,4.48051948051948,7.0,9
j606_9.sm,6,64,64,1.0,5.015625,8.0,10
j607_1.sm,7,77,77,1.0,4.363636363636363,8.0,10
j607_10.sm,7,82,82,1.0,4.024390243902439,8.0,10
j607_2.sm,7,85,85,1.0,3.7058823529411766,8.0,10
j607_3.sm,7,62,62,1.0,5.258064516129032,9.0,10
j607_4.sm,7,63,63,1.0,5.746031746031746,11.0,13
j607_5.sm,7,71,71,1.0,4.112676056338028,6.0,8
j607_6.sm,7,65,67,1.0307692307692307,4.447761194029851,8.0,9
j607_7.sm,7,89,89,1.0,4.247191011235955,9.0,10
j607_8.sm,7,66,66,1.0,4.696969696969697,7.0,11
j607_9.sm,7,44,52,1.1818181818181819,5.711538461538462,8.0,10
j608_1.sm,8,64,64,1.0,5.09375,10.0,13
j608_10.sm,8,97,97,1.0,3.845360824742268,7.0,9
j608_2.sm,8,61,61,1.0,6.065573770491803,11.0,13
j608_3.sm,8,79,79,1.0,3.9873417721518987,6.0,8
j608_4.sm,8,64,64,1.0,5.46875,10.0,10
j608_5.sm,8,83,83,1.0,4.156626506024097,8.0,10
j608_6.sm,8,56,56,1.0,6.017857142857143,9.0,12
j608_7.sm,8,62,62,1.0,5.67741935483871,9.0,11
j608_8.sm,8,66,66,1.0,4.742424242424242,9.0,10
j608_9.sm,8,58,58,1.0,5.379310344827586,11.0,14
j609_1.sm,9,59,105,1.7796610169491525,2.9047619047619047,4.0,5
j609_10.sm,9,65,119,1.8307692307692307,2.7058823529411766,4.0,5
j609_2.sm,9,71,102,1.4366197183098592,2.784313725490196,4.0,6
j609_3.sm,9,65,127,1.9538461538461538,2.4015748031496065,4.0,4
j609_4.sm,9,65,113,1.7384615384615385,2.752212389380531,4.0,5
j609_5.sm,9,52,116,2.230769230769231,2.6551724137931036,3.0,5
j609_6.sm,9,90,146,1.6222222222222222,2.671232876712329,4.0,5
j609_7.sm,9,74,135,1.8243243243243243,2.6,3.0,4
j609_8.sm,9,65,120,1.8461538461538463,2.841666666666667,4.0,4
j609_9.sm,9,80,118,1.475,3.0084745762711864,5.0,6
