arquivo,semente,cenario,concluiu,makespan,makespan_cpm,atraso_relativo,E_total,S_UR_maximo,n_com_erro,n_reportadas,taxa_omissao,E_plano,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,TW,TL,TU,TR
j6010_1.sm,5,centralizada,True,207,85,2.4352941176470586,0.7799547378210466,19.533007124238733,19,1,0.31666666666666665,323.0,0.21820208200601457,0.06047370626699298,0.09428926671552566,583.0,0.0,94.0,70.47927248794271
j6010_1.sm,5,adaptativa,True,140,85,1.6470588235294117,0.8540787597548867,8.75076737254357,5,7,0.08333333333333333,323.0,0.16374127916675604,0.02709215904812251,0.09199773402840976,491.0,12.0,19.0,52.8884331708622
j6010_1.sm,6,centralizada,True,191,85,2.2470588235294118,0.8262657232208831,22.329163572337063,8,1,0.13333333333333333,323.0,0.1525117385878167,0.06913053737565654,0.06672609295215004,610.0,0.0,79.0,49.26129156386479
j6010_1.sm,6,adaptativa,True,148,85,1.7411764705882353,0.8740383573114672,7.2898505867679315,6,7,0.1,323.0,0.180217307492338,0.02256919686305861,0.10015342347658006,508.0,8.0,7.0,58.21019032002517
j6010_1.sm,7,centralizada,True,230,85,2.7058823529411766,0.7525106970268436,15.401290633750925,10,2,0.16666666666666666,323.0,0.13055947331898385,0.047682014345978095,0.049896085357617206,636.0,0.0,167.0,42.17070988203179
j6010_1.sm,7,adaptativa,True,142,85,1.6705882352941177,0.8705313049159608,9.0,7,9,0.11666666666666667,323.0,0.17943275120949248,0.02786377708978328,0.10010553598965181,504.0,12.0,5.0,57.95677864066607
j6010_1.sm,8,centralizada,True,192,85,2.2588235294117647,0.6872947945865095,22.64493484730145,9,5,0.15,323.0,0.23307074245963497,0.07010815742198591,0.07972391911297871,649.0,0.0,220.0,75.28184981446209
j6010_1.sm,8,adaptativa,True,148,85,1.7411764705882353,0.8758339757760647,4.0,3,13,0.05,323.0,0.1614636386508312,0.01238390092879257,0.0885216182330489,516.0,17.0,4.0,52.15275528421847
j6010_1.sm,9,centralizada,True,227,85,2.6705882352941175,0.8484306750700897,21.921646589316737,10,1,0.16666666666666666,323.0,0.15361356842052806,0.0678688748895255,0.06923805876356934,608.0,0.0,59.0,49.617182599830564
j6010_1.sm,9,adaptativa,True,144,85,1.6941176470588235,0.8925187787812621,8.012008897800447,2,9,0.03333333333333333,323.0,0.1300559020311976,0.024804981107741323,0.07651628399571454,490.0,11.0,6.0,42.00805635607683
j6010_1.sm,10,centralizada,True,213,85,2.5058823529411764,0.7097652382341401,25.060154096069226,15,4,0.25,323.0,0.2547797156426407,0.07758561639649915,0.0883650722227157,661.0,0.0,188.0,82.29384815257293
j6010_1.sm,10,adaptativa,True,140,85,1.6470588235294117,0.8919594422616074,4.0,1,9,0.016666666666666666,323.0,0.11526688909258154,0.01238390092879257,0.06791150307631619,489.0,17.0,5.0,37.231205176903835
j6010_1.sm,11,centralizada,True,210,85,2.4705882352941178,0.7826528377443965,20.01346466576012,12,3,0.2,323.0,0.17427541077416236,0.061961190915666015,0.07492564246198019,588.0,0.0,107.0,56.29095768005445
j6010_1.sm,11,adaptativa,True,158,85,1.8588235294117648,0.8492444385569894,4.5,5,14,0.08333333333333333,323.0,0.23225713278718776,0.01393188854489164,0.12158304256128202,524.0,15.0,3.0,75.01905389026165
j6013_1.sm,0,centralizada,True,327,69,4.739130434782608,0.8367978581320425,13.98693738782737,9,1,0.15,340.0,0.12212416952583267,0.041138051140668735,0.04963671826432318,700.0,0.0,95.0,41.52221763878311
j6013_1.sm,0,adaptativa,True,248,69,3.5942028985507246,0.8985398693641754,5.670513446096221,2,8,0.03333333333333333,340.0,0.16752819349547668,0.016677980723812415,0.08630768764486045,593.0,8.0,2.0,56.95958578846207
j6013_1.sm,1,centralizada,True,367,69,5.318840579710145,0.8546299955535999,17.804946045020635,14,3,0.23333333333333334,340.0,0.17485077379458228,0.05236748836770775,0.07115843620505112,714.0,0.0,62.0,59.44926309015797
j6013_1.sm,1,adaptativa,True,249,69,3.608695652173913,0.9222975639116013,0.0,0,11,0.0,340.0,0.13248167607693048,0.0,0.06993898858072527,594.0,4.0,1.0,45.04376986615636
j6013_1.sm,2,centralizada,True,342,69,4.956521739130435,0.8589681365010834,25.758534672274287,18,1,0.3,340.0,0.26950779713281775,0.07576039609492437,0.11473692054480188,686.0,0.0,21.0,91.63265102515804
j6013_1.sm,2,adaptativa,True,237,69,3.4347826086956523,0.848626634924577,8.321379912836093,4,13,0.06666666666666667,340.0,0.2870520980491059,0.0244746468024591,0.1399054375764423,592.0,6.0,2.0,97.59771333669602
j6013_1.sm,3,centralizada,True,295,69,4.27536231884058,0.7902832456521172,10.78699510543891,10,4,0.16666666666666666,340.0,0.20637104711270066,0.03172645619246738,0.07990077451453798,694.0,0.0,114.0,70.16615601831822
j6013_1.sm,3,adaptativa,True,242,69,3.5072463768115942,0.9109468856171928,5.0,2,12,0.03333333333333333,340.0,0.14892027874318192,0.014705882352941176,0.075612914431078,610.0,7.0,2.0,50.63289477268185
j6013_1.sm,4,centralizada,True,291,69,4.217391304347826,0.8025105545418701,14.61554958198457,13,3,0.21666666666666667,340.0,0.20562137965721564,0.04298691053524874,0.08475004731251967,662.0,0.0,93.0,69.91126908345332
j6013_1.sm,4,adaptativa,True,253,69,3.6666666666666665,0.8915414587820081,10.78699510543891,5,6,0.08333333333333333,340.0,0.18133387255408784,0.03172645619246738,0.09332201390420568,589.0,8.0,2.0,61.65351666838986
j6013_1.sm,5,centralizada,True,365,69,5.2898550724637685,0.7888548105513925,24.084392117397712,17,4,0.2833333333333333,340.0,0.3299416556922019,0.07083644740411092,0.1232505030361961,718.0,0.0,80.0,112.18016293534865
j6013_1.sm,5,adaptativa,True,249,69,3.608695652173913,0.8843408357279461,9.691802753762408,3,10,0.05,340.0,0.20061725950664336,0.028505302216948258,0.10087085598228893,598.0,8.0,2.0,68.20986823225874
j6013_1.sm,6,centralizada,True,285,69,4.130434782608695,0.8800759560597662,26.704174099995427,14,2,0.23333333333333334,340.0,0.2444447175685015,0.07854168852939832,0.10158912818898874,720.0,0.0,15.0,83.11120397329051
j6013_1.sm,6,adaptativa,True,239,69,3.463768115942029,0.8924351984857446,17.787424332525198,6,6,0.1,340.0,0.19303032011309523,0.05231595391919176,0.09995016671488902,586.0,4.0,1.0,65.63030883845238
j6013_1.sm,7,centralizada,True,291,69,4.217391304347826,0.7793112109722334,37.561345658980855,15,4,0.25,340.0,0.33935157922964515,0.11047454605582605,0.1290051171486803,697.0,0.0,82.0,115.37953693807935
j6013_1.sm,7,adaptativa,True,250,69,3.6231884057971016,0.8954577595249947,5.2107267944544455,2,9,0.03333333333333333,340.0,0.1641613584818916,0.015325667042513076,0.08357834643930301,598.0,11.0,3.0,55.814861883843136
j6013_1.sm,8,centralizada,True,307,69,4.449275362318841,0.69962321860581,24.496847276542102,11,4,0.18333333333333332,340.0,0.23053257091673118,0.07204955081335912,0.08052455117151264,681.0,0.0,214.0,78.3810741116886
j6013_1.sm,8,adaptativa,True,236,69,3.420289855072464,0.8861261620667603,12.11554958198457,3,11,0.05,340.0,0.1752660489905221,0.03563396935877815,0.08859842727026156,596.0,14.0,3.0,59.59045665677751
j6013_1.sm,9,centralizada,True,345,69,5.0,0.7817526329655623,45.69470805292978,16,2,0.26666666666666666,340.0,0.2697754781405804,0.13439620015567583,0.10607280283671651,676.0,0.0,97.0,91.72366256779733
j6013_1.sm,9,adaptativa,True,243,69,3.5217391304347827,0.8800956801583024,3.5,3,12,0.05,340.0,0.19964793417453935,0.010294117647058823,0.09940292296612979,601.0,11.0,3.0,67.88029761934338
j6013_1.sm,10,centralizada,True,311,69,4.507246376811594,0.7477816277080737,29.080958905088472,17,2,0.2833333333333333,340.0,0.3025288431580482,0.08553223207378963,0.1063854407471983,723.0,0.0,141.0,102.85980667373639
j6013_1.sm,10,adaptativa,True,238,69,3.449275362318841,0.899800955997446,11.553786131807831,3,8,0.05,340.0,0.16022898969979646,0.03398172391708185,0.08336603292096906,588.0,9.0,2.0,54.477856497930794
j6013_1.sm,11,centralizada,True,280,69,4.057971014492754,0.9071512879322807,12.602190315790253,11,3,0.18333333333333332,340.0,0.1441433542276984,0.037065265634677214,0.06499757603471065,684.0,0.0,21.0,49.00874043741745
j6013_1.sm,11,adaptativa,True,236,69,3.420289855072464,0.8111069152247364,14.242963851148264,10,15,0.16666666666666666,340.0,0.35669880925341646,0.04189107015043607,0.17318502831844645,568.0,8.0,3.0,121.27759514616159
j6016_1.sm,0,centralizada,True,187,64,2.921875,0.8570078912735247,19.021282467351163,10,1,0.16666666666666666,365.0,0.10316709279782267,0.05211310265027716,0.038011165625831504,849.0,0.0,104.0,37.655988871205274
j6016_1.sm,0,adaptativa,True,149,64,2.328125,0.900891409048102,8.294345181428133,3,10,0.05,365.0,0.16295319873624703,0.022724233373775705,0.07914792457712473,677.0,10.0,5.0,59.47791753873017
j6016_1.sm,1,centralizada,True,273,64,4.265625,0.8069087217938585,25.592287742913673,12,4,0.2,365.0,0.2789890780811102,0.07011585682990047,0.10144238634807358,810.0,0.0,92.0,101.83101349960522
j6016_1.sm,1,adaptativa,True,141,64,2.203125,0.8806575439569421,14.434048977297536,6,12,0.1,365.0,0.19934913918100408,0.039545339663828866,0.09783021069449144,655.0,10.0,6.0,72.76243580106649
j6016_1.sm,2,centralizada,True,182,64,2.84375,0.8394357995830629,30.282088146959385,10,3,0.16666666666666666,365.0,0.15795976887106913,0.0829646250601627,0.05909393892887452,819.0,0.0,99.0,57.655315637940234
j6016_1.sm,2,adaptativa,True,136,64,2.125,0.8897213623045646,6.407955775369402,5,10,0.08333333333333333,365.0,0.15742108422773388,0.01755604322019014,0.0807618152493124,633.0,14.0,7.0,57.45869574312286
j6016_1.sm,3,centralizada,True,220,64,3.4375,0.7969262223548871,32.07816598926507,12,1,0.2,365.0,0.1847776030259257,0.08788538627195909,0.06570629921963729,818.0,0.0,141.0,67.44382510446287
j6016_1.sm,3,adaptativa,True,137,64,2.140625,0.8704009677996895,3.0,1,16,0.016666666666666666,365.0,0.2075068148408214,0.00821917808219178,0.1025259072298692,643.0,13.0,7.0,75.73998741689981
j6016_1.sm,4,centralizada,True,221,64,3.453125,0.774116104340608,36.82981568340804,10,3,0.16666666666666666,365.0,0.2105819783177576,0.10090360461207683,0.06839130891423392,870.0,0.0,177.0,76.86242208598152
j6016_1.sm,4,adaptativa,True,141,64,2.203125,0.9210832252474298,4.862018578580091,4,5,0.06666666666666667,365.0,0.1127325350810305,0.013320598845424908,0.05682182482159734,667.0,12.0,4.0,41.14737530457613
j6016_1.sm,5,centralizada,True,202,64,3.15625,0.767485499907486,33.60878522885502,20,3,0.3333333333333333,365.0,0.3119926190601052,0.09207886364069869,0.10429496550176445,838.0,0.0,140.0,113.87730595693841
j6016_1.sm,5,adaptativa,True,145,64,2.265625,0.9012755593493895,7.846635321150619,4,10,0.06666666666666667,365.0,0.15903582698047203,0.02149763101685101,0.07739247474884978,676.0,12.0,4.0,58.048076847872295
j6016_1.sm,6,centralizada,True,187,64,2.921875,0.830385026408001,33.26498909499557,13,4,0.21666666666666667,365.0,0.276444500726839,0.0911369564246454,0.10193152253441247,822.0,0.0,67.0,100.90224276529624
j6016_1.sm,6,adaptativa,True,145,64,2.265625,0.8937965030926203,5.502800916511432,6,8,0.1,365.0,0.15043245715625556,0.015076166894551869,0.07890103137882708,622.0,12.0,7.0,54.907846862033274
j6016_1.sm,7,centralizada,True,217,64,3.390625,0.79623360548484,39.05981281704441,15,3,0.25,365.0,0.18340582201150255,0.10701318580012167,0.0637588107756008,836.0,0.0,147.0,66.94312503419843
j6016_1.sm,7,adaptativa,True,145,64,2.265625,0.8923019568749454,12.5,6,10,0.1,365.0,0.1732300982014911,0.03424657534246575,0.08383261188620023,673.0,12.0,6.0,63.22898584354425
j6016_1.sm,8,centralizada,True,240,64,3.75,0.7395378701742581,32.910954029263436,18,4,0.3,365.0,0.297824526201775,0.09016699734044777,0.09261770537375018,868.0,0.0,197.0,108.70595206364789
j6016_1.sm,8,adaptativa,True,143,64,2.234375,0.8572886569852892,7.09322973835833,6,15,0.1,365.0,0.23937214016770977,0.019433506132488575,0.11505687020873374,651.0,16.0,5.0,87.37083116121407
j6016_1.sm,9,centralizada,True,273,64,4.265625,0.7818989091243441,34.48976266460819,16,4,0.26666666666666666,365.0,0.30916348695222057,0.09449250045098136,0.1070790370315439,824.0,0.0,117.0,112.8446727375605
j6016_1.sm,9,adaptativa,True,140,64,2.1875,0.8737629866896097,28.486843947261384,9,9,0.15,365.0,0.21424049028493097,0.07804614780071611,0.10479497682720977,652.0,11.0,5.0,78.1977789539998
j6016_1.sm,10,centralizada,True,297,64,4.640625,0.7946012351611478,23.23719607623388,11,2,0.18333333333333332,365.0,0.1992663855580831,0.06366355089379144,0.06559945558802596,881.0,0.0,155.0,72.73223072870033
j6016_1.sm,10,adaptativa,True,141,64,2.203125,0.886879548960699,6.079311199685599,3,11,0.05,365.0,0.16885274739970638,0.0166556471224263,0.08540546513427913,640.0,14.0,6.0,61.631252800892824
j6016_1.sm,11,centralizada,True,260,64,4.0625,0.7919496252729424,40.423237905987754,21,2,0.35,365.0,0.3306123949746679,0.11074859700270617,0.1137706574326596,840.0,0.0,100.0,120.67352416575378
j6016_1.sm,11,adaptativa,True,137,64,2.140625,0.8759367180917376,14.079674668371887,9,11,0.15,365.0,0.20487525694776426,0.03857445114622435,0.10108346060030018,648.0,10.0,7.0,74.77946878593396
j6019_1.sm,0,centralizada,True,196,62,3.161290322580645,0.8359462566385195,15.43098916029274,12,2,0.2,336.0,0.14157933044913504,0.045925562977061726,0.056728261054109906,701.0,0.0,90.0,47.57065503090937
j6019_1.sm,0,adaptativa,True,121,62,1.9516129032258065,0.9143411431610173,4.5,3,5,0.05,336.0,0.0968036675129998,0.013392857142857142,0.05407252643887479,550.0,9.0,10.0,32.526032284367936
j6019_1.sm,1,centralizada,True,253,62,4.080645161290323,0.811475743967243,17.46712692720425,12,3,0.2,336.0,0.1626973163125228,0.05198549680715551,0.06110244499657838,726.0,0.0,114.0,54.66629828100766
j6019_1.sm,1,adaptativa,True,118,62,1.903225806451613,0.8845491926241034,4.0,2,10,0.03333333333333333,336.0,0.12668698402581616,0.011904761904761904,0.0706424993067583,533.0,7.0,20.0,42.56682663267423
j6019_1.sm,2,centralizada,True,320,62,5.161290322580645,0.8033852155872132,22.874974940946693,12,1,0.2,336.0,0.17142824925935868,0.06808028256234135,0.06677474957040892,693.0,0.0,112.0,57.59989175114451
j6019_1.sm,2,adaptativa,True,137,62,2.2096774193548385,0.9008315720714181,4.0,4,9,0.06666666666666667,336.0,0.12305141699747119,0.011904761904761904,0.07027383033383847,530.0,10.0,7.0,41.34527611115032
j6019_1.sm,3,centralizada,True,175,62,2.8225806451612905,0.8248056486748618,30.54107463982116,15,1,0.25,336.0,0.21766636153325983,0.09089605547565822,0.08767863569539266,688.0,0.0,73.0,73.1358974751753
j6019_1.sm,3,adaptativa,True,144,62,2.3225806451612905,0.9114739733990465,6.6358533791523495,1,10,0.016666666666666666,336.0,0.11433993197093242,0.01974956362842961,0.06366764550825225,550.0,9.0,6.0,38.418217142233296
j6019_1.sm,4,centralizada,True,162,62,2.6129032258064515,0.8471862111050893,21.83375719331231,12,0,0.2,336.0,0.1482785838900023,0.0649814202181914,0.06099447410750943,692.0,0.0,75.0,49.821604187040776
j6019_1.sm,4,adaptativa,True,150,62,2.4193548387096775,0.8982065161094437,8.0,5,6,0.08333333333333333,336.0,0.14558915588410476,0.023809523809523808,0.07790501271743278,564.0,8.0,7.0,48.9179563770592
j6019_1.sm,5,centralizada,True,209,62,3.370967741935484,0.7777174938248402,34.58990467123376,16,2,0.26666666666666666,336.0,0.26806684576851375,0.10294614485486238,0.09907973487617514,707.0,0.0,112.0,90.07046017822063
j6019_1.sm,5,adaptativa,True,125,62,2.0161290322580645,0.929470443137666,5.085226035198849,1,7,0.016666666666666666,336.0,0.09319869557658501,0.01513460129523467,0.049839290148653126,584.0,8.0,5.0,31.314761713732565
j6019_1.sm,6,centralizada,True,242,62,3.903225806451613,0.7908602274328408,28.063700475737143,15,2,0.25,336.0,0.20630600277499994,0.08352291808255102,0.07865350835657577,697.0,0.0,115.0,69.31881693239998
j6019_1.sm,6,adaptativa,True,144,62,2.3225806451612905,0.8937123707320381,4.5,5,11,0.08333333333333333,336.0,0.1313217118690755,0.013392857142857142,0.07092490956273735,556.0,6.0,16.0,44.12409518800937
j6019_1.sm,7,centralizada,True,252,62,4.064516129032258,0.8423000198831411,26.060530936603538,8,1,0.13333333333333333,336.0,0.13744390124519418,0.07756110397798673,0.055096861547524405,706.0,0.0,86.0,46.18115081838525
j6019_1.sm,7,adaptativa,True,139,62,2.2419354838709675,0.8681143917647958,6.5,5,12,0.08333333333333333,336.0,0.19077765525972698,0.019345238095238096,0.10173172625434289,547.0,11.0,8.0,64.10129216726827
j6019_1.sm,8,centralizada,True,246,62,3.967741935483871,0.714983328733335,16.54841639012188,12,3,0.2,336.0,0.190423622899622,0.04925123925631512,0.06140443556885679,745.0,0.0,233.0,63.982337294272995
j6019_1.sm,8,adaptativa,True,125,62,2.0161290322580645,0.8908359065621583,4.5,2,11,0.03333333333333333,336.0,0.1597815388050231,0.013392857142857142,0.08175375785131372,585.0,15.0,3.0,53.68659703848776
j6019_1.sm,9,centralizada,True,198,62,3.193548387096774,0.7911456301245297,33.43988659676384,19,2,0.31666666666666665,336.0,0.2582396038649302,0.0995234720141781,0.09352387611072287,734.0,0.0,107.0,86.76850689861655
j6019_1.sm,9,adaptativa,True,147,62,2.370967741935484,0.8967658311358919,8.5,2,9,0.03333333333333333,336.0,0.12022061065246187,0.025297619047619048,0.0668340797774113,542.0,10.0,12.0,40.39412517922719
j6019_1.sm,10,centralizada,True,257,62,4.145161290322581,0.820261778786033,16.5,13,1,0.21666666666666667,336.0,0.1726179122179475,0.049107142857142856,0.0631804385710645,753.0,0.0,107.0,57.999618505230366
j6019_1.sm,10,adaptativa,True,125,62,2.0161290322580645,0.9026107365623592,5.355645781941752,4,8,0.06666666666666667,336.0,0.13839720913778958,0.01593942197006474,0.0736363493175786,570.0,11.0,4.0,46.5014622702973
j6019_1.sm,11,centralizada,True,227,62,3.661290322580645,0.7906164491441247,21.7110323403817,17,0,0.2833333333333333,336.0,0.27479209585164127,0.06461616767970743,0.09999689145374308,730.0,0.0,101.0,92.33014420615146
j6019_1.sm,11,adaptativa,True,125,62,2.0161290322580645,0.8760582459855489,6.377329784769727,5,15,0.08333333333333333,336.0,0.21653022407465078,0.01898014816895752,0.10766364471404392,592.0,8.0,3.0,72.75415528908266
j6021_1.sm,0,centralizada,True,257,76,3.3815789473684212,0.818698374342374,11.691719159637948,4,3,0.06666666666666667,332.0,0.12500087086521583,0.03521602156517454,0.052432437103733694,648.0,0.0,102.0,41.500289127251655
j6021_1.sm,0,adaptativa,True,210,76,2.763157894736842,0.9021275107935329,6.8165322676138524,4,7,0.06666666666666667,332.0,0.1394780079953844,0.020531723697632086,0.08049045624320061,519.0,8.0,2.0,46.306698654467624
j6021_1.sm,1,centralizada,True,358,76,4.7105263157894735,0.8444245363558305,14.303676682985119,13,3,0.21666666666666667,332.0,0.1828397725459319,0.04308336350296722,0.07696537167110412,666.0,0.0,62.0,60.70280448524939
j6021_1.sm,1,adaptativa,True,253,76,3.3289473684210527,0.8549994823720698,4.795448632019328,2,15,0.03333333333333333,332.0,0.24868006513993604,0.014444122385600385,0.1321915366186107,534.0,6.0,2.0,82.56178162645877
j6021_1.sm,2,centralizada,True,398,76,5.2368421052631575,0.8792473972416113,33.11962760722257,15,3,0.25,332.0,0.2599096617195957,0.09975791447958605,0.11290217956873143,672.0,0.0,6.0,86.29000769090577
j6021_1.sm,2,adaptativa,True,203,76,2.6710526315789473,0.9072529268758179,4.5,2,13,0.03333333333333333,332.0,0.1330084375043234,0.01355421686746988,0.07704461862056206,520.0,7.0,2.0,44.15880125143537
j6021_1.sm,3,centralizada,True,287,76,3.776315789473684,0.845541288957873,19.044187545423217,8,1,0.13333333333333333,332.0,0.14541246088980528,0.057362010678985595,0.0635827781167482,642.0,0.0,69.0,48.276937015415356
j6021_1.sm,3,adaptativa,True,192,76,2.526315789473684,0.8608800546727746,7.0,3,12,0.05,332.0,0.20443205439315645,0.02108433734939759,0.11258029046255413,519.0,12.0,4.0,67.87144205852795
j6021_1.sm,4,centralizada,True,245,76,3.223684210526316,0.8540937416251239,27.503904566434336,12,2,0.2,332.0,0.23080737687259284,0.08284308604347691,0.09753731324558457,671.0,0.0,38.0,76.62804912170083
j6021_1.sm,4,adaptativa,True,196,76,2.5789473684210527,0.944895130614113,4.0,4,4,0.06666666666666667,332.0,0.05733141258336973,0.012048192771084338,0.03492264329510014,515.0,8.0,3.0,19.03402897767875
j6021_1.sm,5,centralizada,True,256,76,3.3684210526315788,0.7836652083713391,20.700046190490845,13,5,0.21666666666666667,332.0,0.28581118956974794,0.06234953671834592,0.10983966730050254,677.0,0.0,92.0,94.88931493715631
j6021_1.sm,5,adaptativa,True,204,76,2.6842105263157894,0.8862018886181743,9.061051072069258,2,11,0.03333333333333333,332.0,0.181448319573921,0.027292322506232706,0.09759697996284632,547.0,8.0,2.0,60.24084209854177
j6021_1.sm,6,centralizada,True,261,76,3.4342105263157894,0.9185220910489431,17.0,14,3,0.23333333333333334,332.0,0.17928118139532806,0.05120481927710843,0.08147790895105701,671.0,0.0,0.0,59.52135222324892
j6021_1.sm,6,adaptativa,True,195,76,2.5657894736842106,0.8687288954181295,4.5,4,11,0.06666666666666667,332.0,0.2075708258983424,0.01355421686746988,0.11761721231596664,509.0,6.0,2.0,68.91351419824967
j6021_1.sm,7,centralizada,True,334,76,4.394736842105263,0.7905237602770586,20.62049694435003,11,2,0.18333333333333332,332.0,0.16358154140405495,0.06210993055527118,0.062402051764418744,688.0,0.0,128.0,54.309071746146245
j6021_1.sm,7,adaptativa,True,238,76,3.1315789473684212,0.8778402648656034,11.5,4,6,0.06666666666666667,332.0,0.15837260851226637,0.03463855421686747,0.09231316612896598,500.0,12.0,5.0,52.57970602607244
j6021_1.sm,8,centralizada,True,328,76,4.315789473684211,0.6685463393613156,27.280701369364664,19,2,0.31666666666666665,332.0,0.3872303953857394,0.08217078725712249,0.12331226086622317,697.0,0.0,217.0,128.56049126806548
j6021_1.sm,8,adaptativa,True,177,76,2.3289473684210527,0.8641304347826086,4.0,3,15,0.05,332.0,0.1686746987951807,0.012048192771084338,0.10144927536231885,477.0,15.0,4.0,56.0
j6021_1.sm,9,centralizada,True,310,76,4.078947368421052,0.7831409164182589,34.68574468326533,16,1,0.26666666666666666,332.0,0.2874617262164442,0.10447513458814857,0.11534081663863346,648.0,0.0,84.0,95.43729310385947
j6021_1.sm,9,adaptativa,True,216,76,2.8421052631578947,0.903238292711794,3.5,2,9,0.03333333333333333,332.0,0.13723899856803612,0.010542168674698794,0.07794424285671023,528.0,8.0,3.0,45.56334752458799
j6021_1.sm,10,centralizada,True,295,76,3.8815789473684212,0.731882991894907,16.32845560890385,16,0,0.26666666666666666,332.0,0.21066854629546428,0.04918209520754172,0.0747289474730081,685.0,0.0,181.0,69.94195737009414
j6021_1.sm,10,adaptativa,True,192,76,2.526315789473684,0.8839310279234289,6.8165322676138524,2,12,0.03333333333333333,332.0,0.15613489021264082,0.020531723697632086,0.0900199241024033,509.0,12.0,3.0,51.83678355059675
j6021_1.sm,11,centralizada,True,309,76,4.065789473684211,0.8319786915207571,28.17563758621678,16,3,0.26666666666666666,332.0,0.32562389329002345,0.08486637827173729,0.13444369312638715,669.0,0.0,27.0,108.10713257228778
j6021_1.sm,11,adaptativa,True,217,76,2.8552631578947367,0.8126194114513884,8.92323606911129,10,16,0.16666666666666666,332.0,0.3500285751078167,0.026877217075636416,0.17391175852455554,543.0,6.0,3.0,116.20948693579514
j6024_1.sm,0,centralizada,True,160,65,2.4615384615384617,0.8250636437333642,8.0,12,0,0.2,284.0,0.09415001404438024,0.028169014084507043,0.04186157501931892,527.0,0.0,85.0,26.738603988603987
j6024_1.sm,0,adaptativa,True,107,65,1.646153846153846,0.9145059341795512,3.5,2,6,0.03333333333333333,284.0,0.09863476051388767,0.01232394366197183,0.059853712525695046,428.0,7.0,5.0,28.0122719859441
j6024_1.sm,1,centralizada,True,240,65,3.6923076923076925,0.7852285159007537,34.85657482728555,12,0,0.2,284.0,0.1816731648446815,0.12273441840593503,0.07716953464616182,525.0,0.0,92.0,51.59517881588954
j6024_1.sm,1,adaptativa,True,104,65,1.6,0.8974206410080569,11.02877279152705,5,7,0.08333333333333333,284.0,0.13936436419668358,0.03883370701241919,0.08357515718236078,425.0,6.0,3.0,39.57947943185814
j6024_1.sm,2,centralizada,True,148,65,2.276923076923077,0.7829621358120704,19.455045847950508,11,2,0.18333333333333332,284.0,0.16083852723855546,0.06850368256320602,0.06409364769417401,558.0,0.0,109.0,45.678141735749755
j6024_1.sm,2,adaptativa,True,105,65,1.6153846153846154,0.8861048314364336,5.5,4,9,0.06666666666666667,284.0,0.1320376366925229,0.01936619718309859,0.07836738051069063,424.0,5.0,12.0,37.4986888206765
j6024_1.sm,3,centralizada,True,206,65,3.169230769230769,0.7531855514094012,20.836014571994358,14,2,0.23333333333333334,284.0,0.1948353948972022,0.07336624849293788,0.07833873314375905,532.0,0.0,119.0,55.33325215080542
j6024_1.sm,3,adaptativa,True,115,65,1.7692307692307692,0.9018556152090884,8.5,3,8,0.05,284.0,0.128647619788529,0.02992957746478873,0.07387921128752806,446.0,8.0,4.0,36.535924019942236
j6024_1.sm,4,centralizada,True,161,65,2.476923076923077,0.763393813700826,10.404495047185122,7,2,0.11666666666666667,284.0,0.15156989897970985,0.036635545940792685,0.05785376161218481,568.0,0.0,133.0,43.045851310237595
j6024_1.sm,4,adaptativa,True,115,65,1.7692307692307692,0.9400428265524625,7.5,4,3,0.06666666666666667,284.0,0.06690140845070422,0.02640845070422535,0.04068522483940043,439.0,7.0,2.0,19.0
j6024_1.sm,5,centralizada,True,152,65,2.3384615384615386,0.8068998293174487,22.42089326905011,12,2,0.2,284.0,0.21246160743615133,0.07894680728538772,0.08804268838443857,553.0,0.0,72.0,60.33909651186698
j6024_1.sm,5,adaptativa,True,103,65,1.5846153846153845,0.9016330501591406,7.4124201071642695,3,8,0.05,284.0,0.12293105671536714,0.026100070799874187,0.07320509727827867,430.0,10.0,2.0,34.912420107164266
j6024_1.sm,6,centralizada,True,153,65,2.353846153846154,0.8169107987552239,13.327173597154871,9,4,0.15,284.0,0.1695334631499845,0.04692666759561574,0.07216920288168156,545.0,0.0,74.0,48.14750353459559
j6024_1.sm,6,adaptativa,True,102,65,1.5692307692307692,0.88,4.5,5,9,0.08333333333333333,284.0,0.14084507042253522,0.01584507042253521,0.08421052631578947,418.0,5.0,12.0,40.0
j6024_1.sm,7,centralizada,True,222,65,3.4153846153846152,0.7863261962851292,26.955267544672935,10,3,0.16666666666666666,284.0,0.1530115054389892,0.09491291388969343,0.06212730043082781,550.0,0.0,106.0,43.455267544672935
j6024_1.sm,7,adaptativa,True,106,65,1.6307692307692307,0.8762623522260513,8.0,4,12,0.06666666666666667,284.0,0.15249474381856992,0.028169014084507043,0.09035622483200392,420.0,11.0,5.0,43.30850724447386
j6024_1.sm,8,centralizada,True,210,65,3.230769230769231,0.6662840725347751,42.35516950447464,16,3,0.26666666666666666,284.0,0.28001905625115886,0.14913792079040367,0.08686313993594763,610.0,0.0,226.0,79.52541197532912
j6024_1.sm,8,adaptativa,True,119,65,1.8307692307692307,0.8937111510681434,5.779858153418691,4,10,0.06666666666666667,284.0,0.12422722038086816,0.020351613216262998,0.0703808116121544,448.0,15.0,3.0,35.280530588166556
