risco.F_ancora,retrabalho.f_retrabalho,agentes.tau_sat,agentes.k_heuristico,fuzzy.mu_minimo,ponto,media_taxa_omissao,var_media_taxa_omissao,media_atraso_relativo,var_media_atraso_relativo,media_retrabalho_sobre_plano,var_media_retrabalho_sobre_plano,media_E_total,var_media_E_total,implausibilidade
0.1496879661512252,0.4338915504017854,1.1048114094662704,0.0718723749597193,0.5907660208252148,0,0.0895833333333333,0.0001977926587301,1.64882779198636,0.000822770794444,0.1798274745797898,0.0001946934165582,0.8665888471468802,5.6558894977991954e-05,2.282514797937288
0.2117915161257383,0.416171658597143,1.3054064350725436,0.1075639207145888,0.6353501861690453,1,0.10625,0.0002969990079365,1.562020460358056,0.0002074678791046,0.2224919926070153,0.0001254081808838,0.843608965258126,3.496858761686561e-05,2.2699996866888914
0.2172457183499898,0.5567735508860834,1.2019328355130323,0.078093123309214,0.6268910524663637,2,0.1041666666666666,0.0003844246031746,1.5839727195225917,0.0001949010450393,0.2764126209755689,0.0001381581654755,0.8189669601073568,2.670606889390905e-05,6.3182526532004415
0.161094654483536,0.3527903425481462,0.9694955035828344,0.1023894764859954,0.5891286496960167,3,0.0791666666666666,0.000126488095238,1.6574381926683717,0.0004543687911429,0.1408183128620601,6.085507105909839e-05,0.8880438897595935,1.858831463962266e-05,4.9338033584558865
0.1475089108671499,0.4974374318762417,0.8557319882190524,0.1518766732007973,0.6162446335604368,4,0.0645833333333333,0.0001035466269841,1.6704390451832904,0.0003960570198649,0.1777394144300516,0.0001772910315671,0.8740553475271857,5.802632284249465e-05,3.9222293130065924
0.1537296286114819,0.5370159952379945,0.894952953364384,0.0611976037160923,0.6036803769931466,5,0.075,0.0001984126984126,1.5908780903665811,0.0004521641118732,0.2072139656057172,0.0001481979462809,0.8532542858363548,6.267989686202471e-05,1.795561079627751
0.1844858558697384,0.346161314733757,1.260113010893801,0.1205145891336883,0.6628958521502801,6,0.0958333333333333,0.0001959325396825,1.5147058823529411,0.0004457941299504,0.1569235015718835,3.641419671578045e-05,0.8699493937658981,1.383251235253392e-05,3.8177382667521824
0.2208653302254439,0.3895232802339355,0.9524782265354512,0.1025187387298026,0.6371120331197355,7,0.1166666666666666,0.0002380952380952,1.582843137254902,0.0014187566961252,0.2163051625831989,9.89967537745606e-05,0.8424536896627839,6.087019539148032e-06,3.7650281409795254
0.1816555354246819,0.412022676950008,1.366828504027783,0.1164811456269819,0.5977095036029395,8,0.0979166666666666,0.000430927579365,1.6328644501278773,0.0005689805111414,0.1742189787161228,0.0001020740308307,0.8670420689702747,2.325149449256012e-05,2.058082153683827
0.117445797330092,0.5307131817714983,0.9161198815767214,0.1385761852281073,0.6267567659998851,9,0.0666666666666666,0.0002182539682539,1.566091219096334,0.0006668268052244,0.1477013208742734,7.592727247804019e-05,0.8834392844074509,2.734384129825759e-05,4.0310038232936805
0.1931889362684971,0.7057145167408057,0.975067146500431,0.0998637106340576,0.593227266355002,10,0.1229166666666666,0.0002573164682539,1.6247442455242966,0.0014053127923025,0.3675021479179799,0.0002395490507357,0.7834133958243357,3.810894873207493e-05,10.488737886644111
0.1594396615794387,0.3434159489929921,1.1200228864468351,0.0814153865037839,0.6046373243886635,11,0.075,0.0003670634920634,1.606841432225064,0.0015313471194475,0.137128570417936,5.548822975135527e-05,0.883992295128356,2.7260538292123583e-05,5.259966195156854
0.1337049790334407,0.371624695492793,1.3459866869522563,0.124634872387979,0.6703267013943399,12,0.075,0.0001785714285714,1.5085890878090369,0.0002745806521578,0.1247875409372755,0.0001058736981889,0.8875990955261772,3.893691029052448e-05,5.385602398633225
0.1609888615121328,0.646012077353274,1.2950289620198796,0.1393279584463179,0.6278433901607737,13,0.0833333333333333,0.0001488095238095,1.5818201193520889,0.0002622321121635,0.2453563521925257,0.0002024017141783,0.8346333681974714,5.689104565318423e-05,2.951643618879089
0.1543328910348776,0.3560243132356915,0.8191586648091235,0.156617456582391,0.6043818558146526,14,0.0708333333333333,0.000235615079365,1.6543691389599318,0.0008790387517919,0.1415494195473859,4.056527184193954e-05,0.8934887843989694,2.1377878038063767e-05,5.646076878917191
0.2390241507477118,0.6784145433903874,1.114547182725543,0.1270035812416235,0.6695498995669403,15,0.1208333333333333,0.0001463293650793,1.5109761295822677,0.0004051459439923,0.3872537773041224,0.0004202823698578,0.7632591723256203,7.272992583738412e-05,10.306211926440833
0.1664562805303846,0.779229599967947,1.0577077017674463,0.1311959646968253,0.6015808706054747,16,0.0708333333333333,0.00015625,1.6625106564364875,0.0003444124323067,0.3345347485507036,0.0009670640001757,0.7956520243838849,0.0001419931079605,5.109329252347224
0.1972966256721751,0.702533366199634,1.0174043874394938,0.1378671237009396,0.6691802097594041,17,0.11875,0.0003317212301587,1.552067348678602,0.0010598173903906,0.355131353915261,0.0003705100487552,0.7742600857595894,5.682938704142209e-05,10.093819231107465
0.198754949228622,0.3680520565802848,1.3301353157249782,0.1522924123746683,0.655817332871464,18,0.1208333333333333,0.0001562499999999,1.5228687127024725,0.000667390061032,0.1851618681111256,0.00012111393796,0.8573658882537339,2.3876840454389823e-05,1.8566583100916647
0.1436251166280825,0.6486113186433782,1.3676533702106886,0.1126337771433504,0.6645119381564979,19,0.0770833333333333,0.0003962053571428,1.5312233589087807,0.0003829463973587,0.2456521853304863,0.0003229315964958,0.8251857185149256,7.966166870344798e-05,3.5435829671320422
0.1615354655974067,0.4848286125073432,1.0145555477320685,0.0832539681139388,0.5895435873457457,20,0.0708333333333333,0.0001562499999999,1.7015558397271953,0.0004359931544432,0.1917788732295357,8.758232629453469e-05,0.8619116790629932,2.3763002934571425e-05,5.051065291997173
0.2019526347377599,0.3925843691922417,0.8818372794769652,0.1502186733753984,0.6541905408223889,21,0.1104166666666666,0.0001680307539682,1.560336743393009,0.000412552368514,0.1973907353718296,0.0002079478739205,0.8505134237615288,5.181833940723972e-05,1.114408487409985
0.1402357763567082,0.7460925328583701,1.0843703534947753,0.1343875680380711,0.6309599096623402,22,0.0854166666666666,0.0001432291666666,1.582843137254902,0.0002436306540111,0.2907581374099975,0.0004663076404317,0.8153655866962162,8.637534458342592e-05,4.400829454109465
0.1618940316961978,0.7541975583191409,1.1720499665650177,0.1078291045503105,0.5896268964706874,23,0.0791666666666666,0.0001661706349206,1.6811807331628303,0.0002120047488953,0.279783343871154,0.0002778322594193,0.8206701797426176,4.526490529641048e-05,5.311581753865019
0.1353986469892861,0.6014060469351359,1.2560072580594444,0.0981835652513236,0.6250358202937282,24,0.0854166666666666,0.0002225942460317,1.582843137254902,0.0002930621913319,0.2004465888819499,0.0002621012879276,0.8561766335978689,6.674659861320745e-05,1.0840105914300022
0.1546868287773618,0.6677978128453914,0.907278700981608,0.1045304547583179,0.6618787816669606,25,0.1041666666666666,0.0001463293650793,1.5039641943734017,0.0003580196673354,0.2511649210704868,0.0002541133233897,0.8223429177142707,8.367163686064104e-05,3.757265563222767
0.2416434944696146,0.6847971905134553,0.8384947719963387,0.1556453267246903,0.6588533544409136,26,0.1145833333333333,0.0002225942460317,1.5796888320545608,0.0005600366188953,0.4434858384799797,0.0001812111490715,0.7492398610193682,2.925228110242189e-05,16.655695591028994
0.186764061801197,0.6203733440228218,1.09566673657326,0.114697842403705,0.6093336032995302,27,0.1229166666666666,0.0008227926587301,1.6229113384484228,0.000867098247802,0.3091050976655705,0.0005211767001566,0.8060986099552583,8.305831324777485e-05,5.412406298670171
0.1639461109801004,0.6407672258792612,1.0124183982193384,0.1028792923735321,0.6048838850767668,28,0.0770833333333333,0.0002473958333333,1.6332054560954816,0.0007202258567536,0.2708886886391035,0.0001953083150576,0.8211782436959801,3.374783601892013e-05,5.522697419571975
0.1206481151519933,0.5531565240636944,1.3117591444126646,0.0924144333403871,0.6699333054803756,29,0.0708333333333333,0.0001760912698412,1.513000852514919,0.0003054619305003,0.1483266369110398,6.545237401035231e-05,0.8738057567633519,3.5909739922367285e-05,4.125734726232857
0.1738977594470643,0.6288176023123861,1.2536054745912646,0.1552715246191556,0.5785484528954782,30,0.1,0.0005357142857142,1.6799445865302642,0.0005308677550118,0.2817209672287684,0.0002019104657309,0.8215871536682742,4.68232138925108e-05,5.0751342942864826
