tau_min,tau_inicial,empate_exato,valores_distintos_de_confianca,arquivo,semente,atraso_relativo,E_total,TW,TL,TU,TR,n_com_erro,S_UR_maximo,p2_ajuda,p2_bloqueio,p1_omissao,p3_analitica
0.2,0.25,False,1,j6021_1.sm,0,3.5526315789473686,0.8801331623288818,629.0,8.0,2.0,75.6645836359928,12,32.347808599328374,8,2,23,37
0.2,0.25,False,1,j6021_1.sm,1,3.8026315789473686,0.8504675597083825,634.0,9.0,3.0,99.47229081541066,17,28.631063290738084,9,3,25,35
0.2,0.25,False,1,j6021_1.sm,2,5.394736842105263,0.8763257701581815,672.0,2.0,2.0,90.83811304407992,16,24.937242627702524,2,2,29,31
0.2,0.25,False,1,j6021_1.sm,3,3.3026315789473686,0.8917214544918759,629.0,7.0,4.0,65.37721934527096,14,17.662766463891245,7,4,24,36
0.2,0.25,False,1,j6021_1.sm,4,3.657894736842105,0.9136446947837418,596.0,10.0,3.0,43.33236005499076,13,11.5,10,3,17,43
0.2,0.25,False,1,j6021_1.sm,5,3.881578947368421,0.8911768778705,637.0,11.0,3.0,63.785151879316,13,14.546440025953482,11,3,28,32
0.2,0.25,False,1,j6021_1.sm,6,3.4342105263157894,0.9185220910489432,671.0,0.0,0.0,59.52135222324892,14,17.0,0,0,31,29
0.2,0.25,False,1,j6021_1.sm,7,4.171052631578948,0.8834850568719633,626.0,10.0,4.0,68.55754167070349,11,31.47713263817218,10,4,29,31
0.2,0.25,False,1,j6021_1.sm,8,3.5789473684210527,0.9224337484391324,625.0,13.0,3.0,36.55543534435317,7,11.06562594756068,13,3,23,37
0.2,0.25,False,1,j6021_1.sm,9,4.171052631578948,0.9048830834528504,615.0,8.0,5.0,51.64581418992244,10,16.875553063790615,8,5,23,37
0.2,0.25,False,1,j6021_1.sm,10,3.276315789473684,0.8910317790431829,613.0,12.0,3.0,59.966483819755695,12,22.513844115345798,12,3,17,43
0.2,0.25,False,1,j6021_1.sm,11,3.1447368421052637,0.9026178453641432,671.0,5.0,2.0,65.39323496235376,16,20.44353004064062,5,2,29,31
0.2,0.25,False,1,j6024_1.sm,0,2.1846153846153844,0.9671789650059138,536.0,4.0,2.0,12.18905848176988,5,5.689058481769879,4,2,18,42
0.2,0.25,False,1,j6024_1.sm,1,4.0,0.8721517702864471,520.0,5.0,8.0,63.22650290466377,12,32.2899206055291,5,8,14,46
0.2,0.25,False,1,j6024_1.sm,2,4.938461538461539,0.9206540273268552,529.0,9.0,3.0,33.59152330649807,12,20.0,9,3,13,47
0.2,0.25,False,1,j6024_1.sm,3,2.892307692307692,0.8792763434662305,514.0,11.0,11.0,48.57162394900783,13,15.810148959541412,11,11,11,49
0.2,0.25,False,1,j6024_1.sm,4,2.246153846153846,0.8883169988395797,524.0,9.0,2.0,54.87951450271491,10,21.82166489097236,9,2,10,50
0.2,0.25,False,1,j6024_1.sm,5,2.6,0.9287550660304804,518.0,7.0,2.0,30.73585409761851,11,9.206065774814606,7,2,17,43
0.2,0.25,False,1,j6024_1.sm,6,2.3230769230769237,0.9017080782394796,525.0,4.0,18.0,35.22834270823519,12,23.0,4,18,13,47
0.2,0.25,False,1,j6024_1.sm,7,4.892307692307693,0.9222707423580786,528.0,10.0,3.0,31.5,7,12.5,10,3,14,46
0.2,0.25,False,1,j6024_1.sm,8,2.7846153846153845,0.8640576860882453,539.0,15.0,3.0,66.80094370800208,13,25.497199351654377,15,3,15,45
0.2,0.25,False,1,j6024_1.sm,9,2.3846153846153846,0.8979082252027966,516.0,5.0,6.0,47.66897564443083,9,15.359756291405873,5,6,15,45
0.2,0.25,False,1,j6024_1.sm,10,2.0923076923076924,0.9179400597629288,539.0,14.0,3.0,31.184309331923536,8,12.561591584981391,14,3,15,45
0.2,0.25,False,1,j6024_1.sm,11,1.9692307692307691,0.8992464283634228,524.0,9.0,2.0,47.71012647072734,9,15.0,9,2,12,48
0.2,0.25,False,1,j6027_1.sm,0,2.34375,0.9090344663245772,605.0,8.0,7.0,45.54132149262245,13,16.068027806176293,8,7,15,45
0.2,0.25,False,1,j6027_1.sm,1,2.239583333333333,0.863030571720231,600.0,12.0,7.0,76.22450265470115,21,20.718875137133782,12,7,15,45
0.2,0.25,False,1,j6027_1.sm,2,3.78125,0.8659707156705249,594.0,11.0,15.0,65.93543551881343,14,17.67342813271803,11,15,12,48
0.2,0.25,False,1,j6027_1.sm,3,2.21875,0.8804635587876486,602.0,10.0,8.0,63.730739326590566,14,17.02324283569777,10,8,18,42
0.2,0.25,False,1,j6027_1.sm,4,2.145833333333333,0.9032708709324668,644.0,7.0,12.0,49.964428195480494,13,19.591719240882146,7,12,21,39
0.2,0.25,False,1,j6027_1.sm,5,2.1354166666666665,0.9282149505420252,612.0,9.0,7.0,31.330039494221204,5,8.15295503663392,9,7,17,43
0.2,0.25,False,1,j6027_1.sm,6,2.052083333333333,0.8967193227138897,606.0,5.0,11.0,53.79674559254753,11,26.4132650024176,5,11,16,44
0.2,0.25,False,1,j6027_1.sm,7,2.145833333333333,0.904313552407043,609.0,11.0,6.0,47.43898405481521,9,21.938984054815204,11,6,19,41
0.2,0.25,False,1,j6027_1.sm,8,2.09375,0.9020517900934706,604.0,16.0,9.0,40.5846143572461,9,11.716914313676934,16,9,14,46
0.2,0.25,False,1,j6027_1.sm,9,2.1979166666666665,0.8706505608130474,622.0,10.0,14.0,68.40831488025711,10,24.54809472566024,10,14,18,42
0.2,0.25,False,1,j6027_1.sm,10,1.9166666666666667,0.9311569295639012,580.0,14.0,7.0,21.88104355475048,5,9.38104355475048,14,7,13,47
0.2,0.25,False,1,j6027_1.sm,11,1.90625,0.910424163019936,576.0,8.0,7.0,41.67213612759421,10,19.0,8,7,15,45
0.2,0.25,False,1,j602_1.sm,0,2.6769230769230767,0.8846902748908959,626.0,10.0,12.0,59.592270161668864,15,24.74680624560345,10,12,21,39
0.2,0.25,False,1,j602_1.sm,1,2.4923076923076923,0.899586448026148,645.0,10.0,3.0,58.996127959957896,10,23.961679070358368,10,3,23,37
0.2,0.25,False,1,j602_1.sm,2,2.569230769230769,0.9328400414373964,675.0,10.0,4.0,34.59672614385713,8,18.11420135942048,10,4,31,29
0.2,0.25,False,1,j602_1.sm,3,2.4923076923076923,0.8891607681806277,634.0,10.0,15.0,54.031909063273766,12,26.59009630337383,10,15,28,32
0.2,0.25,False,1,j602_1.sm,4,2.4,0.8984561062224414,647.0,10.0,4.0,59.12421699743503,14,28.261306753028094,10,4,24,36
0.2,0.25,False,1,j602_1.sm,5,2.723076923076923,0.9051336886694444,665.0,13.0,7.0,49.69809855111748,9,18.94907437610049,13,7,33,27
0.2,0.25,False,1,j602_1.sm,6,2.3692307692307693,0.9187816591754246,649.0,10.0,3.0,44.37021703552014,12,21.987578368248748,10,3,25,35
0.2,0.25,False,1,j602_1.sm,7,3.2153846153846155,0.8744990547213909,661.0,9.0,24.0,61.8613087473146,12,24.373226035920283,9,24,30,30
0.2,0.25,False,1,j602_1.sm,8,2.7846153846153845,0.8894327850739071,619.0,18.0,10.0,48.94916039503135,13,23.449160395031356,18,10,24,36
0.2,0.25,False,1,j602_1.sm,9,2.353846153846154,0.9094554732030412,647.0,14.0,5.0,45.41470810144149,12,23.2537954149999,14,5,25,35
0.2,0.25,False,1,j602_1.sm,10,2.753846153846154,0.8900285664291816,657.0,15.0,4.0,62.17855379170757,12,24.878532665692468,15,4,28,32
0.2,0.25,False,1,j602_1.sm,11,2.4,0.88910502369387,651.0,10.0,4.0,67.196965095709,15,23.15528262421584,10,4,25,35
0.2,0.25,False,1,j6032_1.sm,0,2.3043478260869565,0.913299375656426,662.0,7.0,14.0,41.84446792071134,10,15.5,7,14,19,41
0.2,0.25,False,1,j6032_1.sm,1,4.72463768115942,0.9125012303204186,657.0,6.0,12.0,44.99902922793746,15,18.999029227937463,6,12,19,41
0.2,0.25,False,1,j6032_1.sm,2,3.0434782608695654,0.8641333211315437,665.0,8.0,16.0,80.5571779701914,18,33.239133641250824,8,16,20,40
0.2,0.25,False,1,j6032_1.sm,3,2.260869565217391,0.8873880058235927,676.0,8.0,13.0,64.7862711279249,15,37.146329848632384,8,13,22,38
0.2,0.25,False,1,j6032_1.sm,4,2.782608695652174,0.8907305751335753,653.0,7.0,15.0,58.10607969427249,12,22.49629249451657,7,15,16,44
0.2,0.25,False,1,j6032_1.sm,5,2.4782608695652173,0.9078149466109148,672.0,7.0,16.0,45.23896886555238,9,18.833528714964327,7,16,21,39
0.2,0.25,False,1,j6032_1.sm,6,2.1739130434782608,0.900741411842157,673.0,6.0,14.0,54.16227227036215,10,20.166259836574504,6,14,22,38
0.2,0.25,False,1,j6032_1.sm,7,2.4347826086956523,0.927395169157597,672.0,8.0,13.0,31.61020107578709,10,22.11020107578709,8,13,21,39
0.2,0.25,False,1,j6032_1.sm,8,3.217391304347826,0.8889069751296904,666.0,14.0,21.0,48.23475530477352,11,19.59409163190496,14,21,21,39
0.2,0.25,False,1,j6032_1.sm,9,2.6956521739130435,0.9124237155228928,678.0,8.0,11.0,46.07581934282699,12,22.0,8,11,22,38
0.2,0.25,False,1,j6032_1.sm,10,2.1449275362318843,0.903726933602918,641.0,10.0,14.0,44.28504636295845,10,16.5,10,14,15,45
0.2,0.25,False,1,j6032_1.sm,11,2.188405797101449,0.8889848338065476,685.0,4.0,20.0,61.54182923109702,12,14.0,4,20,27,33
0.2,0.25,False,1,j6035_1.sm,0,2.576923076923077,0.9284681534363544,689.0,9.0,6.0,38.08253395654044,12,14.5,9,6,30,30
0.2,0.25,False,1,j6035_1.sm,1,3.3461538461538463,0.8925592777170754,683.0,8.0,2.0,72.21528267223749,14,19.74956536078625,8,2,19,41
0.2,0.25,False,1,j6035_1.sm,2,2.230769230769231,0.8994293319519572,679.0,12.0,4.0,59.923122783223455,11,22.468152238262576,12,4,23,37
0.2,0.25,False,1,j6035_1.sm,3,3.3846153846153846,0.8942563438124802,678.0,11.0,4.0,65.1718650264025,10,21.073424567324714,11,4,26,34
0.2,0.25,False,1,j6035_1.sm,4,2.128205128205128,0.929925249974944,684.0,9.0,2.0,40.54299124411326,8,20.815320457743383,9,2,20,40
0.2,0.25,False,1,j6035_1.sm,5,2.1923076923076925,0.8915380725789063,685.0,12.0,3.0,68.33510656312829,14,15.368432159725328,12,3,23,37
0.2,0.25,False,1,j6035_1.sm,6,2.9743589743589745,0.8213490290135464,752.0,4.0,57.0,102.566919100354,18,33.36155584547112,4,57,35,25
0.2,0.25,False,1,j6035_1.sm,7,4.051282051282051,0.8857591307301391,689.0,11.0,5.0,72.86384141708045,16,28.608533870137222,11,5,28,32
0.2,0.25,False,1,j6035_1.sm,8,3.076923076923077,0.9047861361057262,708.0,16.0,4.0,54.50535872188554,12,19.37987763533276,16,4,24,36
0.2,0.25,False,1,j6035_1.sm,9,2.0641025641025643,0.8983866021661958,691.0,10.0,3.0,65.15661735588681,12,27.30561724446654,10,3,26,34
0.2,0.25,False,1,j6035_1.sm,10,2.08974358974359,0.9171353426477414,699.0,14.0,3.0,46.15577733817195,11,13.282645259910243,14,3,26,34
0.2,0.25,False,1,j6035_1.sm,11,3.0,0.9057204049613008,710.0,9.0,2.0,62.90637564396759,13,15.0253281537754,9,2,32,28
0.2,0.25,False,1,j6038_1.sm,0,2.5342465753424657,0.900885794529378,664.0,12.0,4.0,57.0523589473104,13,20.85949200955433,12,4,26,34
0.2,0.25,False,1,j6038_1.sm,1,2.589041095890411,0.9002191521404542,658.0,11.0,8.0,53.933127156283135,11,16.51260301474723,11,8,23,37
0.2,0.25,False,1,j6038_1.sm,2,4.684931506849315,0.8981543720807575,656.0,11.0,4.0,59.38669118788837,13,19.047401275343997,11,4,21,39
0.2,0.25,False,1,j6038_1.sm,3,2.1232876712328768,0.9018834122772552,652.0,13.0,9.0,48.931579763397984,14,26.0,13,9,23,37
0.2,0.25,False,1,j6038_1.sm,4,2.315068493150685,0.9031763744729548,660.0,14.0,4.0,52.75427862596672,9,20.776807085179428,14,4,24,36
0.2,0.25,False,1,j6038_1.sm,5,2.835616438356164,0.9228222216178792,642.0,12.0,7.0,34.691959903668746,7,9.5,12,7,20,40
0.2,0.25,False,1,j6038_1.sm,6,2.232876712328767,0.8972145195769503,639.0,11.0,8.0,54.20425668244627,14,21.115684475212028,11,8,22,38
0.2,0.25,False,1,j6038_1.sm,7,3.328767123287671,0.9060788845852732,661.0,10.0,5.0,53.51705557353336,11,25.876180694630317,10,5,22,38
0.2,0.25,False,1,j6038_1.sm,8,2.767123287671233,0.8816551139448732,655.0,18.0,5.0,64.92088781663313,12,14.414905352666636,18,5,18,42
0.2,0.25,False,1,j6038_1.sm,9,3.8493150684931514,0.91374785961213,661.0,10.0,6.0,46.39430735365324,12,27.39430735365324,10,6,23,37
0.2,0.25,False,1,j6038_1.sm,10,2.835616438356164,0.8940616339254251,652.0,13.0,4.0,60.2562114955759,11,20.62747904573101,13,4,21,39
0.2,0.25,False,1,j6038_1.sm,11,2.26027397260274,0.8890121948781575,681.0,10.0,5.0,70.0187384643623,11,20.67710868308469,10,5,28,32
0.2,0.25,False,1,j6040_1.sm,0,2.2906976744186047,0.8811813294305529,719.0,9.0,5.0,82.95010695998336,18,31.006269069382757,9,5,26,34
0.2,0.25,False,1,j6040_1.sm,1,2.6627906976744184,0.8972881082714094,717.0,9.0,7.0,66.0744482073573,16,27.121484678782128,9,7,25,35
0.2,0.25,False,1,j6040_1.sm,2,2.2674418604651163,0.8749360810390746,741.0,8.0,5.0,92.91901049501573,13,37.62699402705285,8,5,26,34
0.2,0.25,False,1,j6040_1.sm,3,2.558139534883721,0.8990185389240039,738.0,10.0,6.0,66.89519631406048,14,26.652996045567736,10,6,26,34
0.2,0.25,False,1,j6040_1.sm,4,1.988372093023256,0.9096146779843032,709.0,11.0,6.0,53.45092263807445,13,24.4741825127526,11,6,23,37
0.2,0.25,False,1,j6040_1.sm,5,2.104651162790698,0.9013853200619109,664.0,11.0,9.0,52.643902692351,12,18.538402244801468,11,9,18,42
0.2,0.25,False,1,j6040_1.sm,6,2.116279069767442,0.9028339577522702,731.0,7.0,4.0,67.67269088983481,14,26.77726304918229,7,4,27,33
0.2,0.25,False,1,j6040_1.sm,7,3.9069767441860463,0.9370394161987248,721.0,9.0,8.0,31.44468667590431,7,8.210775545056428,9,8,29,31
0.2,0.25,False,1,j6040_1.sm,8,3.244186046511628,0.9063999700572474,742.0,16.0,5.0,55.62315149142821,11,17.067558225464023,16,5,27,33
0.2,0.25,False,1,j6040_1.sm,9,2.6511627906976742,0.9087565769464304,730.0,11.0,4.0,58.29542423001603,12,25.44414668353616,11,4,21,39
0.2,0.25,False,1,j6040_1.sm,10,2.732558139534884,0.89102448391926,720.0,13.0,5.0,70.0586033203131,14,28.01626071353404,13,5,23,37
0.2,0.25,False,1,j6040_1.sm,11,2.616279069767442,0.897465614323877,748.0,8.0,3.0,74.45811590065242,12,20.0,8,3,29,31
0.2,0.25,False,1,j6043_1.sm,0,2.1944444444444446,0.9020266288450476,592.0,9.0,3.0,52.29991517877389,11,14.483610643489548,9,3,19,41
0.2,0.25,False,1,j6043_1.sm,1,3.1666666666666665,0.9069693733023406,590.0,6.0,3.0,51.51810719006712,14,17.55806998474971,6,3,14,46
0.2,0.25,False,1,j6043_1.sm,2,2.8796296296296298,0.900864446350453,565.0,8.0,4.0,50.175378370082186,13,19.0,8,4,9,51
0.2,0.25,False,1,j6043_1.sm,3,1.953703703703704,0.8578676972077053,614.0,8.0,2.0,91.72808021391148,21,22.59943524463648,8,2,20,40
0.2,0.25,False,1,j6043_1.sm,4,1.9907407407407407,0.9059917426614804,607.0,6.0,3.0,53.98403121958999,11,13.955848202341246,6,3,18,42
0.2,0.25,False,1,j6043_1.sm,5,1.8703703703703705,0.8935123030957708,586.0,9.0,3.0,57.838758984821496,15,15.300579886690128,9,3,15,45
0.2,0.25,False,1,j6043_1.sm,6,2.064814814814815,0.8914386880495517,571.0,5.0,4.0,60.53760247868024,14,26.380324672257878,5,4,8,52
0.2,0.25,False,1,j6043_1.sm,7,1.935185185185185,0.920471126999347,582.0,10.0,3.0,37.28490598859694,8,16.28490598859694,10,3,16,44
0.2,0.25,False,1,j6043_1.sm,8,2.4166666666666665,0.9079604837492804,629.0,15.0,3.0,45.76142657953928,11,16.34556780409239,15,3,21,39
0.2,0.25,False,1,j6043_1.sm,9,2.009259259259259,0.9119147528804912,569.0,8.0,3.0,43.96183218078608,14,18.0,8,3,11,49
0.2,0.25,False,1,j6043_1.sm,10,1.851851851851852,0.9068470761403896,578.0,11.0,3.0,45.373174824593534,13,22.0,11,3,13,47
0.2,0.25,False,1,j6043_1.sm,11,1.898148148148148,0.9110595873174347,581.0,7.0,3.0,46.71899016037227,10,12.923677620531148,7,3,14,46
0.2,0.25,False,1,j6046_1.sm,0,2.282051282051282,0.904908587224348,607.0,12.0,6.0,45.78598719221848,13,28.27601054357221,12,6,27,33
0.2,0.25,False,1,j6046_1.sm,1,3.730769230769231,0.9274854396147968,645.0,9.0,3.0,38.42870696480288,11,14.746937720723729,9,3,31,29
0.2,0.25,False,1,j6046_1.sm,2,3.0384615384615383,0.8807117649809182,627.0,13.0,4.0,67.9241787505641,19,24.798181037220356,13,4,27,33
0.2,0.25,False,1,j6046_1.sm,3,2.8205128205128207,0.8877002638063368,609.0,13.0,4.0,60.04237807555853,12,17.876566255863267,13,4,22,38
0.2,0.25,False,1,j6046_1.sm,4,2.6923076923076925,0.8332436399641089,615.0,13.0,4.0,106.07944099818216,19,31.48988080513667,13,4,20,40
0.2,0.25,False,1,j6046_1.sm,5,2.3846153846153846,0.8627259768493789,621.0,12.0,5.0,81.81140786771371,19,32.979606136193055,12,5,28,32
0.2,0.25,False,1,j6046_1.sm,6,2.6153846153846154,0.8576907847023914,607.0,9.0,4.0,87.71426116070715,21,31.211322267580904,9,4,21,39
0.2,0.25,False,1,j6046_1.sm,7,3.08974358974359,0.8873157719063257,614.0,13.0,4.0,60.97462666630053,14,27.46202768782329,13,4,22,38
0.2,0.25,False,1,j6046_1.sm,8,2.435897435897436,0.8585581082616454,625.0,15.0,5.0,82.96470499295705,16,32.493585112999185,15,5,23,37
0.2,0.25,False,1,j6046_1.sm,9,2.5384615384615383,0.9120452275871976,647.0,10.0,5.0,47.394644508616096,10,21.06833160963908,10,5,33,27
0.2,0.25,False,1,j6046_1.sm,10,2.5,0.8476849960539643,626.0,14.0,4.0,94.48186875322304,18,23.15980143042916,14,4,26,34
0.2,0.25,False,1,j6046_1.sm,11,4.358974358974359,0.854625441907925,637.0,10.0,3.0,95.35576495115464,17,32.6404777063124,10,3,27,33
0.2,0.25,False,1,j604_1.sm,0,2.2857142857142856,0.9113095840484592,835.0,6.0,5.0,70.26381925069131,11,31.64797178240536,6,5,40,20
0.2,0.25,False,1,j604_1.sm,1,2.4166666666666665,0.9161641556904224,814.0,11.0,7.0,56.4870630924963,11,12.621596528960048,11,7,33,27
0.2,0.25,False,1,j604_1.sm,2,3.0595238095238093,0.8975948564500681,835.0,11.0,3.0,81.2637977476533,18,40.46041713954905,11,3,37,23
0.2,0.25,False,1,j604_1.sm,3,2.333333333333333,0.9129167995461076,837.0,10.0,2.0,67.84149137812703,14,27.476590834019724,10,2,35,25
0.2,0.25,False,1,j604_1.sm,4,2.452380952380953,0.9225227237431656,824.0,10.0,3.0,56.202930174547504,10,21.483574386198445,10,3,33,27
0.2,0.25,False,1,j604_1.sm,5,2.1547619047619047,0.8955631389955929,785.0,8.0,17.0,66.54344603821731,13,18.91774697495179,8,17,34,26
0.2,0.25,False,1,j604_1.sm,6,2.107142857142857,0.9157289253232518,787.0,9.0,7.0,56.42463783394134,12,23.707215672185605,9,7,27,33
0.2,0.25,False,1,j604_1.sm,7,2.9047619047619047,0.9247469369550776,809.0,12.0,13.0,40.8339331231541,7,17.24636952913855,12,13,35,25
0.2,0.25,False,1,j604_1.sm,8,2.345238095238096,0.9103706893612636,834.0,15.0,3.0,64.11033807025683,16,25.08777499905287,15,3,35,25
