braco,cenario,ablacao,arquivo,semente,concluiu,makespan,atraso_relativo,E_total,TW,TL,TU,TR,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,S_UR_maximo,E_plano,retrabalho_sobre_plano,divida_latente_sobre_plano,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,tarefas_acima_da_competencia_maxima_inicial,competencia_minima_inicial,competencia_maxima_inicial,competencia_maxima_final
centralizada,centralizada,nenhuma,j6010_1.sm,10,True,213,2.5058823529411764,0.7097652382341401,661.0,0.0,188.0,82.29384815257293,15,4,0,0.25,25.060154096069223,323.0,0.2547797156426407,0.0775856163964991,39,0,0,188,21,188,58,14,130,20,0.4175993861121362,0.5820371027673271,0.5820371027673271
centralizada,centralizada,nenhuma,j6010_1.sm,11,True,210,2.4705882352941178,0.7826528377443965,588.0,0.0,107.0,56.29095768005445,12,3,0,0.2,20.01346466576012,323.0,0.1742754107741623,0.061961190915666,24,0,0,107,36,107,32,5,75,7,0.486713896835989,0.7131697048371954,0.7131697048371954
centralizada,centralizada,nenhuma,j6013_1.sm,0,True,327,4.739130434782608,0.8367978581320425,700.0,0.0,95.0,41.52221763878311,9,1,0,0.15,13.98693738782737,340.0,0.1221241695258326,0.0411380511406687,49,0,0,95,11,95,25,0,70,24,0.4857196752206667,0.6268507180531939,0.6268507180531939
centralizada,centralizada,nenhuma,j6013_1.sm,1,True,367,5.318840579710145,0.8546299955535999,714.0,0.0,62.0,59.44926309015797,14,3,0,0.2333333333333333,17.804946045020635,340.0,0.1748507737945822,0.0523674883677077,46,0,0,62,14,62,15,0,47,21,0.3936211322074767,0.6586427040007742,0.6586427040007742
centralizada,centralizada,nenhuma,j6013_1.sm,2,True,342,4.956521739130435,0.8589681365010834,686.0,0.0,21.0,91.63265102515804,18,1,0,0.3,25.758534672274287,340.0,0.2695077971328177,0.0757603960949243,37,0,0,21,23,21,7,0,14,5,0.2570239140832174,0.7659648859265082,0.7659648859265082
centralizada,centralizada,nenhuma,j6013_1.sm,3,True,295,4.27536231884058,0.7902832456521172,694.0,0.0,114.0,70.16615601831822,10,4,0,0.1666666666666666,10.78699510543891,340.0,0.2063710471127006,0.0317264561924673,38,0,0,114,22,114,29,0,85,1,0.2433201962422982,0.794910294566222,0.794910294566222
centralizada,centralizada,nenhuma,j6013_1.sm,4,True,291,4.217391304347826,0.8025105545418701,662.0,0.0,93.0,69.91126908345332,13,3,0,0.2166666666666666,14.61554958198457,340.0,0.2056213796572156,0.0429869105352487,32,0,0,93,28,93,24,0,69,9,0.3530323246498424,0.7496468789669437,0.7496468789669437
centralizada,centralizada,nenhuma,j6013_1.sm,5,True,365,5.2898550724637685,0.7888548105513925,718.0,0.0,80.0,112.18016293534863,17,4,0,0.2833333333333333,24.084392117397712,340.0,0.3299416556922019,0.0708364474041109,46,0,0,80,14,80,19,0,61,14,0.3910769205246226,0.6863255838987572,0.6863255838987572
centralizada,centralizada,nenhuma,j6013_1.sm,6,True,285,4.130434782608695,0.8800759560597662,720.0,0.0,15.0,83.11120397329051,14,2,0,0.2333333333333333,26.704174099995427,340.0,0.2444447175685015,0.0785416885293983,42,0,0,15,18,15,3,0,12,6,0.2436049793851584,0.7631789564580391,0.7631789564580391
centralizada,centralizada,nenhuma,j6013_1.sm,7,True,291,4.217391304347826,0.7793112109722334,697.0,0.0,82.0,115.37953693807935,15,4,0,0.25,37.561345658980855,340.0,0.3393515792296451,0.110474546055826,43,0,0,82,17,82,20,0,62,29,0.4310024134004245,0.5858494645010164,0.5858494645010164
centralizada,centralizada,nenhuma,j6013_1.sm,8,True,307,4.449275362318841,0.69962321860581,681.0,0.0,214.0,78.3810741116886,11,4,0,0.1833333333333333,24.496847276542105,340.0,0.2305325709167311,0.0720495508133591,39,0,0,214,21,214,53,0,161,31,0.2724902104363956,0.5273323364698471,0.5273323364698471
centralizada,centralizada,nenhuma,j6013_1.sm,9,True,345,5.0,0.7817526329655623,676.0,0.0,97.0,91.72366256779732,16,2,0,0.2666666666666666,45.69470805292978,340.0,0.2697754781405804,0.1343962001556758,40,0,0,97,20,97,24,0,73,14,0.3512385487549321,0.6872143627230507,0.6872143627230507
centralizada,centralizada,nenhuma,j6013_1.sm,10,True,311,4.507246376811594,0.7477816277080737,723.0,0.0,141.0,102.8598066737364,17,2,0,0.2833333333333333,29.080958905088472,340.0,0.3025288431580482,0.0855322320737896,52,0,0,141,8,141,35,0,106,29,0.4175993861121362,0.5820371027673271,0.5820371027673271
centralizada,centralizada,nenhuma,j6013_1.sm,11,True,280,4.057971014492754,0.9071512879322808,684.0,0.0,21.0,49.00874043741745,11,3,0,0.1833333333333333,12.602190315790253,340.0,0.1441433542276984,0.0370652656346772,39,0,0,21,21,21,8,0,13,13,0.486713896835989,0.7131697048371954,0.7131697048371954
centralizada,centralizada,nenhuma,j6016_1.sm,0,True,187,2.921875,0.8570078912735247,849.0,0.0,104.0,37.65598887120528,10,1,0,0.1666666666666666,19.021282467351163,365.0,0.1031670927978226,0.0521131026502771,52,0,0,104,8,104,42,10,62,27,0.4857196752206667,0.6268507180531939,0.6268507180531939
centralizada,centralizada,nenhuma,j6016_1.sm,1,True,273,4.265625,0.8069087217938585,810.0,0.0,92.0,101.83101349960522,12,4,0,0.2,25.592287742913676,365.0,0.2789890780811102,0.0701158568299004,47,0,0,92,13,92,39,5,53,18,0.3936211322074767,0.6586427040007742,0.6586427040007742
centralizada,centralizada,nenhuma,j6016_1.sm,2,True,182,2.84375,0.8394357995830629,819.0,0.0,99.0,57.65531563794024,10,3,0,0.1666666666666666,30.282088146959385,365.0,0.1579597688710691,0.0829646250601627,49,0,0,99,11,99,36,3,63,9,0.2570239140832174,0.7659648859265082,0.7659648859265082
centralizada,centralizada,nenhuma,j6016_1.sm,3,True,220,3.4375,0.7969262223548871,818.0,0.0,141.0,67.44382510446287,12,1,0,0.2,32.07816598926507,365.0,0.1847776030259257,0.087885386271959,47,0,0,141,13,141,66,28,75,6,0.2433201962422982,0.794910294566222,0.794910294566222
centralizada,centralizada,nenhuma,j6016_1.sm,4,True,221,3.453125,0.774116104340608,870.0,0.0,177.0,76.86242208598152,10,3,0,0.1666666666666666,36.82981568340804,365.0,0.2105819783177576,0.1009036046120768,53,0,0,177,7,177,56,4,121,9,0.3530323246498424,0.7496468789669437,0.7496468789669437
centralizada,centralizada,nenhuma,j6016_1.sm,5,True,202,3.15625,0.767485499907486,838.0,0.0,140.0,113.8773059569384,20,3,0,0.3333333333333333,33.60878522885502,365.0,0.3119926190601052,0.0920788636406986,54,0,0,140,6,140,49,4,91,15,0.3910769205246226,0.6863255838987572,0.6863255838987572
centralizada,centralizada,nenhuma,j6016_1.sm,6,True,187,2.921875,0.830385026408001,822.0,0.0,67.0,100.90224276529624,13,4,0,0.2166666666666666,33.26498909499557,365.0,0.276444500726839,0.0911369564246454,45,0,0,67,15,67,38,22,29,9,0.2436049793851584,0.7631789564580391,0.7631789564580391
centralizada,centralizada,nenhuma,j6016_1.sm,7,True,217,3.390625,0.79623360548484,836.0,0.0,147.0,66.94312503419843,15,3,0,0.25,39.05981281704441,365.0,0.1834058220115025,0.1070131858001216,51,0,0,147,9,147,50,10,97,33,0.4310024134004245,0.5858494645010164,0.5858494645010164
centralizada,centralizada,nenhuma,j6016_1.sm,8,True,240,3.75,0.7395378701742581,868.0,0.0,197.0,108.70595206364789,18,4,0,0.3,32.91095402926344,365.0,0.297824526201775,0.0901669973404477,57,0,0,197,3,197,62,9,135,40,0.2724902104363956,0.5273323364698471,0.5273323364698471
centralizada,centralizada,nenhuma,j6016_1.sm,9,True,273,4.265625,0.7818989091243441,824.0,0.0,117.0,112.8446727375605,16,4,0,0.2666666666666666,34.48976266460819,365.0,0.3091634869522205,0.0944925004509813,47,0,0,117,13,117,53,23,64,15,0.3512385487549321,0.6872143627230507,0.6872143627230507
centralizada,centralizada,nenhuma,j6016_1.sm,10,True,297,4.640625,0.7946012351611478,881.0,0.0,155.0,72.73223072870033,11,2,0,0.1833333333333333,23.23719607623388,365.0,0.1992663855580831,0.0636635508937914,56,0,0,155,4,155,36,4,119,34,0.4175993861121362,0.5820371027673271,0.5820371027673271
centralizada,centralizada,nenhuma,j6016_1.sm,11,True,260,4.0625,0.7919496252729424,840.0,0.0,100.0,120.67352416575378,21,2,0,0.35,40.42323790598776,365.0,0.3306123949746679,0.1107485970027061,50,0,0,100,10,100,45,15,55,14,0.486713896835989,0.7131697048371954,0.7131697048371954
centralizada,centralizada,nenhuma,j6019_1.sm,0,True,196,3.161290322580645,0.8359462566385195,701.0,0.0,90.0,47.57065503090937,12,2,0,0.2,15.43098916029274,336.0,0.141579330449135,0.0459255629770617,42,0,0,90,18,90,39,12,51,18,0.4857196752206667,0.6268507180531939,0.6268507180531939
centralizada,centralizada,nenhuma,j6019_1.sm,1,True,253,4.080645161290323,0.811475743967243,726.0,0.0,114.0,54.66629828100766,12,3,0,0.2,17.46712692720425,336.0,0.1626973163125228,0.0519854968071555,47,0,0,114,13,114,32,4,82,15,0.3936211322074767,0.6586427040007742,0.6586427040007742
centralizada,centralizada,nenhuma,j6019_1.sm,2,True,320,5.161290322580645,0.8033852155872132,693.0,0.0,112.0,57.59989175114451,12,1,0,0.2,22.874974940946693,336.0,0.1714282492593586,0.0680802825623413,38,0,0,112,22,112,75,57,37,5,0.2570239140832174,0.7659648859265082,0.7659648859265082
centralizada,centralizada,nenhuma,j6019_1.sm,3,True,175,2.8225806451612905,0.8248056486748618,688.0,0.0,73.0,73.1358974751753,15,1,0,0.25,30.54107463982116,336.0,0.2176663615332598,0.0908960554756582,37,0,0,73,23,73,41,15,32,1,0.2433201962422982,0.794910294566222,0.794910294566222
