braco,cenario,ablacao,arquivo,semente,concluiu,makespan,atraso_relativo,E_total,TW,TL,TU,TR,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,S_UR_maximo,E_plano,retrabalho_sobre_plano,divida_latente_sobre_plano,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,tarefas_acima_da_competencia_maxima_inicial,competencia_minima_inicial,competencia_maxima_inicial,competencia_maxima_final
adaptativa,adaptativa,nenhuma,j6013_1.sm,3,True,242,3.5072463768115942,0.9109468856171928,610.0,7.0,2.0,50.63289477268185,2,12,0,0.0333333333333333,5.0,340.0,0.1489202787431819,0.0147058823529411,39,0,7,2,21,9,2,0,0,1,0.2433201962422982,0.794910294566222,0.8018630838088096
adaptativa,adaptativa,nenhuma,j6013_1.sm,4,True,253,3.6666666666666665,0.8915414587820081,589.0,8.0,2.0,61.65351666838986,5,6,0,0.0833333333333333,10.78699510543891,340.0,0.1813338725540878,0.0317264561924673,32,0,8,2,28,10,2,0,0,9,0.3530323246498424,0.7496468789669437,0.853203660160298
adaptativa,adaptativa,nenhuma,j6013_1.sm,5,True,249,3.608695652173913,0.8843408357279461,598.0,8.0,2.0,68.20986823225874,3,10,0,0.05,9.691802753762408,340.0,0.2006172595066433,0.0285053022169482,32,0,8,2,28,10,2,0,0,14,0.3910769205246226,0.6863255838987572,0.8371643192139373
adaptativa,adaptativa,nenhuma,j6013_1.sm,6,True,239,3.463768115942029,0.8924351984857446,586.0,4.0,1.0,65.63030883845238,6,6,0,0.1,17.787424332525198,340.0,0.1930303201130952,0.0523159539191917,35,0,4,1,25,5,1,0,0,6,0.2436049793851584,0.7631789564580391,0.8637846771682051
adaptativa,adaptativa,nenhuma,j6013_1.sm,7,True,250,3.6231884057971016,0.8954577595249947,598.0,11.0,3.0,55.814861883843136,2,9,0,0.0333333333333333,5.2107267944544455,340.0,0.1641613584818916,0.015325667042513,39,0,11,3,21,14,3,0,0,29,0.4310024134004245,0.5858494645010164,0.8568896157558327
adaptativa,adaptativa,nenhuma,j6013_1.sm,8,True,236,3.420289855072464,0.8861261620667603,596.0,14.0,3.0,59.59045665677751,3,11,0,0.05,12.11554958198457,340.0,0.1752660489905221,0.0356339693587781,31,0,14,3,29,17,3,0,0,31,0.2724902104363956,0.5273323364698471,0.846423099774064
adaptativa,adaptativa,nenhuma,j6013_1.sm,9,True,243,3.5217391304347827,0.8800956801583024,601.0,11.0,3.0,67.88029761934338,3,12,0,0.05,3.5,340.0,0.1996479341745393,0.0102941176470588,35,0,11,3,25,14,3,0,0,14,0.3512385487549321,0.6872143627230507,0.8856019731423234
adaptativa,adaptativa,nenhuma,j6013_1.sm,10,True,238,3.449275362318841,0.899800955997446,588.0,9.0,2.0,54.4778564979308,3,8,0,0.05,11.553786131807833,340.0,0.1602289896997964,0.0339817239170818,32,0,9,2,28,11,2,0,0,29,0.4175993861121362,0.5820371027673271,0.8272251560510027
adaptativa,adaptativa,nenhuma,j6013_1.sm,11,True,236,3.420289855072464,0.8111069152247364,568.0,8.0,3.0,121.2775951461616,10,15,0,0.1666666666666666,14.242963851148264,340.0,0.3566988092534164,0.041891070150436,33,0,8,3,27,11,3,0,0,13,0.486713896835989,0.7131697048371954,0.8474526246925184
adaptativa,adaptativa,nenhuma,j6016_1.sm,0,True,149,2.328125,0.900891409048102,677.0,10.0,5.0,59.47791753873017,3,10,0,0.05,8.294345181428133,365.0,0.162953198736247,0.0227242333737757,32,0,10,5,28,15,5,0,0,27,0.4857196752206667,0.6268507180531939,0.8961015722456948
adaptativa,adaptativa,nenhuma,j6016_1.sm,1,True,141,2.203125,0.8806575439569421,655.0,10.0,6.0,72.76243580106649,6,12,0,0.1,14.434048977297536,365.0,0.199349139181004,0.0395453396638288,32,0,10,6,28,16,6,2,0,18,0.3936211322074767,0.6586427040007742,0.9517340264028636
adaptativa,adaptativa,nenhuma,j6016_1.sm,2,True,136,2.125,0.8897213623045646,633.0,14.0,7.0,57.45869574312286,5,10,0,0.0833333333333333,6.407955775369402,365.0,0.1574210842277338,0.0175560432201901,30,0,14,7,30,21,7,1,0,9,0.2570239140832174,0.7659648859265082,0.98
adaptativa,adaptativa,nenhuma,j6016_1.sm,3,True,137,2.140625,0.8704009677996895,643.0,13.0,7.0,75.73998741689981,1,16,0,0.0166666666666666,3.0,365.0,0.2075068148408214,0.0082191780821917,29,0,13,7,31,20,7,0,0,6,0.2433201962422982,0.794910294566222,0.9506998278350038
adaptativa,adaptativa,nenhuma,j6016_1.sm,4,True,141,2.203125,0.9210832252474298,667.0,12.0,4.0,41.14737530457613,4,5,0,0.0666666666666666,4.862018578580091,365.0,0.1127325350810305,0.0133205988454249,31,0,12,4,29,16,4,0,0,9,0.3530323246498424,0.7496468789669437,0.9326632132273004
adaptativa,adaptativa,nenhuma,j6016_1.sm,5,True,145,2.265625,0.9012755593493896,676.0,12.0,4.0,58.048076847872295,4,10,0,0.0666666666666666,7.846635321150619,365.0,0.159035826980472,0.021497631016851,31,0,12,4,29,16,4,0,0,15,0.3910769205246226,0.6863255838987572,0.9055351400601444
adaptativa,adaptativa,nenhuma,j6016_1.sm,6,True,145,2.265625,0.8937965030926203,622.0,12.0,7.0,54.90784686203328,6,8,0,0.1,5.502800916511432,365.0,0.1504324571562555,0.0150761668945518,24,0,12,7,36,19,7,1,0,9,0.2436049793851584,0.7631789564580391,0.98
adaptativa,adaptativa,nenhuma,j6016_1.sm,7,True,145,2.265625,0.8923019568749454,673.0,12.0,6.0,63.22898584354425,6,10,0,0.1,12.5,365.0,0.1732300982014911,0.0342465753424657,35,0,12,6,25,18,6,0,0,33,0.4310024134004245,0.5858494645010164,0.9600638254104744
adaptativa,adaptativa,nenhuma,j6016_1.sm,8,True,143,2.234375,0.8572886569852892,651.0,16.0,5.0,87.37083116121407,6,15,0,0.1,7.09322973835833,365.0,0.2393721401677097,0.0194335061324885,29,0,16,5,31,21,5,0,0,40,0.2724902104363956,0.5273323364698471,0.98
adaptativa,adaptativa,nenhuma,j6016_1.sm,9,True,140,2.1875,0.8737629866896097,652.0,11.0,5.0,78.1977789539998,9,9,0,0.15,28.486843947261384,365.0,0.2142404902849309,0.0780461478007161,31,0,11,5,29,16,5,1,0,15,0.3512385487549321,0.6872143627230507,0.8894672378935566
adaptativa,adaptativa,nenhuma,j6016_1.sm,10,True,141,2.203125,0.886879548960699,640.0,14.0,6.0,61.63125280089282,3,11,0,0.05,6.079311199685599,365.0,0.1688527473997063,0.0166556471224263,24,0,14,6,36,20,6,1,0,34,0.4175993861121362,0.5820371027673271,0.9177519711152424
adaptativa,adaptativa,nenhuma,j6016_1.sm,11,True,137,2.140625,0.8759367180917376,648.0,10.0,7.0,74.77946878593396,9,11,0,0.15,14.079674668371888,365.0,0.2048752569477642,0.0385744511462243,29,0,10,7,31,17,7,1,0,14,0.486713896835989,0.7131697048371954,0.98
adaptativa,adaptativa,nenhuma,j6019_1.sm,0,True,121,1.9516129032258065,0.9143411431610172,550.0,9.0,10.0,32.526032284367936,3,5,0,0.05,4.5,336.0,0.0968036675129998,0.0133928571428571,22,0,9,10,38,19,10,5,0,18,0.4857196752206667,0.6268507180531939,0.8711847032918567
adaptativa,adaptativa,nenhuma,j6019_1.sm,1,True,118,1.903225806451613,0.8845491926241034,533.0,7.0,20.0,42.56682663267423,2,10,0,0.0333333333333333,4.0,336.0,0.1266869840258161,0.0119047619047619,17,0,7,20,43,27,20,17,0,15,0.3936211322074767,0.6586427040007742,0.8637208969715644
adaptativa,adaptativa,nenhuma,j6019_1.sm,2,True,137,2.2096774193548385,0.900831572071418,530.0,10.0,7.0,41.34527611115032,4,9,0,0.0666666666666666,4.0,336.0,0.1230514169974711,0.0119047619047619,10,0,10,7,50,17,7,3,0,5,0.2570239140832174,0.7659648859265082,0.8853789052393933
adaptativa,adaptativa,nenhuma,j6019_1.sm,3,True,144,2.3225806451612905,0.9114739733990465,550.0,9.0,6.0,38.418217142233296,1,10,0,0.0166666666666666,6.6358533791523495,336.0,0.1143399319709324,0.0197495636284296,18,0,9,6,42,15,6,2,0,1,0.2433201962422982,0.794910294566222,0.9071709975158316
adaptativa,adaptativa,nenhuma,j6019_1.sm,4,True,150,2.419354838709677,0.8982065161094437,564.0,8.0,7.0,48.9179563770592,5,6,0,0.0833333333333333,8.0,336.0,0.1455891558841047,0.0238095238095238,20,0,8,7,40,15,7,4,0,6,0.3530323246498424,0.7496468789669437,0.8198040235687273
adaptativa,adaptativa,nenhuma,j6019_1.sm,5,True,125,2.0161290322580645,0.929470443137666,584.0,8.0,5.0,31.314761713732565,1,7,0,0.0166666666666666,5.085226035198849,336.0,0.093198695576585,0.0151346012952346,29,0,8,5,31,13,5,3,0,14,0.3910769205246226,0.6863255838987572,0.8274376540917332
adaptativa,adaptativa,nenhuma,j6019_1.sm,6,True,144,2.3225806451612905,0.8937123707320381,556.0,6.0,16.0,44.12409518800937,5,11,0,0.0833333333333333,4.5,336.0,0.1313217118690755,0.0133928571428571,16,0,6,16,44,22,16,12,0,6,0.2436049793851584,0.7631789564580391,0.8289780425159998
adaptativa,adaptativa,nenhuma,j6019_1.sm,7,True,139,2.2419354838709675,0.8681143917647958,547.0,11.0,8.0,64.10129216726827,5,12,0,0.0833333333333333,6.5,336.0,0.1907776552597269,0.019345238095238,24,0,11,8,36,19,8,2,0,23,0.4310024134004245,0.5858494645010164,0.8912795632043253
adaptativa,adaptativa,nenhuma,j6019_1.sm,8,True,125,2.0161290322580645,0.8908359065621583,585.0,15.0,3.0,53.68659703848776,2,11,0,0.0333333333333333,4.5,336.0,0.1597815388050231,0.0133928571428571,28,0,15,3,32,18,3,0,0,27,0.2724902104363956,0.5273323364698471,0.846423099774064
adaptativa,adaptativa,nenhuma,j6019_1.sm,9,True,147,2.370967741935484,0.8967658311358919,542.0,10.0,12.0,40.39412517922719,2,9,0,0.0333333333333333,8.5,336.0,0.1202206106524618,0.025297619047619,18,0,10,12,42,22,12,5,0,14,0.3512385487549321,0.6872143627230507,0.9093269197865852
adaptativa,adaptativa,nenhuma,j6019_1.sm,10,True,125,2.0161290322580645,0.9026107365623592,570.0,11.0,4.0,46.5014622702973,4,8,0,0.0666666666666666,5.355645781941752,336.0,0.1383972091377895,0.0159394219700647,22,0,11,4,38,15,4,1,0,23,0.4175993861121362,0.5820371027673271,0.8674819274281119
adaptativa,adaptativa,nenhuma,j6019_1.sm,11,True,125,2.0161290322580645,0.8760582459855489,592.0,8.0,3.0,72.75415528908266,5,15,0,0.0833333333333333,6.377329784769727,336.0,0.2165302240746507,0.0189801481689575,29,0,8,3,31,11,3,1,0,12,0.486713896835989,0.7131697048371954,0.8474526246925184
adaptativa,adaptativa,nenhuma,j6021_1.sm,0,True,210,2.763157894736842,0.9021275107935328,519.0,8.0,2.0,46.30669865446762,4,7,0,0.0666666666666666,6.8165322676138524,332.0,0.1394780079953844,0.020531723697632,20,0,8,2,40,10,2,0,0,18,0.4857196752206667,0.6268507180531939,0.8674186534583292
adaptativa,adaptativa,nenhuma,j6021_1.sm,1,True,253,3.3289473684210527,0.8549994823720698,534.0,6.0,2.0,82.56178162645877,2,15,0,0.0333333333333333,4.795448632019328,332.0,0.248680065139936,0.0144441223856003,24,0,6,2,36,8,2,0,0,17,0.3936211322074767,0.6586427040007742,0.8116661689571673
adaptativa,adaptativa,nenhuma,j6021_1.sm,2,True,203,2.671052631578948,0.907252926875818,520.0,7.0,2.0,44.15880125143537,2,13,0,0.0333333333333333,4.5,332.0,0.1330084375043234,0.0135542168674698,19,0,7,2,41,9,2,0,0,6,0.2570239140832174,0.7659648859265082,0.8116253462009648
adaptativa,adaptativa,nenhuma,j6021_1.sm,3,True,192,2.526315789473684,0.8608800546727746,519.0,12.0,4.0,67.87144205852795,3,12,0,0.05,7.0,332.0,0.2044320543931564,0.0210843373493975,20,0,12,4,40,16,4,0,0,2,0.2433201962422982,0.794910294566222,0.9332094830801834
adaptativa,adaptativa,nenhuma,j6021_1.sm,4,True,196,2.5789473684210527,0.944895130614113,515.0,8.0,3.0,19.03402897767875,4,4,0,0.0666666666666666,4.0,332.0,0.0573314125833697,0.0120481927710843,19,0,8,3,41,11,3,0,0,6,0.3530323246498424,0.7496468789669437,0.8375721505050276
adaptativa,adaptativa,nenhuma,j6021_1.sm,5,True,204,2.6842105263157894,0.8862018886181743,547.0,8.0,2.0,60.24084209854177,2,11,0,0.0333333333333333,9.061051072069258,332.0,0.181448319573921,0.0272923225062327,27,0,8,2,33,10,2,0,0,11,0.3910769205246226,0.6863255838987572,0.8274376540917332
adaptativa,adaptativa,nenhuma,j6021_1.sm,6,True,195,2.5657894736842106,0.8687288954181295,509.0,6.0,2.0,68.91351419824967,4,11,0,0.0666666666666666,4.5,332.0,0.2075708258983424,0.0135542168674698,19,0,6,2,41,8,2,0,0,6,0.2436049793851584,0.7631789564580391,0.8443028257037374
adaptativa,adaptativa,nenhuma,j6021_1.sm,7,True,238,3.131578947368421,0.8778402648656034,500.0,12.0,5.0,52.57970602607244,4,6,0,0.0666666666666666,11.5,332.0,0.1583726085122663,0.0346385542168674,21,0,12,5,39,17,5,0,0,22,0.4310024134004245,0.5858494645010164,0.8863002852362283
adaptativa,adaptativa,nenhuma,j6021_1.sm,8,True,177,2.3289473684210527,0.8641304347826086,477.0,15.0,4.0,56.0,3,15,0,0.05,4.0,332.0,0.1686746987951807,0.0120481927710843,9,0,15,4,51,19,4,0,0,33,0.2724902104363956,0.5273323364698471,0.852236664543851
adaptativa,adaptativa,nenhuma,j6021_1.sm,9,True,216,2.8421052631578947,0.903238292711794,528.0,8.0,3.0,45.56334752458799,2,9,0,0.0333333333333333,3.5,332.0,0.1372389985680361,0.0105421686746987,20,0,8,3,40,11,3,0,0,11,0.3512385487549321,0.6872143627230507,0.7993610596295956
adaptativa,adaptativa,nenhuma,j6021_1.sm,10,True,192,2.526315789473684,0.8839310279234289,509.0,12.0,3.0,51.83678355059675,2,12,0,0.0333333333333333,6.8165322676138524,332.0,0.1561348902126408,0.020531723697632,16,0,12,3,44,15,3,0,0,23,0.4175993861121362,0.5820371027673271,0.8883039725728675
adaptativa,adaptativa,nenhuma,j6021_1.sm,11,True,217,2.8552631578947367,0.8126194114513884,543.0,6.0,3.0,116.20948693579514,10,16,0,0.1666666666666666,8.92323606911129,332.0,0.3500285751078167,0.0268772170756364,24,0,6,3,36,9,3,0,0,7,0.486713896835989,0.7131697048371954,0.7960691994982442
adaptativa,adaptativa,nenhuma,j6024_1.sm,0,True,107,1.646153846153846,0.9145059341795512,428.0,7.0,5.0,28.0122719859441,2,6,0,0.0333333333333333,3.5,284.0,0.0986347605138876,0.0123239436619718,11,0,7,5,49,12,5,0,0,11,0.4857196752206667,0.6268507180531939,0.8423154778793825
adaptativa,adaptativa,nenhuma,j6024_1.sm,1,True,104,1.6,0.8974206410080569,425.0,6.0,3.0,39.57947943185814,5,7,0,0.0833333333333333,11.02877279152705,284.0,0.1393643641966835,0.0388337070124191,11,0,6,3,49,9,3,0,0,9,0.3936211322074767,0.6586427040007742,0.8101021079409547
adaptativa,adaptativa,nenhuma,j6024_1.sm,2,True,105,1.6153846153846154,0.8861048314364336,424.0,5.0,12.0,37.4986888206765,4,9,0,0.0666666666666666,5.5,284.0,0.1320376366925229,0.0193661971830985,10,0,5,12,50,17,12,11,0,3,0.2570239140832174,0.7659648859265082,0.8396598540829286
adaptativa,adaptativa,nenhuma,j6024_1.sm,3,True,115,1.7692307692307692,0.9018556152090884,446.0,8.0,4.0,36.53592401994224,3,8,0,0.05,8.5,284.0,0.128647619788529,0.0299295774647887,13,0,8,4,47,12,4,1,0,1,0.2433201962422982,0.794910294566222,0.8018630838088096
adaptativa,adaptativa,nenhuma,j6024_1.sm,4,True,115,1.7692307692307692,0.9400428265524624,439.0,7.0,2.0,19.0,4,3,0,0.0666666666666666,7.5,284.0,0.0669014084507042,0.0264084507042253,7,0,7,2,53,9,2,0,0,3,0.3530323246498424,0.7496468789669437,0.782751582455243
adaptativa,adaptativa,nenhuma,j6024_1.sm,5,True,103,1.5846153846153843,0.9016330501591406,430.0,10.0,2.0,34.912420107164266,3,8,0,0.05,7.412420107164269,284.0,0.1229310567153671,0.0261000707998741,10,0,10,2,50,12,2,0,0,8,0.3910769205246226,0.6863255838987572,0.8698857790943891
adaptativa,adaptativa,nenhuma,j6024_1.sm,6,True,102,1.5692307692307692,0.88,418.0,5.0,12.0,40.0,5,9,0,0.0833333333333333,4.5,284.0,0.1408450704225352,0.0158450704225352,5,0,5,12,55,17,12,11,0,3,0.2436049793851584,0.7631789564580391,0.8637846771682051
adaptativa,adaptativa,nenhuma,j6024_1.sm,7,True,106,1.6307692307692307,0.8762623522260513,420.0,11.0,5.0,43.30850724447386,4,12,0,0.0666666666666666,8.0,284.0,0.1524947438185699,0.028169014084507,10,0,11,5,50,16,5,0,0,17,0.4310024134004245,0.5858494645010164,0.8885716624732846
adaptativa,adaptativa,nenhuma,j6024_1.sm,8,True,119,1.8307692307692307,0.8937111510681434,448.0,15.0,3.0,35.28053058816656,4,10,0,0.0666666666666666,5.779858153418691,284.0,0.1242272203808681,0.0203516132162629,15,0,15,3,45,18,3,0,0,26,0.2724902104363956,0.5273323364698471,0.846423099774064
adaptativa,adaptativa,nenhuma,j6024_1.sm,9,True,96,1.476923076923077,0.950517836593786,413.0,5.0,3.0,13.5,4,2,0,0.0666666666666666,4.0,284.0,0.0475352112676056,0.0140845070422535,7,0,5,3,53,8,3,0,0,8,0.3512385487549321,0.6872143627230507,0.7804870386292875
adaptativa,adaptativa,nenhuma,j6024_1.sm,10,True,101,1.553846153846154,0.8781497436975967,412.0,11.0,3.0,43.168274496334696,2,11,0,0.0333333333333333,5.0,284.0,0.1520009665363897,0.0176056338028169,4,0,11,3,56,14,3,0,0,18,0.4175993861121362,0.5820371027673271,0.8671937029130667
adaptativa,adaptativa,nenhuma,j6024_1.sm,11,True,99,1.523076923076923,0.8738434856234419,414.0,7.0,4.0,48.769052251539634,5,12,0,0.0833333333333333,9.5,284.0,0.1717220149702099,0.0334507042253521,7,0,7,4,53,11,4,0,0,6,0.486713896835989,0.7131697048371954,0.8474526246925184
adaptativa,adaptativa,nenhuma,j6027_1.sm,0,True,144,1.5,0.917516218721038,495.0,10.0,8.0,26.5,1,8,0,0.0166666666666666,2.5,346.0,0.0765895953757225,0.0072254335260115,16,0,10,8,44,18,8,2,0,19,0.4857196752206667,0.6268507180531939,0.949069651096853
adaptativa,adaptativa,nenhuma,j6027_1.sm,1,True,164,1.7083333333333333,0.8699793093307528,494.0,11.0,7.0,55.82959629237427,7,11,0,0.1166666666666666,8.5,346.0,0.1613572147178447,0.0245664739884393,8,0,11,7,52,18,7,2,0,17,0.3936211322074767,0.6586427040007742,0.98
adaptativa,adaptativa,nenhuma,j6027_1.sm,2,True,174,1.8125,0.8953084763514615,524.0,8.0,7.0,46.27313640030708,2,14,0,0.0333333333333333,4.0,346.0,0.1337373884401938,0.0115606936416184,19,0,8,7,41,15,7,2,0,9,0.2570239140832174,0.7659648859265082,0.9166293323771372
adaptativa,adaptativa,nenhuma,j6027_1.sm,3,True,161,1.6770833333333333,0.8726766470562192,487.0,15.0,8.0,48.053205208121874,2,11,0,0.0333333333333333,4.138156526978749,346.0,0.1388820959772308,0.0119599899623663,7,0,15,8,53,23,8,2,0,6,0.2433201962422982,0.794910294566222,0.98
adaptativa,adaptativa,nenhuma,j6027_1.sm,4,True,149,1.5520833333333333,0.8850476810713972,481.0,12.0,8.0,42.47354417981639,7,6,0,0.1166666666666666,8.5,346.0,0.1227559080341514,0.0245664739884393,9,0,12,8,51,20,8,2,0,9,0.3530323246498424,0.7496468789669437,0.9318685825522174
adaptativa,adaptativa,nenhuma,j6027_1.sm,5,True,149,1.5520833333333333,0.8888595621754887,492.0,14.0,9.0,38.518261980359775,3,6,0,0.05,6.853707443907831,346.0,0.1113244565906351,0.0198084030170746,15,0,14,9,45,23,9,2,0,15,0.3910769205246226,0.6863255838987572,0.9784260148110264
adaptativa,adaptativa,nenhuma,j6027_1.sm,6,True,156,1.625,0.8420956616159551,527.0,8.0,11.0,79.8196354897538,6,13,0,0.1,7.650462380293556,346.0,0.2306925881206757,0.0221111629488253,16,0,8,11,44,19,11,6,0,9,0.2436049793851584,0.7631789564580391,0.9785017054580284
adaptativa,adaptativa,nenhuma,j6027_1.sm,7,True,141,1.46875,0.9008832647514892,505.0,13.0,7.0,35.560973612164226,3,8,0,0.05,6.0,346.0,0.1027773803819775,0.0173410404624277,12,0,13,7,48,20,7,0,0,24,0.4310024134004245,0.5858494645010164,0.98
adaptativa,adaptativa,nenhuma,j6027_1.sm,8,True,158,1.6458333333333333,0.8333263101617184,498.0,21.0,8.0,70.60503649927514,5,14,0,0.0833333333333333,7.5,346.0,0.204060799130853,0.0216763005780346,11,0,21,8,49,29,8,0,0,29,0.2724902104363956,0.5273323364698471,0.98
adaptativa,adaptativa,nenhuma,j6027_1.sm,9,True,161,1.6770833333333333,0.8678367556707173,492.0,12.0,8.0,54.926898158113126,2,10,0,0.0333333333333333,7.104118552915558,346.0,0.1587482605725813,0.0205321345459987,8,0,12,8,52,20,8,2,0,15,0.3512385487549321,0.6872143627230507,0.9344834475100688
adaptativa,adaptativa,nenhuma,j6027_1.sm,10,True,162,1.6875,0.9243543059207334,505.0,13.0,6.0,22.327308441516,2,7,0,0.0333333333333333,4.5,346.0,0.0645297931835722,0.0130057803468208,12,0,13,6,48,19,6,0,0,25,0.4175993861121362,0.5820371027673271,0.98
adaptativa,adaptativa,nenhuma,j6027_1.sm,11,True,154,1.6041666666666667,0.8987803531176104,486.0,8.0,8.0,38.73278116750755,6,9,0,0.1,5.0,346.0,0.1119444542413512,0.0144508670520231,12,0,8,8,48,16,8,2,0,12,0.486713896835989,0.7131697048371954,0.8629115994886907
adaptativa,adaptativa,nenhuma,j602_1.sm,0,True,123,1.892307692307692,0.8879451415384546,545.0,9.0,7.0,52.77665635484243,4,11,0,0.0666666666666666,8.582242815644342,324.0,0.1628909146754396,0.0264884037519887,23,0,9,7,37,16,7,3,0,15,0.4857196752206667,0.6268507180531939,0.98
adaptativa,adaptativa,nenhuma,j602_1.sm,1,True,122,1.876923076923077,0.8740894505169828,534.0,11.0,9.0,56.921456247028296,6,9,0,0.1,12.217584546077996,324.0,0.1756835069352725,0.0377085942780185,21,0,11,9,39,20,9,6,0,13,0.3936211322074767,0.6586427040007742,0.9680059894719756
adaptativa,adaptativa,nenhuma,j602_1.sm,2,True,125,1.9230769230769231,0.8893998969846146,540.0,11.0,10.0,46.15095856295248,1,11,0,0.0166666666666666,2.053622942678375,324.0,0.1424412301325693,0.0063383424156739,24,0,11,10,36,21,10,7,0,6,0.2570239140832174,0.7659648859265082,0.9623904285841274
adaptativa,adaptativa,nenhuma,j602_1.sm,3,True,126,1.9384615384615385,0.8679524942778392,530.0,10.0,8.0,62.63249831544624,1,13,0,0.0166666666666666,2.0,324.0,0.1933101799859451,0.0061728395061728,15,0,10,8,45,18,8,4,0,6,0.2433201962422982,0.794910294566222,0.9464646195154957
adaptativa,adaptativa,nenhuma,j602_1.sm,4,True,121,1.8615384615384616,0.9073456863133637,526.0,11.0,10.0,32.71290097514061,4,7,0,0.0666666666666666,6.181170502017524,324.0,0.1009657437504339,0.0190776867346219,18,0,11,10,42,21,10,7,0,6,0.3530323246498424,0.7496468789669437,0.9374243302770128
adaptativa,adaptativa,nenhuma,j602_1.sm,5,True,128,1.9692307692307691,0.8887314179405217,562.0,12.0,11.0,47.36202597893512,2,10,0,0.0333333333333333,5.0,324.0,0.1461790925275775,0.015432098765432,25,0,12,11,35,23,11,6,0,10,0.3910769205246226,0.6863255838987572,0.98
adaptativa,adaptativa,nenhuma,j602_1.sm,6,True,126,1.9384615384615385,0.8897368349217074,533.0,11.0,7.0,48.053539293898574,5,11,0,0.0833333333333333,4.5,324.0,0.148313392882403,0.0138888888888888,18,0,11,7,42,18,7,4,0,6,0.2436049793851584,0.7631789564580391,0.98
adaptativa,adaptativa,nenhuma,j602_1.sm,7,True,131,2.0153846153846158,0.8607513639967626,557.0,10.0,17.0,63.10905297164883,5,11,0,0.0833333333333333,6.706742189467985,324.0,0.1947810276902741,0.020699821572432,28,0,10,17,32,27,17,14,0,19,0.4310024134004245,0.5858494645010164,0.8912795632043253
adaptativa,adaptativa,nenhuma,j602_1.sm,8,True,120,1.8461538461538465,0.8605247095752069,521.0,16.0,18.0,50.44455516819344,2,12,0,0.0333333333333333,6.5,324.0,0.1556930715067698,0.0200617283950617,14,0,16,18,46,34,18,11,0,29,0.2724902104363956,0.5273323364698471,0.9575552156224768
adaptativa,adaptativa,nenhuma,j602_1.sm,9,True,128,1.9692307692307691,0.9000681377341668,534.0,11.0,9.0,39.28841630178417,3,7,0,0.05,8.404144018410689,324.0,0.1212605441413091,0.0259387161062058,17,0,11,9,43,20,9,6,0,10,0.3512385487549321,0.6872143627230507,0.9344020145429704
adaptativa,adaptativa,nenhuma,j602_1.sm,10,True,127,1.9538461538461536,0.9107574367538044,546.0,16.0,4.0,33.501006487630306,3,7,0,0.05,10.999430759628112,324.0,0.1033981681716984,0.0339488603692225,21,0,16,4,39,20,4,0,0,19,0.4175993861121362,0.5820371027673271,0.98
adaptativa,adaptativa,nenhuma,j602_1.sm,11,True,122,1.876923076923077,0.8618209814595795,539.0,11.0,8.0,67.41990923352772,5,13,0,0.0833333333333333,6.0,324.0,0.2080861396096534,0.0185185185185185,20,0,11,8,40,19,8,5,0,8,0.486713896835989,0.7131697048371954,0.9757290270323508
adaptativa,adaptativa,nenhuma,j6032_1.sm,0,True,121,1.7536231884057971,0.9051715733421548,524.0,7.0,6.0,41.895775598918405,6,7,0,0.1,10.464694196460623,337.0,0.1243198088988676,0.0310525050340077,12,0,7,6,48,13,6,1,0,14,0.4857196752206667,0.6268507180531939,0.8404704350271568
adaptativa,adaptativa,nenhuma,j6032_1.sm,1,True,116,1.681159420289855,0.9064558673939596,523.0,8.0,5.0,40.97238090985418,4,7,0,0.0666666666666666,6.5,337.0,0.12157976531114,0.0192878338278931,9,0,8,5,51,13,5,1,0,13,0.3936211322074767,0.6586427040007742,0.8966475612850336
adaptativa,adaptativa,nenhuma,j6032_1.sm,2,True,121,1.7536231884057971,0.8970946923756556,567.0,7.0,8.0,50.04030167483195,2,11,0,0.0333333333333333,6.41067947695044,337.0,0.1484875420618158,0.0190227877654315,19,0,7,8,41,15,8,3,0,2,0.2570239140832174,0.7659648859265082,0.7902761248912178
adaptativa,adaptativa,nenhuma,j6032_1.sm,3,True,127,1.8405797101449275,0.9016929479523904,568.0,7.0,6.0,48.92618639176783,6,6,0,0.1,8.438154591261195,337.0,0.1451815619933763,0.0250390343954338,15,0,7,6,45,13,6,2,0,0,0.2433201962422982,0.794910294566222,0.794910294566222
adaptativa,adaptativa,nenhuma,j6032_1.sm,4,True,125,1.8115942028985508,0.9160072022373112,526.0,8.0,10.0,30.231292849298438,3,5,0,0.05,8.231292849298434,337.0,0.089707100443022,0.0244252013332297,9,0,8,10,51,18,10,4,0,2,0.3530323246498424,0.7496468789669437,0.8115195314868762
adaptativa,adaptativa,nenhuma,j6032_1.sm,5,True,119,1.7246376811594204,0.9106039035587098,542.0,6.0,11.0,36.20939662329846,2,10,0,0.0333333333333333,1.5,337.0,0.107446280781301,0.0044510385756676,14,0,6,11,46,17,11,5,0,9,0.3910769205246226,0.6863255838987572,0.8230159482607573
