s,conf_cen,conf_ada,fuga_cen,fuga_ada,Nreq_cen
0.05,0.2507932194511126,0.941605964011524,0.048679577033476695,0.033546530219507154,0.4270833333333333
0.1,0.3395174400019418,0.9467605737650259,0.11504435844657503,0.08376886852932373,38.453125
0.25,0.6050031671428128,0.9536992021670333,0.18760970607197977,0.14786179507850208,106.27604166666667
0.5,0.6929883590882747,0.9521090808170016,0.23633471308255447,0.21333458150847517,128.27083333333334
1.0,0.7334332296430314,0.9504031716544136,0.2852719314687377,0.2596860564517937,142.9375
