desenho,ponto,instancia,semente,risco.F_ancora,retrabalho.f_retrabalho,agentes.tau_sat,agentes.k_heuristico,fuzzy.mu_minimo,taxa_omissao,atraso_relativo,retrabalho_sobre_plano,E_total,concluiu,divida_pendente,violacoes,makespan
legado,399,j6032_1.sm,1,0.23106062339588435,0.6031295286142702,1.0045669686798675,0.06244220018051548,0.5861137235775545,0.16666666666666666,1.6521739130434783,0.34723798631320746,0.7920393519769002,True,0,0,114
legado,399,j6032_1.sm,2,0.23106062339588435,0.6031295286142702,1.0045669686798675,0.06244220018051548,0.5861137235775545,0.08333333333333333,1.6956521739130435,0.3418264379748494,0.8057781393087066,True,0,0,117
legado,399,j6032_1.sm,3,0.23106062339588435,0.6031295286142702,1.0045669686798675,0.06244220018051548,0.5861137235775545,0.08333333333333333,1.681159420289855,0.32761082852234585,0.7899540642827964,True,0,0,116
alternativa,0,j6010_1.sm,0,0.21363883332164738,0.4583944044241327,0.762124391879713,0.07283617897641113,0.6438799769192227,0.16666666666666666,1.6,0.2529804119907009,0.8251110494137116,True,0,0,136
alternativa,0,j6010_1.sm,1,0.21363883332164738,0.4583944044241327,0.762124391879713,0.07283617897641113,0.6438799769192227,0.15,1.576470588235294,0.259669184417448,0.8113361884549568,True,0,0,134
alternativa,0,j6010_1.sm,2,0.21363883332164738,0.4583944044241327,0.762124391879713,0.07283617897641113,0.6438799769192227,0.05,1.5176470588235293,0.23345016003329294,0.8342433588535406,True,0,0,129
alternativa,0,j6010_1.sm,3,0.21363883332164738,0.4583944044241327,0.762124391879713,0.07283617897641113,0.6438799769192227,0.08333333333333333,1.4823529411764707,0.20541320146968936,0.8343629117646676,True,0,0,126
alternativa,0,j6032_1.sm,0,0.21363883332164738,0.4583944044241327,0.762124391879713,0.07283617897641113,0.6438799769192227,0.18333333333333332,1.5797101449275361,0.24012473675051632,0.840592685640889,True,0,0,109
alternativa,0,j6032_1.sm,1,0.21363883332164738,0.4583944044241327,0.762124391879713,0.07283617897641113,0.6438799769192227,0.16666666666666666,1.5507246376811594,0.2533491204389943,0.8290638072543047,True,0,0,107
alternativa,0,j6032_1.sm,2,0.21363883332164738,0.4583944044241327,0.762124391879713,0.07283617897641113,0.6438799769192227,0.11666666666666667,1.6521739130434783,0.2246557824432899,0.8466999844767863,True,0,0,114
alternativa,0,j6032_1.sm,3,0.21363883332164738,0.4583944044241327,0.762124391879713,0.07283617897641113,0.6438799769192227,0.08333333333333333,1.4782608695652173,0.19679845559862785,0.8352152464233256,True,0,0,102
alternativa,57,j6010_1.sm,0,0.19024675970938382,0.5694953928061176,0.7607699225497042,0.15314008771835252,0.5827048763340822,0.1,1.7176470588235293,0.3197655340678101,0.8009397682287508,True,0,0,146
alternativa,57,j6010_1.sm,1,0.19024675970938382,0.5694953928061176,0.7607699225497042,0.15314008771835252,0.5827048763340822,0.08333333333333333,1.6823529411764706,0.2553321517586075,0.8297344909632433,True,0,0,143
alternativa,57,j6010_1.sm,2,0.19024675970938382,0.5694953928061176,0.7607699225497042,0.15314008771835252,0.5827048763340822,0.06666666666666667,1.6352941176470588,0.25544840929992974,0.844914818517328,True,0,0,139
alternativa,57,j6010_1.sm,3,0.19024675970938382,0.5694953928061176,0.7607699225497042,0.15314008771835252,0.5827048763340822,0.08333333333333333,1.6941176470588235,0.24227246600291488,0.8448731236716138,True,0,0,144
alternativa,57,j6032_1.sm,0,0.19024675970938382,0.5694953928061176,0.7607699225497042,0.15314008771835252,0.5827048763340822,0.15,1.7536231884057971,0.31207212662785616,0.8269162808814151,True,0,0,121
alternativa,57,j6032_1.sm,1,0.19024675970938382,0.5694953928061176,0.7607699225497042,0.15314008771835252,0.5827048763340822,0.11666666666666667,1.8405797101449275,0.28373305652693315,0.8417987026807523,True,0,0,127
alternativa,57,j6032_1.sm,2,0.19024675970938382,0.5694953928061176,0.7607699225497042,0.15314008771835252,0.5827048763340822,0.1,1.8405797101449275,0.3834284717435339,0.795730752288015,True,0,0,127
alternativa,57,j6032_1.sm,3,0.19024675970938382,0.5694953928061176,0.7607699225497042,0.15314008771835252,0.5827048763340822,0.06666666666666667,1.608695652173913,0.2926501971959095,0.8147748481478375,True,0,0,111
alternativa,114,j6010_1.sm,0,0.19203722766923775,0.7852407977643634,1.0177330426780609,0.1349823603226773,0.6008957616691533,0.13333333333333333,1.6,0.4359583200590832,0.7441836042539255,True,0,0,136
alternativa,114,j6010_1.sm,1,0.19203722766923775,0.7852407977643634,1.0177330426780609,0.1349823603226773,0.6008957616691533,0.08333333333333333,1.4470588235294117,0.3141261406110705,0.7983199007295967,True,0,0,123
alternativa,114,j6010_1.sm,2,0.19203722766923775,0.7852407977643634,1.0177330426780609,0.1349823603226773,0.6008957616691533,0.03333333333333333,1.6823529411764706,0.41753269248961006,0.7643155119736893,True,0,0,143
alternativa,114,j6010_1.sm,3,0.19203722766923775,0.7852407977643634,1.0177330426780609,0.1349823603226773,0.6008957616691533,0.1,1.7176470588235293,0.5179026444680358,0.7350764635745097,True,0,0,146
alternativa,114,j6032_1.sm,0,0.19203722766923775,0.7852407977643634,1.0177330426780609,0.1349823603226773,0.6008957616691533,0.18333333333333332,1.6521739130434783,0.3583303864395236,0.7782501574868115,True,0,0,114
alternativa,114,j6032_1.sm,1,0.19203722766923775,0.7852407977643634,1.0177330426780609,0.1349823603226773,0.6008957616691533,0.16666666666666666,1.681159420289855,0.570773517247206,0.7171032265956456,True,0,0,116
alternativa,114,j6032_1.sm,2,0.19203722766923775,0.7852407977643634,1.0177330426780609,0.1349823603226773,0.6008957616691533,0.03333333333333333,1.6666666666666667,0.3676231110599685,0.7944682491354229,True,0,0,115
alternativa,114,j6032_1.sm,3,0.19203722766923775,0.7852407977643634,1.0177330426780609,0.1349823603226773,0.6008957616691533,0.05,1.5942028985507246,0.30917481213768044,0.7981695586202868,True,0,0,110
alternativa,171,j6010_1.sm,0,0.20046544662387394,0.38849289000356463,0.8327707137816421,0.07089887027302365,0.6144429115111201,0.11666666666666667,1.611764705882353,0.19284966616687305,0.8533432367093033,True,0,0,137
alternativa,171,j6010_1.sm,1,0.20046544662387394,0.38849289000356463,0.8327707137816421,0.07089887027302365,0.6144429115111201,0.08333333333333333,1.6470588235294117,0.17809794975976306,0.8597891945819649,True,0,0,140
alternativa,171,j6010_1.sm,2,0.20046544662387394,0.38849289000356463,0.8327707137816421,0.07089887027302365,0.6144429115111201,0.06666666666666667,1.4941176470588236,0.2062739621134087,0.8514143867213327,True,0,0,127
alternativa,171,j6010_1.sm,3,0.20046544662387394,0.38849289000356463,0.8327707137816421,0.07089887027302365,0.6144429115111201,0.15,1.6352941176470588,0.24258203903966205,0.8422253903976955,True,0,0,139
alternativa,171,j6032_1.sm,0,0.20046544662387394,0.38849289000356463,0.8327707137816421,0.07089887027302365,0.6144429115111201,0.15,1.608695652173913,0.2249707483803208,0.8453636352121889,True,0,0,111
alternativa,171,j6032_1.sm,1,0.20046544662387394,0.38849289000356463,0.8327707137816421,0.07089887027302365,0.6144429115111201,0.16666666666666666,1.608695652173913,0.21519255931715275,0.8499273075969376,True,0,0,111
alternativa,171,j6032_1.sm,2,0.20046544662387394,0.38849289000356463,0.8327707137816421,0.07089887027302365,0.6144429115111201,0.1,1.681159420289855,0.19601608873177975,0.8661375664431655,True,0,0,116
alternativa,171,j6032_1.sm,3,0.20046544662387394,0.38849289000356463,0.8327707137816421,0.07089887027302365,0.6144429115111201,0.08333333333333333,1.565217391304348,0.17474163268608858,0.8605110987821523,True,0,0,108
alternativa,228,j6010_1.sm,0,0.1445577868015583,0.462929608395535,1.2670725494451802,0.06349269683742241,0.6688906376100354,0.05,1.5294117647058822,0.1488351966607036,0.8691799641172481,True,0,0,130
alternativa,228,j6010_1.sm,1,0.1445577868015583,0.462929608395535,1.2670725494451802,0.06349269683742241,0.6688906376100354,0.08333333333333333,1.4705882352941178,0.17504910482067731,0.8573492210067251,True,0,0,125
alternativa,228,j6010_1.sm,2,0.1445577868015583,0.462929608395535,1.2670725494451802,0.06349269683742241,0.6688906376100354,0.03333333333333333,1.423529411764706,0.20739093293730357,0.8444226724291272,True,0,0,121
alternativa,228,j6010_1.sm,3,0.1445577868015583,0.462929608395535,1.2670725494451802,0.06349269683742241,0.6688906376100354,0.06666666666666667,1.5411764705882354,0.23094628537883427,0.8312132986336532,True,0,0,131
alternativa,228,j6032_1.sm,0,0.1445577868015583,0.462929608395535,1.2670725494451802,0.06349269683742241,0.6688906376100354,0.13333333333333333,1.5072463768115942,0.1849811788841273,0.8589816997977505,True,0,0,104
alternativa,228,j6032_1.sm,1,0.1445577868015583,0.462929608395535,1.2670725494451802,0.06349269683742241,0.6688906376100354,0.16666666666666666,1.4492753623188406,0.19861799587522658,0.8478086807969153,True,0,0,100
alternativa,228,j6032_1.sm,2,0.1445577868015583,0.462929608395535,1.2670725494451802,0.06349269683742241,0.6688906376100354,0.03333333333333333,1.565217391304348,0.11931943566076764,0.8929061975136509,True,0,0,108
alternativa,228,j6032_1.sm,3,0.1445577868015583,0.462929608395535,1.2670725494451802,0.06349269683742241,0.6688906376100354,0.06666666666666667,1.463768115942029,0.15562156874560204,0.8582903837050572,True,0,0,101
alternativa,285,j6010_1.sm,0,0.13155852197405343,0.6545953859729254,0.753112704996973,0.1435447599355632,0.6541506296300205,0.06666666666666667,1.5529411764705883,0.1283094275989778,0.8971676876903397,True,0,0,132
alternativa,285,j6010_1.sm,1,0.13155852197405343,0.6545953859729254,0.753112704996973,0.1435447599355632,0.6541506296300205,0.06666666666666667,1.5529411764705883,0.21656270452749574,0.8499863204214371,True,0,0,132
alternativa,285,j6010_1.sm,2,0.13155852197405343,0.6545953859729254,0.753112704996973,0.1435447599355632,0.6541506296300205,0.05,1.5529411764705883,0.21984925732158467,0.840562487575559,True,0,0,132
alternativa,285,j6010_1.sm,3,0.13155852197405343,0.6545953859729254,0.753112704996973,0.1435447599355632,0.6541506296300205,0.1,1.4705882352941178,0.2505935173897026,0.8151053400282547,True,0,0,125
alternativa,285,j6032_1.sm,0,0.13155852197405343,0.6545953859729254,0.753112704996973,0.1435447599355632,0.6541506296300205,0.11666666666666667,1.5942028985507246,0.2526319401728839,0.8372890906673424,True,0,0,110
alternativa,285,j6032_1.sm,1,0.13155852197405343,0.6545953859729254,0.753112704996973,0.1435447599355632,0.6541506296300205,0.15,1.5217391304347827,0.3028806513085683,0.809268763158648,True,0,0,105
alternativa,285,j6032_1.sm,2,0.13155852197405343,0.6545953859729254,0.753112704996973,0.1435447599355632,0.6541506296300205,0.05,1.5797101449275361,0.2514211483883881,0.8350676993465042,True,0,0,109
alternativa,285,j6032_1.sm,3,0.13155852197405343,0.6545953859729254,0.753112704996973,0.1435447599355632,0.6541506296300205,0.05,1.5217391304347827,0.2303094534785123,0.8296446797215842,True,0,0,105
alternativa,342,j6010_1.sm,0,0.16477282648731947,0.566573901458596,1.0151256781955007,0.10457213136972354,0.608804499158279,0.08333333333333333,1.811764705882353,0.2338866941862541,0.8366496279747936,True,0,0,154
alternativa,342,j6010_1.sm,1,0.16477282648731947,0.566573901458596,1.0151256781955007,0.10457213136972354,0.608804499158279,0.08333333333333333,1.576470588235294,0.2400726870875064,0.8413878090351722,True,0,0,134
alternativa,342,j6010_1.sm,2,0.16477282648731947,0.566573901458596,1.0151256781955007,0.10457213136972354,0.608804499158279,0.06666666666666667,1.4823529411764707,0.3403919173824713,0.7893681616966521,True,0,0,126
alternativa,342,j6010_1.sm,3,0.16477282648731947,0.566573901458596,1.0151256781955007,0.10457213136972354,0.608804499158279,0.1,1.7058823529411764,0.30459729739052904,0.8170773368489743,True,0,0,145
alternativa,342,j6032_1.sm,0,0.16477282648731947,0.566573901458596,1.0151256781955007,0.10457213136972354,0.608804499158279,0.15,1.608695652173913,0.2520697905048149,0.8283560145127167,True,0,0,111
alternativa,342,j6032_1.sm,1,0.16477282648731947,0.566573901458596,1.0151256781955007,0.10457213136972354,0.608804499158279,0.1,1.6956521739130435,0.20185271831161647,0.8398288529310548,True,0,0,117
alternativa,342,j6032_1.sm,2,0.16477282648731947,0.566573901458596,1.0151256781955007,0.10457213136972354,0.608804499158279,0.06666666666666667,1.6956521739130435,0.1955510979748287,0.8668100948183823,True,0,0,117
alternativa,342,j6032_1.sm,3,0.16477282648731947,0.566573901458596,1.0151256781955007,0.10457213136972354,0.608804499158279,0.016666666666666666,1.536231884057971,0.22618089739850925,0.8276820539688484,True,0,0,106
alternativa,399,j6010_1.sm,0,0.15815002381759158,0.5530767101663006,0.9578415091480044,0.14624321691328912,0.6111833888733963,0.05,1.6,0.1386541913435305,0.8770487457214793,True,0,0,136
alternativa,399,j6010_1.sm,1,0.15815002381759158,0.5530767101663006,0.9578415091480044,0.14624321691328912,0.6111833888733963,0.13333333333333333,1.6,0.21833814021072737,0.8519824530475272,True,0,0,136
alternativa,399,j6010_1.sm,2,0.15815002381759158,0.5530767101663006,0.9578415091480044,0.14624321691328912,0.6111833888733963,0.1,1.5294117647058822,0.23524062688659728,0.8351513070605024,True,0,0,130
alternativa,399,j6010_1.sm,3,0.15815002381759158,0.5530767101663006,0.9578415091480044,0.14624321691328912,0.6111833888733963,0.06666666666666667,1.7294117647058824,0.23137003519439567,0.8508026412214366,True,0,0,147
alternativa,399,j6032_1.sm,0,0.15815002381759158,0.5530767101663006,0.9578415091480044,0.14624321691328912,0.6111833888733963,0.11666666666666667,1.6666666666666667,0.1852539013757079,0.8762608987070563,True,0,0,115
alternativa,399,j6032_1.sm,1,0.15815002381759158,0.5530767101663006,0.9578415091480044,0.14624321691328912,0.6111833888733963,0.16666666666666666,1.6231884057971016,0.2291507854593403,0.8477633691085867,True,0,0,112
alternativa,399,j6032_1.sm,2,0.15815002381759158,0.5530767101663006,0.9578415091480044,0.14624321691328912,0.6111833888733963,0.03333333333333333,1.6956521739130435,0.14404362614245217,0.8935520740942823,True,0,0,117
alternativa,399,j6032_1.sm,3,0.15815002381759158,0.5530767101663006,0.9578415091480044,0.14624321691328912,0.6111833888733963,0.016666666666666666,1.536231884057971,0.22494852582310193,0.8299827120479765,True,0,0,106
