concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,E_plano,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,configuracao,arquivo,semente,cenario,atraso_relativo,violacoes,tarefas_pendentes,dividas_pendentes
True,137,85,0.7302246375304008,0.0,4.5,301.0,429.0,0.0,112.0,46.49044876226849,57,3,11,0,0.05,323.0,0.14393327790176003,0.01393188854489164,0.07913396525886522,26,0,0,112,34,112,48,12,64,0.6863255838987572,0.3910769205246226,9,60,0.6863255838987572,nenhuma,46.490448762268485,0.0,51,0,terminal,0.7999999999999999,sem_assistencia,j6010_1.sm,5,adaptativa,1.611764705882353,[],0,0
True,173,85,0.7814322470009779,8.881784197001252e-16,24.337489439613368,244.0,529.0,0.0,97.0,50.96208088445821,49,11,2,0,0.18333333333333332,323.0,0.15777734019956102,0.07534826451892683,0.07528055458863471,28,0,0,97,32,97,54,34,43,0.7631789564580391,0.24360497938515846,4,60,0.7631789564580391,nenhuma,50.9620808844582,0.0,56,0,terminal,0.25,sem_assistencia,j6010_1.sm,6,centralizada,2.0352941176470587,[],0,0
True,140,85,0.7360083037194672,0.0,4.0,313.0,447.0,0.0,110.0,50.33010448531023,57,3,13,0,0.05,323.0,0.1558207569204651,0.01238390092879257,0.08287108462697255,26,0,0,110,34,110,59,34,51,0.7631789564580391,0.24360497938515846,4,60,0.7631789564580391,nenhuma,50.33010448531023,0.0,57,0,terminal,0.7999999999999999,sem_assistencia,j6010_1.sm,6,adaptativa,1.6470588235294117,[],0,0
True,201,85,0.7409877759830208,0.0,31.58375045139021,254.0,520.0,0.0,133.0,48.76596275174641,48,12,0,0,0.2,323.0,0.15097821285370405,0.09778250913743099,0.06949035054439885,29,0,0,133,31,133,42,1,91,0.5858494645010164,0.43100241340042456,20,60,0.5858494645010164,nenhuma,48.76596275174641,0.0,52,0,terminal,0.25,sem_assistencia,j6010_1.sm,7,centralizada,2.364705882352941,[],0,0
True,155,85,0.6800006753424597,1.7763568394002505e-15,16.73634441672603,302.0,427.0,0.0,150.0,50.9405528310038,57,3,9,0,0.05,323.0,0.15771068987926873,0.05181530779172146,0.08112320919766002,33,0,0,150,27,150,50,3,100,0.5858494645010164,0.43100241340042456,20,60,0.5858494645010164,nenhuma,50.9405528310038,0.0,57,0,terminal,0.7999999999999999,sem_assistencia,j6010_1.sm,7,adaptativa,1.8235294117647058,[],0,0
True,242,85,0.6548977231332522,8.881784197001252e-16,22.41636264368295,224.0,526.0,0.0,217.0,60.17884979571789,42,18,2,0,0.3,323.0,0.18631222846971482,0.06940050354081409,0.07492583975664187,50,0,0,217,10,217,63,5,154,0.5273323364698471,0.27249021043639565,27,60,0.5273323364698471,nenhuma,60.178849795717895,0.0,69,0,terminal,0.25,sem_assistencia,j6010_1.sm,8,centralizada,2.847058823529412,[],0,0
True,176,85,0.5405240873232102,0.0,8.66311969837087,309.0,449.0,0.0,305.0,76.67528446982465,57,3,15,0,0.05,323.0,0.23738478164032398,0.026820804019724056,0.09230476204521043,46,0,0,305,14,305,93,8,212,0.5273323364698471,0.27249021043639565,27,60,0.5273323364698471,nenhuma,76.67528446982465,0.0,82,0,terminal,0.7999999999999999,sem_assistencia,j6010_1.sm,8,adaptativa,2.070588235294118,[],0,0
True,256,85,0.758121197049028,0.0,20.5,260.0,508.0,0.0,115.0,47.07755748998993,48,12,3,0,0.2,323.0,0.14575095198139296,0.06346749226006192,0.0702568784221567,27,0,0,115,33,115,31,4,84,0.6872143627230507,0.3512385487549321,9,60,0.6872143627230507,nenhuma,47.07755748998993,0.0,53,0,terminal,0.25,sem_assistencia,j6010_1.sm,9,centralizada,3.011764705882353,[],0,0
True,143,85,0.6659068789365375,0.0,8.095066663810718,293.0,431.0,0.0,176.0,40.237644831531085,55,5,6,0,0.08333333333333333,323.0,0.12457475180040584,0.025062125894150827,0.062168270268031935,27,0,0,176,33,176,64,16,112,0.6872143627230507,0.3512385487549321,9,60,0.6872143627230507,nenhuma,40.237644831531085,0.0,45,0,terminal,0.7999999999999999,sem_assistencia,j6010_1.sm,9,adaptativa,1.6823529411764706,[],0,0
True,190,85,0.686791078446285,0.0,26.929613241433564,204.0,538.0,0.0,154.0,91.35321596941489,43,17,2,0,0.2833333333333333,323.0,0.2828272940229563,0.08337341560815345,0.1166181667568231,40,0,0,154,20,154,46,8,108,0.5820371027673271,0.4175993861121362,20,60,0.5820371027673271,nenhuma,91.35321596941489,0.0,97,0,terminal,0.25,sem_assistencia,j6010_1.sm,10,centralizada,2.235294117647059,[],0,0
True,155,85,0.6678083388570544,0.0,4.014213478994676,304.0,443.0,0.0,166.0,54.36398368158893,56,4,11,0,0.06666666666666667,323.0,0.1683095470018233,0.012427905507723455,0.08195196757574245,32,0,0,166,28,166,44,4,122,0.5820371027673271,0.4175993861121362,20,60,0.5820371027673271,nenhuma,54.36398368158893,0.0,61,0,terminal,0.7999999999999999,sem_assistencia,j6010_1.sm,10,adaptativa,1.8235294117647058,[],0,0
True,224,85,0.798419284697098,2.6645352591003757e-15,22.0,230.0,535.0,0.0,66.0,69.07399527300598,45,15,3,0,0.25,323.0,0.21385137855419808,0.06811145510835913,0.10308413064868066,31,0,0,66,29,66,24,6,42,0.7131697048371954,0.48671389683598903,7,60,0.7131697048371954,nenhuma,69.07399527300596,0.0,74,0,terminal,0.25,sem_assistencia,j6010_1.sm,11,centralizada,2.635294117647059,[],0,0
True,160,85,0.7161503791663749,0.0,6.5,292.0,443.0,0.0,92.0,83.58516435565967,56,4,15,0,0.06666666666666667,323.0,0.25877759862433336,0.020123839009287926,0.13512313125505515,36,0,0,92,24,92,28,2,64,0.7131697048371954,0.48671389683598903,7,60,0.7131697048371954,nenhuma,83.58516435565967,0.0,90,0,terminal,0.7999999999999999,sem_assistencia,j6010_1.sm,11,adaptativa,1.8823529411764706,[],0,0
True,248,69,0.8282595785102361,0.0,15.155605579510885,298.0,542.0,0.0,69.0,43.38422212379109,53,7,2,0,0.11666666666666667,340.0,0.1276006533052679,0.04457531052797319,0.06629778142111747,47,0,0,69,13,69,18,0,51,0.6268507180531939,0.4857196752206667,24,60,0.6268507180531939,nenhuma,43.384222123791105,0.0,48,0,terminal,0.25,sem_assistencia,j6013_1.sm,0,centralizada,3.5942028985507246,[],0,0
True,214,69,0.7901667356330869,0.0,3.289445771904663,335.0,460.0,0.0,91.0,31.15561255112173,58,2,7,0,0.03333333333333333,340.0,0.09163415456212273,0.00967484050560195,0.05351767101341107,41,0,0,91,19,91,24,0,67,0.6268507180531939,0.4857196752206667,24,60,0.6268507180531939,nenhuma,31.15561255112173,0.0,33,0,terminal,0.7999999999999999,sem_assistencia,j6013_1.sm,0,adaptativa,3.101449275362319,[],0,0
True,311,69,0.7606390883027561,0.0,27.027985730064092,268.0,572.0,0.0,108.0,71.99921854703283,48,12,3,0,0.2,340.0,0.211762407491273,0.07949407567665909,0.09574374117854184,44,0,0,108,16,108,24,0,84,0.6586427040007742,0.39362113220747674,21,60,0.6586427040007742,nenhuma,71.99921854703283,0.0,79,0,terminal,0.25,sem_assistencia,j6013_1.sm,1,centralizada,4.507246376811594,[],0,0
True,259,69,0.6518663921005514,0.0,12.951794806939745,287.0,488.0,0.0,150.0,110.61966487869692,50,10,14,0,0.16666666666666666,340.0,0.32535195552557916,0.038093514138058074,0.14776483983575459,48,0,0,150,12,150,35,0,115,0.6586427040007742,0.39362113220747674,21,60,0.6586427040007742,nenhuma,110.61966487869694,0.0,120,0,terminal,0.7999999999999999,sem_assistencia,j6013_1.sm,1,adaptativa,3.753623188405797,[],0,0
True,336,69,0.8344229203068185,5.329070518200751e-15,28.889848875829557,229.0,584.0,0.0,16.0,99.88489743937323,43,17,3,0,0.2833333333333333,340.0,0.29377911011580365,0.08497014375243987,0.14271617776696724,43,0,0,16,17,16,5,0,11,0.7659648859265082,0.2570239140832174,5,60,0.7659648859265082,nenhuma,99.88489743937322,0.0,105,0,terminal,0.25,sem_assistencia,j6013_1.sm,2,centralizada,4.869565217391305,[],0,0
True,244,69,0.741437229623731,0.0,12.434096981732171,314.0,493.0,0.0,49.0,122.92479781490144,57,3,15,0,0.05,340.0,0.36154352298500425,0.03657087347568286,0.18487022625545188,42,0,0,49,18,49,18,0,31,0.7659648859265082,0.2570239140832174,5,60,0.7659648859265082,nenhuma,122.92479781490147,0.0,129,0,terminal,0.7999999999999999,sem_assistencia,j6013_1.sm,2,adaptativa,3.536231884057971,[],0,0
True,287,69,0.7317994212408142,0.0,26.89809364454502,256.0,574.0,0.0,123.0,87.36793380725155,48,12,2,0,0.2,340.0,0.2569645111977987,0.07911204013101476,0.11138641706472552,45,0,0,123,15,123,30,0,93,0.794910294566222,0.24332019624229823,1,60,0.794910294566222,nenhuma,87.36793380725155,0.0,93,0,terminal,0.25,sem_assistencia,j6013_1.sm,3,centralizada,4.159420289855072,[],0,0
True,230,69,0.7283173290284949,8.881784197001252e-16,11.504082612872239,309.0,477.0,0.0,122.0,55.93429991055145,56,4,10,0,0.06666666666666667,340.0,0.16451264679573957,0.033835537096683056,0.0854044442598147,42,0,0,122,18,122,32,0,90,0.794910294566222,0.24332019624229823,1,60,0.794910294566222,nenhuma,55.93429991055145,0.0,60,0,terminal,0.7999999999999999,sem_assistencia,j6013_1.sm,3,adaptativa,3.3333333333333335,[],0,0
True,262,69,0.7520067233343845,0.0,13.5,278.0,552.0,0.0,116.0,66.03599046620462,49,11,4,0,0.18333333333333332,340.0,0.19422350137119007,0.039705882352941174,0.08996287828375216,42,0,0,116,18,116,28,0,88,0.7496468789669437,0.35303232464984247,9,60,0.7496468789669437,nenhuma,66.03599046620462,0.0,70,0,terminal,0.25,sem_assistencia,j6013_1.sm,4,centralizada,3.7971014492753623,[],0,0
True,224,69,0.7446511501751301,0.0,15.035100654575547,310.0,482.0,0.0,109.0,56.28295912339802,55,5,6,0,0.08333333333333333,340.0,0.16553811506881771,0.044220884278163376,0.08695263536617877,42,0,0,109,18,109,26,0,83,0.7496468789669437,0.35303232464984247,9,60,0.7496468789669437,nenhuma,56.28295912339802,0.0,60,0,terminal,0.7999999999999999,sem_assistencia,j6013_1.sm,4,adaptativa,3.246376811594203,[],0,0
True,269,69,0.7867137088493416,2.220446049250313e-16,23.56332720728381,264.0,551.0,0.0,69.0,80.38184641004952,48,12,5,0,0.2,340.0,0.23641719532367506,0.06930390355083474,0.11476860347261014,42,0,0,69,18,69,17,0,52,0.6863255838987572,0.3910769205246226,14,60,0.6863255838987572,nenhuma,80.3818464100495,0.0,85,0,terminal,0.25,sem_assistencia,j6013_1.sm,5,centralizada,3.898550724637681,[],0,0
True,225,69,0.7183908774753119,0.0,5.188841520882733,325.0,472.0,0.0,110.0,75.02393334779038,56,4,13,0,0.06666666666666667,340.0,0.2206586274935011,0.015261298590831569,0.11418751972323823,42,0,0,110,18,110,27,0,83,0.6863255838987572,0.3910769205246226,14,60,0.6863255838987572,nenhuma,75.02393334779038,0.0,82,0,terminal,0.7999999999999999,sem_assistencia,j6013_1.sm,5,adaptativa,3.260869565217391,[],0,0
True,290,69,0.871016007564786,0.0,19.69678194044188,267.0,573.0,0.0,3.0,81.85243327733032,49,11,4,0,0.18333333333333332,340.0,0.2407424508156774,0.057931711589534945,0.12442369920189054,37,0,0,3,23,3,1,0,2,0.7631789564580391,0.24360497938515846,6,60,0.7631789564580391,nenhuma,81.85243327733035,0.0,86,0,terminal,0.25,sem_assistencia,j6013_1.sm,6,centralizada,4.202898550724638,[],0,0
True,259,69,0.7716639419091043,0.0,12.11554958198457,282.0,499.0,0.0,23.0,124.65455115794194,53,7,11,0,0.11666666666666667,340.0,0.3666310328174763,0.03563396935877815,0.19276838140971458,34,0,0,23,26,23,5,0,18,0.7631789564580391,0.24360497938515846,6,60,0.7631789564580391,nenhuma,124.65455115794194,0.0,132,0,terminal,0.7999999999999999,sem_assistencia,j6013_1.sm,6,adaptativa,3.753623188405797,[],0,0
True,304,69,0.7507292637306028,3.9968028886505635e-15,29.08092377203394,270.0,549.0,0.0,133.0,49.28893000900413,50,10,1,0,0.16666666666666666,340.0,0.14496744120295332,0.0855321287412763,0.06740007674996154,53,0,0,133,7,133,34,0,99,0.5858494645010164,0.43100241340042456,29,60,0.5858494645010164,nenhuma,49.288930009004126,0.0,52,0,terminal,0.25,sem_assistencia,j6013_1.sm,7,centralizada,4.405797101449275,[],0,0
True,218,69,0.6953622407340366,0.0,5.2882694530911065,321.0,454.0,0.0,144.0,54.89711377015464,58,2,9,0,0.03333333333333333,340.0,0.16146209932398423,0.015553733685562078,0.08408233489217196,48,0,0,144,12,144,34,0,110,0.5858494645010164,0.43100241340042456,29,60,0.5858494645010164,nenhuma,54.89711377015464,0.0,59,0,terminal,0.7999999999999999,sem_assistencia,j6013_1.sm,7,adaptativa,3.1594202898550723,[],0,0
True,270,69,0.7126483901764821,1.7763568394002505e-15,15.609920368534109,276.0,541.0,0.0,166.0,52.14014183912683,49,11,1,0,0.18333333333333332,340.0,0.15335335835037303,0.04591153049568856,0.06868315738489311,50,0,0,166,10,166,42,0,124,0.5273323364698471,0.27249021043639565,31,60,0.5273323364698471,nenhuma,52.14014183912683,0.0,56,0,terminal,0.25,sem_assistencia,j6013_1.sm,8,centralizada,3.9130434782608696,[],0,0
True,253,69,0.6365884959252637,0.0,12.434096981732171,294.0,485.0,0.0,189.0,87.87364852559263,54,6,13,0,0.1,340.0,0.2584519074282136,0.03657087347568286,0.11533887370386035,55,0,0,189,5,189,41,0,148,0.5273323364698471,0.27249021043639565,31,60,0.5273323364698471,nenhuma,87.87364852559261,0.0,93,0,terminal,0.7999999999999999,sem_assistencia,j6013_1.sm,8,adaptativa,3.6666666666666665,[],0,0
True,323,69,0.7714808693813416,8.881784197001252e-16,27.805156958716886,249.0,563.0,0.0,74.0,92.7653413641682,48,12,2,0,0.2,340.0,0.27283923930637705,0.08177987340799084,0.12711667176569344,45,0,0,74,15,74,22,0,52,0.6872143627230507,0.3512385487549321,14,60,0.6872143627230507,nenhuma,92.76534136416818,0.0,97,0,terminal,0.25,sem_assistencia,j6013_1.sm,9,centralizada,4.681159420289855,[],0,0
True,258,69,0.7183847117009333,0.0,10.28334171965296,300.0,489.0,0.0,87.0,104.69377317647144,54,6,10,0,0.1,340.0,0.30792286228373955,0.030245122704861644,0.15380451137067963,41,0,0,87,19,87,19,0,68,0.6872143627230507,0.3512385487549321,14,60,0.6872143627230507,nenhuma,104.69377317647144,0.0,112,0,terminal,0.7999999999999999,sem_assistencia,j6013_1.sm,9,adaptativa,3.739130434782609,[],0,0
True,340,69,0.6842697996788317,0.0,27.42765377147648,234.0,561.0,0.0,169.0,89.85205289391763,44,16,1,0,0.26666666666666666,340.0,0.2642707438056401,0.08066956991610728,0.10959544783324922,50,0,0,169,10,169,37,0,132,0.5820371027673271,0.4175993861121362,29,60,0.5820371027673271,nenhuma,89.85205289391763,0.0,95,0,terminal,0.25,sem_assistencia,j6013_1.sm,10,centralizada,4.927536231884058,[],0,0
True,267,69,0.6252418586089661,0.0,8.586989634150171,300.0,495.0,0.0,169.0,127.69363532581241,53,7,16,0,0.11666666666666667,340.0,0.37556951566415414,0.025255851865147564,0.16129172905787167,55,0,0,169,5,169,37,0,132,0.5820371027673271,0.4175993861121362,29,60,0.5820371027673271,nenhuma,127.69363532581241,0.0,137,0,terminal,0.7999999999999999,sem_assistencia,j6013_1.sm,10,adaptativa,3.869565217391304,[],0,0
True,333,69,0.8125288215010622,2.6645352591003757e-15,24.190821240439824,246.0,562.0,0.0,35.0,94.66777242653829,46,14,3,0,0.23333333333333334,340.0,0.27843462478393616,0.07114947423658771,0.13686884975776853,41,0,0,35,19,35,12,0,23,0.7131697048371954,0.48671389683598903,13,60,0.7131697048371954,nenhuma,94.66777242653829,0.0,99,0,terminal,0.25,sem_assistencia,j6013_1.sm,11,centralizada,4.826086956521739,[],0,0
True,212,69,0.8208499314191727,0.0,8.0,308.0,470.0,0.0,36.0,66.57725439218099,54,6,9,0,0.1,340.0,0.19581545409464998,0.023529411764705882,0.11627645681255018,37,0,0,36,23,36,11,0,25,0.7131697048371954,0.48671389683598903,13,60,0.7131697048371954,nenhuma,66.57725439218099,0.0,71,0,terminal,0.7999999999999999,sem_assistencia,j6013_1.sm,11,adaptativa,3.072463768115942,[],0,0
True,161,64,0.7858399544264196,0.0,15.970515337060023,308.0,626.0,0.0,124.0,46.599862954173815,51,9,2,0,0.15,365.0,0.12767085740869538,0.04375483653989048,0.0584984571568456,49,0,0,124,11,124,40,1,84,0.6268507180531939,0.4857196752206667,27,60,0.6268507180531939,nenhuma,46.59986295417382,0.0,49,0,terminal,0.25,sem_assistencia,j6016_1.sm,0,centralizada,2.515625,[],0,0
True,143,64,0.6921622715193428,0.0,9.665706613458077,353.0,515.0,0.0,182.0,47.04517725235202,58,2,7,0,0.03333333333333333,365.0,0.12889089658178635,0.026481387982076925,0.06322892573013221,44,0,0,182,16,182,57,10,125,0.6268507180531939,0.4857196752206667,27,60,0.6268507180531939,nenhuma,47.04517725235202,0.0,50,0,terminal,0.7999999999999999,sem_assistencia,j6016_1.sm,0,adaptativa,2.234375,[],0,0
True,168,64,0.7585726719174444,0.0,33.73097466227552,311.0,638.0,0.0,135.0,68.05323539711387,52,8,3,0,0.13333333333333333,365.0,0.1864472202660654,0.09241362921171375,0.08091430189312769,44,0,0,135,16,135,43,9,92,0.6586427040007742,0.39362113220747674,18,60,0.6586427040007742,nenhuma,68.0532353971139,0.0,72,0,terminal,0.25,sem_assistencia,j6016_1.sm,1,centralizada,2.625,[],0,0
True,149,64,0.7008275801163677,0.0,9.344788464926324,331.0,551.0,0.0,142.0,93.213350662527,54,6,11,0,0.1,365.0,0.2553790429110329,0.02560216017788034,0.1185598674761474,45,0,0,142,15,142,44,9,98,0.6586427040007742,0.39362113220747674,18,60,0.6586427040007742,nenhuma,93.213350662527,0.0,100,0,terminal,0.7999999999999999,sem_assistencia,j6016_1.sm,1,adaptativa,2.328125,[],0,0
True,241,64,0.7752103736517055,2.6645352591003757e-15,23.34776920219209,286.0,641.0,0.0,122.0,63.87231980721027,46,14,2,0,0.23333333333333334,365.0,0.17499265700605554,0.06396649096490983,0.07724568627729907,46,0,0,122,14,122,49,13,73,0.7659648859265082,0.2570239140832174,9,60,0.7659648859265082,nenhuma,63.87231980721027,0.0,71,0,terminal,0.25,sem_assistencia,j6016_1.sm,2,centralizada,3.765625,[],0,0
True,148,64,0.7499888044942317,0.0,2.796054663779546,360.0,539.0,0.0,109.0,70.67739460922263,59,1,14,0,0.016666666666666666,365.0,0.19363669755951407,0.0076604237363823175,0.09834370071936537,45,0,0,109,15,109,55,26,54,0.7659648859265082,0.2570239140832174,9,60,0.7659648859265082,nenhuma,70.67739460922265,0.0,75,0,terminal,0.7999999999999999,sem_assistencia,j6016_1.sm,2,adaptativa,2.3125,[],0,0
True,192,64,0.7177228265229936,0.0,45.93847114813424,247.0,650.0,0.0,155.0,100.64208909019013,42,18,1,0,0.3,365.0,0.27573175093202773,0.12585882506338147,0.11112788407536953,49,0,0,155,11,155,67,19,88,0.794910294566222,0.24332019624229823,6,60,0.794910294566222,nenhuma,100.64208909019011,0.0,109,0,terminal,0.25,sem_assistencia,j6016_1.sm,3,centralizada,3.0,[],0,0
True,146,64,0.6836007085546876,0.0,16.778166712066643,337.0,535.0,0.0,152.0,95.62060484274691,56,4,13,0,0.06666666666666667,365.0,0.2619742598431422,0.04596758003305929,0.12218002471575623,42,0,0,152,18,152,63,22,89,0.794910294566222,0.24332019624229823,6,60,0.794910294566222,nenhuma,95.62060484274691,0.0,103,0,terminal,0.7999999999999999,sem_assistencia,j6016_1.sm,3,adaptativa,2.28125,[],0,0
True,227,64,0.7099592528412281,0.0,28.450654410648852,293.0,670.0,0.0,190.0,83.71613204375771,48,12,4,0,0.2,365.0,0.2293592658733088,0.07794699838533932,0.08870901874111017,52,0,0,190,8,190,61,12,129,0.7496468789669437,0.35303232464984247,9,60,0.7496468789669437,nenhuma,83.71613204375771,0.0,92,0,terminal,0.25,sem_assistencia,j6016_1.sm,4,centralizada,3.546875,[],0,0
True,159,64,0.6939052184903215,0.0,13.619102649333316,341.0,542.0,0.0,176.0,63.08650224477278,57,3,7,0,0.05,365.0,0.17283973217745968,0.03731260999817347,0.0807676256899432,44,0,0,176,16,176,73,20,103,0.7496468789669437,0.35303232464984247,9,60,0.7496468789669437,nenhuma,63.08650224477278,0.0,67,0,terminal,0.7999999999999999,sem_assistencia,j6016_1.sm,4,adaptativa,2.484375,[],0,0
True,252,64,0.6987392717926972,5.773159728050814e-15,32.12350104488708,264.0,626.0,0.0,182.0,87.89926496320132,44,16,3,0,0.26666666666666666,365.0,0.24081990400877074,0.08800959190380021,0.09811288880431411,52,0,0,182,8,182,61,6,121,0.6863255838987572,0.3910769205246226,15,60,0.6863255838987572,nenhuma,87.89926496320132,0.0,97,0,terminal,0.25,sem_assistencia,j6016_1.sm,5,centralizada,3.9375,[],0,0
True,143,64,0.714062665244094,0.0,10.037035976211765,351.0,543.0,0.0,143.0,74.4374607855765,58,2,16,0,0.03333333333333333,365.0,0.20393824872760685,0.02749872870195004,0.09788768258296776,47,0,0,143,13,143,44,3,99,0.6863255838987572,0.3910769205246226,15,60,0.6863255838987572,nenhuma,74.43746078557649,0.0,82,0,terminal,0.7999999999999999,sem_assistencia,j6016_1.sm,5,adaptativa,2.234375,[],0,0
