base,heterogeneidade,arquivo,semente,cenario,executada,concluiu,estatuto,motivo,violacoes,atraso_relativo,taxa_omissao,divida_latente_sobre_plano,taxa_falha_efetiva,fracao_porta1,TW,TL,TU,TR
historica_0.1,beta_cv113,j6043_1.sm,3,adaptativa,True,True,COMPLETA,terminal,0,1.7037037037037037,0.05,0.01347305389221557,0.2833333333333333,0.38333333333333336,381.0,160.0,54.0,57.330590582200145
historica_0.15,nenhuma,j6010_1.sm,0,centralizada,True,True,COMPLETA,terminal,0,2.152941176470588,0.35,0.0881574221423681,0.4166666666666667,0.6666666666666666,518.0,0.0,169.0,98.33780827295826
historica_0.15,nenhuma,j6010_1.sm,0,adaptativa,True,True,COMPLETA,terminal,0,1.5411764705882354,0.1,0.020531349801679453,0.3,0.31666666666666665,395.0,73.0,33.0,54.13668111813127
historica_0.15,nenhuma,j6010_1.sm,1,centralizada,True,True,COMPLETA,terminal,0,2.3529411764705883,0.43333333333333335,0.16431270074092297,0.43333333333333335,0.55,521.0,0.0,118.0,106.70853581504785
historica_0.15,nenhuma,j6010_1.sm,1,adaptativa,True,True,COMPLETA,terminal,0,1.4941176470588236,0.05,0.01393188854489164,0.3333333333333333,0.26666666666666666,381.0,62.0,38.0,64.61326297162596
historica_0.15,nenhuma,j6010_1.sm,2,centralizada,True,True,COMPLETA,terminal,0,2.5294117647058822,0.4,0.16517889387529044,0.48333333333333334,0.7166666666666667,517.0,0.0,125.0,117.98036759322142
historica_0.15,nenhuma,j6010_1.sm,2,adaptativa,True,True,COMPLETA,terminal,0,1.6352941176470588,0.1,0.030338230339991553,0.4166666666666667,0.45,408.0,62.0,35.0,86.0203345668375
historica_0.15,nenhuma,j6010_1.sm,3,centralizada,True,True,COMPLETA,terminal,0,4.588235294117647,0.4,0.10856910664279326,0.5,0.6666666666666666,543.0,0.0,174.0,131.8030569624672
historica_0.15,nenhuma,j6010_1.sm,3,adaptativa,True,True,COMPLETA,terminal,0,1.6705882352941177,0.05,0.009287925696594427,0.31666666666666665,0.43333333333333335,402.0,109.0,49.0,65.06741322275053
historica_0.15,nenhuma,j6021_1.sm,0,centralizada,True,True,COMPLETA,terminal,0,3.6710526315789473,0.2833333333333333,0.09690892532547923,0.3333333333333333,0.6166666666666667,530.0,0.0,103.0,90.50739738319324
historica_0.15,nenhuma,j6021_1.sm,0,adaptativa,True,True,COMPLETA,terminal,0,2.5526315789473686,0.1,0.03167490209489345,0.36666666666666664,0.6,408.0,81.0,27.0,88.82924514448553
historica_0.15,nenhuma,j6021_1.sm,1,centralizada,True,True,COMPLETA,terminal,0,4.605263157894737,0.36666666666666664,0.07505462727915012,0.45,0.6166666666666667,533.0,0.0,96.0,128.41463574883062
historica_0.15,nenhuma,j6021_1.sm,1,adaptativa,True,True,COMPLETA,terminal,0,2.776315789473684,0.13333333333333333,0.030120481927710843,0.4166666666666667,0.4166666666666667,412.0,47.0,18.0,109.86756281870144
historica_0.15,nenhuma,j6021_1.sm,2,centralizada,True,True,COMPLETA,terminal,0,3.3157894736842106,0.3333333333333333,0.08150734013398327,0.36666666666666664,0.48333333333333334,540.0,0.0,35.0,88.74021957251799
historica_0.15,nenhuma,j6021_1.sm,2,adaptativa,True,True,COMPLETA,terminal,0,2.763157894736842,0.06666666666666667,0.03521602156517454,0.3333333333333333,0.31666666666666665,416.0,47.0,16.0,88.05198881069836
historica_0.15,nenhuma,j6021_1.sm,3,centralizada,True,True,COMPLETA,terminal,0,4.434210526315789,0.3333333333333333,0.0939760571558253,0.35,0.5833333333333334,541.0,0.0,47.0,123.22634896115497
historica_0.15,nenhuma,j6021_1.sm,3,adaptativa,True,True,COMPLETA,terminal,0,2.8157894736842106,0.08333333333333333,0.015411646586345383,0.4,0.5166666666666667,456.0,53.0,20.0,115.82160088332729
historica_0.15,nenhuma,j6032_1.sm,0,centralizada,True,True,COMPLETA,terminal,0,2.36231884057971,0.25,0.08981795757964346,0.26666666666666666,0.5166666666666667,568.0,0.0,105.0,62.95093987174242
historica_0.15,nenhuma,j6032_1.sm,0,adaptativa,True,True,COMPLETA,terminal,0,1.9275362318840579,0.06666666666666667,0.02110850748847444,0.2833333333333333,0.4166666666666667,442.0,98.0,56.0,70.38122722903307
historica_0.15,nenhuma,j6032_1.sm,1,centralizada,True,True,COMPLETA,terminal,0,2.8115942028985508,0.48333333333333334,0.14443254428324648,0.5666666666666667,0.6166666666666667,601.0,0.0,159.0,157.34101658663496
historica_0.15,nenhuma,j6032_1.sm,1,adaptativa,True,True,COMPLETA,terminal,0,1.8115942028985508,0.1,0.020771513353115726,0.38333333333333336,0.3333333333333333,440.0,64.0,49.0,86.92350748670222
historica_0.15,nenhuma,j6032_1.sm,2,centralizada,True,True,COMPLETA,terminal,0,3.1739130434782608,0.3,0.11411147365862835,0.36666666666666664,0.55,571.0,0.0,124.0,93.85211573243241
historica_0.15,nenhuma,j6032_1.sm,2,adaptativa,True,True,COMPLETA,terminal,0,1.9275362318840579,0.08333333333333333,0.02679682907356354,0.4166666666666667,0.5333333333333333,448.0,76.0,72.0,99.32683191738971
historica_0.15,nenhuma,j6032_1.sm,3,centralizada,True,True,COMPLETA,terminal,0,2.420289855072464,0.3333333333333333,0.08515543824184958,0.36666666666666664,0.55,570.0,0.0,130.0,85.54759003042437
historica_0.15,nenhuma,j6032_1.sm,3,adaptativa,True,True,COMPLETA,terminal,0,2.072463768115942,0.18333333333333332,0.04333214247871699,0.5,0.5166666666666667,464.0,84.0,55.0,119.454666680669
historica_0.15,nenhuma,j6043_1.sm,0,centralizada,True,True,COMPLETA,terminal,0,2.0277777777777777,0.3,0.09133380250902136,0.38333333333333336,0.45,496.0,0.0,191.0,84.4404138992874
historica_0.15,nenhuma,j6043_1.sm,0,adaptativa,True,True,COMPLETA,terminal,0,1.5648148148148149,0.05,0.02356569497030119,0.3333333333333333,0.38333333333333336,387.0,150.0,46.0,69.78223446976962
historica_0.15,nenhuma,j6043_1.sm,1,centralizada,True,True,COMPLETA,terminal,0,2.787037037037037,0.31666666666666665,0.0727447177731866,0.35,0.4,499.0,0.0,189.0,92.26882413209347
historica_0.15,nenhuma,j6043_1.sm,1,adaptativa,True,True,COMPLETA,terminal,0,1.3703703703703705,0.11666666666666667,0.020910464180829723,0.4166666666666667,0.4166666666666667,377.0,109.0,41.0,83.23563040820265
historica_0.15,nenhuma,j6043_1.sm,2,centralizada,True,True,COMPLETA,terminal,0,2.1018518518518516,0.21666666666666667,0.0667083548887127,0.25,0.35,489.0,0.0,161.0,60.17994593539296
historica_0.15,nenhuma,j6043_1.sm,2,adaptativa,True,True,COMPLETA,terminal,0,1.5648148148148149,0.016666666666666666,0.011976047904191617,0.4166666666666667,0.4166666666666667,406.0,105.0,54.0,91.04993593661763
historica_0.15,nenhuma,j6043_1.sm,3,centralizada,True,True,COMPLETA,terminal,0,1.8333333333333333,0.25,0.04749882873812574,0.31666666666666665,0.5833333333333334,505.0,0.0,223.0,63.6668718623112
historica_0.15,nenhuma,j6043_1.sm,3,adaptativa,True,True,COMPLETA,terminal,0,1.5925925925925926,0.1,0.02179440616843308,0.36666666666666664,0.38333333333333336,400.0,173.0,61.0,84.30955239629729
historica_0.15,beta_cv113,j6010_1.sm,0,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6010_1.sm,0,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6010_1.sm,1,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6010_1.sm,1,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6010_1.sm,2,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6010_1.sm,2,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6010_1.sm,3,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6010_1.sm,3,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6021_1.sm,0,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6021_1.sm,0,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6021_1.sm,1,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6021_1.sm,1,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6021_1.sm,2,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6021_1.sm,2,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6021_1.sm,3,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6021_1.sm,3,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6032_1.sm,0,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6032_1.sm,0,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6032_1.sm,1,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6032_1.sm,1,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6032_1.sm,2,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6032_1.sm,2,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6032_1.sm,3,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6032_1.sm,3,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6043_1.sm,0,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6043_1.sm,0,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6043_1.sm,1,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6043_1.sm,1,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6043_1.sm,2,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6043_1.sm,2,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6043_1.sm,3,centralizada,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.15,beta_cv113,j6043_1.sm,3,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=muito alta: Beta CV=1.13: media=0.44775 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,nenhuma,j6010_1.sm,0,centralizada,True,True,COMPLETA,terminal,0,2.376470588235294,0.48333333333333334,0.11596602524942241,0.55,0.65,528.0,0.0,165.0,126.18467154901724
historica_0.2,nenhuma,j6010_1.sm,0,adaptativa,True,True,COMPLETA,terminal,0,1.6705882352941177,0.1,0.012947214236445478,0.38333333333333336,0.3,404.0,67.0,30.0,73.70576430916606
historica_0.2,nenhuma,j6010_1.sm,1,centralizada,True,True,COMPLETA,terminal,0,3.2705882352941176,0.35,0.12991667895790965,0.43333333333333335,0.45,510.0,0.0,97.0,110.62542887324476
historica_0.2,nenhuma,j6010_1.sm,1,adaptativa,True,True,COMPLETA,terminal,0,1.6588235294117648,0.15,0.04024767801857585,0.4666666666666667,0.4,396.0,45.0,22.0,96.83236893521463
historica_0.2,nenhuma,j6010_1.sm,2,centralizada,True,True,COMPLETA,terminal,0,2.388235294117647,0.4666666666666667,0.16995727557444712,0.55,0.5833333333333334,543.0,0.0,120.0,125.26305421846425
historica_0.2,nenhuma,j6010_1.sm,2,adaptativa,True,True,COMPLETA,terminal,0,1.9411764705882353,0.1,0.021644496787245754,0.5,0.55,415.0,62.0,41.0,122.36573149045724
historica_0.2,nenhuma,j6010_1.sm,3,centralizada,True,True,COMPLETA,terminal,0,3.3058823529411763,0.45,0.10837000903614945,0.5,0.65,531.0,0.0,136.0,115.09461532504966
historica_0.2,nenhuma,j6010_1.sm,3,adaptativa,True,True,COMPLETA,terminal,0,1.6470588235294117,0.11666666666666667,0.0321495793822517,0.4,0.38333333333333336,399.0,97.0,42.0,75.67098707084182
historica_0.2,nenhuma,j6021_1.sm,0,centralizada,True,True,COMPLETA,terminal,0,4.355263157894737,0.45,0.1340001409757501,0.48333333333333334,0.5833333333333334,530.0,0.0,116.0,131.28657909252146
historica_0.2,nenhuma,j6021_1.sm,0,adaptativa,True,True,COMPLETA,terminal,0,2.8552631578947367,0.18333333333333332,0.03279016415748011,0.48333333333333334,0.48333333333333334,421.0,59.0,21.0,114.45311708512247
historica_0.2,nenhuma,j6021_1.sm,1,centralizada,True,True,COMPLETA,terminal,0,4.552631578947368,0.35,0.09040167328240875,0.4666666666666667,0.5666666666666667,547.0,0.0,39.0,140.22007587601104
historica_0.2,nenhuma,j6021_1.sm,1,adaptativa,True,True,COMPLETA,terminal,0,2.960526315789474,0.21666666666666667,0.03521602156517454,0.55,0.5,407.0,64.0,22.0,120.16491834949426
historica_0.2,nenhuma,j6021_1.sm,2,centralizada,True,True,COMPLETA,terminal,0,3.8684210526315788,0.43333333333333335,0.10450964181569852,0.5333333333333333,0.5833333333333334,544.0,0.0,52.0,136.08272593242305
historica_0.2,nenhuma,j6021_1.sm,2,adaptativa,True,True,COMPLETA,terminal,0,2.8552631578947367,0.1,0.02370758897549153,0.5166666666666667,0.48333333333333334,413.0,57.0,24.0,127.38309432147146
historica_0.2,nenhuma,j6021_1.sm,3,centralizada,True,True,COMPLETA,terminal,0,4.328947368421052,0.4166666666666667,0.10391382313232636,0.4666666666666667,0.5666666666666667,548.0,0.0,67.0,123.02811825431695
historica_0.2,nenhuma,j6021_1.sm,3,adaptativa,True,True,COMPLETA,terminal,0,3.3157894736842106,0.11666666666666667,0.025308690250072482,0.5,0.5333333333333333,439.0,49.0,24.0,122.25321203401082
historica_0.2,nenhuma,j6032_1.sm,0,centralizada,True,True,COMPLETA,terminal,0,2.8405797101449277,0.35,0.11784851629248902,0.45,0.5166666666666667,577.0,0.0,174.0,132.9855654192911
historica_0.2,nenhuma,j6032_1.sm,0,adaptativa,True,True,COMPLETA,terminal,0,1.8115942028985508,0.13333333333333333,0.017804154302670624,0.3333333333333333,0.4,447.0,88.0,40.0,66.27984672031747
historica_0.2,nenhuma,j6032_1.sm,1,centralizada,True,True,COMPLETA,terminal,0,2.8260869565217392,0.48333333333333334,0.18911370552499077,0.5666666666666667,0.5833333333333334,582.0,0.0,120.0,156.80835638934587
historica_0.2,nenhuma,j6032_1.sm,1,adaptativa,True,True,COMPLETA,terminal,0,1.8405797101449275,0.18333333333333332,0.03288503626576304,0.6333333333333333,0.5666666666666667,454.0,30.0,30.0,134.4003979556775
historica_0.2,nenhuma,j6032_1.sm,2,centralizada,True,True,COMPLETA,terminal,0,2.550724637681159,0.3333333333333333,0.10523314603059346,0.4666666666666667,0.5333333333333333,580.0,0.0,116.0,111.1318894051787
historica_0.2,nenhuma,j6032_1.sm,2,adaptativa,True,True,COMPLETA,terminal,0,1.9565217391304348,0.05,0.04164791684965782,0.48333333333333334,0.4,461.0,44.0,53.0,113.36105870363204
historica_0.2,nenhuma,j6032_1.sm,3,centralizada,True,True,COMPLETA,terminal,0,3.1884057971014492,0.5,0.11336135735851949,0.5666666666666667,0.7166666666666667,594.0,0.0,162.0,141.25891663342054
historica_0.2,nenhuma,j6032_1.sm,3,adaptativa,True,True,COMPLETA,terminal,0,2.130434782608696,0.15,0.039010344308202966,0.5,0.4666666666666667,486.0,114.0,60.0,126.8967700746731
historica_0.2,nenhuma,j6043_1.sm,0,centralizada,True,True,COMPLETA,terminal,0,2.5277777777777777,0.45,0.08052317390960675,0.5,0.48333333333333334,471.0,0.0,229.0,102.32210213727089
historica_0.2,nenhuma,j6043_1.sm,0,adaptativa,True,True,COMPLETA,terminal,0,1.6851851851851851,0.08333333333333333,0.010479041916167664,0.4,0.4,381.0,215.0,69.0,79.47820758651837
historica_0.2,nenhuma,j6043_1.sm,1,centralizada,True,True,COMPLETA,terminal,0,3.3703703703703702,0.7,0.1581455583900754,0.7333333333333333,0.4166666666666667,511.0,0.0,169.0,152.46785492569347
historica_0.2,nenhuma,j6043_1.sm,1,adaptativa,True,True,COMPLETA,terminal,0,1.5740740740740742,0.1,0.017964071856287425,0.5166666666666667,0.43333333333333335,371.0,135.0,48.0,109.56349114810124
historica_0.2,nenhuma,j6043_1.sm,2,centralizada,True,True,COMPLETA,terminal,0,1.7407407407407407,0.3333333333333333,0.07509610034032393,0.4166666666666667,0.38333333333333336,519.0,0.0,93.0,76.99347926676211
historica_0.2,nenhuma,j6043_1.sm,2,adaptativa,True,True,COMPLETA,terminal,0,1.5277777777777777,0.11666666666666667,0.025560825016147593,0.6166666666666667,0.48333333333333334,406.0,99.0,61.0,120.72626022237483
historica_0.2,nenhuma,j6043_1.sm,3,centralizada,True,True,COMPLETA,terminal,0,2.1203703703703702,0.31666666666666665,0.06941732677761848,0.4,0.4666666666666667,500.0,0.0,215.0,71.4882535039234
historica_0.2,nenhuma,j6043_1.sm,3,adaptativa,True,True,COMPLETA,terminal,0,1.5925925925925926,0.2,0.03373070652499472,0.5333333333333333,0.45,376.0,197.0,76.0,114.31445172910044
historica_0.2,beta_cv113,j6010_1.sm,0,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6010_1.sm,0,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6010_1.sm,1,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6010_1.sm,1,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6010_1.sm,2,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6010_1.sm,2,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6010_1.sm,3,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6010_1.sm,3,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6021_1.sm,0,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6021_1.sm,0,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6021_1.sm,1,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6021_1.sm,1,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6021_1.sm,2,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6021_1.sm,2,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6021_1.sm,3,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6021_1.sm,3,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6032_1.sm,0,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6032_1.sm,0,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6032_1.sm,1,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6032_1.sm,1,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6032_1.sm,2,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6032_1.sm,2,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6032_1.sm,3,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6032_1.sm,3,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6043_1.sm,0,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6043_1.sm,0,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6043_1.sm,1,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6043_1.sm,1,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6043_1.sm,2,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6043_1.sm,2,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6043_1.sm,3,centralizada,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
historica_0.2,beta_cv113,j6043_1.sm,3,adaptativa,False,False,REJEITADA_DOMINIO,"nivel=alta: Beta CV=1.13: media=0.47340000000000004 fora de (0,0.439193640476086); CV nao alterado",,,,,,,,,,
