modelo,metrica,grupo,parcela,pct_contraste
mvp,E_total,outros,0.004078658632254117,-8.021817252370544
mvp,S_UR_maximo,portao_sem_rede,-1.0366877326845518,3.915050146070479
mvp,S_UR_maximo,rede_sem_portao,-0.5649360720773076,2.1334804896160073
mvp,S_UR_maximo,portao_e_rede,0.44850368414613717,-1.6937736974879207
mvp,S_UR_maximo,outros,-25.32643171156382,95.64524306180157
mvp,TL,portao_sem_rede,90.38541666666667,87.87280368626261
mvp,TL,rede_sem_portao,9.466330862652142e-30,1.8932661725304283e-29
mvp,TL,portao_e_rede,12.47395833333325,12.127196313737322
mvp,TL,outros,-3.0057352890069826e-15,-2.9221792267423222e-15
mvp,TR,portao_sem_rede,-11.957398572166781,64.8520696921863
mvp,TR,rede_sem_portao,-10.085827037586832,54.70142640117682
mvp,TR,portao_e_rede,5.456815412012995,-29.59554883626632
mvp,TR,outros,-1.851549652918682,10.042052742904158
mvp,TU,portao_sem_rede,-91.09895833333336,99.82307955712822
mvp,TU,rede_sem_portao,20.661458333333393,-22.64010957653243
mvp,TU,portao_e_rede,-18.60937500000016,20.391507818742326
mvp,TU,outros,-2.213541666666728,2.4255222006620927
mvp,TW,portao_sem_rede,-81.08333333333343,61.599335258972125
mvp,TW,rede_sem_portao,-92.28645833333302,70.11039449214553
mvp,TW,portao_e_rede,39.91666666666575,-30.324852609503516
mvp,TW,outros,1.8229166666664396,-1.3848771416134076
mvp,atraso_relativo,portao_sem_rede,-0.2603835232820189,25.442463535990644
mvp,atraso_relativo,rede_sem_portao,-0.29866556740327405,29.183059328541237
mvp,atraso_relativo,portao_e_rede,0.1264346450622036,-12.354118287265589
mvp,atraso_relativo,outros,-0.5908065879324246,57.7285954227342
mvp,divida_latente_sobre_plano,portao_sem_rede,-0.0030780425391709002,3.9556117642237263
mvp,divida_latente_sobre_plano,rede_sem_portao,-0.0017646919061994825,2.2678166320184867
mvp,divida_latente_sobre_plano,portao_e_rede,0.0013155758408680215,-1.690654760823438
mvp,divida_latente_sobre_plano,outros,-0.07428741781602058,95.4672263645814
mvp,n_com_erro,portao_sem_rede,-0.27604166666666835,2.0159756561430333
mvp,n_com_erro,rede_sem_portao,-0.09374999999999434,0.6846709775579671
mvp,n_com_erro,portao_e_rede,0.02083333333331333,-0.15214910612385468
mvp,n_com_erro,outros,-13.343750000000002,97.45150247242297
mvp,retrabalho_sobre_plano,portao_sem_rede,-0.0352439232054135,64.96449385065891
mvp,retrabalho_sobre_plano,rede_sem_portao,-0.030211646675513605,55.68858844773014
mvp,retrabalho_sobre_plano,portao_e_rede,0.016205316256292,-29.870969873131532
mvp,retrabalho_sobre_plano,outros,-0.005000801246096178,9.217887574743397
mvp,taxa_omissao,portao_sem_rede,-0.004600694444444501,2.015975656143028
mvp,taxa_omissao,rede_sem_portao,-0.0015624999999999598,0.6846709775579636
mvp,taxa_omissao,portao_e_rede,0.00034722222222190353,-0.15214910612385601
mvp,taxa_omissao,outros,-0.2223958333333332,97.45150247242297
