etapa,canal,tau_sat,s_transicao,cenario,metrica,censuradas,fracao_indefinida,media,ic95_inferior,ic95_superior,n_instancias,estatuto,valor_rotulado
grade,desligado,1.4,0.01,centralizada,divida_latente_sobre_plano,11,0,0.0388846746215344,-0.0177446422738521,0.095513991516921,4,CENSURADO: 11 execucoes; nao terminal,+0.038885 [CENSURADO: 11 execucoes; nao terminal]
grade,desligado,1.4,0.01,adaptativa,taxa_falha_efetiva,0,0,0.2541666666666666,0.2216859600760332,0.2866473732573001,4,COMPLETO,+0.254167 [COMPLETO]
grade,desligado,1.4,0.01,centralizada,taxa_falha_efetiva,11,0,0.10625,-0.025186541428798,0.237686541428798,4,CENSURADO: 11 execucoes; nao terminal,+0.106250 [CENSURADO: 11 execucoes; nao terminal]
grade,desligado,1.4,0.01,adaptativa,fracao_porta1,0,0,0.1843749999999999,0.0876308581284447,0.2811191418715553,4,COMPLETO,+0.184375 [COMPLETO]
grade,desligado,1.4,0.01,centralizada,fracao_porta1,11,8,,,,4,CENSURADO: 11 execucoes; nao terminal; INDEFINIDO/PARCIAL: 8 sem denominador,NA [CENSURADO: 11 execucoes; nao terminal; INDEFINIDO/PARCIAL: 8 sem denominador]
grade,desligado,1.4,0.25,adaptativa,atraso_relativo,0,0,2.224192151752641,1.3967402486653873,3.051644054839895,4,COMPLETO,+2.224192 [COMPLETO]
grade,desligado,1.4,0.25,centralizada,atraso_relativo,0,0,3.1146107222446564,2.134634138928216,4.094587305561097,4,COMPLETO,+3.114611 [COMPLETO]
grade,desligado,1.4,0.25,adaptativa,taxa_omissao,0,0,0.0677083333333333,0.0185754861330771,0.1168411805335895,4,COMPLETO,+0.067708 [COMPLETO]
grade,desligado,1.4,0.25,centralizada,taxa_omissao,0,0,0.2614583333333333,0.2190481675083245,0.3038684991583422,4,COMPLETO,+0.261458 [COMPLETO]
grade,desligado,1.4,0.25,adaptativa,divida_latente_sobre_plano,0,0,0.0229668809999792,0.0161532426152619,0.0297805193846965,4,COMPLETO,+0.022967 [COMPLETO]
grade,desligado,1.4,0.25,centralizada,divida_latente_sobre_plano,0,0,0.0949673910900914,0.0678699042525883,0.1220648779275945,4,COMPLETO,+0.094967 [COMPLETO]
grade,desligado,1.4,0.25,adaptativa,taxa_falha_efetiva,0,0,0.259375,0.1968560847298325,0.3218939152701675,4,COMPLETO,+0.259375 [COMPLETO]
grade,desligado,1.4,0.25,centralizada,taxa_falha_efetiva,0,0,0.3083333333333333,0.2550170232478315,0.361649643418835,4,COMPLETO,+0.308333 [COMPLETO]
grade,desligado,1.4,0.25,adaptativa,fracao_porta1,0,0,0.2802083333333333,0.182709839752973,0.3777068269136936,4,COMPLETO,+0.280208 [COMPLETO]
grade,desligado,1.4,0.25,centralizada,fracao_porta1,0,0,0.5104166666666667,0.4476346357903645,0.573198697542969,4,COMPLETO,+0.510417 [COMPLETO]
grade,desligado,1.4,0.6,adaptativa,atraso_relativo,0,0,1.7455234242184037,0.7934205854275594,2.6976262630092473,4,COMPLETO,+1.745523 [COMPLETO]
grade,desligado,1.4,0.6,centralizada,atraso_relativo,0,0,2.6713106450945494,1.7172934552984065,3.625327834890693,4,COMPLETO,+2.671311 [COMPLETO]
grade,desligado,1.4,0.6,adaptativa,taxa_omissao,0,0,0.0552083333333333,0.041540039307767,0.0688766273588996,4,COMPLETO,+0.055208 [COMPLETO]
grade,desligado,1.4,0.6,centralizada,taxa_omissao,0,0,0.215625,0.1867885261680021,0.2444614738319978,4,COMPLETO,+0.215625 [COMPLETO]
grade,desligado,1.4,0.6,adaptativa,divida_latente_sobre_plano,0,0,0.0183940732523633,0.0146938536765253,0.0220942928282013,4,COMPLETO,+0.018394 [COMPLETO]
grade,desligado,1.4,0.6,centralizada,divida_latente_sobre_plano,0,0,0.0715166164293688,0.0502839400973097,0.092749292761428,4,COMPLETO,+0.071517 [COMPLETO]
grade,desligado,1.4,0.6,adaptativa,taxa_falha_efetiva,0,0,0.2333333333333333,0.1697396820327818,0.2969269846338848,4,COMPLETO,+0.233333 [COMPLETO]
grade,desligado,1.4,0.6,centralizada,taxa_falha_efetiva,0,0,0.2479166666666666,0.202463015305518,0.2933703180278153,4,COMPLETO,+0.247917 [COMPLETO]
grade,desligado,1.4,0.6,adaptativa,fracao_porta1,0,0,0.4635416666666667,0.376694151370247,0.5503891819630865,4,COMPLETO,+0.463542 [COMPLETO]
grade,desligado,1.4,0.6,centralizada,fracao_porta1,0,0,0.528125,0.4941558639525438,0.5620941360474561,4,COMPLETO,+0.528125 [COMPLETO]
nominal,ativo,1.0,0.25,adaptativa,atraso_relativo,0,0,2.0373813983341833,1.7734917939251005,2.3012710027432663,16,COMPLETO,+2.037381 [COMPLETO]
nominal,ativo,1.0,0.25,centralizada,atraso_relativo,0,0,3.0608024318896927,2.7529853412717444,3.368619522507641,16,COMPLETO,+3.060802 [COMPLETO]
nominal,ativo,1.0,0.25,adaptativa,taxa_omissao,0,0,0.0842881944444444,0.0765039334367004,0.0920724554521884,16,COMPLETO,+0.084288 [COMPLETO]
nominal,ativo,1.0,0.25,centralizada,taxa_omissao,0,0,0.3125,0.2943696393264874,0.3306303606735126,16,COMPLETO,+0.312500 [COMPLETO]
nominal,ativo,1.0,0.25,adaptativa,divida_latente_sobre_plano,0,0,0.0254576084242325,0.0229719032220409,0.0279433136264241,16,COMPLETO,+0.025458 [COMPLETO]
nominal,ativo,1.0,0.25,centralizada,divida_latente_sobre_plano,0,0,0.1032721848447553,0.0937604199188079,0.1127839497707028,16,COMPLETO,+0.103272 [COMPLETO]
nominal,ativo,1.0,0.25,adaptativa,taxa_falha_efetiva,0,0,0.3189236111111111,0.2964693692083124,0.3413778530139098,16,COMPLETO,+0.318924 [COMPLETO]
nominal,ativo,1.0,0.25,centralizada,taxa_falha_efetiva,0,0,0.3619791666666666,0.3398080432275976,0.3841502901057356,16,COMPLETO,+0.361979 [COMPLETO]
nominal,ativo,1.0,0.25,adaptativa,fracao_porta1,0,0,0.5204861111111112,0.4586335789169667,0.5823386433052556,16,COMPLETO,+0.520486 [COMPLETO]
nominal,ativo,1.0,0.25,centralizada,fracao_porta1,0,0,0.6369791666666667,0.5824306302401504,0.6915277030931829,16,COMPLETO,+0.636979 [COMPLETO]
nominal,desligado,1.0,0.25,adaptativa,atraso_relativo,0,0,2.010786109260244,1.7515676776874056,2.2700045408330825,16,COMPLETO,+2.010786 [COMPLETO]
nominal,desligado,1.0,0.25,centralizada,atraso_relativo,0,0,3.0413739132539144,2.7176036291155774,3.3651441973922513,16,COMPLETO,+3.041374 [COMPLETO]
nominal,desligado,1.0,0.25,adaptativa,taxa_omissao,0,0,0.0768229166666666,0.0693497820296506,0.0842960513036826,16,COMPLETO,+0.076823 [COMPLETO]
nominal,desligado,1.0,0.25,centralizada,taxa_omissao,0,0,0.2874131944444444,0.2706223724358197,0.304204016453069,16,COMPLETO,+0.287413 [COMPLETO]
nominal,desligado,1.0,0.25,adaptativa,divida_latente_sobre_plano,0,0,0.0243033988724137,0.0214178349080112,0.0271889628368161,16,COMPLETO,+0.024303 [COMPLETO]
nominal,desligado,1.0,0.25,centralizada,divida_latente_sobre_plano,0,0,0.0983106309352141,0.0900986347339217,0.1065226271365065,16,COMPLETO,+0.098311 [COMPLETO]
nominal,desligado,1.0,0.25,adaptativa,taxa_falha_efetiva,0,0,0.2934895833333333,0.272735958276469,0.3142432083901977,16,COMPLETO,+0.293490 [COMPLETO]
nominal,desligado,1.0,0.25,centralizada,taxa_falha_efetiva,0,0,0.3345486111111111,0.3143402699728297,0.3547569522493925,16,COMPLETO,+0.334549 [COMPLETO]
nominal,desligado,1.0,0.25,adaptativa,fracao_porta1,0,0,0.5190972222222222,0.4585664587203698,0.5796279857240746,16,COMPLETO,+0.519097 [COMPLETO]
nominal,desligado,1.0,0.25,centralizada,fracao_porta1,0,0,0.6361979166666667,0.5798083850293398,0.6925874483039935,16,COMPLETO,+0.636198 [COMPLETO]
