configuracao,metrica,numero,ANTES,DEPOIS,delta,CONTROLE_mesmo_ambiente,delta_vs_controle
C4_C1_C3_saldo_eventos,E_total,media_adaptativa,0.8885319344131772,0.8604155745365272,-0.028116359876650066,0.8885319344131772,-0.028116359876650066
C4_C1_C3_saldo_eventos,E_total,variacao_percentual,13.347485678533502,13.823429082999315,0.47594340446581285,13.347485678533518,0.47594340446579686
C4_C1_C3_saldo_eventos,E_total,d_instancia,3.752444045375827,4.332638322630242,0.5801942772544146,3.7524440453758268,0.5801942772544151
C4_C1_C3_saldo_eventos,E_total,favoraveis_instancia,1.0,1.0,0.0,1.0,0.0
C4_C1_C3_saldo_eventos,E_total,p_instancia,3.0517578125e-05,3.0517578125e-05,0.0,3.0517578125e-05,0.0
C4_C1_C3_saldo_eventos,retrabalho_sobre_plano,media_centralizada,0.20309877307027,0.20037088573928363,-0.0027278873309863616,0.20309877307027008,-0.002727887330986445
C4_C1_C3_saldo_eventos,retrabalho_sobre_plano,media_adaptativa,0.1544681748545185,0.15504866001232684,0.0005804851578083414,0.15446817485451853,0.0005804851578083137
C4_C1_C3_saldo_eventos,retrabalho_sobre_plano,variacao_percentual,-23.94430920512054,-22.619167230676748,1.3251419744437918,-23.944309205120547,1.3251419744437989
C4_C1_C3_saldo_eventos,retrabalho_sobre_plano,d_instancia,-3.0736131015502792,-1.9816067964235338,1.0920063051267455,-3.0736131015502792,1.0920063051267455
C4_C1_C3_saldo_eventos,retrabalho_sobre_plano,favoraveis_instancia,1.0,1.0,0.0,1.0,0.0
C4_C1_C3_saldo_eventos,retrabalho_sobre_plano,p_instancia,3.0517578125e-05,3.0517578125e-05,0.0,3.0517578125e-05,0.0
C4_C1_C3_saldo_eventos,retrabalho_sobre_esforco_realizado,media_centralizada,0.0770044237565273,0.08396080430655692,0.006956380550029617,0.0770044237565273,0.006956380550029617
C4_C1_C3_saldo_eventos,retrabalho_sobre_esforco_realizado,media_adaptativa,0.0846140173868061,0.09305950724711795,0.00844548986031185,0.0846140173868061,0.00844548986031185
C4_C1_C3_saldo_eventos,retrabalho_sobre_esforco_realizado,variacao_percentual,9.882021394431602,10.836845854096296,0.9548244596646942,9.882021394431588,0.9548244596647084
C4_C1_C3_saldo_eventos,retrabalho_sobre_esforco_realizado,d_instancia,1.2846685517413916,0.9033877442889627,-0.38128080745242887,1.2846685517413916,-0.38128080745242887
C4_C1_C3_saldo_eventos,retrabalho_sobre_esforco_realizado,favoraveis_instancia,0.0625,0.25,0.1875,0.0625,0.1875
C4_C1_C3_saldo_eventos,retrabalho_sobre_esforco_realizado,p_instancia,9.1552734375e-05,0.005157470703125,0.00506591796875,9.1552734375e-05,0.00506591796875
C4_C1_Di_yaml_arredondado,n_com_erro,media_centralizada,13.020833333333332,13.5,0.47916666666666785,13.020833333333332,0.47916666666666785
C4_C1_Di_yaml_arredondado,n_com_erro,media_adaptativa,3.8229166666666665,3.5729166666666665,-0.25,3.8229166666666665,-0.25
C4_C1_Di_yaml_arredondado,n_com_erro,variacao_percentual,-70.64,-73.53395061728395,-2.8939506172839486,-70.64,-2.8939506172839486
C4_C1_Di_yaml_arredondado,n_com_erro,d_instancia,-7.815444732066754,-8.523800210178528,-0.7083554781117742,-7.815444732066754,-0.7083554781117742
C4_C1_Di_yaml_arredondado,n_com_erro,favoraveis_instancia,1.0,1.0,0.0,1.0,0.0
C4_C1_Di_yaml_arredondado,n_com_erro,p_instancia,0.0004368090232114,3.0517578125e-05,-0.0004062914450864,3.0517578125e-05,0.0
C4_C1_Di_yaml_arredondado,taxa_omissao,media_centralizada,0.2170138888888888,0.22499999999999998,0.007986111111111166,0.21701388888888884,0.007986111111111138
C4_C1_Di_yaml_arredondado,taxa_omissao,media_adaptativa,0.0637152777777777,0.05954861111111108,-0.004166666666666624,0.06371527777777775,-0.004166666666666666
C4_C1_Di_yaml_arredondado,taxa_omissao,variacao_percentual,-70.64,-73.53395061728396,-2.893950617283963,-70.64,-2.893950617283963
C4_C1_Di_yaml_arredondado,taxa_omissao,d_instancia,-7.815444732066755,-8.523800210178527,-0.7083554781117716,-7.815444732066755,-0.7083554781117716
C4_C1_Di_yaml_arredondado,taxa_omissao,favoraveis_instancia,1.0,1.0,0.0,1.0,0.0
C4_C1_Di_yaml_arredondado,taxa_omissao,p_instancia,3.0517578125e-05,3.0517578125e-05,0.0,3.0517578125e-05,0.0
C4_C1_Di_yaml_arredondado,divida_latente_sobre_plano,media_centralizada,0.0741273581498496,0.07619534995504554,0.002067991805195943,0.07412735814984966,0.0020679918051958734
C4_C1_Di_yaml_arredondado,divida_latente_sobre_plano,media_adaptativa,0.0201444584035167,0.019580732730026532,-0.0005637256734901674,0.020144458403516783,-0.0005637256734902507
