fonte,modelo,metrica,termo,numero,ANTES,DEPOIS,delta,CONTROLE_mesmo_ambiente,delta_vs_controle
modelo_07_ablacao_parametros.csv,legado,atraso_relativo,so_par_tau,efeito_total_adaptativa,-1.1353992113688005,-1.1353992113688003,2.220446049250313e-16,-1.1353992113688003,0.0
modelo_07_ablacao_parametros.csv,legado,atraso_relativo,so_par_tau,fracao_do_efeito_total_pct,52.55976151279914,52.55976151279914,0.0,52.55976151279914,0.0
modelo_07_ablacao_parametros.csv,legado,atraso_relativo,sem_par_tau,dif_absoluta,-0.4557530920985821,-0.45575309209858217,-5.551115123125783e-17,-0.45575309209858217,0.0
modelo_07_ablacao_parametros.csv,legado,atraso_relativo,sem_par_tau,dif_relativa_pct,-14.539746876298665,-14.539746876298667,-1.7763568394002505e-15,-14.539746876298667,0.0
modelo_07_ablacao_parametros.csv,legado,atraso_relativo,sem_par_tau,p_valor,3.0517578125e-05,3.0517578125e-05,0.0,3.0517578125e-05,0.0
modelo_07_ablacao_parametros.csv,legado,atraso_relativo,sem_par_tau,d_cohen_pareado,-2.944959227714318,-2.9449592277143184,-4.440892098500626e-16,-2.9449592277143184,0.0
modelo_07_ablacao_parametros.csv,legado,atraso_relativo,sem_par_tau,prop_instancias_com_dif,1.0,1.0,0.0,1.0,0.0
modelo_07_ablacao_parametros.csv,legado,atraso_relativo,sem_par_tau,n_instancias,16.0,16.0,0.0,16.0,0.0
modelo_07_ablacao_parametros.csv,legado,atraso_relativo,sem_par_tau,media_referencia_centralizada,3.134532505799728,3.1345325057997275,-4.440892098500626e-16,3.1345325057997275,0.0
modelo_07_ablacao_parametros.csv,legado,atraso_relativo,sem_par_tau,media_braco,2.678779413701146,2.678779413701146,0.0,2.678779413701146,0.0
modelo_07_ablacao_parametros.csv,legado,atraso_relativo,sem_par_tau,efeito_total_adaptativa,-1.1353992113688005,-1.1353992113688003,2.220446049250313e-16,-1.1353992113688003,0.0
modelo_07_ablacao_parametros.csv,legado,atraso_relativo,sem_par_tau,fracao_do_efeito_total_pct,40.14033896933407,40.14033896933407,0.0,40.14033896933407,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,A,parcela_media,0.1029490097953219,0.10294900979532196,5.551115123125783e-17,0.10294900979532196,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,A,pct_do_contraste,98.39240130627078,98.39240130627078,0.0,98.39240130627078,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,A,p_valor,3.0517578125e-05,3.0517578125e-05,0.0,3.0517578125e-05,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,A,n_instancias,16.0,16.0,0.0,16.0,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,B,parcela_media,0.0,0.0,0.0,0.0,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,B,pct_do_contraste,0.0,0.0,0.0,0.0,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,B,p_valor,,,,,
modelo_10_fatorial_decomposicao.csv,legado,E_total,B,n_instancias,16.0,16.0,0.0,16.0,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,C,parcela_media,0.0044849474580656,0.004484947458066008,4.0852737859253807e-16,0.004484947458066008,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,C,pct_do_contraste,4.28643996682309,4.286439966823478,3.8813396940895473e-13,4.286439966823478,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,C,p_valor,0.033538818359375,0.033538818359375,0.0,0.033538818359375,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,C,n_instancias,16.0,16.0,0.0,16.0,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,D,parcela_media,0.0018999282493706,0.0018999282493703906,-2.0946785972419946e-16,0.0018999282493703906,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,D,pct_do_contraste,1.81583585055223,1.8158358505519745,-2.5557334026871104e-13,1.8158358505519745,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,D,p_valor,0.743560791015625,0.743560791015625,0.0,0.743560791015625,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,D,n_instancias,16.0,16.0,0.0,16.0,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,AB,parcela_media,0.0,-8.017915242331827e-16,-8.017915242331827e-16,-8.017915242331827e-16,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,AB,pct_do_contraste,0.0,-7.663035669130122e-13,-7.663035669130122e-13,-7.663035669130122e-13,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,AB,p_valor,,,,,
modelo_10_fatorial_decomposicao.csv,legado,E_total,AB,n_instancias,16.0,16.0,0.0,16.0,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,AC,parcela_media,-0.0020731423959219,-0.0020731423959222976,-3.9768535686768303e-16,-0.0020731423959222976,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,AC,pct_do_contraste,-1.981383395431754,-1.9813833954321278,-3.739231146937527e-13,-1.9813833954321278,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,AC,p_valor,0.2978515625,0.2978515625,0.0,0.2978515625,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,AC,n_instancias,16.0,16.0,0.0,16.0,0.0
modelo_10_fatorial_decomposicao.csv,legado,E_total,AD,parcela_media,-0.002693559924181,-0.0026935599241808897,1.1015494072452725e-16,-0.0026935599241808897,0.0
