configuracao,metrica,n_instancias,media_centralizada,media_adaptativa,media_diferenca,ic95_inferior,ic95_superior,n_positivo,n_negativo,n_zero,n_pares_censurados
centro_porta2_sem_assistencia,TW,4,534.3125,450.625,-83.6875,-115.65151069778767,-51.723489302212336,0,4,0,0
centro_porta2_sem_assistencia,atraso_relativo,4,3.10772996714577,2.0989189014024117,-1.008811065743358,-1.2947258340340215,-0.7228962974526946,0,4,0,0
centro_porta2_sem_assistencia,competencia_maxima_final,4,0.7115921506366745,0.7115921506366745,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,competencia_maxima_inicial,4,0.7115921506366745,0.7115921506366745,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,competencia_minima_inicial,4,0.34492122943841474,0.34492122943841474,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,concluiu,4,1.0,1.0,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,confianca_media_final,4,0.25,0.7999999999999999,0.5499999999999999,0.5499999999999999,0.5499999999999999,4,0,0,0
centro_porta2_sem_assistencia,divida_latente_sobre_plano,4,0.09397148848087511,0.027600245313654646,-0.06637124316722047,-0.09351981055230099,-0.03922267578213995,0,4,0,0
centro_porta2_sem_assistencia,dividas_pendentes,4,0.0,0.0,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,extensoes_horizonte,4,0.0,0.0,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,hiato_colega_capaz_sem_confianca,4,100.375,91.125,-9.25,-37.25507543082105,18.75507543082105,2,2,0,0
centro_porta2_sem_assistencia,hiato_encontrado,4,148.0,136.125,-11.875,-45.767959769508344,22.017959769508344,2,2,0,0
centro_porta2_sem_assistencia,hiato_sem_colega_capaz,4,47.625,45.0,-2.625,-8.97744901585017,3.72744901585017,1,3,0,0
centro_porta2_sem_assistencia,hiato_sem_colega_livre,4,7.125,6.4375,-0.6875,-6.1744806751197725,4.7994806751197725,2,1,1,0
centro_porta2_sem_assistencia,makespan,4,256.5,173.4375,-83.0625,-89.98611137050102,-76.13888862949898,0,4,0,0
centro_porta2_sem_assistencia,makespan_cpm,4,84.5,84.5,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,n_adiamentos,4,0.0,0.0,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,n_com_erro,4,17.25,5.375,-11.875,-15.440488104390921,-8.309511895609079,0,4,0,0
centro_porta2_sem_assistencia,n_limpas,4,42.75,54.625,11.875,8.309511895609079,15.440488104390921,4,0,0,0
centro_porta2_sem_assistencia,n_reportadas,4,2.875,14.5625,11.6875,9.35940131341683,14.01559868658317,4,0,0,0
centro_porta2_sem_assistencia,n_tarefas,4,60.0,60.0,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,ocupacao_retrabalho,4,97.5625,91.25,-6.3125,-26.991706053553482,14.366706053553482,1,3,0,0
centro_porta2_sem_assistencia,p1_fuga,4,0.0,0.0,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,p1_omissao,4,33.6875,30.5625,-3.125,-6.476971151677117,0.2269711516771169,0,3,1,0
centro_porta2_sem_assistencia,p2_ajuda,4,0.0,0.0,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,p2_bloqueio,4,148.0,136.125,-11.875,-45.767959769508344,22.017959769508344,2,2,0,0
centro_porta2_sem_assistencia,p3_analitica,4,26.3125,29.4375,3.125,-0.2269711516771169,6.476971151677117,3,0,1,0
centro_porta2_sem_assistencia,retrabalho_gerado,4,88.53587559498513,81.76580095862103,-6.770074636364118,-26.145298595882878,12.605149323154642,1,3,0,0
centro_porta2_sem_assistencia,retrabalho_pendente,4,0.0,0.0,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,retrabalho_sobre_esforco_realizado,4,0.1147071473975616,0.12194182180832608,0.00723467441076449,-0.01209559085899333,0.026564939680522308,3,1,0,0
centro_porta2_sem_assistencia,retrabalho_sobre_plano,4,0.2669251363752168,0.24664299158104566,-0.02028214479417114,-0.07783296520332217,0.037268675614979895,1,3,0,0
centro_porta2_sem_assistencia,tarefas_acima_da_competencia_maxima_inicial,4,10.0,10.0,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,tarefas_pendentes,4,0.0,0.0,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_assistencia,taxa_omissao,4,0.2875,0.08958333333333333,-0.19791666666666666,-0.25734146840651534,-0.138491864926818,0,4,0,0
centro_porta2_sem_filtro_competencia,E_plano,4,331.5,331.5,0.0,0.0,0.0,0,0,4,0
centro_porta2_sem_filtro_competencia,E_total,4,0.696781805795768,0.8280822750614432,0.13130046926567507,0.019662684798238336,0.2429382537331118,4,0,0,0
centro_porta2_sem_filtro_competencia,S_PV_final,4,227.8125,300.0,72.1875,59.104688286803814,85.2703117131962,4,0,0,0
