configuracao,arquivo,metrica,centralizada,adaptativa,diferenca,n_pares,n_pares_censurados
centro_fator_0.5,j6032_1.sm,n_reportadas,3.25,14.25,11.0,4,0
centro_fator_0.5,j6043_1.sm,n_reportadas,3.25,13.75,10.5,4,0
centro_fator_0.5,j6010_1.sm,n_adiamentos,0.0,0.0,0.0,4,0
centro_fator_0.5,j6021_1.sm,n_adiamentos,0.0,0.0,0.0,4,0
centro_fator_0.5,j6032_1.sm,n_adiamentos,0.0,0.0,0.0,4,0
centro_fator_0.5,j6043_1.sm,n_adiamentos,0.0,0.0,0.0,4,0
centro_fator_0.5,j6010_1.sm,taxa_omissao,0.26666666666666666,0.0875,-0.1791666666666667,4,0
centro_fator_0.5,j6021_1.sm,taxa_omissao,0.3458333333333333,0.0875,-0.2583333333333333,4,0
centro_fator_0.5,j6032_1.sm,taxa_omissao,0.3,0.075,-0.22500000000000003,4,0
centro_fator_0.5,j6043_1.sm,taxa_omissao,0.30416666666666664,0.0625,-0.24166666666666667,4,0
centro_fator_0.5,j6010_1.sm,E_plano,323.0,323.0,0.0,4,0
centro_fator_0.5,j6021_1.sm,E_plano,332.0,332.0,0.0,4,0
centro_fator_0.5,j6032_1.sm,E_plano,337.0,337.0,0.0,4,0
centro_fator_0.5,j6043_1.sm,E_plano,334.0,334.0,0.0,4,0
centro_fator_0.5,j6010_1.sm,retrabalho_sobre_plano,0.23421612182987228,0.23236724808980785,-0.001848873740064448,4,0
centro_fator_0.5,j6021_1.sm,retrabalho_sobre_plano,0.3437793322719459,0.25164151223017206,-0.09213782004177387,4,0
centro_fator_0.5,j6032_1.sm,retrabalho_sobre_plano,0.27855609681907345,0.21635331035989025,-0.06220278645918323,4,0
centro_fator_0.5,j6043_1.sm,retrabalho_sobre_plano,0.2526546615893051,0.1961154987378157,-0.05653916285148937,4,0
centro_fator_0.5,j6010_1.sm,divida_latente_sobre_plano,0.08934284551016837,0.018801307964705662,-0.0705415375454627,4,0
centro_fator_0.5,j6021_1.sm,divida_latente_sobre_plano,0.13400236512381336,0.03474310272579019,-0.09925926239802316,4,0
centro_fator_0.5,j6032_1.sm,divida_latente_sobre_plano,0.11943530401554096,0.025745922722768877,-0.09368938129277209,4,0
centro_fator_0.5,j6043_1.sm,divida_latente_sobre_plano,0.0932817023397553,0.02164725507614862,-0.07163444726360668,4,0
centro_fator_0.5,j6010_1.sm,retrabalho_sobre_esforco_realizado,0.11965812785955068,0.14466401644629448,0.025005888586743793,4,0
centro_fator_0.5,j6021_1.sm,retrabalho_sobre_esforco_realizado,0.17990011973095793,0.16439601498920792,-0.015504104741750013,4,0
centro_fator_0.5,j6032_1.sm,retrabalho_sobre_esforco_realizado,0.1367225729018286,0.13360171786860864,-0.0031208550332199846,4,0
centro_fator_0.5,j6043_1.sm,retrabalho_sobre_esforco_realizado,0.11598122421458516,0.12763588798285863,0.011654663768273486,4,0
centro_fator_0.5,j6010_1.sm,p1_omissao,31.0,19.5,-11.5,4,0
centro_fator_0.5,j6021_1.sm,p1_omissao,31.75,26.5,-5.25,4,0
centro_fator_0.5,j6032_1.sm,p1_omissao,32.5,20.25,-12.25,4,0
centro_fator_0.5,j6043_1.sm,p1_omissao,28.0,14.0,-14.0,4,0
