ANTES_config,DEPOIS_config,cenario,metrica,ANTES,DEPOIS,delta,ic95_delta_inf,ic95_delta_sup,n_instancias
C4_tempo_apenas,C4_completo,adaptativa,hiato_encontrado,16.6875,16.640625,-0.046875,-0.16034020359513304,0.06659020359513304,16
C4_tempo_apenas,C4_completo,centralizada,hiato_sem_colega_capaz,49.677083333333336,50.145833333333336,0.46875000000000006,-0.7770117180715621,1.714511718071562,16
C4_tempo_apenas,C4_completo,adaptativa,hiato_sem_colega_capaz,5.911458333333333,5.859375,-0.05208333333333333,-0.15825417352382873,0.05408750685716207,16
C4_tempo_apenas,C4_completo,centralizada,hiato_sem_colega_livre,11.473958333333334,11.776041666666666,0.30208333333333337,-0.5609287839716176,1.1650954506382845,16
C4_tempo_apenas,C4_completo,adaptativa,hiato_sem_colega_livre,1.8385416666666667,1.7708333333333333,-0.06770833333333333,-0.17053777363548225,0.035121106968815596,16
C4_tempo_apenas,C4_completo,centralizada,hiato_colega_capaz_sem_confianca,93.89583333333333,94.390625,0.4947916666666667,-1.007432010643719,1.9970153439770524,16
C4_tempo_apenas,C4_completo,adaptativa,hiato_colega_capaz_sem_confianca,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,centralizada,competencia_maxima_inicial,0.6784269160974062,0.6784269160974062,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,competencia_maxima_inicial,0.6784269160974062,0.6784269160974062,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,centralizada,competencia_minima_inicial,0.3605369664877633,0.3605369664877633,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,competencia_minima_inicial,0.3605369664877633,0.3605369664877633,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,centralizada,tarefas_acima_da_competencia_maxima_inicial,14.541666666666666,14.541666666666666,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,tarefas_acima_da_competencia_maxima_inicial,14.541666666666666,14.541666666666666,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,centralizada,n_tarefas,60.0,60.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,n_tarefas,60.0,60.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,centralizada,competencia_maxima_final,0.6784269160974062,0.6784269160974062,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,competencia_maxima_final,0.907222839633409,0.9064397848787809,-0.0007830547546279527,-0.0021812982735451764,0.0006151887642892711,16
C4_tempo_apenas,C4_completo,centralizada,atraso_relativo,2.784712322938129,2.9130838467655167,0.12837152382738773,0.07030910006266211,0.18643394759211335,16
C4_tempo_apenas,C4_completo,adaptativa,atraso_relativo,1.7088376127425182,1.719779226569548,0.010941613827029663,-0.0012678964205617618,0.02315112407462109,16
C4_tempo_apenas,C4_completo,centralizada,tarefas_pendentes,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,tarefas_pendentes,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,centralizada,dividas_pendentes,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,dividas_pendentes,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,centralizada,N_req,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,N_req,10.776041666666666,10.78125,0.005208333333333335,-0.02906814676738298,0.03948481343404965,16
C4_tempo_apenas,C4_completo,centralizada,N_fail,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,N_fail,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,centralizada,N_blocked,93.89583333333333,94.390625,0.4947916666666667,-1.007432010643719,1.9970153439770524,16
C4_tempo_apenas,C4_completo,adaptativa,N_blocked,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,centralizada,N_success,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,N_success,10.776041666666666,10.78125,0.005208333333333335,-0.02906814676738298,0.03948481343404965,16
C4_tempo_apenas,C4_completo,centralizada,retrabalho_gerado,64.02010224312524,95.91101548106185,31.89091323793663,27.31104343045279,36.47078304542047,16
C4_tempo_apenas,C4_completo,adaptativa,retrabalho_gerado,49.05746488425327,64.60433960669164,15.546874722438378,9.215298329879083,21.878451114997674,16
C4_tempo_apenas,C4_completo,centralizada,retrabalho_pendente,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,retrabalho_pendente,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,centralizada,ocupacao_retrabalho,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,ocupacao_retrabalho,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,centralizada,extensoes_horizonte,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,extensoes_horizonte,0.0,0.0,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,centralizada,confianca_media_final,0.25,0.25,0.0,0.0,0.0,16
C4_tempo_apenas,C4_completo,adaptativa,confianca_media_final,0.7999999999999999,0.7999999999999999,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,concluiu,1.0,1.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,concluiu,1.0,1.0,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,makespan,220.81770833333334,231.73958333333334,10.921875,6.336572326662614,15.507177673337386,16
C4_completo,C4_C1,adaptativa,makespan,130.80729166666666,147.88541666666666,17.078125,10.516034774003725,23.640215225996275,16
C4_completo,C4_C1,centralizada,makespan_cpm,77.1875,77.1875,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,makespan_cpm,77.1875,77.1875,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,E_total,0.7026171576539575,0.7067130346128633,0.004095876958905632,0.00021708462094854756,0.007974669296862717,16
C4_completo,C4_C1,adaptativa,E_total,0.8596884108476921,0.8546109448727867,-0.005077465974905361,-0.009368927172478963,-0.0007860047773317596,16
C4_completo,C4_C1,centralizada,S_UR_final,2.1984728852212734e-15,1.5491080640472887e-15,-6.493648211739848e-16,-1.6415689400637105e-15,3.4283929771574093e-16,16
C4_completo,C4_C1,adaptativa,S_UR_final,5.66676335485757e-17,5.898059818321144e-17,2.3129646346357407e-18,-5.242225627493023e-17,5.704818554420171e-17,16
C4_completo,C4_C1,centralizada,S_UR_maximo,35.97224712691555,35.14699954028097,-0.8252475866345758,-2.5349075030660626,0.8844123297969112,16
C4_completo,C4_C1,adaptativa,S_UR_maximo,7.983790537117746,8.05166244198547,0.06787190486772386,-0.641971844075974,0.7777156538114217,16
C4_completo,C4_C1,centralizada,S_PV_final,226.69270833333334,225.24479166666666,-1.4479166666666665,-4.379506283835103,1.48367295050177,16
C4_completo,C4_C1,adaptativa,S_PV_final,309.5520833333333,309.765625,0.21354166666666663,-1.51670193555116,1.943785268884493,16
C4_completo,C4_C1,centralizada,TW,554.796875,564.6458333333334,9.848958333333332,6.764699727873037,12.933216938793628,16
C4_completo,C4_C1,adaptativa,TW,492.296875,500.921875,8.625,6.109506560104489,11.140493439895511,16
C4_completo,C4_C1,centralizada,TL,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,TL,10.78125,10.854166666666666,0.07291666666666666,-0.32685345187105597,0.47268678520438934,16
C4_completo,C4_C1,centralizada,TU,144.53645833333334,140.78125,-3.755208333333333,-7.497821827904752,-0.01259483876191414,16
C4_completo,C4_C1,adaptativa,TU,5.859375,6.817708333333333,0.9583333333333335,0.3130049361979712,1.6036617304686958,16
C4_completo,C4_C1,centralizada,TR,95.91101548106185,98.57459165903295,2.6635761779710827,-0.623440286585558,5.950592642527724,16
C4_completo,C4_C1,adaptativa,TR,64.60433960669165,68.76327337379747,4.158933767105826,1.5243001607312228,6.79356737348043,16
C4_completo,C4_C1,centralizada,n_limpas,41.776041666666664,41.25,-0.5260416666666666,-1.065942358185862,0.013859024852528656,16
C4_completo,C4_C1,adaptativa,n_limpas,55.046875,55.088541666666664,0.041666666666666644,-0.20477218566477678,0.28810551899811004,16
C4_completo,C4_C1,centralizada,n_com_erro,18.223958333333332,18.75,0.5260416666666666,-0.013859024852528656,1.065942358185862,16
C4_completo,C4_C1,adaptativa,n_com_erro,4.953125,4.911458333333333,-0.041666666666666644,-0.28810551899811004,0.20477218566477678,16
C4_completo,C4_C1,centralizada,n_reportadas,2.7604166666666665,2.96875,0.20833333333333334,-0.09457826400670924,0.511244930673376,16
C4_completo,C4_C1,adaptativa,n_reportadas,12.067708333333334,12.848958333333334,0.78125,0.3005581673867277,1.2619418326132723,16
C4_completo,C4_C1,centralizada,n_adiamentos,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,n_adiamentos,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,taxa_omissao,0.30373263888888885,0.31249999999999994,0.008767361111111116,-0.00023098374754213814,0.017765705969764373,16
C4_completo,C4_C1,adaptativa,taxa_omissao,0.0825520833333333,0.08185763888888885,-0.0006944444444444472,-0.004801758649968504,0.0034128697610796097,16
C4_completo,C4_C1,centralizada,E_plano,339.25,339.25,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,E_plano,339.25,339.25,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,retrabalho_sobre_plano,0.2815013133409556,0.2892036315045449,0.007702318163589329,-0.002065282557750712,0.01746991888492937,16
C4_completo,C4_C1,adaptativa,retrabalho_sobre_plano,0.18967773242862374,0.20142197973948064,0.011744247310856897,0.004162052919686664,0.01932644170202713,16
C4_completo,C4_C1,centralizada,divida_latente_sobre_plano,0.10564438909990848,0.10327218484475532,-0.002372204255153137,-0.007375022241700641,0.002630613731394366,16
C4_completo,C4_C1,adaptativa,divida_latente_sobre_plano,0.023541646257425507,0.02364798944840148,0.0001063431909759766,-0.0020482480590139278,0.0022609344409658806,16
C4_completo,C4_C1,centralizada,retrabalho_sobre_esforco_realizado,0.11925015948192468,0.12144735548643032,0.002197196004505652,-0.0012477940940931937,0.005642186103104498,16
C4_completo,C4_C1,adaptativa,retrabalho_sobre_esforco_realizado,0.11108797794383102,0.11507812826865103,0.003990150324820014,0.00022013478702839718,0.007760165862611631,16
C4_completo,C4_C1,centralizada,p1_omissao,36.354166666666664,38.21875,1.8645833333333333,1.2103785511632343,2.5187881155034324,16
C4_completo,C4_C1,adaptativa,p1_omissao,18.8125,21.276041666666668,2.463541666666667,1.6113984957406635,3.3156848375926704,16
C4_completo,C4_C1,centralizada,p1_fuga,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,p1_fuga,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,p2_ajuda,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,p2_ajuda,10.78125,10.854166666666666,0.07291666666666666,-0.32685345187105597,0.47268678520438934,16
C4_completo,C4_C1,centralizada,p2_bloqueio,144.53645833333334,140.78125,-3.755208333333333,-7.497821827904752,-0.01259483876191414,16
C4_completo,C4_C1,adaptativa,p2_bloqueio,5.859375,6.817708333333333,0.9583333333333335,0.3130049361979712,1.6036617304686958,16
C4_completo,C4_C1,centralizada,p3_analitica,23.645833333333332,21.78125,-1.8645833333333333,-2.5187881155034324,-1.2103785511632343,16
C4_completo,C4_C1,adaptativa,p3_analitica,41.1875,38.723958333333336,-2.463541666666667,-3.3156848375926704,-1.6113984957406635,16
C4_completo,C4_C1,centralizada,hiato_encontrado,144.53645833333334,140.78125,-3.755208333333333,-7.497821827904752,-0.01259483876191414,16
C4_completo,C4_C1,adaptativa,hiato_encontrado,16.640625,17.671875,1.03125,0.294449230499365,1.7680507695006349,16
C4_completo,C4_C1,centralizada,hiato_sem_colega_capaz,50.145833333333336,50.677083333333336,0.53125,-1.9021049279798743,2.9646049279798743,16
C4_completo,C4_C1,adaptativa,hiato_sem_colega_capaz,5.859375,6.817708333333333,0.9583333333333335,0.3130049361979712,1.6036617304686958,16
C4_completo,C4_C1,centralizada,hiato_sem_colega_livre,11.776041666666666,13.192708333333334,1.4166666666666667,-0.9967330830246872,3.8300664163580205,16
C4_completo,C4_C1,adaptativa,hiato_sem_colega_livre,1.7708333333333333,2.5208333333333335,0.75,0.07092462492072649,1.4290753750792735,16
C4_completo,C4_C1,centralizada,hiato_colega_capaz_sem_confianca,94.390625,90.10416666666667,-4.286458333333334,-7.083584952885608,-1.48933171378106,16
C4_completo,C4_C1,adaptativa,hiato_colega_capaz_sem_confianca,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,competencia_maxima_inicial,0.6784269160974062,0.6784269160974062,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,competencia_maxima_inicial,0.6784269160974062,0.6784269160974062,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,competencia_minima_inicial,0.3605369664877633,0.3605369664877633,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,competencia_minima_inicial,0.3605369664877633,0.3605369664877633,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,tarefas_acima_da_competencia_maxima_inicial,14.541666666666666,14.541666666666666,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,tarefas_acima_da_competencia_maxima_inicial,14.541666666666666,14.541666666666666,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,n_tarefas,60.0,60.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,n_tarefas,60.0,60.0,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,competencia_maxima_final,0.6784269160974062,0.6784269160974062,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,competencia_maxima_final,0.9064397848787809,0.9039569208486973,-0.002482864030083659,-0.009502840310780391,0.004537112250613073,16
C4_completo,C4_C1,centralizada,atraso_relativo,2.9130838467655167,3.0608024318896923,0.14771858512417532,0.08286129011771519,0.21257588013063544,16
C4_completo,C4_C1,adaptativa,atraso_relativo,1.719779226569548,1.9511329634594479,0.23135373688990013,0.13495423167895604,0.3277532421008442,16
C4_completo,C4_C1,centralizada,tarefas_pendentes,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,tarefas_pendentes,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,dividas_pendentes,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,dividas_pendentes,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,N_req,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,N_req,10.78125,10.854166666666666,0.07291666666666666,-0.32685345187105597,0.47268678520438934,16
C4_completo,C4_C1,centralizada,N_fail,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,N_fail,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,N_blocked,94.390625,90.10416666666667,-4.286458333333334,-7.083584952885608,-1.48933171378106,16
C4_completo,C4_C1,adaptativa,N_blocked,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,N_success,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,N_success,10.78125,10.854166666666666,0.07291666666666666,-0.32685345187105597,0.47268678520438934,16
C4_completo,C4_C1,centralizada,retrabalho_gerado,95.91101548106185,98.57459165903295,2.6635761779710827,-0.6234402865855593,5.950592642527725,16
C4_completo,C4_C1,adaptativa,retrabalho_gerado,64.60433960669164,68.76327337379747,4.158933767105826,1.5243001607312223,6.79356737348043,16
C4_completo,C4_C1,centralizada,retrabalho_pendente,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,retrabalho_pendente,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,ocupacao_retrabalho,0.0,107.4375,107.4375,96.44463449342305,118.43036550657695,16
C4_completo,C4_C1,adaptativa,ocupacao_retrabalho,0.0,75.30208333333333,75.30208333333334,63.81011995809071,86.79404670857598,16
C4_completo,C4_C1,centralizada,extensoes_horizonte,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,extensoes_horizonte,0.0,0.0,0.0,0.0,0.0,16
C4_completo,C4_C1,centralizada,confianca_media_final,0.25,0.25,0.0,0.0,0.0,16
C4_completo,C4_C1,adaptativa,confianca_media_final,0.7999999999999999,0.7999999999999999,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,concluiu,1.0,1.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,concluiu,1.0,1.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,makespan,231.73958333333334,231.73958333333334,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,makespan,147.88541666666666,151.828125,3.942708333333334,1.664142114956554,6.221274551710113,16
C4_C1,C4_C1_comunicacao,centralizada,makespan_cpm,77.1875,77.1875,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,makespan_cpm,77.1875,77.1875,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,E_total,0.7067130346128633,0.7067130346128633,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,E_total,0.8546109448727867,0.7886944404037828,-0.0659165044690039,-0.07436404574421439,-0.057468963193793424,16
C4_C1,C4_C1_comunicacao,centralizada,S_UR_final,1.5491080640472887e-15,1.5491080640472887e-15,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,S_UR_final,5.898059818321144e-17,9.945747928933694e-17,4.0476881106125497e-17,-1.3793828018995496e-17,9.474759023124649e-17,16
C4_C1,C4_C1_comunicacao,centralizada,S_UR_maximo,35.14699954028097,35.14699954028097,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,S_UR_maximo,8.05166244198547,8.417289053152514,0.36562661116704376,-0.44401955242812696,1.1752727747622145,16
C4_C1,C4_C1_comunicacao,centralizada,S_PV_final,225.24479166666666,225.24479166666666,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,S_PV_final,309.765625,308.4583333333333,-1.3072916666666667,-4.061116690564587,1.4465333572312538,16
C4_C1,C4_C1_comunicacao,centralizada,TW,564.6458333333334,564.6458333333334,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,TW,500.921875,490.7552083333333,-10.166666666666668,-13.836374201177144,-6.496959132156193,16
C4_C1,C4_C1_comunicacao,centralizada,TL,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,TL,10.854166666666666,41.71875,30.864583333333332,28.072258870971734,33.656907795694934,16
C4_C1,C4_C1_comunicacao,centralizada,TU,140.78125,140.78125,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,TU,6.817708333333333,17.869791666666668,11.052083333333334,9.207841459170407,12.896325207496261,16
C4_C1,C4_C1_comunicacao,centralizada,TR,98.57459165903295,98.57459165903295,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,TR,68.76327337379747,73.16486393842389,4.401590564626428,0.5975614200896389,8.205619709163217,16
C4_C1,C4_C1_comunicacao,centralizada,n_limpas,41.25,41.25,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,n_limpas,55.088541666666664,54.895833333333336,-0.19270833333333331,-0.612634958140845,0.22721829147417844,16
C4_C1,C4_C1_comunicacao,centralizada,n_com_erro,18.75,18.75,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,n_com_erro,4.911458333333333,5.104166666666667,0.19270833333333331,-0.22721829147417844,0.612634958140845,16
C4_C1,C4_C1_comunicacao,centralizada,n_reportadas,2.96875,2.96875,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,n_reportadas,12.848958333333334,13.401041666666666,0.5520833333333333,-0.024586179816685427,1.1287528464833518,16
C4_C1,C4_C1_comunicacao,centralizada,n_adiamentos,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,n_adiamentos,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,taxa_omissao,0.31249999999999994,0.31249999999999994,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,taxa_omissao,0.08185763888888885,0.08506944444444442,0.003211805555555559,-0.003786971524569637,0.010210582635680754,16
C4_C1,C4_C1_comunicacao,centralizada,E_plano,339.25,339.25,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,E_plano,339.25,339.25,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,retrabalho_sobre_plano,0.2892036315045449,0.2892036315045449,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,retrabalho_sobre_plano,0.20142197973948064,0.21475848730227395,0.013336507562793302,0.0017012280625464463,0.02497178706304016,16
C4_C1,C4_C1_comunicacao,centralizada,divida_latente_sobre_plano,0.10327218484475532,0.10327218484475532,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,divida_latente_sobre_plano,0.02364798944840148,0.024744980563948776,0.0010969911155472906,-0.0013438453912191976,0.003537827622313779,16
C4_C1,C4_C1_comunicacao,centralizada,retrabalho_sobre_esforco_realizado,0.12144735548643032,0.12144735548643032,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,retrabalho_sobre_esforco_realizado,0.11507812826865103,0.11509117668784563,1.3048419194600569e-05,-0.005601519359714099,0.0056276161981033005,16
C4_C1,C4_C1_comunicacao,centralizada,p1_omissao,38.21875,38.21875,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,p1_omissao,21.276041666666668,24.557291666666668,3.28125,1.8619613855728494,4.700538614427151,16
C4_C1,C4_C1_comunicacao,centralizada,p1_fuga,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,p1_fuga,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,p2_ajuda,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,p2_ajuda,10.854166666666666,41.71875,30.864583333333332,28.072258870971734,33.656907795694934,16
C4_C1,C4_C1_comunicacao,centralizada,p2_bloqueio,140.78125,140.78125,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,p2_bloqueio,6.817708333333333,17.869791666666668,11.052083333333334,9.207841459170407,12.896325207496261,16
C4_C1,C4_C1_comunicacao,centralizada,p3_analitica,21.78125,21.78125,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,p3_analitica,38.723958333333336,35.442708333333336,-3.28125,-4.700538614427151,-1.8619613855728494,16
C4_C1,C4_C1_comunicacao,centralizada,hiato_encontrado,140.78125,140.78125,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,hiato_encontrado,17.671875,59.588541666666664,41.91666666666667,37.58214906417546,46.25118426915788,16
C4_C1,C4_C1_comunicacao,centralizada,hiato_sem_colega_capaz,50.677083333333336,10.21875,-40.458333333333336,-46.682499881250536,-34.234166785416136,16
C4_C1,C4_C1_comunicacao,adaptativa,hiato_sem_colega_capaz,6.817708333333333,7.979166666666667,1.1614583333333335,-0.5383170558405228,2.8612337225071895,16
C4_C1,C4_C1_comunicacao,centralizada,hiato_sem_colega_livre,13.192708333333334,13.192708333333334,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,hiato_sem_colega_livre,2.5208333333333335,2.546875,0.026041666666666692,-0.8633519004539416,0.9154352337872751,16
C4_C1,C4_C1_comunicacao,centralizada,hiato_colega_capaz_sem_confianca,90.10416666666667,130.5625,40.458333333333336,34.234166785416136,46.682499881250536,16
C4_C1,C4_C1_comunicacao,adaptativa,hiato_colega_capaz_sem_confianca,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,competencia_maxima_inicial,0.6784269160974062,0.6784269160974062,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,competencia_maxima_inicial,0.6784269160974062,0.6784269160974062,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,competencia_minima_inicial,0.3605369664877633,0.3605369664877633,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,competencia_minima_inicial,0.3605369664877633,0.3605369664877633,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,tarefas_acima_da_competencia_maxima_inicial,14.541666666666666,14.541666666666666,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,tarefas_acima_da_competencia_maxima_inicial,14.541666666666666,14.541666666666666,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,n_tarefas,60.0,60.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,n_tarefas,60.0,60.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,competencia_maxima_final,0.6784269160974062,0.6784269160974062,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,competencia_maxima_final,0.9039569208486973,0.7936828357286764,-0.11027408512002082,-0.12642286866580377,-0.09412530157423787,16
C4_C1,C4_C1_comunicacao,centralizada,atraso_relativo,3.0608024318896923,3.0608024318896923,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,atraso_relativo,1.9511329634594479,2.006424246816465,0.055291283357016975,0.027120322337963614,0.08346224437607033,16
C4_C1,C4_C1_comunicacao,centralizada,tarefas_pendentes,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,tarefas_pendentes,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,dividas_pendentes,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,dividas_pendentes,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,N_req,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,N_req,10.854166666666666,51.609375,40.75520833333333,36.86131820026983,44.64909846639683,16
C4_C1,C4_C1_comunicacao,centralizada,N_fail,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,N_fail,0.0,9.890625,9.890625,7.991333525684705,11.789916474315294,16
C4_C1,C4_C1_comunicacao,centralizada,N_blocked,90.10416666666667,130.5625,40.458333333333336,34.234166785416136,46.682499881250536,16
C4_C1,C4_C1_comunicacao,adaptativa,N_blocked,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,centralizada,N_success,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,N_success,10.854166666666666,41.71875,30.864583333333332,28.072258870971734,33.656907795694934,16
C4_C1,C4_C1_comunicacao,centralizada,retrabalho_gerado,98.57459165903295,98.57459165903295,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,retrabalho_gerado,68.76327337379747,73.16486393842389,4.401590564626428,0.5975614200896371,8.20561970916322,16
C4_C1,C4_C1_comunicacao,centralizada,retrabalho_pendente,0.0,0.0,0.0,0.0,0.0,16
C4_C1,C4_C1_comunicacao,adaptativa,retrabalho_pendente,0.0,0.0,0.0,0.0,0.0,16
