ai,ci,metrica,media,lo,hi,A_tau_inicial,A_tau_min,A_p_reporte,A_p_deteccao,C_tau_inicial,C_tau_min,C_p_reporte,C_p_deteccao
32,21,taxa_falha_efetiva,0.011458333333333334,-0.04515689341242684,0.06807356007909351,0.525,0.25,0.45,0.12,0.25,0.6,0.45,0.03
32,23,taxa_falha_efetiva,0.011458333333333333,-0.05129451695534737,0.07421118362201404,0.525,0.25,0.45,0.12,0.25,0.6,0.45,0.12
32,27,taxa_falha_efetiva,0.00833333333333333,-0.034634602689903,0.051301269356569666,0.525,0.25,0.45,0.12,0.525,0.25,0.15,0.03
32,29,taxa_falha_efetiva,0.006249999999999997,-0.01436380764270023,0.026863807642700223,0.525,0.25,0.45,0.12,0.525,0.25,0.15,0.12
32,39,taxa_falha_efetiva,0.021874999999999995,-0.01577671017320843,0.059526710173208416,0.525,0.25,0.45,0.12,0.525,0.425,0.45,0.03
32,46,taxa_falha_efetiva,0.006249999999999993,-0.042320453467234044,0.05482045346723403,0.525,0.25,0.45,0.12,0.525,0.6,0.15,0.075
32,47,taxa_falha_efetiva,0.011458333333333329,-0.03677153620431064,0.05968820287097729,0.525,0.25,0.45,0.12,0.525,0.6,0.15,0.12
32,48,taxa_falha_efetiva,0.028124999999999997,-0.02951618068407863,0.08576618068407862,0.525,0.25,0.45,0.12,0.525,0.6,0.45,0.03
32,49,taxa_falha_efetiva,0.02395833333333333,-0.038325768279864836,0.0862424349465315,0.525,0.25,0.45,0.12,0.525,0.6,0.45,0.075
32,50,taxa_falha_efetiva,0.0031249999999999993,-0.07292868988714818,0.07917868988714818,0.525,0.25,0.45,0.12,0.525,0.6,0.45,0.12
33,0,taxa_falha_efetiva,0.0031250000000000045,-0.03252782618518959,0.038777826185189594,0.525,0.25,0.75,0.03,0.25,0.25,0.15,0.03
33,3,taxa_falha_efetiva,0.01354166666666667,-0.04485715240564132,0.07194048573897467,0.525,0.25,0.75,0.03,0.25,0.25,0.45,0.03
33,6,taxa_falha_efetiva,0.0125,-0.026536951025276662,0.05153695102527667,0.525,0.25,0.75,0.03,0.25,0.25,0.75,0.03
33,9,taxa_falha_efetiva,0.022916666666666665,-0.07092516070766793,0.11675849404100126,0.525,0.25,0.75,0.03,0.25,0.425,0.15,0.03
33,15,taxa_falha_efetiva,0.01145833333333334,-0.044636880311713596,0.06755354697838027,0.525,0.25,0.75,0.03,0.25,0.425,0.75,0.03
33,18,taxa_falha_efetiva,0.0125,-0.03799331038049969,0.0629933103804997,0.525,0.25,0.75,0.03,0.25,0.6,0.15,0.03
33,21,taxa_falha_efetiva,0.019791666666666673,-0.029638507587516523,0.06922184092084988,0.525,0.25,0.75,0.03,0.25,0.6,0.45,0.03
33,24,taxa_falha_efetiva,0.01770833333333334,-0.010615451199604858,0.04603211786627154,0.525,0.25,0.75,0.03,0.25,0.6,0.75,0.03
33,27,taxa_falha_efetiva,0.016666666666666666,-0.03609712788549753,0.06943046121883087,0.525,0.25,0.75,0.03,0.525,0.25,0.15,0.03
33,30,taxa_falha_efetiva,0.007291666666666667,-0.04473804793908166,0.059321381272415,0.525,0.25,0.75,0.03,0.525,0.25,0.45,0.03
33,36,taxa_falha_efetiva,0.004166666666666669,-0.027398906273428062,0.035732239606761404,0.525,0.25,0.75,0.03,0.525,0.425,0.15,0.03
33,39,taxa_falha_efetiva,0.030208333333333337,0.0018845488003951284,0.05853211786627155,0.525,0.25,0.75,0.03,0.525,0.425,0.45,0.03
33,42,taxa_falha_efetiva,0.014583333333333334,-0.01900624738174544,0.048172914048412105,0.525,0.25,0.75,0.03,0.525,0.425,0.75,0.03
33,45,taxa_falha_efetiva,0.008333333333333333,-0.051460188397813314,0.06812685506447998,0.525,0.25,0.75,0.03,0.525,0.6,0.15,0.03
33,48,taxa_falha_efetiva,0.036458333333333336,-0.029259937381065713,0.10217660404773238,0.525,0.25,0.75,0.03,0.525,0.6,0.45,0.03
33,51,taxa_falha_efetiva,0.03958333333333334,0.004291949911943496,0.07487471675472318,0.525,0.25,0.75,0.03,0.525,0.6,0.75,0.03
34,1,taxa_falha_efetiva,0.016666666666666663,-0.03497436551087831,0.06830769884421165,0.525,0.25,0.75,0.075,0.25,0.25,0.15,0.075
34,3,taxa_falha_efetiva,0.005208333333333336,-0.04271676304448284,0.05313342971114951,0.525,0.25,0.75,0.075,0.25,0.25,0.45,0.03
34,6,taxa_falha_efetiva,0.004166666666666666,-0.05077386152431917,0.0591071948576525,0.525,0.25,0.75,0.075,0.25,0.25,0.75,0.03
34,9,taxa_falha_efetiva,0.014583333333333328,-0.06724756525455204,0.09641423192121869,0.525,0.25,0.75,0.075,0.25,0.425,0.15,0.03
34,10,taxa_falha_efetiva,0.007291666666666665,-0.04184118053358957,0.056424513866922904,0.525,0.25,0.75,0.075,0.25,0.425,0.15,0.075
34,13,taxa_falha_efetiva,0.003125000000000001,-0.0801040598556952,0.0863540598556952,0.525,0.25,0.75,0.075,0.25,0.425,0.45,0.075
34,15,taxa_falha_efetiva,0.003125000000000001,-0.06774263699161687,0.07399263699161687,0.525,0.25,0.75,0.075,0.25,0.425,0.75,0.03
34,16,taxa_falha_efetiva,0.005208333333333334,-0.04362537655244676,0.054042043219113434,0.525,0.25,0.75,0.075,0.25,0.425,0.75,0.075
34,18,taxa_falha_efetiva,0.004166666666666664,-0.02064088276287146,0.02897421609620479,0.525,0.25,0.75,0.075,0.25,0.6,0.15,0.03
34,19,taxa_falha_efetiva,0.005208333333333327,-0.037201832491675524,0.04761849915834218,0.525,0.25,0.75,0.075,0.25,0.6,0.15,0.075
34,21,taxa_falha_efetiva,0.011458333333333336,-0.03826739018673327,0.06118405685339994,0.525,0.25,0.75,0.075,0.25,0.6,0.45,0.03
34,24,taxa_falha_efetiva,0.009375000000000003,-0.0394587098857801,0.0582087098857801,0.525,0.25,0.75,0.075,0.25,0.6,0.75,0.03
34,27,taxa_falha_efetiva,0.00833333333333333,-0.030703617691943318,0.04737028435860998,0.525,0.25,0.75,0.075,0.525,0.25,0.15,0.03
34,39,taxa_falha_efetiva,0.021875,-0.005394504298353711,0.04914450429835371,0.525,0.25,0.75,0.075,0.525,0.425,0.45,0.03
34,42,taxa_falha_efetiva,0.006249999999999997,-0.03855428011329357,0.05105428011329357,0.525,0.25,0.75,0.075,0.525,0.425,0.75,0.03
34,43,taxa_falha_efetiva,0.0020833333333333346,-0.017056106573306244,0.02122277323997291,0.525,0.25,0.75,0.075,0.525,0.425,0.75,0.075
34,46,taxa_falha_efetiva,0.006249999999999992,-0.05439515088443818,0.06689515088443816,0.525,0.25,0.75,0.075,0.525,0.6,0.15,0.075
34,48,taxa_falha_efetiva,0.028125,-0.04831304452653723,0.10456304452653722,0.525,0.25,0.75,0.075,0.525,0.6,0.45,0.03
34,49,taxa_falha_efetiva,0.02395833333333333,-0.052479711193203896,0.10039637785987056,0.525,0.25,0.75,0.075,0.525,0.6,0.45,0.075
34,51,taxa_falha_efetiva,0.031249999999999997,0.017448353606589848,0.045051646393410145,0.525,0.25,0.75,0.075,0.525,0.6,0.75,0.03
34,52,taxa_falha_efetiva,0.023958333333333335,0.0020522430952003186,0.04586442357146635,0.525,0.25,0.75,0.075,0.525,0.6,0.75,0.075
35,1,taxa_falha_efetiva,0.00625,-0.04609558086744486,0.05859558086744486,0.525,0.25,0.75,0.12,0.25,0.25,0.15,0.075
35,9,taxa_falha_efetiva,0.004166666666666664,-0.08609360076625563,0.09442693409958897,0.525,0.25,0.75,0.12,0.25,0.425,0.15,0.03
35,21,taxa_falha_efetiva,0.00104166666666667,-0.0507056593430938,0.052788992676427136,0.525,0.25,0.75,0.12,0.25,0.6,0.45,0.03
35,23,taxa_falha_efetiva,0.0010416666666666682,-0.0245651587182256,0.026648492051558934,0.525,0.25,0.75,0.12,0.25,0.6,0.45,0.12
35,26,taxa_falha_efetiva,0.0010416666666666664,-0.04897785984437994,0.051061193177713265,0.525,0.25,0.75,0.12,0.25,0.6,0.75,0.12
35,39,taxa_falha_efetiva,0.011458333333333333,-0.016343309018749405,0.039259975685416074,0.525,0.25,0.75,0.12,0.525,0.425,0.45,0.03
35,47,taxa_falha_efetiva,0.0010416666666666647,-0.03335611896854208,0.0354394523018754,0.525,0.25,0.75,0.12,0.525,0.6,0.15,0.12
35,48,taxa_falha_efetiva,0.017708333333333333,-0.05459215174347586,0.09000881841014252,0.525,0.25,0.75,0.12,0.525,0.6,0.45,0.03
35,49,taxa_falha_efetiva,0.01354166666666667,-0.06036235057667014,0.08744568391000349,0.525,0.25,0.75,0.12,0.525,0.6,0.45,0.075
35,51,taxa_falha_efetiva,0.020833333333333336,-0.003376355964627275,0.04504302263129395,0.525,0.25,0.75,0.12,0.525,0.6,0.75,0.03
35,52,taxa_falha_efetiva,0.01354166666666667,-0.009663670976031092,0.03674700430936444,0.525,0.25,0.75,0.12,0.525,0.6,0.75,0.075
35,53,taxa_falha_efetiva,0.007291666666666672,-0.01653674385327349,0.031120077186606834,0.525,0.25,0.75,0.12,0.525,0.6,0.75,0.12
36,9,taxa_falha_efetiva,0.018749999999999996,-0.05316948566522794,0.09066948566522792,0.525,0.425,0.15,0.03,0.25,0.425,0.15,0.03
36,18,taxa_falha_efetiva,0.008333333333333331,-0.023693075266939485,0.04035974193360615,0.525,0.425,0.15,0.03,0.25,0.6,0.15,0.03
36,45,taxa_falha_efetiva,0.004166666666666666,-0.04302670588112222,0.051360039214455554,0.525,0.425,0.15,0.03,0.525,0.6,0.15,0.03
37,9,taxa_falha_efetiva,0.02395833333333333,-0.05112586261677697,0.09904252928344363,0.525,0.425,0.15,0.075,0.25,0.425,0.15,0.03
37,10,taxa_falha_efetiva,0.016666666666666663,-0.036649643418835046,0.06998297675216837,0.525,0.425,0.15,0.075,0.25,0.425,0.15,0.075
37,18,taxa_falha_efetiva,0.013541666666666664,-0.017732435831078117,0.04481576916441145,0.525,0.425,0.15,0.075,0.25,0.6,0.15,0.03
37,19,taxa_falha_efetiva,0.014583333333333327,-0.029228847142932692,0.05839551380959934,0.525,0.425,0.15,0.075,0.25,0.6,0.15,0.075
37,36,taxa_falha_efetiva,0.005208333333333332,0.0018932850986622257,0.008523381568004439,0.525,0.425,0.15,0.075,0.525,0.425,0.15,0.03
37,45,taxa_falha_efetiva,0.009374999999999998,-0.04093661382011597,0.05968661382011596,0.525,0.425,0.15,0.075,0.525,0.6,0.15,0.03
37,46,taxa_falha_efetiva,0.015624999999999993,-0.03497701515730055,0.06622701515730053,0.525,0.425,0.15,0.075,0.525,0.6,0.15,0.075
38,9,taxa_falha_efetiva,0.016666666666666663,-0.03382664371383303,0.06715997704716636,0.525,0.425,0.15,0.12,0.25,0.425,0.15,0.03
38,10,taxa_falha_efetiva,0.009375000000000001,-0.03571453079891453,0.054464530798914536,0.525,0.425,0.15,0.12,0.25,0.425,0.15,0.075
38,18,taxa_falha_efetiva,0.00625,-0.06168827209491221,0.07418827209491222,0.525,0.425,0.15,0.12,0.25,0.6,0.15,0.03
38,19,taxa_falha_efetiva,0.007291666666666663,-0.07487428545275902,0.08945761878609236,0.525,0.425,0.15,0.12,0.25,0.6,0.15,0.075
38,20,taxa_falha_efetiva,0.010416666666666663,-0.07087527392596041,0.09170860725929372,0.525,0.425,0.15,0.12,0.25,0.6,0.15,0.12
38,45,taxa_falha_efetiva,0.0020833333333333346,-0.02681658716245517,0.030983253829121836,0.525,0.425,0.15,0.12,0.525,0.6,0.15,0.03
38,46,taxa_falha_efetiva,0.00833333333333333,-0.01526335294056111,0.03193001960722777,0.525,0.425,0.15,0.12,0.525,0.6,0.15,0.075
38,47,taxa_falha_efetiva,0.013541666666666665,-0.05794356489315378,0.08502689822648711,0.525,0.425,0.15,0.12,0.525,0.6,0.15,0.12
39,48,taxa_falha_efetiva,0.006250000000000002,-0.048019678513112035,0.060519678513112046,0.525,0.425,0.45,0.03,0.525,0.6,0.45,0.03
40,9,taxa_falha_efetiva,0.019791666666666662,-0.063084539200111,0.10266787253344434,0.525,0.425,0.45,0.075,0.25,0.425,0.15,0.03
40,10,taxa_falha_efetiva,0.012499999999999999,-0.03799331038049969,0.06299331038049968,0.525,0.425,0.45,0.075,0.25,0.425,0.15,0.075
40,13,taxa_falha_efetiva,0.008333333333333335,-0.027981200613607562,0.04464786728027423,0.525,0.425,0.45,0.075,0.25,0.425,0.45,0.075
40,18,taxa_falha_efetiva,0.009374999999999994,-0.10122049430420832,0.11997049430420831,0.525,0.425,0.45,0.075,0.25,0.6,0.15,0.03
40,19,taxa_falha_efetiva,0.010416666666666661,-0.1118961848737344,0.13272951820706771,0.525,0.425,0.45,0.075,0.25,0.6,0.15,0.075
40,21,taxa_falha_efetiva,0.01666666666666667,-0.030215195067261995,0.06354852840059533,0.525,0.425,0.45,0.075,0.25,0.6,0.45,0.03
40,36,taxa_falha_efetiva,0.0010416666666666682,-0.09985422851608554,0.10193756184941886,0.525,0.425,0.45,0.075,0.525,0.425,0.15,0.03
40,39,taxa_falha_efetiva,0.02708333333333333,-0.049186794369752984,0.10335346103641965,0.525,0.425,0.45,0.075,0.525,0.425,0.45,0.03
40,45,taxa_falha_efetiva,0.005208333333333332,-0.0577775831254177,0.06819424979208435,0.525,0.425,0.45,0.075,0.525,0.6,0.15,0.03
40,46,taxa_falha_efetiva,0.011458333333333329,-0.05580257117483816,0.07871923784150482,0.525,0.425,0.45,0.075,0.525,0.6,0.15,0.075
40,48,taxa_falha_efetiva,0.033333333333333326,-0.0650068894771347,0.13167355614380136,0.525,0.425,0.45,0.075,0.525,0.6,0.45,0.03
40,49,taxa_falha_efetiva,0.029166666666666667,-0.033731951182619714,0.09206528451595306,0.525,0.425,0.45,0.075,0.525,0.6,0.45,0.075
41,9,taxa_falha_efetiva,0.019791666666666666,-0.0724556685544828,0.11203900188781613,0.525,0.425,0.45,0.12,0.25,0.425,0.15,0.03
41,10,taxa_falha_efetiva,0.0125,-0.049222839074159724,0.07422283907415973,0.525,0.425,0.45,0.12,0.25,0.425,0.15,0.075
41,13,taxa_falha_efetiva,0.008333333333333337,-0.06955266495008218,0.08621933161674884,0.525,0.425,0.45,0.12,0.25,0.425,0.45,0.075
41,14,taxa_falha_efetiva,0.005208333333333336,-0.04956525272698877,0.05998191939365544,0.525,0.425,0.45,0.12,0.25,0.425,0.45,0.12
41,18,taxa_falha_efetiva,0.009374999999999998,-0.09730913766503284,0.11605913766503283,0.525,0.425,0.45,0.12,0.25,0.6,0.15,0.03
41,19,taxa_falha_efetiva,0.010416666666666663,-0.08466609826639536,0.10549943159972867,0.525,0.425,0.45,0.12,0.25,0.6,0.15,0.075
41,20,taxa_falha_efetiva,0.013541666666666664,-0.08244219511482068,0.109525528448154,0.525,0.425,0.45,0.12,0.25,0.6,0.15,0.12
41,21,taxa_falha_efetiva,0.01666666666666667,-0.04433982893002411,0.07767316226335745,0.525,0.425,0.45,0.12,0.25,0.6,0.45,0.03
41,23,taxa_falha_efetiva,0.01666666666666667,-0.049412925239482534,0.08274625857281587,0.525,0.425,0.45,0.12,0.25,0.6,0.45,0.12
41,36,taxa_falha_efetiva,0.00104166666666667,-0.07728986707928254,0.07937320041261589,0.525,0.425,0.45,0.12,0.525,0.425,0.15,0.03
41,38,taxa_falha_efetiva,0.0031249999999999993,-0.051110918212169454,0.05736091821216946,0.525,0.425,0.45,0.12,0.525,0.425,0.15,0.12
41,39,taxa_falha_efetiva,0.027083333333333334,-0.03753885343958922,0.09170552010625589,0.525,0.425,0.45,0.12,0.525,0.425,0.45,0.03
41,40,taxa_falha_efetiva,1.734723475976807e-18,-0.0763661253845099,0.0763661253845099,0.525,0.425,0.45,0.12,0.525,0.425,0.45,0.075
41,45,taxa_falha_efetiva,0.005208333333333334,-0.055888164518730556,0.06630483118539722,0.525,0.425,0.45,0.12,0.525,0.6,0.15,0.03
41,46,taxa_falha_efetiva,0.011458333333333329,-0.0265805511371986,0.049497217803865255,0.525,0.425,0.45,0.12,0.525,0.6,0.15,0.075
41,47,taxa_falha_efetiva,0.016666666666666666,-0.0791070600275279,0.11244039336086123,0.525,0.425,0.45,0.12,0.525,0.6,0.15,0.12
41,48,taxa_falha_efetiva,0.03333333333333334,-0.01598555333294005,0.08265221999960673,0.525,0.425,0.45,0.12,0.525,0.6,0.45,0.03
41,49,taxa_falha_efetiva,0.029166666666666667,0.0010375496263094752,0.05729578370702386,0.525,0.425,0.45,0.12,0.525,0.6,0.45,0.075
41,50,taxa_falha_efetiva,0.008333333333333333,-0.03324817355273533,0.04991484021940199,0.525,0.425,0.45,0.12,0.525,0.6,0.45,0.12
42,9,taxa_falha_efetiva,0.008333333333333331,-0.06245672548835002,0.07912339215501668,0.525,0.425,0.75,0.03,0.25,0.425,0.15,0.03
42,21,taxa_falha_efetiva,0.005208333333333337,-0.02259330901874939,0.03300997568541606,0.525,0.425,0.75,0.03,0.25,0.6,0.45,0.03
42,24,taxa_falha_efetiva,0.0031250000000000045,-0.03491388447053193,0.04116388447053194,0.525,0.425,0.75,0.03,0.25,0.6,0.75,0.03
42,39,taxa_falha_efetiva,0.015625,-0.003418502260363474,0.03466850226036347,0.525,0.425,0.75,0.03,0.525,0.425,0.45,0.03
42,48,taxa_falha_efetiva,0.021875000000000002,-0.025434660295045344,0.06918466029504534,0.525,0.425,0.75,0.03,0.525,0.6,0.45,0.03
42,51,taxa_falha_efetiva,0.025,-0.01587065951664831,0.0658706595166483,0.525,0.425,0.75,0.03,0.525,0.6,0.75,0.03
43,9,taxa_falha_efetiva,0.012499999999999994,-0.05745720561026313,0.08245720561026312,0.525,0.425,0.75,0.075,0.25,0.425,0.15,0.03
43,10,taxa_falha_efetiva,0.0052083333333333304,-0.03283055113719861,0.04324721780386527,0.525,0.425,0.75,0.075,0.25,0.425,0.15,0.075
43,13,taxa_falha_efetiva,0.0010416666666666664,-0.06686964044520485,0.06895297377853818,0.525,0.425,0.75,0.075,0.25,0.425,0.45,0.075
43,15,taxa_falha_efetiva,0.0010416666666666664,-0.06729980346116501,0.06938313679449834,0.525,0.425,0.75,0.075,0.25,0.425,0.75,0.03
43,16,taxa_falha_efetiva,0.0031249999999999993,-0.037879882076699,0.044129882076699004,0.525,0.425,0.75,0.075,0.25,0.425,0.75,0.075
43,18,taxa_falha_efetiva,0.0020833333333333294,-0.028778086203746545,0.03294475287041321,0.525,0.425,0.75,0.075,0.25,0.6,0.15,0.03
43,19,taxa_falha_efetiva,0.0031249999999999924,-0.05773119604438039,0.06398119604438038,0.525,0.425,0.75,0.075,0.25,0.6,0.15,0.075
43,21,taxa_falha_efetiva,0.009375,-0.031629882076699006,0.05037988207669901,0.525,0.425,0.75,0.075,0.25,0.6,0.45,0.03
43,24,taxa_falha_efetiva,0.007291666666666667,-0.04854172424852199,0.06312505758185533,0.525,0.425,0.75,0.075,0.25,0.6,0.75,0.03
43,39,taxa_falha_efetiva,0.019791666666666662,-0.008009975685416063,0.04759330901874939,0.525,0.425,0.75,0.075,0.525,0.425,0.45,0.03
43,42,taxa_falha_efetiva,0.004166666666666662,-0.040800835408366,0.04913416874169933,0.525,0.425,0.75,0.075,0.525,0.425,0.75,0.03
43,46,taxa_falha_efetiva,0.004166666666666659,-0.05388612888571635,0.06221946221904967,0.525,0.425,0.75,0.075,0.525,0.6,0.15,0.075
43,48,taxa_falha_efetiva,0.026041666666666664,-0.05266309865655349,0.10474643198988681,0.525,0.425,0.75,0.075,0.525,0.6,0.45,0.03
43,49,taxa_falha_efetiva,0.021875,-0.05082968381013899,0.09457968381013898,0.525,0.425,0.75,0.075,0.525,0.6,0.45,0.075
43,51,taxa_falha_efetiva,0.029166666666666667,0.011212280552207524,0.04712105278112581,0.525,0.425,0.75,0.075,0.525,0.6,0.75,0.03
43,52,taxa_falha_efetiva,0.021875,-0.0013303376426977431,0.04508033764269774,0.525,0.425,0.75,0.075,0.525,0.6,0.75,0.075
44,9,taxa_falha_efetiva,0.01145833333333333,-0.07035017956172776,0.09326684622839443,0.525,0.425,0.75,0.12,0.25,0.425,0.15,0.03
44,10,taxa_falha_efetiva,0.004166666666666669,-0.03049633326990497,0.038829666603238305,0.525,0.425,0.75,0.12,0.25,0.425,0.15,0.075
44,13,taxa_falha_efetiva,3.469446951953614e-18,-0.06652160079307771,0.06652160079307771,0.525,0.425,0.75,0.12,0.25,0.425,0.45,0.075
44,15,taxa_falha_efetiva,5.204170427930421e-18,-0.05413451098438904,0.05413451098438905,0.525,0.425,0.75,0.12,0.25,0.425,0.75,0.03
44,16,taxa_falha_efetiva,0.002083333333333338,-0.028778086203746535,0.032944752870413214,0.525,0.425,0.75,0.12,0.25,0.425,0.75,0.075
44,17,taxa_falha_efetiva,0.0020833333333333363,-0.039321605846897076,0.043488272513563755,0.525,0.425,0.75,0.12,0.25,0.425,0.75,0.12
44,18,taxa_falha_efetiva,0.0010416666666666682,-0.04956034849063387,0.05164368182396721,0.525,0.425,0.75,0.12,0.25,0.6,0.15,0.03
44,19,taxa_falha_efetiva,0.002083333333333331,-0.05758753489074659,0.061754201557413256,0.525,0.425,0.75,0.12,0.25,0.6,0.15,0.075
44,20,taxa_falha_efetiva,0.0052083333333333304,-0.0094929494122138,0.019909616078880463,0.525,0.425,0.75,0.12,0.25,0.6,0.15,0.12
44,21,taxa_falha_efetiva,0.008333333333333338,-0.01873392215886119,0.035400588825527865,0.525,0.425,0.75,0.12,0.25,0.6,0.45,0.03
44,23,taxa_falha_efetiva,0.008333333333333337,-0.01762866609447184,0.03429533276113851,0.525,0.425,0.75,0.12,0.25,0.6,0.45,0.12
44,24,taxa_falha_efetiva,0.0062500000000000056,-0.03297417968227562,0.04547417968227563,0.525,0.425,0.75,0.12,0.25,0.6,0.75,0.03
44,26,taxa_falha_efetiva,0.008333333333333335,-0.021807486772477843,0.03847415343914451,0.525,0.425,0.75,0.12,0.25,0.6,0.75,0.12
44,39,taxa_falha_efetiva,0.018750000000000003,-0.010652565491094265,0.04815256549109427,0.525,0.425,0.75,0.12,0.525,0.425,0.45,0.03
44,42,taxa_falha_efetiva,0.003125000000000001,-0.03567664477638616,0.04192664477638616,0.525,0.425,0.75,0.12,0.525,0.425,0.75,0.03
44,46,taxa_falha_efetiva,0.0031249999999999976,-0.05297021364504696,0.059220213645046954,0.525,0.425,0.75,0.12,0.525,0.6,0.15,0.075
44,47,taxa_falha_efetiva,0.008333333333333333,-0.011185142179304995,0.02785180884597166,0.525,0.425,0.75,0.12,0.525,0.6,0.15,0.12
44,48,taxa_falha_efetiva,0.02500000000000001,-0.05763274472797772,0.10763274472797774,0.525,0.425,0.75,0.12,0.525,0.6,0.45,0.03
44,49,taxa_falha_efetiva,0.020833333333333336,-0.047427687714077855,0.08909435438074453,0.525,0.425,0.75,0.12,0.525,0.6,0.45,0.075
44,51,taxa_falha_efetiva,0.028125000000000004,-0.005844136047456115,0.062094136047456124,0.525,0.425,0.75,0.12,0.525,0.6,0.75,0.03
44,52,taxa_falha_efetiva,0.020833333333333336,0.007573140394648905,0.03409352627201777,0.525,0.425,0.75,0.12,0.525,0.6,0.75,0.075
44,53,taxa_falha_efetiva,0.01458333333333334,-0.015313427532239982,0.04448009419890667,0.525,0.425,0.75,0.12,0.525,0.6,0.75,0.12
45,18,taxa_falha_efetiva,0.004166666666666666,-0.058731951182619715,0.06706528451595305,0.525,0.6,0.15,0.03,0.25,0.6,0.15,0.03
49,48,taxa_falha_efetiva,0.004166666666666666,-0.033727491022405666,0.042060824355739,0.525,0.6,0.45,0.075,0.525,0.6,0.45,0.03
50,18,taxa_falha_efetiva,0.001041666666666663,-0.10835492507747986,0.11043825841081319,0.525,0.6,0.45,0.12,0.25,0.6,0.15,0.03
50,19,taxa_falha_efetiva,0.0020833333333333346,-0.11521504724944122,0.1193817139161079,0.525,0.6,0.45,0.12,0.25,0.6,0.15,0.075
50,20,taxa_falha_efetiva,0.005208333333333329,-0.10311142785027508,0.11352809451694174,0.525,0.6,0.45,0.12,0.25,0.6,0.15,0.12
50,21,taxa_falha_efetiva,0.008333333333333337,-0.06449720254228193,0.0811638692089486,0.525,0.6,0.45,0.12,0.25,0.6,0.45,0.03
50,23,taxa_falha_efetiva,0.008333333333333335,-0.07945809042283325,0.09612475708949991,0.525,0.6,0.45,0.12,0.25,0.6,0.45,0.12
50,46,taxa_falha_efetiva,0.003124999999999996,-0.037520970296313544,0.043770970296313536,0.525,0.6,0.45,0.12,0.525,0.6,0.15,0.075
50,47,taxa_falha_efetiva,0.008333333333333331,-0.09537347056995214,0.1120401372366188,0.525,0.6,0.45,0.12,0.525,0.6,0.15,0.12
50,48,taxa_falha_efetiva,0.025,-0.016581506886068638,0.06658150688606865,0.525,0.6,0.45,0.12,0.525,0.6,0.45,0.03
50,49,taxa_falha_efetiva,0.020833333333333336,-0.007295783707023867,0.04896245037369054,0.525,0.6,0.45,0.12,0.525,0.6,0.45,0.075
52,48,taxa_falha_efetiva,0.004166666666666664,-0.06906514241599672,0.07739847574933005,0.525,0.6,0.75,0.075,0.525,0.6,0.45,0.03
52,51,taxa_falha_efetiva,0.007291666666666665,-0.0194351066492939,0.03401843998262723,0.525,0.6,0.75,0.075,0.525,0.6,0.75,0.03
53,48,taxa_falha_efetiva,0.010416666666666664,-0.04826374491534897,0.0690970782486823,0.525,0.6,0.75,0.12,0.525,0.6,0.45,0.03
53,49,taxa_falha_efetiva,0.006249999999999997,-0.05116831971991872,0.06366831971991871,0.525,0.6,0.75,0.12,0.525,0.6,0.45,0.075
53,51,taxa_falha_efetiva,0.013541666666666664,0.0009910966089305227,0.026092236724402806,0.525,0.6,0.75,0.12,0.525,0.6,0.75,0.03
53,52,taxa_falha_efetiva,0.006249999999999999,-0.014363807642700222,0.02686380764270022,0.525,0.6,0.75,0.12,0.525,0.6,0.75,0.075
54,63,taxa_falha_efetiva,0.0125,-0.02042873750118591,0.04542873750118591,0.8,0.25,0.15,0.03,0.8,0.425,0.15,0.03
55,1,taxa_falha_efetiva,0.004166666666666669,-0.03049633326990497,0.038829666603238305,0.8,0.25,0.15,0.075,0.25,0.25,0.15,0.075
55,9,taxa_falha_efetiva,0.002083333333333333,-0.05272368183358589,0.056890348500252555,0.8,0.25,0.15,0.075,0.25,0.425,0.15,0.03
55,54,taxa_falha_efetiva,0.0072916666666666685,-0.01943510664929388,0.03401843998262721,0.8,0.25,0.15,0.075,0.8,0.25,0.15,0.03
55,63,taxa_falha_efetiva,0.01979166666666667,0.009846521962653338,0.029736811370680002,0.8,0.25,0.15,0.075,0.8,0.425,0.15,0.03
55,73,taxa_falha_efetiva,0.009375000000000001,-0.03233844219450572,0.05108844219450572,0.8,0.25,0.15,0.075,0.8,0.6,0.15,0.075
56,1,taxa_falha_efetiva,0.020833333333333332,-0.029659977047166355,0.07132664371383302,0.8,0.25,0.15,0.12,0.25,0.25,0.15,0.075
56,9,taxa_falha_efetiva,0.018749999999999996,-0.06414830324241813,0.10164830324241814,0.8,0.25,0.15,0.12,0.25,0.425,0.15,0.03
56,10,taxa_falha_efetiva,0.011458333333333333,-0.027719123068889163,0.05063578973555583,0.8,0.25,0.15,0.12,0.25,0.425,0.15,0.075
56,18,taxa_falha_efetiva,0.008333333333333331,-0.04068755128950401,0.057354217956170676,0.8,0.25,0.15,0.12,0.25,0.6,0.15,0.03
56,19,taxa_falha_efetiva,0.009374999999999994,-0.05384312338992636,0.07259312338992635,0.8,0.25,0.15,0.12,0.25,0.6,0.15,0.075
56,20,taxa_falha_efetiva,0.012499999999999994,0.00484422403734416,0.020155775962655827,0.8,0.25,0.15,0.12,0.25,0.6,0.15,0.12
56,27,taxa_falha_efetiva,0.012499999999999997,-0.05446069203393866,0.07946069203393866,0.8,0.25,0.15,0.12,0.525,0.25,0.15,0.03
