regra,limite,cenario,metrica,antes,depois,delta,N,incompletas,estatuto
dependente_estado,0.4,adaptativa,taxa_falha_efetiva,0.25937499999999997,0.1958333333333333,-0.06354166666666666,16,7,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,adaptativa,fracao_porta1,0.4302083333333333,0.332373210032256,-0.09783512330107737,16,7,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,adaptativa,p1_fuga,0.0,49893.625,49893.625,16,7,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,adaptativa,fracao_fuga_p1,0.0,0.728281240787912,0.728281240787912,16,7,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,adaptativa,N_req,140.9375,155.4375,14.5,16,7,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,adaptativa,TW,410.0625,348.25,-61.8125,16,7,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,adaptativa,TL,102.125,125.4375,23.3125,16,7,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,adaptativa,TU,47.0625,49933.8125,49886.75,16,7,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,adaptativa,TR,58.320586158168034,37.01550737521207,-21.305078782955967,16,7,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,adaptativa,retrabalho_sobre_esforco_total,0.14799177891965892,0.09914279362642116,-0.04884898529323775,16,7,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,atraso_relativo,3.0090263756150817,256.0,252.9909736243849,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,taxa_omissao,0.26875,0.11145833333333331,-0.15729166666666666,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,divida_latente_sobre_plano,0.09128964386347407,0.030208367012912296,-0.06108127685056178,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,taxa_falha_efetiva,0.30729166666666663,0.13541666666666663,-0.171875,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,fracao_porta1,0.5385416666666667,0.4241531329545524,-0.11438853371211427,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,p1_fuga,0.0,129225.625,129225.625,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,fracao_fuga_p1,0.0,0.9998754281536741,0.9998754281536741,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,N_req,0.0,0.0,0.0,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,TW,536.5625,314.125,-222.4375,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,TL,0.0,0.0,0.0,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,TU,126.9375,129370.5,129243.5625,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,TR,78.79686515338976,27.152327003778503,-51.644538149611265,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.4,centralizada,retrabalho_sobre_esforco_total,0.1908140677734686,0.07503363409884249,-0.11578043367462611,16,16,"CENSURADO: media ao teto, nao terminal"
dependente_estado,0.6,adaptativa,atraso_relativo,1.9582766392216686,1.9582766392216686,0.0,16,0,COMPLETO
dependente_estado,0.6,adaptativa,taxa_omissao,0.061458333333333295,0.061458333333333295,0.0,16,0,COMPLETO
dependente_estado,0.6,adaptativa,divida_latente_sobre_plano,0.02330482563352512,0.02330482563352512,0.0,16,0,COMPLETO
dependente_estado,0.6,adaptativa,taxa_falha_efetiva,0.25937499999999997,0.25937499999999997,0.0,16,0,COMPLETO
dependente_estado,0.6,adaptativa,fracao_porta1,0.4302083333333333,0.4302083333333333,0.0,16,0,COMPLETO
dependente_estado,0.6,adaptativa,p1_fuga,0.0,0.0,0.0,16,0,COMPLETO
dependente_estado,0.6,adaptativa,fracao_fuga_p1,0.0,0.0,0.0,16,0,COMPLETO
dependente_estado,0.6,adaptativa,N_req,140.9375,140.9375,0.0,16,0,COMPLETO
dependente_estado,0.6,adaptativa,TW,410.0625,410.0625,0.0,16,0,COMPLETO
dependente_estado,0.6,adaptativa,TL,102.125,102.125,0.0,16,0,COMPLETO
dependente_estado,0.6,adaptativa,TU,47.0625,47.0625,0.0,16,0,COMPLETO
dependente_estado,0.6,adaptativa,TR,58.320586158168034,58.320586158168034,0.0,16,0,COMPLETO
dependente_estado,0.6,adaptativa,retrabalho_sobre_esforco_total,0.14799177891965892,0.14799177891965892,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,atraso_relativo,3.0090263756150817,3.0090263756150817,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,taxa_omissao,0.26875,0.26875,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,divida_latente_sobre_plano,0.09128964386347407,0.09128964386347407,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,taxa_falha_efetiva,0.30729166666666663,0.30729166666666663,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,fracao_porta1,0.5385416666666667,0.5385416666666667,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,p1_fuga,0.0,0.0,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,fracao_fuga_p1,0.0,0.0,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,N_req,0.0,0.0,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,TW,536.5625,536.5625,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,TL,0.0,0.0,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,TU,126.9375,126.9375,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,TR,78.79686515338976,78.79686515338976,0.0,16,0,COMPLETO
dependente_estado,0.6,centralizada,retrabalho_sobre_esforco_total,0.1908140677734686,0.1908140677734686,0.0,16,0,COMPLETO
