modelo,metrica,termo,parcela,pct_contraste
legado,n_com_erro,D,-0.09375000000000214,1.0192525481313937
legado,n_com_erro,AB,-9.172494939517032e-15,9.972361429146489e-14
legado,n_com_erro,AC,1.0781249999999896,-11.721404303510647
legado,n_com_erro,AD,0.4114583333333369,-4.4733861834654975
legado,n_com_erro,BC,-6.305719835175694e-16,6.855595743792374e-15
legado,n_com_erro,BD,1.7254764361145871e-15,-1.8759426712004572e-14
legado,n_com_erro,CD,0.19791666666666397,-2.1517553793884194
legado,n_com_erro,ABC,5.171210681886862e-15,-5.6221543087331685e-14
legado,n_com_erro,ABD,3.3286452298201624e-15,-3.618912141140834e-14
legado,n_com_erro,ACD,-0.5572916666666623,6.058890147225321
legado,n_com_erro,BCD,-1.7566966400058468e-15,1.909885361727761e-14
legado,n_com_erro,ABCD,-1.272882262555915e-14,1.38388105555343e-13
