modelo,metrica,termo,parcela,ic95_inf,ic95_sup,pct_contraste,n_instancias
legado,TU,GN,-15.677083333333332,-23.291642760976977,-8.062523905689687,13.02917496320665,16
legado,TU,GB,0.0,0.0,0.0,-0.0,16
legado,TU,GC,3.302083333333256,-1.3471183682137773,7.951285034880289,-2.7443511384295096,16
legado,TU,GD,-0.2447916666665808,-5.272941931092233,4.783358597759071,0.20344558912641122,16
legado,TU,NB,0.0,0.0,0.0,-0.0,16
legado,TU,NC,6.5885416666665835,1.1019211457683467,12.075162187564821,-5.4757163881914295,16
legado,TU,ND,1.3489583333335426,-6.287259320541003,8.985175987208088,-1.1211150549737694,16
legado,TU,BC,-1.1846180864953187e-13,-1.323916780235494e-13,-1.0453193927551436e-13,9.845323894342534e-14,16
legado,TU,BD,8.885108119928277e-14,7.798384040653711e-14,9.971832199202843e-14,-7.384385590105745e-14,16
legado,TU,CD,0.4843749999999931,-5.748428280785546,6.717178280785531,-0.4025625486970768,16
legado,TU,GNB,-1.0734801358010711e-13,-1.2169727431352601e-13,-9.29987528466882e-14,8.921659859484272e-14,16
legado,TU,GNC,-6.968749999999931,-12.633917749626534,-1.3035822503733288,5.791706345770872,16
legado,TU,GND,-1.093750000000149,-8.686958937779393,6.499458937779094,0.9090122067354715,16
legado,TU,GBC,1.1822371785245406e-13,1.0432731774817957e-13,1.3212011795672853e-13,-9.825536242607211e-14,16
legado,TU,GBD,-6.961416397036993e-14,-7.639943502251621e-14,-6.282889291822365e-14,5.785611411267868e-14,16
legado,TU,GCD,-0.5468750000000804,-6.762798605756476,5.669048605756316,0.4545061033677406,16
legado,TU,NBC,1.1781735887820646e-13,1.0308194836114371e-13,1.3255276939526922e-13,-9.791763875255668e-14,16
legado,TU,NBD,-7.106887416526617e-14,-7.853634841899895e-14,-6.360139991153338e-14,5.906511920929402e-14,16
legado,TU,NCD,-1.5677083333334325,-8.853828303993307,5.718411637326441,1.3029174963207475,16
legado,TU,BCD,-2.5465740627339418e-15,-6.8813113801616e-15,1.7881632546937165e-15,2.1164497448052846e-15,16
legado,TU,GNBC,-5.1458837191376006e-14,-6.261515369032685e-14,-4.030252069242516e-14,4.276727876696474e-14,16
legado,TU,GNBD,1.3029276731598333e-13,1.127487179597232e-13,1.4783681667224346e-13,-1.0828591171616657e-13,16
legado,TU,GNCD,1.79166666666679,-5.410121027964541,8.993454361298122,-1.4890485672237195,16
legado,TU,GBCD,1.3453647917938127e-14,3.9453644322333124e-15,2.2961931403642944e-14,-1.1181284738308894e-14,16
legado,TU,NBCD,-6.770047485578818e-15,-1.6080211009570472e-14,2.5401160384128378e-15,5.6265653070345996e-15,16
legado,TU,GNBCD,-1.4241385848379196e-13,-1.5821798015349198e-13,-1.2660973681409193e-13,1.183597127040432e-13,16
legado,TR,G,-9.229806515060824,-12.830178215494422,-5.629434814627226,56.4292814028227,16
legado,TR,N,-6.4404513568841875,-9.507925778975899,-3.3729769347924754,39.375694537667584,16
legado,TR,B,0.0,0.0,0.0,-0.0,16
legado,TR,C,-1.6575759961244199,-4.2703859943674445,0.9552340021186048,10.134104347609139,16
legado,TR,D,-0.6666267539752186,-4.584963905819555,3.251710397869117,4.0756291726522695,16
legado,TR,GN,0.7446296217586919,-3.798861942068051,5.288121185585435,-4.55252386911187,16
legado,TR,GB,0.0,0.0,0.0,-0.0,16
legado,TR,GC,1.9076493793806708,-2.129123250083894,5.944422008845236,-11.663005445600348,16
legado,TR,GD,-2.1800828140609525,-7.372214421751552,3.0120487936296474,13.328611644823022,16
legado,TR,NB,0.0,0.0,0.0,-0.0,16
legado,TR,NC,1.2291878210635936,-2.9356848747462516,5.394060516873439,-7.515020530336969,16
legado,TR,ND,4.523605166116337,-0.08803435970710538,9.135244691939779,-27.656461536600165,16
legado,TR,BC,-1.2967108293195591e-14,-1.551866459542347e-14,-1.041555199096771e-14,7.927843359052126e-14,16
legado,TR,BD,2.3067569509638453e-14,1.9774455820699518e-14,2.6360683198577388e-14,-1.4103073222764986e-13,16
legado,TR,CD,1.3969110762623815,-3.6671893086995517,6.461011461224315,-8.540448609459327,16
legado,TR,GNB,-7.174756104420399e-14,-7.869585137693833e-14,-6.479927071146965e-14,4.386509408970971e-13,16
legado,TR,GNC,-3.1270421762419853,-8.975467017193742,2.7213826647097714,19.11814106110666,16
legado,TR,GND,-1.3200641929370565,-6.626602567645481,3.9864741817713676,8.070621382093437,16
legado,TR,GBC,9.765886213684984e-15,4.690575936560352e-15,1.4841196490809615e-14,-5.970677071082081e-14,16
legado,TR,GBD,-1.286146386055975e-14,-1.6273231269031396e-14,-9.449696452088103e-15,7.863254362434247e-14,16
legado,TR,GCD,0.33930906402113936,-5.5249673879461145,6.203585515988394,-2.0744710763908225,16
legado,TR,NBC,1.5012560830850905e-14,1.2170043863139316e-14,1.7855077798562492e-14,-9.178394133384461e-14,16
legado,TR,NBD,-4.09719104718445e-14,-4.4835787243976366e-14,-3.7108033699712637e-14,2.504944672300897e-13,16
legado,TR,NCD,-2.645177724668059,-9.06619871615024,3.7758432668141215,16.172113461122592,16
legado,TR,BCD,-2.8434351206834304e-14,-3.22204136376721e-14,-2.464828877599651e-14,1.738422146920347e-13,16
legado,TR,GNBC,-2.6645352591003757e-15,-1.1284586322908317e-14,5.9555158047075655e-15,1.6290461744584832e-14,16
legado,TR,GNBD,9.373523184729164e-14,8.463765640986347e-14,1.028328072847198e-13,-5.730793778437935e-13,16
legado,TR,GNCD,0.7691220542199015,-5.026669652825762,6.564913761265566,-4.702265942397805,16
legado,TR,GBCD,3.491928997779501e-14,2.7071931299024433e-14,4.276664865656559e-14,-2.1348989681727643e-13,16
legado,TR,NBCD,4.588156311027971e-14,3.8886759904544336e-14,5.287636631601509e-14,-2.805111495811547e-13,16
legado,TR,GNBCD,-1.474376176702208e-13,-1.6150278205860993e-13,-1.3337245328183165e-13,9.014055498670274e-13,16
legado,taxa_omissao,G,-0.009635416666666665,-0.020058011671187016,0.0007871783378536872,6.285390713476783,16
legado,taxa_omissao,N,-0.0034722222222222203,-0.013434569245443468,0.006490124800999027,2.2650056625141555,16
legado,taxa_omissao,B,0.0,0.0,0.0,-0.0,16
legado,taxa_omissao,C,-0.15425347222222213,-0.16155733756727497,-0.1469496068771693,100.62287655719135,16
legado,taxa_omissao,D,-0.0015625000000000244,-0.012844473037209505,0.009719473037209457,1.0192525481313863,16
legado,taxa_omissao,GN,-0.0032118055555555546,-0.015989736060555607,0.009566124949444496,2.095130237825594,16
legado,taxa_omissao,GB,0.0,0.0,0.0,-0.0,16
