reporte,celula,metrica,media,ic95_inferior,ic95_superior,n_instancias
adaptativa,AA,atraso_relativo,2.0373813983341833,1.7734917939251005,2.3012710027432663,16
adaptativa,AA,taxa_omissao,0.08428819444444444,0.0765039334367004,0.09207245545218848,16
adaptativa,AA,divida_latente_sobre_plano,0.025457608424232565,0.02297190322204099,0.02794331362642414,16
adaptativa,AA,taxa_falha_efetiva,0.3189236111111111,0.2964693692083124,0.3413778530139098,16
adaptativa,AA,fracao_porta1,0.5204861111111112,0.45863357891696677,0.5823386433052556,16
adaptativa,AA,mu_cog_medio,0.7924010920871258,0.7648903995635673,0.8199117846106844,16
adaptativa,AA,mu_rede_medio,0.8904991278757382,0.8722817152220506,0.9087165405294257,16
adaptativa,AA,duracao_efetiva_media,7.216927083333333,6.83123364399117,7.602620522675497,16
adaptativa,AA,N_req,141.97395833333334,124.9344333641593,159.01348330250738,16
adaptativa,AA,N_fail,39.114583333333336,33.13306678820244,45.09609987846423,16
adaptativa,AA,N_success,102.859375,89.09998417086118,116.61876582913882,16
adaptativa,AA,N_blocked,0.020833333333333332,-0.013562785805135934,0.055229452471802595,16
adaptativa,AC,atraso_relativo,2.2096123206752503,1.9042650732392574,2.514959568111243,16
adaptativa,AC,taxa_omissao,0.08550347222222222,0.07866167236833142,0.09234527207611302,16
adaptativa,AC,divida_latente_sobre_plano,0.025906724489563656,0.023771614151182202,0.02804183482794511,16
adaptativa,AC,taxa_falha_efetiva,0.3310763888888889,0.3090142333735298,0.353138544404248,16
adaptativa,AC,fracao_porta1,0.5670138888888889,0.5063379161778697,0.6276898615999081,16
adaptativa,AC,mu_cog_medio,0.7659432765317316,0.7409368686703574,0.7909496843931058,16
adaptativa,AC,mu_rede_medio,0.811955520783505,0.7943258576177732,0.8295851839492367,16
adaptativa,AC,duracao_efetiva_media,8.089756944444444,7.67095439583609,8.508559493052797,16
adaptativa,AC,N_req,129.58854166666669,114.3897076689174,144.78737566441598,16
adaptativa,AC,N_fail,39.203125,33.06969759481526,45.33655240518474,16
adaptativa,AC,N_success,90.38541666666667,78.395762168377,102.37507116495634,16
adaptativa,AC,N_blocked,0.0,0.0,0.0,16
adaptativa,CA,atraso_relativo,2.1713302765539932,1.8912037794211805,2.451456773686806,16
adaptativa,CA,taxa_omissao,0.08854166666666667,0.07920952912237979,0.09787380421095355,16
adaptativa,CA,divida_latente_sobre_plano,0.02722007512253534,0.024176180001746737,0.030263970243323942,16
adaptativa,CA,taxa_falha_efetiva,0.33315972222222223,0.30935411301076104,0.3569653314336834,16
adaptativa,CA,fracao_porta1,0.595920138888889,0.538944381130443,0.6528958966473349,16
adaptativa,CA,mu_cog_medio,0.7644994702813216,0.7407872779393123,0.7882116626233309,16
adaptativa,CA,mu_rede_medio,0.828679469419376,0.8177137407499406,0.8396451980888113,16
adaptativa,CA,duracao_efetiva_media,7.903038194444445,7.5205959367496975,8.285480452139192,16
adaptativa,CA,N_req,0.0,0.0,0.0,16
adaptativa,CA,N_fail,0.0,0.0,0.0,16
adaptativa,CA,N_success,0.0,0.0,0.0,16
adaptativa,CA,N_blocked,146.828125,130.8064037723388,162.8498462276612,16
adaptativa,CC,atraso_relativo,2.469995843957269,2.1569307985048582,2.7830608894096796,16
adaptativa,CC,taxa_omissao,0.09010416666666667,0.079878197225909,0.10033013610742433,16
adaptativa,CC,divida_latente_sobre_plano,0.02898476702873472,0.02604101552439271,0.03192851853307673,16
adaptativa,CC,taxa_falha_efetiva,0.3534722222222222,0.3269554915177663,0.37998895292667806,16
adaptativa,CC,fracao_porta1,0.6394965277777778,0.5812678267564557,0.6977252287990998,16
adaptativa,CC,mu_cog_medio,0.7333549105707696,0.7124057286523253,0.7543040924892139,16
adaptativa,CC,mu_rede_medio,0.6908288290959916,0.6745935258012744,0.7070641323907089,16
