reporte,metrica,contraste,arquivo,delta
adaptativa,taxa_falha_efetiva,portao_rede_A,j6019_1.sm,0.01805555555555556
adaptativa,taxa_falha_efetiva,portao_rede_A,j6021_1.sm,-0.036111111111111115
adaptativa,taxa_falha_efetiva,portao_rede_A,j6024_1.sm,0.012499999999999997
adaptativa,taxa_falha_efetiva,portao_rede_A,j6027_1.sm,-0.013888888888888886
adaptativa,taxa_falha_efetiva,portao_rede_A,j602_1.sm,-0.040277777777777794
adaptativa,taxa_falha_efetiva,portao_rede_A,j6032_1.sm,-0.01388888888888889
adaptativa,taxa_falha_efetiva,portao_rede_A,j6035_1.sm,0.0013888888888888794
adaptativa,taxa_falha_efetiva,portao_rede_A,j6038_1.sm,-0.03888888888888889
adaptativa,taxa_falha_efetiva,portao_rede_A,j6040_1.sm,-0.04861111111111111
adaptativa,taxa_falha_efetiva,portao_rede_A,j6043_1.sm,0.002777777777777777
adaptativa,taxa_falha_efetiva,portao_rede_A,j6046_1.sm,-0.009722222222222224
adaptativa,taxa_falha_efetiva,portao_rede_A,j604_1.sm,-0.026388888888888892
adaptativa,taxa_falha_efetiva,portao_rede_A,j607_1.sm,-0.012499999999999997
adaptativa,taxa_falha_efetiva,rede_portao_A,j6010_1.sm,-0.02777777777777778
adaptativa,taxa_falha_efetiva,rede_portao_A,j6013_1.sm,0.006944444444444452
adaptativa,taxa_falha_efetiva,rede_portao_A,j6016_1.sm,-0.026388888888888903
adaptativa,taxa_falha_efetiva,rede_portao_A,j6019_1.sm,0.013888888888888893
adaptativa,taxa_falha_efetiva,rede_portao_A,j6021_1.sm,-0.019444444444444448
adaptativa,taxa_falha_efetiva,rede_portao_A,j6024_1.sm,-0.018055555555555557
adaptativa,taxa_falha_efetiva,rede_portao_A,j6027_1.sm,-0.00833333333333333
adaptativa,taxa_falha_efetiva,rede_portao_A,j602_1.sm,-0.00833333333333334
adaptativa,taxa_falha_efetiva,rede_portao_A,j6032_1.sm,-0.009722222222222235
adaptativa,taxa_falha_efetiva,rede_portao_A,j6035_1.sm,0.033333333333333326
adaptativa,taxa_falha_efetiva,rede_portao_A,j6038_1.sm,-0.020833333333333332
adaptativa,taxa_falha_efetiva,rede_portao_A,j6040_1.sm,-0.05000000000000001
adaptativa,taxa_falha_efetiva,rede_portao_A,j6043_1.sm,-0.008333333333333331
adaptativa,taxa_falha_efetiva,rede_portao_A,j6046_1.sm,-0.02777777777777778
adaptativa,taxa_falha_efetiva,rede_portao_A,j604_1.sm,0.00694444444444445
adaptativa,taxa_falha_efetiva,rede_portao_A,j607_1.sm,-0.030555555555555558
adaptativa,fracao_porta1,portao,j6010_1.sm,-0.10555555555555556
adaptativa,fracao_porta1,portao,j6013_1.sm,-0.023611111111111093
adaptativa,fracao_porta1,portao,j6016_1.sm,-0.030555555555555558
adaptativa,fracao_porta1,portao,j6019_1.sm,-0.07638888888888888
adaptativa,fracao_porta1,portao,j6021_1.sm,-0.036111111111111115
adaptativa,fracao_porta1,portao,j6024_1.sm,-0.07083333333333335
adaptativa,fracao_porta1,portao,j6027_1.sm,-0.030555555555555555
adaptativa,fracao_porta1,portao,j602_1.sm,-0.05833333333333333
adaptativa,fracao_porta1,portao,j6032_1.sm,-0.10138888888888888
adaptativa,fracao_porta1,portao,j6035_1.sm,-0.1347222222222222
adaptativa,fracao_porta1,portao,j6038_1.sm,-0.06805555555555555
adaptativa,fracao_porta1,portao,j6040_1.sm,-0.07777777777777779
adaptativa,fracao_porta1,portao,j6043_1.sm,-0.07777777777777778
adaptativa,fracao_porta1,portao,j6046_1.sm,-0.07500000000000002
adaptativa,fracao_porta1,portao,j604_1.sm,-0.07222222222222223
adaptativa,fracao_porta1,portao,j607_1.sm,-0.12083333333333333
adaptativa,fracao_porta1,rede,j6010_1.sm,-0.05416666666666666
adaptativa,fracao_porta1,rede,j6013_1.sm,-0.026388888888888875
adaptativa,fracao_porta1,rede,j6016_1.sm,-0.020833333333333325
adaptativa,fracao_porta1,rede,j6019_1.sm,-0.04583333333333336
adaptativa,fracao_porta1,rede,j6021_1.sm,-0.03194444444444444
adaptativa,fracao_porta1,rede,j6024_1.sm,-0.052777777777777785
adaptativa,fracao_porta1,rede,j6027_1.sm,-0.01805555555555556
adaptativa,fracao_porta1,rede,j602_1.sm,-0.04444444444444445
adaptativa,fracao_porta1,rede,j6032_1.sm,-0.045833333333333316
adaptativa,fracao_porta1,rede,j6035_1.sm,-0.05277777777777776
adaptativa,fracao_porta1,rede,j6038_1.sm,-0.02638888888888889
adaptativa,fracao_porta1,rede,j6040_1.sm,-0.05000000000000001
adaptativa,fracao_porta1,rede,j6043_1.sm,-0.023611111111111114
adaptativa,fracao_porta1,rede,j6046_1.sm,-0.04166666666666668
adaptativa,fracao_porta1,rede,j604_1.sm,-0.0638888888888889
adaptativa,fracao_porta1,rede,j607_1.sm,-0.0986111111111111
adaptativa,fracao_porta1,interacao,j6010_1.sm,0.02499999999999998
adaptativa,fracao_porta1,interacao,j6013_1.sm,-0.026388888888888917
adaptativa,fracao_porta1,interacao,j6016_1.sm,-0.00833333333333334
adaptativa,fracao_porta1,interacao,j6019_1.sm,0.02361111111111111
adaptativa,fracao_porta1,interacao,j6021_1.sm,-0.026388888888888896
adaptativa,fracao_porta1,interacao,j6024_1.sm,-0.011111111111111108
adaptativa,fracao_porta1,interacao,j6027_1.sm,-0.016666666666666677
adaptativa,fracao_porta1,interacao,j602_1.sm,-0.038888888888888876
adaptativa,fracao_porta1,interacao,j6032_1.sm,0.0013888888888888746
adaptativa,fracao_porta1,interacao,j6035_1.sm,0.07638888888888885
adaptativa,fracao_porta1,interacao,j6038_1.sm,-0.04444444444444445
adaptativa,fracao_porta1,interacao,j6040_1.sm,-0.009722222222222202
adaptativa,fracao_porta1,interacao,j6043_1.sm,-0.016666666666666673
adaptativa,fracao_porta1,interacao,j6046_1.sm,0.026388888888888924
adaptativa,fracao_porta1,interacao,j604_1.sm,-0.02222222222222219
adaptativa,fracao_porta1,interacao,j607_1.sm,0.020833333333333315
adaptativa,fracao_porta1,total,j6010_1.sm,-0.13472222222222222
adaptativa,fracao_porta1,total,j6013_1.sm,-0.07638888888888888
adaptativa,fracao_porta1,total,j6016_1.sm,-0.059722222222222225
adaptativa,fracao_porta1,total,j6019_1.sm,-0.09861111111111111
adaptativa,fracao_porta1,total,j6021_1.sm,-0.09444444444444444
adaptativa,fracao_porta1,total,j6024_1.sm,-0.13472222222222222
adaptativa,fracao_porta1,total,j6027_1.sm,-0.06527777777777778
adaptativa,fracao_porta1,total,j602_1.sm,-0.14166666666666666
adaptativa,fracao_porta1,total,j6032_1.sm,-0.14583333333333331
adaptativa,fracao_porta1,total,j6035_1.sm,-0.11111111111111109
adaptativa,fracao_porta1,total,j6038_1.sm,-0.13888888888888892
adaptativa,fracao_porta1,total,j6040_1.sm,-0.1375
adaptativa,fracao_porta1,total,j6043_1.sm,-0.11805555555555557
adaptativa,fracao_porta1,total,j6046_1.sm,-0.09027777777777778
adaptativa,fracao_porta1,total,j604_1.sm,-0.15833333333333333
adaptativa,fracao_porta1,total,j607_1.sm,-0.1986111111111111
adaptativa,fracao_porta1,portao_rede_A,j6010_1.sm,-0.08055555555555556
adaptativa,fracao_porta1,portao_rede_A,j6013_1.sm,-0.05000000000000001
adaptativa,fracao_porta1,portao_rede_A,j6016_1.sm,-0.038888888888888896
adaptativa,fracao_porta1,portao_rede_A,j6019_1.sm,-0.05277777777777776
adaptativa,fracao_porta1,portao_rede_A,j6021_1.sm,-0.0625
adaptativa,fracao_porta1,portao_rede_A,j6024_1.sm,-0.08194444444444444
adaptativa,fracao_porta1,portao_rede_A,j6027_1.sm,-0.04722222222222222
adaptativa,fracao_porta1,portao_rede_A,j602_1.sm,-0.09722222222222221
adaptativa,fracao_porta1,portao_rede_A,j6032_1.sm,-0.09999999999999999
adaptativa,fracao_porta1,portao_rede_A,j6035_1.sm,-0.05833333333333335
adaptativa,fracao_porta1,portao_rede_A,j6038_1.sm,-0.1125
adaptativa,fracao_porta1,portao_rede_A,j6040_1.sm,-0.08750000000000001
adaptativa,fracao_porta1,portao_rede_A,j6043_1.sm,-0.09444444444444444
adaptativa,fracao_porta1,portao_rede_A,j6046_1.sm,-0.048611111111111105
adaptativa,fracao_porta1,portao_rede_A,j604_1.sm,-0.09444444444444443
adaptativa,fracao_porta1,portao_rede_A,j607_1.sm,-0.10000000000000002
adaptativa,fracao_porta1,rede_portao_A,j6010_1.sm,-0.029166666666666678
adaptativa,fracao_porta1,rede_portao_A,j6013_1.sm,-0.052777777777777785
adaptativa,fracao_porta1,rede_portao_A,j6016_1.sm,-0.029166666666666664
adaptativa,fracao_porta1,rede_portao_A,j6019_1.sm,-0.022222222222222244
adaptativa,fracao_porta1,rede_portao_A,j6021_1.sm,-0.05833333333333333
adaptativa,fracao_porta1,rede_portao_A,j6024_1.sm,-0.0638888888888889
adaptativa,fracao_porta1,rede_portao_A,j6027_1.sm,-0.03472222222222223
adaptativa,fracao_porta1,rede_portao_A,j602_1.sm,-0.08333333333333333
adaptativa,fracao_porta1,rede_portao_A,j6032_1.sm,-0.044444444444444446
adaptativa,fracao_porta1,rede_portao_A,j6035_1.sm,0.0236111111111111
adaptativa,fracao_porta1,rede_portao_A,j6038_1.sm,-0.07083333333333335
adaptativa,fracao_porta1,rede_portao_A,j6040_1.sm,-0.05972222222222221
adaptativa,fracao_porta1,rede_portao_A,j6043_1.sm,-0.04027777777777778
adaptativa,fracao_porta1,rede_portao_A,j6046_1.sm,-0.015277777777777756
adaptativa,fracao_porta1,rede_portao_A,j604_1.sm,-0.0861111111111111
adaptativa,fracao_porta1,rede_portao_A,j607_1.sm,-0.07777777777777777
adaptativa,mu_cog_medio,portao,j6010_1.sm,0.04585717651714167
adaptativa,mu_cog_medio,portao,j6013_1.sm,0.009116939013834433
adaptativa,mu_cog_medio,portao,j6016_1.sm,0.01890458898232465
adaptativa,mu_cog_medio,portao,j6019_1.sm,0.025266493478572478
adaptativa,mu_cog_medio,portao,j6021_1.sm,0.016973564946291337
adaptativa,mu_cog_medio,portao,j6024_1.sm,0.031112115574198424
adaptativa,mu_cog_medio,portao,j6027_1.sm,0.03708523605808859
adaptativa,mu_cog_medio,portao,j602_1.sm,0.022744666300992172
adaptativa,mu_cog_medio,portao,j6032_1.sm,0.03519372378411528
adaptativa,mu_cog_medio,portao,j6035_1.sm,0.05549853317081508
adaptativa,mu_cog_medio,portao,j6038_1.sm,0.0321291195369035
adaptativa,mu_cog_medio,portao,j6040_1.sm,0.03276462482734827
adaptativa,mu_cog_medio,portao,j6043_1.sm,0.05685327072961777
adaptativa,mu_cog_medio,portao,j6046_1.sm,0.03894906219802913
adaptativa,mu_cog_medio,portao,j604_1.sm,0.028343796146023864
adaptativa,mu_cog_medio,portao,j607_1.sm,0.034620944111092795
adaptativa,mu_cog_medio,rede,j6010_1.sm,0.04323791536524252
adaptativa,mu_cog_medio,rede,j6013_1.sm,0.012538026572495234
adaptativa,mu_cog_medio,rede,j6016_1.sm,0.01930906042446977
adaptativa,mu_cog_medio,rede,j6019_1.sm,0.01881911065689097
adaptativa,mu_cog_medio,rede,j6021_1.sm,0.019595668050805325
adaptativa,mu_cog_medio,rede,j6024_1.sm,0.04530717622627681
adaptativa,mu_cog_medio,rede,j6027_1.sm,0.0392744724513322
adaptativa,mu_cog_medio,rede,j602_1.sm,0.03198224675857644
adaptativa,mu_cog_medio,rede,j6032_1.sm,0.033170526197841554
adaptativa,mu_cog_medio,rede,j6035_1.sm,0.039955642359930856
adaptativa,mu_cog_medio,rede,j6038_1.sm,0.022271823596622137
adaptativa,mu_cog_medio,rede,j6040_1.sm,0.03823416246721425
adaptativa,mu_cog_medio,rede,j6043_1.sm,0.03317827318699193
adaptativa,mu_cog_medio,rede,j6046_1.sm,0.028030682363404686
adaptativa,mu_cog_medio,rede,j604_1.sm,0.030080083790504402
adaptativa,mu_cog_medio,rede,j607_1.sm,0.043328084900232704
adaptativa,mu_cog_medio,interacao,j6010_1.sm,-0.006443384472477137
adaptativa,mu_cog_medio,interacao,j6013_1.sm,0.00012372616423254415
adaptativa,mu_cog_medio,interacao,j6016_1.sm,-0.003903821168908509
adaptativa,mu_cog_medio,interacao,j6019_1.sm,-0.00901229000367749
adaptativa,mu_cog_medio,interacao,j6021_1.sm,0.0012990920686861511
adaptativa,mu_cog_medio,interacao,j6024_1.sm,0.007733315890505142
adaptativa,mu_cog_medio,interacao,j6027_1.sm,-0.00688039307102975
adaptativa,mu_cog_medio,interacao,j602_1.sm,-0.0005634290058002626
adaptativa,mu_cog_medio,interacao,j6032_1.sm,-0.00041759207915822066
adaptativa,mu_cog_medio,interacao,j6035_1.sm,-0.03163190893376768
adaptativa,mu_cog_medio,interacao,j6038_1.sm,0.007030488499924298
adaptativa,mu_cog_medio,interacao,j6040_1.sm,0.0022759806758471204
adaptativa,mu_cog_medio,interacao,j6043_1.sm,-0.01283637052769393
adaptativa,mu_cog_medio,interacao,j6046_1.sm,-0.012616490150383889
adaptativa,mu_cog_medio,interacao,j604_1.sm,0.00749445657847538
adaptativa,mu_cog_medio,interacao,j607_1.sm,-0.0166392869472958
adaptativa,mu_cog_medio,total,j6010_1.sm,0.08265170740990706
adaptativa,mu_cog_medio,total,j6013_1.sm,0.021778691750562212
adaptativa,mu_cog_medio,total,j6016_1.sm,0.03430982823788591
adaptativa,mu_cog_medio,total,j6019_1.sm,0.03507331413178596
adaptativa,mu_cog_medio,total,j6021_1.sm,0.03786832506578281
adaptativa,mu_cog_medio,total,j6024_1.sm,0.08415260769098037
adaptativa,mu_cog_medio,total,j6027_1.sm,0.06947931543839105
adaptativa,mu_cog_medio,total,j602_1.sm,0.05416348405376834
adaptativa,mu_cog_medio,total,j6032_1.sm,0.06794665790279862
adaptativa,mu_cog_medio,total,j6035_1.sm,0.06382226659697826
adaptativa,mu_cog_medio,total,j6038_1.sm,0.06143143163344993
adaptativa,mu_cog_medio,total,j6040_1.sm,0.07327476797040965
adaptativa,mu_cog_medio,total,j6043_1.sm,0.07719517338891578
adaptativa,mu_cog_medio,total,j6046_1.sm,0.05436325441104992
adaptativa,mu_cog_medio,total,j604_1.sm,0.06591833651500364
adaptativa,mu_cog_medio,total,j607_1.sm,0.0613097420640297
adaptativa,mu_cog_medio,portao_rede_A,j6010_1.sm,0.03941379204466453
adaptativa,mu_cog_medio,portao_rede_A,j6013_1.sm,0.009240665178066978
adaptativa,mu_cog_medio,portao_rede_A,j6016_1.sm,0.015000767813416138
adaptativa,mu_cog_medio,portao_rede_A,j6019_1.sm,0.01625420347489499
adaptativa,mu_cog_medio,portao_rede_A,j6021_1.sm,0.01827265701497749
adaptativa,mu_cog_medio,portao_rede_A,j6024_1.sm,0.03884543146470357
adaptativa,mu_cog_medio,portao_rede_A,j6027_1.sm,0.030204842987058843
adaptativa,mu_cog_medio,portao_rede_A,j602_1.sm,0.02218123729519191
adaptativa,mu_cog_medio,portao_rede_A,j6032_1.sm,0.03477613170495706
adaptativa,mu_cog_medio,portao_rede_A,j6035_1.sm,0.023866624237047402
adaptativa,mu_cog_medio,portao_rede_A,j6038_1.sm,0.039159608036827796
adaptativa,mu_cog_medio,portao_rede_A,j6040_1.sm,0.0350406055031954
adaptativa,mu_cog_medio,portao_rede_A,j6043_1.sm,0.04401690020192384
adaptativa,mu_cog_medio,portao_rede_A,j6046_1.sm,0.026332572047645237
adaptativa,mu_cog_medio,portao_rede_A,j604_1.sm,0.035838252724499246
adaptativa,mu_cog_medio,portao_rede_A,j607_1.sm,0.017981657163797
adaptativa,mu_cog_medio,rede_portao_A,j6010_1.sm,0.03679453089276538
adaptativa,mu_cog_medio,rede_portao_A,j6013_1.sm,0.01266175273672778
adaptativa,mu_cog_medio,rede_portao_A,j6016_1.sm,0.015405239255561263
adaptativa,mu_cog_medio,rede_portao_A,j6019_1.sm,0.009806820653213477
adaptativa,mu_cog_medio,rede_portao_A,j6021_1.sm,0.020894760119491474
adaptativa,mu_cog_medio,rede_portao_A,j6024_1.sm,0.05304049211678195
adaptativa,mu_cog_medio,rede_portao_A,j6027_1.sm,0.03239407938030245
adaptativa,mu_cog_medio,rede_portao_A,j602_1.sm,0.03141881775277617
adaptativa,mu_cog_medio,rede_portao_A,j6032_1.sm,0.03275293411868333
adaptativa,mu_cog_medio,rede_portao_A,j6035_1.sm,0.00832373342616318
adaptativa,mu_cog_medio,rede_portao_A,j6038_1.sm,0.029302312096546435
adaptativa,mu_cog_medio,rede_portao_A,j6040_1.sm,0.04051014314306137
adaptativa,mu_cog_medio,rede_portao_A,j6043_1.sm,0.020341902659298
adaptativa,mu_cog_medio,rede_portao_A,j6046_1.sm,0.015414192213020797
adaptativa,mu_cog_medio,rede_portao_A,j604_1.sm,0.03757454036897978
adaptativa,mu_cog_medio,rede_portao_A,j607_1.sm,0.0266887979529369
adaptativa,mu_rede_medio,portao,j6010_1.sm,0.10912476398396503
adaptativa,mu_rede_medio,portao,j6013_1.sm,0.13404602190554069
adaptativa,mu_rede_medio,portao,j6016_1.sm,0.13888149929729554
adaptativa,mu_rede_medio,portao,j6019_1.sm,0.11565668546272811
adaptativa,mu_rede_medio,portao,j6021_1.sm,0.11459369868660507
adaptativa,mu_rede_medio,portao,j6024_1.sm,0.10276407779840498
adaptativa,mu_rede_medio,portao,j6027_1.sm,0.1045264244988432
adaptativa,mu_rede_medio,portao,j602_1.sm,0.11854373716485982
adaptativa,mu_rede_medio,portao,j6032_1.sm,0.11684700352057958
adaptativa,mu_rede_medio,portao,j6035_1.sm,0.14062644704548638
adaptativa,mu_rede_medio,portao,j6038_1.sm,0.11462510878751198
adaptativa,mu_rede_medio,portao,j6040_1.sm,0.11303418292988021
adaptativa,mu_rede_medio,portao,j6043_1.sm,0.13209460958061178
adaptativa,mu_rede_medio,portao,j6046_1.sm,0.13744856501261013
adaptativa,mu_rede_medio,portao,j604_1.sm,0.12797761668996246
adaptativa,mu_rede_medio,portao,j607_1.sm,0.11723662463533031
adaptativa,mu_rede_medio,rede,j6010_1.sm,0.12390365983684119
adaptativa,mu_rede_medio,rede,j6013_1.sm,0.13200201199665235
adaptativa,mu_rede_medio,rede,j6016_1.sm,0.1566677558736336
adaptativa,mu_rede_medio,rede,j6019_1.sm,0.13721694496685205
adaptativa,mu_rede_medio,rede,j6021_1.sm,0.12789192170590538
adaptativa,mu_rede_medio,rede,j6024_1.sm,0.13974858220270636
adaptativa,mu_rede_medio,rede,j6027_1.sm,0.12976469707376337
adaptativa,mu_rede_medio,rede,j602_1.sm,0.15058877766176967
adaptativa,mu_rede_medio,rede,j6032_1.sm,0.15262880818343386
adaptativa,mu_rede_medio,rede,j6035_1.sm,0.1395162473454217
adaptativa,mu_rede_medio,rede,j6038_1.sm,0.13204466559793623
adaptativa,mu_rede_medio,rede,j6040_1.sm,0.14173511664546104
adaptativa,mu_rede_medio,rede,j6043_1.sm,0.1190662248747335
adaptativa,mu_rede_medio,rede,j6046_1.sm,0.12321136452867221
adaptativa,mu_rede_medio,rede,j604_1.sm,0.14766382008461879
adaptativa,mu_rede_medio,rede,j607_1.sm,0.15195964659575142
adaptativa,mu_rede_medio,interacao,j6010_1.sm,-0.04936064722860606
adaptativa,mu_rede_medio,interacao,j6013_1.sm,-0.033467133038266206
adaptativa,mu_rede_medio,interacao,j6016_1.sm,-0.08641415421782028
adaptativa,mu_rede_medio,interacao,j6019_1.sm,-0.06260380793900173
adaptativa,mu_rede_medio,interacao,j6021_1.sm,-0.03066335607633437
adaptativa,mu_rede_medio,interacao,j6024_1.sm,-0.04251213389331202
adaptativa,mu_rede_medio,interacao,j6027_1.sm,-0.036054665379102145
adaptativa,mu_rede_medio,interacao,j602_1.sm,-0.06420791900405609
adaptativa,mu_rede_medio,interacao,j6032_1.sm,-0.07666627604208374
adaptativa,mu_rede_medio,interacao,j6035_1.sm,-0.08029649445562885
adaptativa,mu_rede_medio,interacao,j6038_1.sm,-0.05103330730504368
adaptativa,mu_rede_medio,interacao,j6040_1.sm,-0.05574028903682216
adaptativa,mu_rede_medio,interacao,j6043_1.sm,-0.059141489481304134
adaptativa,mu_rede_medio,interacao,j6046_1.sm,-0.07121176363798472
adaptativa,mu_rede_medio,interacao,j604_1.sm,-0.07580399092120184
adaptativa,mu_rede_medio,interacao,j607_1.sm,-0.07373510404185407
adaptativa,mu_rede_medio,total,j6010_1.sm,0.18366777659220015
adaptativa,mu_rede_medio,total,j6013_1.sm,0.23258090086392683
adaptativa,mu_rede_medio,total,j6016_1.sm,0.20913510095310892
adaptativa,mu_rede_medio,total,j6019_1.sm,0.19026982249057842
adaptativa,mu_rede_medio,total,j6021_1.sm,0.2118222643161761
adaptativa,mu_rede_medio,total,j6024_1.sm,0.2000005261077993
adaptativa,mu_rede_medio,total,j6027_1.sm,0.19823645619350447
adaptativa,mu_rede_medio,total,j602_1.sm,0.20492459582257339
adaptativa,mu_rede_medio,total,j6032_1.sm,0.1928095356619297
adaptativa,mu_rede_medio,total,j6035_1.sm,0.19984619993527922
adaptativa,mu_rede_medio,total,j6038_1.sm,0.1956364670804045
adaptativa,mu_rede_medio,total,j6040_1.sm,0.1990290105385191
adaptativa,mu_rede_medio,total,j6043_1.sm,0.19201934497404113
adaptativa,mu_rede_medio,total,j6046_1.sm,0.1894481659032976
adaptativa,mu_rede_medio,total,j604_1.sm,0.19983744585337945
adaptativa,mu_rede_medio,total,j607_1.sm,0.19546116718922768
adaptativa,mu_rede_medio,portao_rede_A,j6010_1.sm,0.059764116755358976
adaptativa,mu_rede_medio,portao_rede_A,j6013_1.sm,0.10057888886727447
adaptativa,mu_rede_medio,portao_rede_A,j6016_1.sm,0.052467345079475265
adaptativa,mu_rede_medio,portao_rede_A,j6019_1.sm,0.053052877523726366
adaptativa,mu_rede_medio,portao_rede_A,j6021_1.sm,0.0839303426102707
adaptativa,mu_rede_medio,portao_rede_A,j6024_1.sm,0.06025194390509297
adaptativa,mu_rede_medio,portao_rede_A,j6027_1.sm,0.06847175911974106
adaptativa,mu_rede_medio,portao_rede_A,j602_1.sm,0.05433581816080372
adaptativa,mu_rede_medio,portao_rede_A,j6032_1.sm,0.040180727478495847
adaptativa,mu_rede_medio,portao_rede_A,j6035_1.sm,0.06032995258985752
adaptativa,mu_rede_medio,portao_rede_A,j6038_1.sm,0.06359180148246829
adaptativa,mu_rede_medio,portao_rede_A,j6040_1.sm,0.057293893893058036
adaptativa,mu_rede_medio,portao_rede_A,j6043_1.sm,0.07295312009930763
adaptativa,mu_rede_medio,portao_rede_A,j6046_1.sm,0.06623680137462541
adaptativa,mu_rede_medio,portao_rede_A,j604_1.sm,0.05217362576876064
adaptativa,mu_rede_medio,portao_rede_A,j607_1.sm,0.04350152059347625
adaptativa,mu_rede_medio,rede_portao_A,j6010_1.sm,0.07454301260823513
adaptativa,mu_rede_medio,rede_portao_A,j6013_1.sm,0.09853487895838614
adaptativa,mu_rede_medio,rede_portao_A,j6016_1.sm,0.07025360165581333
adaptativa,mu_rede_medio,rede_portao_A,j6019_1.sm,0.07461313702785032
adaptativa,mu_rede_medio,rede_portao_A,j6021_1.sm,0.09722856562957101
adaptativa,mu_rede_medio,rede_portao_A,j6024_1.sm,0.09723644830939433
adaptativa,mu_rede_medio,rede_portao_A,j6027_1.sm,0.09371003169466123
adaptativa,mu_rede_medio,rede_portao_A,j602_1.sm,0.0863808586577136
adaptativa,mu_rede_medio,rede_portao_A,j6032_1.sm,0.07596253214135011
adaptativa,mu_rede_medio,rede_portao_A,j6035_1.sm,0.05921975288979286
adaptativa,mu_rede_medio,rede_portao_A,j6038_1.sm,0.08101135829289254
adaptativa,mu_rede_medio,rede_portao_A,j6040_1.sm,0.0859948276086389
adaptativa,mu_rede_medio,rede_portao_A,j6043_1.sm,0.05992473539342938
adaptativa,mu_rede_medio,rede_portao_A,j6046_1.sm,0.05199960089068748
adaptativa,mu_rede_medio,rede_portao_A,j604_1.sm,0.07185982916341696
adaptativa,mu_rede_medio,rede_portao_A,j607_1.sm,0.07822454255389734
adaptativa,duracao_efetiva_media,portao,j6010_1.sm,-1.3833333333333335
adaptativa,duracao_efetiva_media,portao,j6013_1.sm,-1.0138888888888888
adaptativa,duracao_efetiva_media,portao,j6016_1.sm,-1.4652777777777775
adaptativa,duracao_efetiva_media,portao,j6019_1.sm,-1.2166666666666663
adaptativa,duracao_efetiva_media,portao,j6021_1.sm,-1.0263888888888888
adaptativa,duracao_efetiva_media,portao,j6024_1.sm,-0.9888888888888889
adaptativa,duracao_efetiva_media,portao,j6027_1.sm,-1.1055555555555558
adaptativa,duracao_efetiva_media,portao,j602_1.sm,-1.313888888888889
adaptativa,duracao_efetiva_media,portao,j6032_1.sm,-1.240277777777778
adaptativa,duracao_efetiva_media,portao,j6035_1.sm,-1.9041666666666668
adaptativa,duracao_efetiva_media,portao,j6038_1.sm,-1.508333333333333
adaptativa,duracao_efetiva_media,portao,j6040_1.sm,-1.3847222222222217
adaptativa,duracao_efetiva_media,portao,j6043_1.sm,-1.5166666666666664
adaptativa,duracao_efetiva_media,portao,j6046_1.sm,-1.7166666666666668
adaptativa,duracao_efetiva_media,portao,j604_1.sm,-1.5583333333333333
adaptativa,duracao_efetiva_media,portao,j607_1.sm,-1.2791666666666668
adaptativa,duracao_efetiva_media,rede,j6010_1.sm,-1.486111111111111
adaptativa,duracao_efetiva_media,rede,j6013_1.sm,-1.3458333333333332
adaptativa,duracao_efetiva_media,rede,j6016_1.sm,-1.7166666666666661
adaptativa,duracao_efetiva_media,rede,j6019_1.sm,-1.472222222222222
adaptativa,duracao_efetiva_media,rede,j6021_1.sm,-1.3166666666666664
adaptativa,duracao_efetiva_media,rede,j6024_1.sm,-1.3527777777777779
adaptativa,duracao_efetiva_media,rede,j6027_1.sm,-1.3736111111111111
adaptativa,duracao_efetiva_media,rede,j602_1.sm,-1.6722222222222225
adaptativa,duracao_efetiva_media,rede,j6032_1.sm,-1.6736111111111114
adaptativa,duracao_efetiva_media,rede,j6035_1.sm,-1.7597222222222222
adaptativa,duracao_efetiva_media,rede,j6038_1.sm,-1.511111111111111
adaptativa,duracao_efetiva_media,rede,j6040_1.sm,-1.7513888888888889
adaptativa,duracao_efetiva_media,rede,j6043_1.sm,-1.298611111111111
adaptativa,duracao_efetiva_media,rede,j6046_1.sm,-1.4222222222222223
adaptativa,duracao_efetiva_media,rede,j604_1.sm,-1.726388888888889
adaptativa,duracao_efetiva_media,rede,j607_1.sm,-1.7305555555555554
adaptativa,duracao_efetiva_media,interacao,j6010_1.sm,0.6430555555555554
adaptativa,duracao_efetiva_media,interacao,j6013_1.sm,0.3402777777777777
adaptativa,duracao_efetiva_media,interacao,j6016_1.sm,0.8305555555555549
adaptativa,duracao_efetiva_media,interacao,j6019_1.sm,0.6166666666666664
adaptativa,duracao_efetiva_media,interacao,j6021_1.sm,0.25555555555555515
adaptativa,duracao_efetiva_media,interacao,j6024_1.sm,0.3472222222222221
adaptativa,duracao_efetiva_media,interacao,j6027_1.sm,0.46666666666666684
adaptativa,duracao_efetiva_media,interacao,j602_1.sm,0.6763888888888889
adaptativa,duracao_efetiva_media,interacao,j6032_1.sm,0.651388888888889
adaptativa,duracao_efetiva_media,interacao,j6035_1.sm,1.152777777777778
adaptativa,duracao_efetiva_media,interacao,j6038_1.sm,0.7388888888888888
adaptativa,duracao_efetiva_media,interacao,j6040_1.sm,0.5541666666666664
adaptativa,duracao_efetiva_media,interacao,j6043_1.sm,0.7291666666666665
adaptativa,duracao_efetiva_media,interacao,j6046_1.sm,0.9194444444444444
adaptativa,duracao_efetiva_media,interacao,j604_1.sm,0.8083333333333332
adaptativa,duracao_efetiva_media,interacao,j607_1.sm,0.9138888888888892
