etapa,canal,tau_sat,s_transicao,metrica,arquivo,semente,diferenca
grade,desligado,0.7,0.01,fracao_porta1,j6032_1.sm,1,-0.5166666666666667
grade,desligado,0.7,0.01,fracao_porta1,j6032_1.sm,2,-0.2333333333333334
grade,desligado,0.7,0.01,fracao_porta1,j6032_1.sm,3,-0.25
grade,desligado,0.7,0.01,fracao_porta1,j6043_1.sm,0,-0.6000000000000001
grade,desligado,0.7,0.01,fracao_porta1,j6043_1.sm,1,-0.6666666666666667
grade,desligado,0.7,0.01,fracao_porta1,j6043_1.sm,2,-0.41666666666666663
grade,desligado,0.7,0.01,fracao_porta1,j6043_1.sm,3,-0.3333333333333333
grade,desligado,0.7,0.25,atraso_relativo,j6010_1.sm,0,-0.8941176470588237
grade,desligado,0.7,0.25,atraso_relativo,j6010_1.sm,1,-2.011764705882353
grade,desligado,0.7,0.25,atraso_relativo,j6010_1.sm,2,-2.0941176470588236
grade,desligado,0.7,0.25,atraso_relativo,j6010_1.sm,3,-0.7294117647058824
grade,desligado,0.7,0.25,atraso_relativo,j6021_1.sm,0,-1.1842105263157894
grade,desligado,0.7,0.25,atraso_relativo,j6021_1.sm,1,-0.38157894736842124
grade,desligado,0.7,0.25,atraso_relativo,j6021_1.sm,2,-1.5657894736842106
grade,desligado,0.7,0.25,atraso_relativo,j6021_1.sm,3,-0.9736842105263159
grade,desligado,0.7,0.25,atraso_relativo,j6032_1.sm,0,-0.681159420289855
grade,desligado,0.7,0.25,atraso_relativo,j6032_1.sm,1,-1.8840579710144927
grade,desligado,0.7,0.25,atraso_relativo,j6032_1.sm,2,-1.4202898550724639
grade,desligado,0.7,0.25,atraso_relativo,j6032_1.sm,3,-1.4202898550724634
grade,desligado,0.7,0.25,atraso_relativo,j6043_1.sm,0,-0.6759259259259258
grade,desligado,0.7,0.25,atraso_relativo,j6043_1.sm,1,-1.074074074074074
grade,desligado,0.7,0.25,atraso_relativo,j6043_1.sm,2,-0.8055555555555554
grade,desligado,0.7,0.25,atraso_relativo,j6043_1.sm,3,-0.5833333333333335
grade,desligado,0.7,0.25,taxa_omissao,j6010_1.sm,0,-0.1333333333333333
grade,desligado,0.7,0.25,taxa_omissao,j6010_1.sm,1,-0.0666666666666666
grade,desligado,0.7,0.25,taxa_omissao,j6010_1.sm,2,-0.21666666666666673
grade,desligado,0.7,0.25,taxa_omissao,j6010_1.sm,3,-0.1833333333333333
grade,desligado,0.7,0.25,taxa_omissao,j6021_1.sm,0,-0.25
grade,desligado,0.7,0.25,taxa_omissao,j6021_1.sm,1,-0.1666666666666667
grade,desligado,0.7,0.25,taxa_omissao,j6021_1.sm,2,-0.3333333333333334
grade,desligado,0.7,0.25,taxa_omissao,j6021_1.sm,3,-0.2
grade,desligado,0.7,0.25,taxa_omissao,j6032_1.sm,0,-0.08333333333333329
grade,desligado,0.7,0.25,taxa_omissao,j6032_1.sm,1,-0.1833333333333333
grade,desligado,0.7,0.25,taxa_omissao,j6032_1.sm,2,-0.2833333333333333
grade,desligado,0.7,0.25,taxa_omissao,j6032_1.sm,3,-0.2666666666666666
grade,desligado,0.7,0.25,taxa_omissao,j6043_1.sm,0,-0.1833333333333333
grade,desligado,0.7,0.25,taxa_omissao,j6043_1.sm,1,-0.15000000000000002
grade,desligado,0.7,0.25,taxa_omissao,j6043_1.sm,2,-0.2833333333333334
grade,desligado,0.7,0.25,taxa_omissao,j6043_1.sm,3,-0.09999999999999999
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6010_1.sm,0,-0.06707115608596151
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6010_1.sm,1,-0.028477479196125397
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6010_1.sm,2,-0.050162894615365
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6010_1.sm,3,-0.0437148238770182
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6021_1.sm,0,-0.08530447106079611
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6021_1.sm,1,-0.048051752555711404
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6021_1.sm,2,-0.1415471512715678
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6021_1.sm,3,-0.052967451889118895
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6032_1.sm,0,-0.0501351983245255
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6032_1.sm,1,-0.0591726417149225
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6032_1.sm,2,-0.1370296390521008
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6032_1.sm,3,-0.07893982112954889
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6043_1.sm,0,-0.030366782560153197
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6043_1.sm,1,-0.04284924131039369
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6043_1.sm,2,-0.0659570283322533
grade,desligado,0.7,0.25,divida_latente_sobre_plano,j6043_1.sm,3,-0.032722827392788506
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6010_1.sm,0,-0.01666666666666672
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6010_1.sm,1,0.0
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6010_1.sm,2,-0.09999999999999998
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6010_1.sm,3,0.01666666666666672
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6021_1.sm,0,-0.1666666666666667
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6021_1.sm,1,-0.03333333333333341
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6021_1.sm,2,-0.1166666666666667
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6021_1.sm,3,-0.08333333333333331
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6032_1.sm,0,0.01666666666666669
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6032_1.sm,1,-0.0833333333333334
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6032_1.sm,2,-0.04999999999999999
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6032_1.sm,3,0.0
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6043_1.sm,0,-0.1
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6043_1.sm,1,0.14999999999999997
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6043_1.sm,2,0.03333333333333344
grade,desligado,0.7,0.25,taxa_falha_efetiva,j6043_1.sm,3,0.05000000000000002
grade,desligado,0.7,0.25,fracao_porta1,j6010_1.sm,0,-0.16666666666666663
grade,desligado,0.7,0.25,fracao_porta1,j6010_1.sm,1,-0.15000000000000013
grade,desligado,0.7,0.25,fracao_porta1,j6010_1.sm,2,-0.21666666666666667
grade,desligado,0.7,0.25,fracao_porta1,j6010_1.sm,3,-0.08333333333333337
grade,desligado,0.7,0.25,fracao_porta1,j6021_1.sm,0,-0.18333333333333324
grade,desligado,0.7,0.25,fracao_porta1,j6021_1.sm,1,-0.11666666666666664
grade,desligado,0.7,0.25,fracao_porta1,j6021_1.sm,2,-0.1333333333333333
grade,desligado,0.7,0.25,fracao_porta1,j6021_1.sm,3,-0.016666666666666607
grade,desligado,0.7,0.25,fracao_porta1,j6032_1.sm,0,-0.08333333333333337
grade,desligado,0.7,0.25,fracao_porta1,j6032_1.sm,1,-0.2333333333333334
grade,desligado,0.7,0.25,fracao_porta1,j6032_1.sm,2,-0.1333333333333333
grade,desligado,0.7,0.25,fracao_porta1,j6032_1.sm,3,-0.21666666666666656
grade,desligado,0.7,0.25,fracao_porta1,j6043_1.sm,0,-0.03333333333333327
grade,desligado,0.7,0.25,fracao_porta1,j6043_1.sm,1,-0.03333333333333338
grade,desligado,0.7,0.25,fracao_porta1,j6043_1.sm,2,-0.09999999999999998
grade,desligado,0.7,0.25,fracao_porta1,j6043_1.sm,3,0.06666666666666676
grade,desligado,0.7,0.6,atraso_relativo,j6010_1.sm,0,-0.9764705882352944
grade,desligado,0.7,0.6,atraso_relativo,j6010_1.sm,1,-1.035294117647059
grade,desligado,0.7,0.6,atraso_relativo,j6010_1.sm,2,-1.4000000000000001
grade,desligado,0.7,0.6,atraso_relativo,j6010_1.sm,3,-0.7411764705882355
grade,desligado,0.7,0.6,atraso_relativo,j6021_1.sm,0,-0.763157894736842
grade,desligado,0.7,0.6,atraso_relativo,j6021_1.sm,1,-0.9210526315789473
grade,desligado,0.7,0.6,atraso_relativo,j6021_1.sm,2,-1.5526315789473681
grade,desligado,0.7,0.6,atraso_relativo,j6021_1.sm,3,-1.6447368421052628
grade,desligado,0.7,0.6,atraso_relativo,j6032_1.sm,0,-0.7681159420289856
grade,desligado,0.7,0.6,atraso_relativo,j6032_1.sm,1,-1.6231884057971016
grade,desligado,0.7,0.6,atraso_relativo,j6032_1.sm,2,-1.6231884057971013
grade,desligado,0.7,0.6,atraso_relativo,j6032_1.sm,3,-0.6231884057971013
grade,desligado,0.7,0.6,atraso_relativo,j6043_1.sm,0,-0.6851851851851853
grade,desligado,0.7,0.6,atraso_relativo,j6043_1.sm,1,-0.8611111111111109
grade,desligado,0.7,0.6,atraso_relativo,j6043_1.sm,2,-1.0648148148148149
grade,desligado,0.7,0.6,atraso_relativo,j6043_1.sm,3,-0.5555555555555556
grade,desligado,0.7,0.6,taxa_omissao,j6010_1.sm,0,-0.1333333333333333
grade,desligado,0.7,0.6,taxa_omissao,j6010_1.sm,1,-0.06666666666666671
grade,desligado,0.7,0.6,taxa_omissao,j6010_1.sm,2,-0.3166666666666667
grade,desligado,0.7,0.6,taxa_omissao,j6010_1.sm,3,-0.16666666666666657
grade,desligado,0.7,0.6,taxa_omissao,j6021_1.sm,0,-0.15000000000000002
grade,desligado,0.7,0.6,taxa_omissao,j6021_1.sm,1,-0.3
grade,desligado,0.7,0.6,taxa_omissao,j6021_1.sm,2,-0.2666666666666666
grade,desligado,0.7,0.6,taxa_omissao,j6021_1.sm,3,-0.2833333333333334
grade,desligado,0.7,0.6,taxa_omissao,j6032_1.sm,0,-0.1833333333333333
grade,desligado,0.7,0.6,taxa_omissao,j6032_1.sm,1,-0.13333333333333341
grade,desligado,0.7,0.6,taxa_omissao,j6032_1.sm,2,-0.2333333333333333
grade,desligado,0.7,0.6,taxa_omissao,j6032_1.sm,3,-0.1333333333333333
grade,desligado,0.7,0.6,taxa_omissao,j6043_1.sm,0,-0.2666666666666666
grade,desligado,0.7,0.6,taxa_omissao,j6043_1.sm,1,-0.11666666666666659
grade,desligado,0.7,0.6,taxa_omissao,j6043_1.sm,2,-0.23333333333333334
grade,desligado,0.7,0.6,taxa_omissao,j6043_1.sm,3,-0.1333333333333333
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6010_1.sm,0,-0.0305744359550593
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6010_1.sm,1,-0.011281953417965004
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6010_1.sm,2,-0.0707395873656765
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6010_1.sm,3,-0.030984970524453603
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6021_1.sm,0,-0.0529502533504984
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6021_1.sm,1,-0.09056488303834681
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6021_1.sm,2,-0.0796890930134571
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6021_1.sm,3,-0.08081655754157469
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6032_1.sm,0,-0.08174831988931909
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6032_1.sm,1,-0.06662097275846729
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6032_1.sm,2,-0.07815672715457819
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6032_1.sm,3,-0.048103280800388594
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6043_1.sm,0,-0.05031384226539581
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6043_1.sm,1,-0.037503289641695706
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6043_1.sm,2,-0.0691929745749907
grade,desligado,0.7,0.6,divida_latente_sobre_plano,j6043_1.sm,3,-0.0217453831981108
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6010_1.sm,0,0.01666666666666658
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6010_1.sm,1,0.0666666666666666
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6010_1.sm,2,-0.11666666666666659
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6010_1.sm,3,-0.05000000000000002
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6021_1.sm,0,-0.016666666666666607
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6021_1.sm,1,-0.19999999999999998
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6021_1.sm,2,-0.15000000000000008
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6021_1.sm,3,-0.11666666666666667
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6032_1.sm,0,0.01666666666666672
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6032_1.sm,1,0.06666666666666671
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6032_1.sm,2,0.0
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6032_1.sm,3,0.0
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6043_1.sm,0,-0.1666666666666666
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6043_1.sm,1,-0.05000000000000002
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6043_1.sm,2,-0.11666666666666672
grade,desligado,0.7,0.6,taxa_falha_efetiva,j6043_1.sm,3,0.0
grade,desligado,0.7,0.6,fracao_porta1,j6010_1.sm,0,0.050000000000000044
grade,desligado,0.7,0.6,fracao_porta1,j6010_1.sm,1,-0.050000000000000044
grade,desligado,0.7,0.6,fracao_porta1,j6010_1.sm,2,-0.18333333333333335
grade,desligado,0.7,0.6,fracao_porta1,j6010_1.sm,3,-0.16666666666666663
grade,desligado,0.7,0.6,fracao_porta1,j6021_1.sm,0,0.016666666666666607
grade,desligado,0.7,0.6,fracao_porta1,j6021_1.sm,1,0.033333333333333326
grade,desligado,0.7,0.6,fracao_porta1,j6021_1.sm,2,0.0
grade,desligado,0.7,0.6,fracao_porta1,j6021_1.sm,3,-0.06666666666666676
grade,desligado,0.7,0.6,fracao_porta1,j6032_1.sm,0,-0.050000000000000044
grade,desligado,0.7,0.6,fracao_porta1,j6032_1.sm,1,-0.04999999999999993
grade,desligado,0.7,0.6,fracao_porta1,j6032_1.sm,2,-0.1166666666666667
grade,desligado,0.7,0.6,fracao_porta1,j6032_1.sm,3,-0.06666666666666665
grade,desligado,0.7,0.6,fracao_porta1,j6043_1.sm,0,-0.033333333333333326
grade,desligado,0.7,0.6,fracao_porta1,j6043_1.sm,1,0.0
grade,desligado,0.7,0.6,fracao_porta1,j6043_1.sm,2,0.08333333333333337
grade,desligado,0.7,0.6,fracao_porta1,j6043_1.sm,3,-0.1499999999999999
grade,desligado,1.0,0.01,atraso_relativo,j6010_1.sm,0,-2.058823529411765
grade,desligado,1.0,0.01,atraso_relativo,j6010_1.sm,1,-3.0588235294117645
grade,desligado,1.0,0.01,atraso_relativo,j6010_1.sm,2,-8.258823529411767
grade,desligado,1.0,0.01,atraso_relativo,j6010_1.sm,3,-5.376470588235295
grade,desligado,1.0,0.01,atraso_relativo,j6021_1.sm,3,-1.9473684210526314
grade,desligado,1.0,0.01,atraso_relativo,j6032_1.sm,2,-0.7826086956521738
grade,desligado,1.0,0.01,atraso_relativo,j6032_1.sm,3,-0.7536231884057969
grade,desligado,1.0,0.01,atraso_relativo,j6043_1.sm,2,-0.7222222222222219
grade,desligado,1.0,0.01,atraso_relativo,j6043_1.sm,3,-0.7962962962962963
grade,desligado,1.0,0.01,taxa_omissao,j6010_1.sm,0,-0.25
grade,desligado,1.0,0.01,taxa_omissao,j6010_1.sm,1,-0.33333333333333326
grade,desligado,1.0,0.01,taxa_omissao,j6010_1.sm,2,-0.2
grade,desligado,1.0,0.01,taxa_omissao,j6010_1.sm,3,-0.2833333333333333
grade,desligado,1.0,0.01,taxa_omissao,j6021_1.sm,3,-0.21666666666666662
grade,desligado,1.0,0.01,taxa_omissao,j6032_1.sm,2,-0.15000000000000002
grade,desligado,1.0,0.01,taxa_omissao,j6032_1.sm,3,-0.3
grade,desligado,1.0,0.01,taxa_omissao,j6043_1.sm,2,-0.16666666666666669
grade,desligado,1.0,0.01,taxa_omissao,j6043_1.sm,3,-0.4
grade,desligado,1.0,0.01,divida_latente_sobre_plano,j6010_1.sm,0,-0.13391161422891248
grade,desligado,1.0,0.01,divida_latente_sobre_plano,j6010_1.sm,1,-0.08838132656342731
grade,desligado,1.0,0.01,divida_latente_sobre_plano,j6010_1.sm,2,-0.08507399150298231
grade,desligado,1.0,0.01,divida_latente_sobre_plano,j6010_1.sm,3,-0.121553269538483
grade,desligado,1.0,0.01,divida_latente_sobre_plano,j6021_1.sm,3,-0.0807336676241855
grade,desligado,1.0,0.01,divida_latente_sobre_plano,j6032_1.sm,2,-0.16062728972804952
grade,desligado,1.0,0.01,divida_latente_sobre_plano,j6032_1.sm,3,-0.09982412389630581
grade,desligado,1.0,0.01,divida_latente_sobre_plano,j6043_1.sm,2,-0.0972279262228336
grade,desligado,1.0,0.01,divida_latente_sobre_plano,j6043_1.sm,3,-0.19222225185972358
grade,desligado,1.0,0.01,taxa_falha_efetiva,j6010_1.sm,0,-0.06666666666666665
grade,desligado,1.0,0.01,taxa_falha_efetiva,j6010_1.sm,1,-0.21666666666666667
grade,desligado,1.0,0.01,taxa_falha_efetiva,j6010_1.sm,2,-0.1166666666666667
grade,desligado,1.0,0.01,taxa_falha_efetiva,j6010_1.sm,3,-0.08333333333333343
grade,desligado,1.0,0.01,taxa_falha_efetiva,j6021_1.sm,3,0.0
grade,desligado,1.0,0.01,taxa_falha_efetiva,j6032_1.sm,2,-0.016666666666666607
grade,desligado,1.0,0.01,taxa_falha_efetiva,j6032_1.sm,3,-0.06666666666666671
grade,desligado,1.0,0.01,taxa_falha_efetiva,j6043_1.sm,2,-0.08333333333333337
grade,desligado,1.0,0.01,taxa_falha_efetiva,j6043_1.sm,3,-0.2333333333333334
grade,desligado,1.0,0.01,fracao_porta1,j6010_1.sm,0,-0.28333333333333327
grade,desligado,1.0,0.01,fracao_porta1,j6010_1.sm,1,-0.5666666666666667
grade,desligado,1.0,0.01,fracao_porta1,j6010_1.sm,2,-0.55
grade,desligado,1.0,0.01,fracao_porta1,j6010_1.sm,3,-0.33333333333333337
grade,desligado,1.0,0.01,fracao_porta1,j6021_1.sm,3,-0.15000000000000002
grade,desligado,1.0,0.01,fracao_porta1,j6032_1.sm,2,-0.15
grade,desligado,1.0,0.01,fracao_porta1,j6032_1.sm,3,-0.23333333333333334
grade,desligado,1.0,0.01,fracao_porta1,j6043_1.sm,2,-0.2833333333333333
grade,desligado,1.0,0.01,fracao_porta1,j6043_1.sm,3,-0.2666666666666667
grade,desligado,1.0,0.25,atraso_relativo,j6010_1.sm,0,-0.9647058823529411
grade,desligado,1.0,0.25,atraso_relativo,j6010_1.sm,1,-1.1647058823529415
grade,desligado,1.0,0.25,atraso_relativo,j6010_1.sm,2,-0.752941176470588
grade,desligado,1.0,0.25,atraso_relativo,j6010_1.sm,3,-0.7411764705882353
grade,desligado,1.0,0.25,atraso_relativo,j6021_1.sm,0,-1.0921052631578947
grade,desligado,1.0,0.25,atraso_relativo,j6021_1.sm,1,-2.7894736842105265
grade,desligado,1.0,0.25,atraso_relativo,j6021_1.sm,2,-1.1184210526315788
grade,desligado,1.0,0.25,atraso_relativo,j6021_1.sm,3,-1.1052631578947363
grade,desligado,1.0,0.25,atraso_relativo,j6032_1.sm,0,-0.7681159420289854
grade,desligado,1.0,0.25,atraso_relativo,j6032_1.sm,1,-2.956521739130435
grade,desligado,1.0,0.25,atraso_relativo,j6032_1.sm,2,-1.536231884057971
grade,desligado,1.0,0.25,atraso_relativo,j6032_1.sm,3,-1.2753623188405796
grade,desligado,1.0,0.25,atraso_relativo,j6043_1.sm,0,-0.583333333333333
grade,desligado,1.0,0.25,atraso_relativo,j6043_1.sm,1,-0.8796296296296295
grade,desligado,1.0,0.25,atraso_relativo,j6043_1.sm,2,-1.1944444444444442
grade,desligado,1.0,0.25,atraso_relativo,j6043_1.sm,3,-0.4907407407407409
grade,desligado,1.0,0.25,taxa_omissao,j6010_1.sm,0,-0.15
grade,desligado,1.0,0.25,taxa_omissao,j6010_1.sm,1,-0.2666666666666667
grade,desligado,1.0,0.25,taxa_omissao,j6010_1.sm,2,-0.23333333333333328
grade,desligado,1.0,0.25,taxa_omissao,j6010_1.sm,3,-0.16666666666666669
grade,desligado,1.0,0.25,taxa_omissao,j6021_1.sm,0,-0.25
grade,desligado,1.0,0.25,taxa_omissao,j6021_1.sm,1,-0.2666666666666667
grade,desligado,1.0,0.25,taxa_omissao,j6021_1.sm,2,-0.1666666666666667
grade,desligado,1.0,0.25,taxa_omissao,j6021_1.sm,3,-0.2666666666666666
grade,desligado,1.0,0.25,taxa_omissao,j6032_1.sm,0,-0.2833333333333333
grade,desligado,1.0,0.25,taxa_omissao,j6032_1.sm,1,-0.2833333333333334
grade,desligado,1.0,0.25,taxa_omissao,j6032_1.sm,2,-0.3166666666666666
grade,desligado,1.0,0.25,taxa_omissao,j6032_1.sm,3,-0.2
grade,desligado,1.0,0.25,taxa_omissao,j6043_1.sm,0,-0.1833333333333333
grade,desligado,1.0,0.25,taxa_omissao,j6043_1.sm,1,-0.09999999999999999
grade,desligado,1.0,0.25,taxa_omissao,j6043_1.sm,2,-0.16666666666666669
grade,desligado,1.0,0.25,taxa_omissao,j6043_1.sm,3,-0.2666666666666667
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6010_1.sm,0,-0.0418940083645796
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6010_1.sm,1,-0.044397630603867505
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6010_1.sm,2,-0.0860320502352803
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6010_1.sm,3,-0.0482425257555172
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6021_1.sm,0,-0.0532073270960783
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6021_1.sm,1,-0.1118829647363396
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6021_1.sm,2,-0.037964782560623696
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6021_1.sm,3,-0.09345944857310609
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6032_1.sm,0,-0.14669840356260638
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6032_1.sm,1,-0.14099178707273288
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6032_1.sm,2,-0.1040260681810476
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6032_1.sm,3,-0.0723354187799096
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6043_1.sm,0,-0.025215282894409205
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6043_1.sm,1,-0.0654374558100018
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6043_1.sm,2,-0.0852181520889299
grade,desligado,1.0,0.25,divida_latente_sobre_plano,j6043_1.sm,3,-0.0543745020656495
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6010_1.sm,0,-0.0833333333333334
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6010_1.sm,1,-0.11666666666666672
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6010_1.sm,2,-0.016666666666666607
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6010_1.sm,3,0.03333333333333327
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6021_1.sm,0,-0.03333333333333338
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6021_1.sm,1,-0.04999999999999999
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6021_1.sm,2,-0.01666666666666669
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6021_1.sm,3,-0.1333333333333333
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6032_1.sm,0,-0.1333333333333333
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6032_1.sm,1,-0.04999999999999999
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6032_1.sm,2,-0.15000000000000002
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6032_1.sm,3,-0.05000000000000002
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6043_1.sm,0,0.0
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6043_1.sm,1,0.16666666666666657
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6043_1.sm,2,0.0666666666666666
grade,desligado,1.0,0.25,taxa_falha_efetiva,j6043_1.sm,3,-0.1333333333333333
grade,desligado,1.0,0.25,fracao_porta1,j6010_1.sm,0,-0.050000000000000044
grade,desligado,1.0,0.25,fracao_porta1,j6010_1.sm,1,-0.16666666666666669
grade,desligado,1.0,0.25,fracao_porta1,j6010_1.sm,2,-0.01666666666666672
grade,desligado,1.0,0.25,fracao_porta1,j6010_1.sm,3,-0.20000000000000007
grade,desligado,1.0,0.25,fracao_porta1,j6021_1.sm,0,-0.06666666666666665
grade,desligado,1.0,0.25,fracao_porta1,j6021_1.sm,1,-0.18333333333333335
grade,desligado,1.0,0.25,fracao_porta1,j6021_1.sm,2,-0.08333333333333343
grade,desligado,1.0,0.25,fracao_porta1,j6021_1.sm,3,-0.04999999999999993
grade,desligado,1.0,0.25,fracao_porta1,j6032_1.sm,0,-0.3333333333333334
grade,desligado,1.0,0.25,fracao_porta1,j6032_1.sm,1,-0.1833333333333334
grade,desligado,1.0,0.25,fracao_porta1,j6032_1.sm,2,0.0
grade,desligado,1.0,0.25,fracao_porta1,j6032_1.sm,3,-0.06666666666666671
grade,desligado,1.0,0.25,fracao_porta1,j6043_1.sm,0,-0.1166666666666667
grade,desligado,1.0,0.25,fracao_porta1,j6043_1.sm,1,-0.0666666666666666
grade,desligado,1.0,0.25,fracao_porta1,j6043_1.sm,2,-0.08333333333333337
grade,desligado,1.0,0.25,fracao_porta1,j6043_1.sm,3,-0.09999999999999998
grade,desligado,1.0,0.6,atraso_relativo,j6010_1.sm,0,-0.7176470588235293
grade,desligado,1.0,0.6,atraso_relativo,j6010_1.sm,1,-1.1294117647058826
grade,desligado,1.0,0.6,atraso_relativo,j6010_1.sm,2,-1.1647058823529413
grade,desligado,1.0,0.6,atraso_relativo,j6010_1.sm,3,-0.8117647058823527
grade,desligado,1.0,0.6,atraso_relativo,j6021_1.sm,0,-1.1578947368421053
grade,desligado,1.0,0.6,atraso_relativo,j6021_1.sm,1,-1.2236842105263155
grade,desligado,1.0,0.6,atraso_relativo,j6021_1.sm,2,-2.1315789473684212
grade,desligado,1.0,0.6,atraso_relativo,j6021_1.sm,3,-1.0263157894736836
grade,desligado,1.0,0.6,atraso_relativo,j6032_1.sm,0,-0.6521739130434785
grade,desligado,1.0,0.6,atraso_relativo,j6032_1.sm,1,-1.4347826086956523
grade,desligado,1.0,0.6,atraso_relativo,j6032_1.sm,2,-1.4202898550724636
grade,desligado,1.0,0.6,atraso_relativo,j6032_1.sm,3,-0.9420289855072463
grade,desligado,1.0,0.6,atraso_relativo,j6043_1.sm,0,-0.2222222222222221
grade,desligado,1.0,0.6,atraso_relativo,j6043_1.sm,1,-1.2129629629629628
grade,desligado,1.0,0.6,atraso_relativo,j6043_1.sm,2,-0.4722222222222221
grade,desligado,1.0,0.6,atraso_relativo,j6043_1.sm,3,-0.7222222222222221
grade,desligado,1.0,0.6,taxa_omissao,j6010_1.sm,0,-0.1
