modelo,metrica,termo,parcela,pct_contraste
mvp,TW,BD,1.5635395820135375e-13,-1.187827324601746e-13
mvp,TW,CD,-2.072916666666872,1.5748031496064554
mvp,TW,ABC,-0.7604166666665293,0.5776916076444175
mvp,TW,ABD,-0.4218749999996284,0.3205001384874319
mvp,TW,ACD,1.0625000000001086,-0.8071855339691405
mvp,TW,BCD,-2.0869186008927915e-13,1.5854404754932776e-13
mvp,TW,ABCD,0.48958333333270404,-0.3719384323185977
mvp,TL,A,103.66666666666667,100.784849865816
mvp,TL,B,0.0,0.0
mvp,TL,C,-3.0371643022055433e-15,-2.9527345487035514e-15
mvp,TL,D,2.0769014562430162e-14,2.0191659304200673e-14
mvp,TL,AB,-0.09895833333337084,-0.09620740290651274
mvp,TL,AC,0.6822916666666685,0.6633247253025488
mvp,TL,AD,-0.7343750000000554,-0.7139602005165357
mvp,TL,BC,7.014932616270878e-14,6.819925375077262e-14
mvp,TL,BD,-2.0769014562430162e-14,-2.0191659304200673e-14
mvp,TL,CD,-1.7731850260224616e-14,-1.723892475549712e-14
mvp,TL,ABC,0.4843749999999014,0.4709099194894985
mvp,TL,ABD,-0.02083333333326587,-0.020254190085508363
mvp,TL,ACD,-0.7031249999999527,-0.6835789153880749
mvp,TL,BCD,-5.238604688928561e-14,-5.092977367331428e-14
mvp,TL,ABCD,-0.41666666666666907,-0.4050838017114814
mvp,TU,A,-91.125,99.8516151124301
mvp,TU,B,0.0,-0.0
mvp,TU,C,-1.56249999999992,1.7121333181142833
mvp,TU,D,-4.973958333333419,5.450291062664174
mvp,TU,AB,-0.0052083333334695114,0.005707111060530455
mvp,TU,AC,3.5729166666665644,-3.9150781874214156
mvp,TU,AD,5.312500000000136,-5.8212532815890095
mvp,TU,BC,-1.028164821799867e-13,1.1266273586666733e-13
mvp,TU,BD,8.851308639224309e-14,-9.698957075282888e-14
mvp,TU,CD,4.322916666666645,-4.7369021801164015
mvp,TU,ABC,-0.28645833333318044,0.3138911083208004
mvp,TU,ABD,-0.3749999999999787,0.4109119963474256
mvp,TU,ACD,-6.250000000000035,6.84853327245752
mvp,TU,BCD,-1.9166381444909066e-14,2.1001856166091432e-14
mvp,TU,ABCD,0.10937499999985092,-0.1198493322678426
mvp,TR,A,-22.79131026699318,123.6108032103044
mvp,TR,B,0.0,-0.0
mvp,TR,C,-1.462208518463975,7.93042467988509
mvp,TR,D,-0.6927250127995537,3.7570589067900055
mvp,TR,AB,0.3237409572397233,-1.7558393654282214
mvp,TR,AC,3.909426536654433,-21.20314052270094
mvp,TR,AD,2.654674921390771,-14.397877763552415
mvp,TR,BC,-1.4503992764481448e-14,7.866376151135268e-14
mvp,TR,BD,3.1258435885871796e-14,-1.695330510482393e-13
mvp,TR,CD,0.3033838783448719,-1.6454308437710723
mvp,TR,ABC,-1.1640853357426577,6.313525710931864
mvp,TR,ABD,-0.10102918844697628,0.5479412541586844
mvp,TR,ACD,-0.2047170630353885,1.1103021413080596
mvp,TR,BCD,-4.135441199994957e-14,2.242895219151442e-13
mvp,TR,ABCD,0.7868892411926589,-4.267767407924631
mvp,taxa_omissao,A,-0.04175347222222223,18.295930011411183
mvp,taxa_omissao,B,0.0,-0.0
mvp,taxa_omissao,C,-0.21935763888888882,96.12019779383793
mvp,taxa_omissao,D,-0.0014756944444444795,0.6466337010270218
mvp,taxa_omissao,AB,0.00043402777777757414,-0.19018638265491267
mvp,taxa_omissao,AC,0.030468749999999854,-13.35108406238107
mvp,taxa_omissao,AD,-0.0006944444444443778,0.3042982122479739
mvp,taxa_omissao,BC,-1.4304240662325416e-17,6.267966999999574e-15
mvp,taxa_omissao,BD,3.1938574834410064e-17,-1.3995145762358461e-14
mvp,taxa_omissao,CD,-0.0015625000000000638,0.6846709775580347
mvp,taxa_omissao,ABC,-0.0006076388888888048,0.2662609357169658
mvp,taxa_omissao,ABD,1.2620113287731272e-16,-5.530000193026407e-14
mvp,taxa_omissao,ACD,0.006684027777777909,-2.9288702928870864
mvp,taxa_omissao,BCD,-3.41740524767431e-17,1.4974708426477005e-14
mvp,taxa_omissao,ABCD,-0.00034722222222251307,0.15214910612412896
mvp,retrabalho_sobre_plano,A,-0.06639829657245144,122.3907935627522
mvp,retrabalho_sobre_plano,B,0.0,-0.0
mvp,retrabalho_sobre_plano,C,-0.003907590641279196,7.202792002091377
mvp,retrabalho_sobre_plano,D,-0.0016455757757480446,3.0332604216989307
mvp,retrabalho_sobre_plano,AB,0.0010109158614573874,-1.8634031427890119
mvp,retrabalho_sobre_plano,AC,0.010553247720761973,-19.452612941643675
mvp,retrabalho_sobre_plano,AD,0.007069382899166752,-13.030867171176046
mvp,retrabalho_sobre_plano,BC,-5.0843378928369634e-17,9.37186918291619e-14
mvp,retrabalho_sobre_plano,BD,9.034100661182895e-17,-1.665239631323175e-13
mvp,retrabalho_sobre_plano,CD,0.0005523651709310098,-1.018164849047054
mvp,retrabalho_sobre_plano,ABC,-0.0035532857727099396,6.549708169134593
mvp,retrabalho_sobre_plano,ABD,-0.0004218075207805243,0.7775102655342025
mvp,retrabalho_sobre_plano,ACD,-3.86562911800295e-05,0.07125445076070802
mvp,retrabalho_sobre_plano,BCD,-1.1674730995569132e-16,2.1519823021667789e-13
mvp,retrabalho_sobre_plano,ABCD,0.00252824605110092,-4.660270767315435
mvp,divida_latente_sobre_plano,A,-0.015367172247348106,19.74844939629482
mvp,divida_latente_sobre_plano,B,0.0,-0.0
