configuracao,metrica,n_instancias_DEPOIS,media_centralizada_DEPOIS,media_adaptativa_DEPOIS,media_diferenca_DEPOIS,ic95_inferior_DEPOIS,ic95_superior_DEPOIS,n_positivo_DEPOIS,n_negativo_DEPOIS,n_zero_DEPOIS,n_pares_censurados_DEPOIS,n_instancias_ANTES,media_centralizada_ANTES,media_adaptativa_ANTES,media_diferenca_ANTES,ic95_inferior_ANTES,ic95_superior_ANTES,n_positivo_ANTES,n_negativo_ANTES,n_zero_ANTES,n_pares_censurados_ANTES
C4_C1_C3_saldo_eventos,retrabalho_sobre_plano,16,0.20037088573928366,0.15504866001232687,-0.04532222572695679,-0.05750956248869599,-0.03313488896521759,0,16,0,0,16,0.20309877307027008,0.15446817485451853,-0.04863059821575157,-0.057061528121581336,-0.04019966830992181,0,16,0,0
C4_C1_C3_saldo_eventos,tarefas_acima_da_competencia_maxima_inicial,16,14.541666666666666,14.541666666666666,0.0,0.0,0.0,0,0,16,0,16,14.541666666666666,14.541666666666666,0.0,0.0,0.0,0,0,16,0
C4_C1_C3_saldo_eventos,tarefas_pendentes,16,0.0,0.0,0.0,0.0,0.0,0,0,16,0,16,0.0,0.0,0.0,0.0,0.0,0,0,16,0
C4_C1_C3_saldo_eventos,taxa_omissao,16,0.2170138888888889,0.06293402777777778,-0.1540798611111111,-0.16290509053636323,-0.14525463168585898,0,16,0,0,16,0.2170138888888889,0.06371527777777779,-0.1532986111111111,-0.16375061564154447,-0.14284660658067772,0,16,0,0
C4_C1_Di_yaml_arredondado,E_plano,16,339.25,339.25,0.0,0.0,0.0,0,0,16,0,16,339.25,339.25,0.0,0.0,0.0,0,0,16,0
C4_C1_Di_yaml_arredondado,E_total,16,0.7346063606675836,0.8656262858876684,0.13101992522008488,0.11640693092556527,0.1456329195146045,16,0,0,0,16,0.7839008771073721,0.8885319344131772,0.10463105730580516,0.08977301966093512,0.1194890949506752,16,0,0,0
C4_C1_Di_yaml_arredondado,S_PV_final,16,254.25,316.94270833333337,62.69270833333333,57.49762346866099,67.88779319800567,16,0,0,0,16,257.1979166666667,315.421875,58.22395833333333,54.12067707661014,62.327239590056514,16,0,0,0
C4_C1_Di_yaml_arredondado,S_UR_final,16,6.944676315493818e-16,3.9898639947466563e-17,-6.545689916019153e-16,-8.031075273255221e-16,-5.060304558783084e-16,0,16,0,0,16,1.0125002688117965e-15,1.7925475918427005e-17,-9.945747928933693e-16,-1.392306362671409e-15,-5.968432231153295e-16,0,16,0,0
C4_C1_Di_yaml_arredondado,S_UR_maximo,16,25.858748130469046,6.621778694945165,-19.236969435523882,-21.030507087370047,-17.443431783677717,0,16,0,0,16,25.112262752683552,6.82348248352241,-18.28878026916114,-19.791363766650225,-16.786196771672056,0,16,0,0
C4_C1_Di_yaml_arredondado,TL,16,0.0,9.125,9.125,8.247767831883484,10.002232168116516,16,0,0,0,16,0.0,10.489583333333334,10.489583333333334,9.62216515747912,11.357001509187548,16,0,0,0
C4_C1_Di_yaml_arredondado,TR,16,67.02685393659573,51.459928458754405,-15.566925477841325,-19.127416126244277,-12.006434829438373,0,16,0,0,16,68.86531966000788,52.508906312877905,-16.356413347129973,-19.1295017337695,-13.583324960490444,0,16,0,0
C4_C1_Di_yaml_arredondado,TU,16,140.74479166666666,17.0,-123.74479166666667,-136.68359055910148,-110.80599277423187,0,16,0,0,16,126.265625,5.942708333333333,-120.32291666666667,-134.59218836608736,-106.05364496724599,0,16,0,0
C4_C1_Di_yaml_arredondado,TW,16,563.2916666666666,497.32812499999994,-65.96354166666666,-70.32460452134556,-61.602478811987744,0,16,0,0,16,696.796875,547.1927083333333,-149.60416666666666,-161.87070668292282,-137.3376266504105,0,16,0,0
C4_C1_Di_yaml_arredondado,atraso_relativo,16,3.0364988821169905,1.8829456317376734,-1.1535532503793169,-1.2948476423517028,-1.012258858406931,0,16,0,0,16,3.1345325057997284,1.9991332944309277,-1.1353992113688003,-1.2444795128346746,-1.026318909902926,0,16,0,0
C4_C1_Di_yaml_arredondado,competencia_maxima_final,16,0.6784269160974062,0.8941015795562725,0.2156746634588662,0.19129383327442723,0.2400554936433052,16,0,0,0,16,0.6784269160974062,0.9040176605668715,0.2255907444694652,0.19863896304822404,0.25254252589070636,16,0,0,0
C4_C1_Di_yaml_arredondado,competencia_maxima_inicial,16,0.6784269160974062,0.6784269160974062,0.0,0.0,0.0,0,0,16,0,16,0.6784269160974062,0.6784269160974062,0.0,0.0,0.0,0,0,16,0
C4_C1_Di_yaml_arredondado,competencia_minima_inicial,16,0.36053696648776334,0.36053696648776334,0.0,0.0,0.0,0,0,16,0,16,0.36053696648776334,0.36053696648776334,0.0,0.0,0.0,0,0,16,0
C4_C1_Di_yaml_arredondado,concluiu,16,1.0,1.0,0.0,0.0,0.0,0,0,16,0,16,1.0,1.0,0.0,0.0,0.0,0,0,16,0
C4_C1_Di_yaml_arredondado,divida_latente_sobre_plano,16,0.0761953499550456,0.019580732730026577,-0.05661461722501901,-0.06110922678279065,-0.05212000766724737,0,16,0,0,16,0.07412735814984972,0.020144458403516828,-0.053982899746332885,-0.05825990358566864,-0.04970589590699713,0,16,0,0
C4_C1_Di_yaml_arredondado,dividas_pendentes,16,0.0,0.0,0.0,0.0,0.0,0,0,16,0,16,0.0,0.0,0.0,0.0,0.0,0,0,16,0
C4_C1_Di_yaml_arredondado,hiato_colega_capaz_sem_confianca,16,91.03645833333333,0.0,-91.03645833333333,-101.37154896432276,-80.7013677023439,0,16,0,0,16,81.421875,0.0,-81.421875,-92.06140103478849,-70.78234896521151,0,16,0,0
C4_C1_Di_yaml_arredondado,hiato_encontrado,16,140.74479166666666,26.125,-114.61979166666666,-127.18308862593189,-102.05649470740143,0,16,0,0,16,126.265625,16.432291666666664,-109.83333333333334,-124.01955388981516,-95.64711277685153,0,16,0,0
C4_C1_Di_yaml_arredondado,hiato_sem_colega_capaz,16,49.70833333333333,17.0,-32.70833333333333,-36.757736887361816,-28.658929779304845,0,16,0,0,16,44.84375,5.942708333333333,-38.90104166666667,-44.268678694558574,-33.53340463877477,0,16,0,0
C4_C1_Di_yaml_arredondado,hiato_sem_colega_livre,16,11.942708333333332,7.369791666666666,-4.572916666666667,-7.682163279587613,-1.4636700537457208,5,11,0,0,16,11.385416666666668,1.9479166666666665,-9.4375,-12.945847948864639,-5.929152051135361,0,15,1,0
