configuracao,arquivo,metrica,centralizada,adaptativa,diferenca,n_pares,n_pares_censurados
centro_fator_0.5,j6043_1.sm,dividas_pendentes,0.0,0.0,0.0,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,concluiu,1.0,1.0,0.0,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,concluiu,1.0,1.0,0.0,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,concluiu,1.0,1.0,0.0,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,concluiu,1.0,1.0,0.0,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,makespan,217.25,124.75,-92.5,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,makespan,264.25,178.25,-86.0,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,makespan,194.5,115.0,-79.5,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,makespan,213.75,145.0,-68.75,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,makespan_cpm,85.0,85.0,0.0,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,makespan_cpm,76.0,76.0,0.0,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,makespan_cpm,69.0,69.0,0.0,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,makespan_cpm,108.0,108.0,0.0,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,E_total,0.6518959489965974,0.599148587193944,-0.052747361802653325,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,E_total,0.6725763374795903,0.643176830220739,-0.02939950725885143,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,E_total,0.6314886687665082,0.6337305128241549,0.0022418440576467136,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,E_total,0.5464420599524753,0.5022804871326307,-0.04416157281984456,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,S_UR_final,4.440892098500626e-16,0.0,-4.440892098500626e-16,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,S_UR_final,1.1102230246251565e-15,0.0,-1.1102230246251565e-15,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,S_UR_final,0.0,0.0,0.0,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,S_UR_final,1.5543122344752192e-15,2.220446049250313e-16,-1.3322676295501878e-15,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,S_UR_maximo,35.37051938622495,6.7375,-28.633019386224944,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,S_UR_maximo,46.22581259191128,11.239517312650285,-34.986295279261,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,S_UR_maximo,44.46737419022754,6.981379652800381,-37.48599453742717,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,S_UR_maximo,31.640987474076557,6.909844738971481,-24.73114273510508,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,S_PV_final,204.25,302.75,98.5,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,S_PV_final,190.0,300.75,110.75,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,S_PV_final,212.75,312.25,99.5,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,S_PV_final,207.5,299.25,91.75,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,TW,414.0,338.5,-75.5,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,TW,427.25,337.75,-89.5,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,TW,441.25,372.75,-68.5,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,TW,404.5,322.5,-82.0,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,TL,0.0,113.5,113.5,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,TL,0.0,68.5,68.5,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,TL,0.0,95.0,95.0,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,TL,0.0,180.5,180.5,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,TU,134.75,49.0,-85.75,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,TU,87.75,25.75,-62.0,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,TU,155.75,50.75,-105.0,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,TU,247.25,60.25,-187.0,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,TR,91.78465502535673,65.75594627979594,-26.028708745560785,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,TR,122.88424459919446,94.82873360592578,-28.055510993268673,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,TR,103.27550778361797,74.18156350304857,-29.093944280569403,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,TR,93.0995784045403,83.61315999647907,-9.486418408061237,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,n_limpas,38.75,56.75,18.0,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,n_limpas,37.5,55.0,17.5,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,n_limpas,40.75,55.75,15.0,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,n_limpas,40.75,54.5,13.75,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,n_com_erro,21.25,3.25,-18.0,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,n_com_erro,22.5,5.0,-17.5,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,n_com_erro,19.25,4.25,-15.0,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,n_com_erro,19.25,5.5,-13.75,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,n_reportadas,2.25,14.5,12.25,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,n_reportadas,2.5,16.0,13.5,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,n_reportadas,3.25,14.0,10.75,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,n_reportadas,3.5,16.25,12.75,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,n_adiamentos,0.0,0.0,0.0,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,n_adiamentos,0.0,0.0,0.0,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,n_adiamentos,0.0,0.0,0.0,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,n_adiamentos,0.0,0.0,0.0,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,taxa_omissao,0.35416666666666663,0.05416666666666667,-0.3,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,taxa_omissao,0.375,0.08333333333333334,-0.2916666666666667,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,taxa_omissao,0.3208333333333333,0.07083333333333333,-0.25,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,taxa_omissao,0.3208333333333333,0.09166666666666667,-0.22916666666666666,4,0
centro_fator_0.5_rho0.20,j6010_1.sm,E_plano,323.0,323.0,0.0,4,0
centro_fator_0.5_rho0.20,j6021_1.sm,E_plano,332.0,332.0,0.0,4,0
centro_fator_0.5_rho0.20,j6032_1.sm,E_plano,337.0,337.0,0.0,4,0
centro_fator_0.5_rho0.20,j6043_1.sm,E_plano,334.0,334.0,0.0,4,0
