alpha,beta,mu,CV,E0,construtos_compativeis,E0_compativel
0.7545527777777778,45.456266666666664,0.016328487286076287,1.129617213412504,67.4844933431088,True,False
0.7545527777777778,45.456268055555554,0.01632848679531559,1.129617214053861,67.48449389761107,True,False
0.7545527777777778,45.456269444444445,0.016328486304554923,1.1296172146952181,67.48449445211338,True,False
0.7545527777777778,45.456270833333335,0.016328485813794286,1.1296172153365753,67.48449500661557,True,False
0.7545527777777778,45.45627222222222,0.016328485323033683,1.1296172159779323,67.4844955611178,True,False
0.7545527777777778,45.45627361111111,0.016328484832273105,1.1296172166192893,67.48449611561999,True,False
0.7545527777777778,45.456275,0.016328484341512555,1.1296172172606462,67.48449667012216,True,False
0.7545527777777778,45.45627638888889,0.016328483850752036,1.1296172179020032,67.48449722462432,True,False
0.7545527777777778,45.45627777777778,0.016328483359991548,1.1296172185433602,67.48449777912641,True,False
0.7545527777777778,45.45627916666666,0.01632848286923109,1.1296172191847167,67.4844983336285,True,False
0.7545527777777778,45.45628055555555,0.01632848237847066,1.1296172198260737,67.48449888813059,True,False
0.7545527777777778,45.45628194444444,0.016328481887710262,1.1296172204674304,67.48449944263267,True,False
0.7545527777777778,45.45628333333333,0.01632848139694989,1.1296172211087872,67.48449999713468,True,False
0.7545527777777778,45.45628472222222,0.016328480906189546,1.1296172217501437,67.48450055163667,True,False
0.7545527777777778,45.45628611111111,0.016328480415429236,1.1296172223915004,67.48450110613862,True,False
0.7545527777777778,45.4562875,0.016328479924668952,1.129617223032857,67.48450166064062,True,False
0.7545527777777778,45.456288888888885,0.0163284794339087,1.1296172236742137,67.48450221514254,True,False
0.7545527777777778,45.456290277777775,0.016328478943148476,1.12961722431557,67.48450276964442,True,False
0.7545527777777778,45.456291666666665,0.016328478452388284,1.1296172249569265,67.48450332414632,True,False
0.7545527777777778,45.456293055555555,0.01632847796162812,1.129617225598283,67.4845038786482,True,False
0.7545527777777778,45.456294444444445,0.016328477470867984,1.1296172262396396,67.48450443315002,True,False
0.7545527777777778,45.45629583333333,0.01632847698010788,1.1296172268809959,67.48450498765186,True,False
0.7545527777777778,45.45629722222222,0.016328476489347803,1.1296172275223522,67.48450554215363,True,False
0.7545527777777778,45.45629861111111,0.016328475998587756,1.1296172281637085,67.4845060966554,True,False
0.7545527777777778,45.4563,0.01632847550782774,1.1296172288050648,67.48450665115713,True,False
0.7545527777777778,45.45630138888889,0.016328475017067752,1.1296172294464208,67.48450720565886,True,False
0.7545527777777778,45.45630277777778,0.016328474526307795,1.1296172300877771,67.4845077601606,True,False
0.7545527777777778,45.45630416666667,0.016328474035547866,1.1296172307291332,67.48450831466222,True,False
0.7545527777777778,45.45630555555555,0.016328473544787968,1.1296172313704895,67.48450886916386,True,False
0.7545527777777778,45.45630694444444,0.016328473054028098,1.1296172320118454,67.4845094236655,True,False
0.7545527777777778,45.45630833333333,0.01632847256326826,1.1296172326532015,67.4845099781671,True,False
0.7545527777777778,45.45630972222222,0.016328472072508447,1.1296172332945575,67.48451053266874,True,False
0.7545527777777778,45.45631111111111,0.016328471581748667,1.1296172339359134,67.48451108717022,True,False
0.7545527777777778,45.456312499999996,0.01632847109098892,1.1296172345772693,67.48451164167179,True,False
0.7545527777777778,45.456313888888886,0.016328470600229194,1.1296172352186253,67.4845121961733,True,False
0.7545527777777778,45.456315277777776,0.0163284701094695,1.129617235859981,67.4845127506748,True,False
0.7545527777777778,45.456316666666666,0.01632846961870984,1.1296172365013368,67.48451330517626,True,False
0.7545527777777778,45.456318055555556,0.016328469127950204,1.1296172371426927,67.4845138596777,True,False
0.7545527777777778,45.456319444444446,0.0163284686371906,1.1296172377840483,67.48451441417913,True,False
0.7545527777777778,45.456320833333336,0.016328468146431026,1.129617238425404,67.4845149686805,True,False
0.7545527777777778,45.45632222222222,0.01632846765567148,1.1296172390667598,67.4845155231819,True,False
0.7545527777777778,45.45632361111111,0.01632846716491197,1.1296172397081152,67.4845160776832,True,False
0.7545527777777778,45.456325,0.01632846667415248,1.1296172403494709,67.48451663218454,True,False
0.7545527777777778,45.45632638888889,0.016328466183393023,1.1296172409908263,67.48451718668585,True,False
0.7545527777777778,45.45632777777778,0.016328465692633597,1.129617241632182,67.4845177411871,True,False
0.7545527777777778,45.45632916666666,0.0163284652018742,1.1296172422735373,67.48451829568837,True,False
0.7545527777777778,45.45633055555555,0.016328464711114835,1.1296172429148927,67.4845188501896,True,False
0.7545527777777778,45.45633194444444,0.016328464220355495,1.1296172435562482,67.48451940469083,True,False
0.7545527777777778,45.45633333333333,0.016328463729596187,1.1296172441976036,67.48451995919201,True,False
0.7545527777777778,45.45633472222222,0.016328463238836907,1.129617244838959,67.48452051369316,True,False
