modelo,metrica,termo,parcela,ic95_inf,ic95_sup,pct_contraste,n_instancias
mvp,atraso_relativo,G,-0.2983457050058127,-0.4457457422776375,-0.15094566773398788,25.852301995194303,16
mvp,atraso_relativo,N,-0.2935574817367431,-0.42003691279290234,-0.16707805068058393,25.437392070581872,16
mvp,atraso_relativo,B,0.0,0.0,0.0,-0.0,16
mvp,atraso_relativo,C,-0.4036948835221753,-0.5007840325733424,-0.3066057344710082,34.98103665520082,16
mvp,atraso_relativo,D,-0.6686592096144645,-0.7942038574364707,-0.5431145617924582,57.94076981428063,16
mvp,atraso_relativo,GN,0.08391227482042456,-0.08486064965766675,0.25268519929851585,-7.2711804908305595,16
mvp,atraso_relativo,GB,0.0,0.0,0.0,-0.0,16
mvp,atraso_relativo,GC,0.08944612008004076,-0.06727404857119239,0.24616628873127389,-7.7507001770398345,16
mvp,atraso_relativo,GD,0.14104055230998103,0.002315307915456283,0.27976579670450574,-12.22146955933416,16
mvp,atraso_relativo,NB,0.0,0.0,0.0,-0.0,16
mvp,atraso_relativo,NC,0.05033286584148332,-0.07765046423558646,0.17831619591855308,-4.361451920322683,16
mvp,atraso_relativo,ND,0.039881781251304045,-0.09272367818297775,0.17248724068558582,-3.45584278813366,16
mvp,atraso_relativo,BC,-5.958669662476558e-17,-1.811096318548649e-16,6.193623860533375e-17,5.1633164151280545e-15,16
mvp,atraso_relativo,BD,6.123526322506324e-16,5.128193276307935e-16,7.118859368704713e-16,-5.3061682842684377e-14,16
mvp,atraso_relativo,CD,0.3925159916531926,0.2861959854331729,0.49883599787321237,-34.01236144480041,16
mvp,atraso_relativo,GNB,-2.9759442501947587e-15,-3.3242032717585383e-15,-2.6276852286309792e-15,2.5787201955998677e-13,16
mvp,atraso_relativo,GNC,-0.18458400937644595,-0.36672095318130554,-0.00244706557158636,15.994604493437187,16
mvp,atraso_relativo,GND,-0.13052885252413868,-0.2866582803478532,0.025600575299575823,11.310607989059095,16
mvp,atraso_relativo,GBC,-4.579822336984892e-18,-1.4484965551842412e-16,1.3569001084445431e-16,3.968515321437699e-16,16
mvp,atraso_relativo,GBD,3.338118703715822e-17,-1.6247008176481318e-16,2.292324558391296e-16,-2.892552209611551e-15,16
mvp,atraso_relativo,GCD,-0.06002431906722432,-0.20127744143914453,0.08122880330469587,5.201237348302197,16
mvp,atraso_relativo,NBC,2.065861651264559e-16,7.133232029049521e-17,3.418400099624166e-16,-1.790113897826738e-14,16
mvp,atraso_relativo,NBD,-1.1525127609037251e-15,-1.3448437938070866e-15,-9.601817280003637e-16,9.986772877329596e-14,16
mvp,atraso_relativo,NCD,-0.06153958424904188,-0.21006096129642862,0.08698179279834486,5.332538360603974,16
