modelo,metrica,termo,parcela,pct_contraste
mvp,S_UR_maximo,C,-15.613457470916593,80.96800890315325
mvp,S_UR_maximo,D,-11.347451682995038,58.84542681262423
mvp,S_UR_maximo,AB,-1.892745618809535e-14,9.81536885091845e-14
mvp,S_UR_maximo,AC,2.2020261451648877,-11.419230677048755
mvp,S_UR_maximo,AD,2.2426086248380575,-11.629682627336505
mvp,S_UR_maximo,BC,2.0385581096552884e-15,-1.057152084857697e-14
mvp,S_UR_maximo,BD,1.709531143200629e-15,-8.865258260748343e-15
mvp,S_UR_maximo,CD,8.835367970249347,-45.8183047419405
mvp,S_UR_maximo,ABC,-1.2889030497073363e-15,6.683972066942741e-15
mvp,S_UR_maximo,ABD,1.3606072266119169e-14,-7.055814398778454e-14
mvp,S_UR_maximo,ACD,-1.699217080118948,8.81177176341226
mvp,S_UR_maximo,BCD,-3.606419006949419e-15,1.870210789680009e-14
mvp,S_UR_maximo,ABCD,-2.2667309777295922e-14,1.1754775925046187e-13
mvp,n_com_erro,A,-0.8958333333333333,9.019402202412167
mvp,n_com_erro,B,0.0,-0.0
mvp,n_com_erro,C,-9.640624999999996,97.06345044572625
mvp,n_com_erro,D,-0.328125000000002,3.3036182485579646
mvp,n_com_erro,AB,-9.635304706878678e-15,9.700988483066106e-14
mvp,n_com_erro,AC,0.7031249999999896,-7.079181961195491
mvp,n_com_erro,AD,0.005208333333336701,-0.05243838489777906
mvp,n_com_erro,BC,-5.413782847944285e-16,5.450688551679616e-15
mvp,n_com_erro,BD,1.443335709437765e-15,-1.4531749145886253e-14
mvp,n_com_erro,CD,0.3645833333333308,-3.6706869428421354
mvp,n_com_erro,ABC,5.868714079519203e-15,-5.908721044927567e-14
mvp,n_com_erro,ABD,3.366664586001987e-15,-3.389615104941697e-14
mvp,n_com_erro,ACD,-0.14062499999999545,1.4158363922390733
mvp,n_com_erro,BCD,-1.6471199404399783e-15,1.6583483406632188e-14
mvp,n_com_erro,ABCD,-1.2522245971628248e-14,1.260760999765403e-13
