arquivo,semente,cenario,concluiu,TR,E_plano,retrabalho_sobre_esforco_total
j604_1.sm,7,centralizada,True,128.3053269579377,382.0,0.2514285471460762
j604_1.sm,7,adaptativa,True,58.40205682729127,382.0,0.1326107721840052
j604_1.sm,8,centralizada,True,141.84962768535868,382.0,0.270783102991071
j604_1.sm,8,adaptativa,True,150.75272011726895,382.0,0.2829694048001959
j604_1.sm,9,centralizada,True,131.39088961001312,382.0,0.2559275831906981
j604_1.sm,9,adaptativa,True,106.50477850173124,382.0,0.2180219788809164
j604_1.sm,10,centralizada,True,157.7395584239531,382.0,0.2922512459241542
j604_1.sm,10,adaptativa,True,176.40896730627315,382.0,0.3159135644924508
j604_1.sm,11,centralizada,True,134.91652775442154,382.0,0.2610025420168382
j604_1.sm,11,adaptativa,True,104.7424745433273,382.0,0.215190742582305
j607_1.sm,0,centralizada,True,53.4221746814225,336.0,0.1371831861529867
j607_1.sm,0,adaptativa,True,43.248547426179606,336.0,0.1140374767937585
j607_1.sm,1,centralizada,True,72.82243106433395,336.0,0.1781272883553552
j607_1.sm,1,adaptativa,True,33.31684394853847,336.0,0.0902120888728836
j607_1.sm,2,centralizada,True,127.481874470615,336.0,0.2750525565130755
j607_1.sm,2,adaptativa,True,84.86120432671493,336.0,0.2016370324807536
j607_1.sm,3,centralizada,True,82.75697175893004,336.0,0.1976252990160879
j607_1.sm,3,adaptativa,True,52.043580447174165,336.0,0.1341178750778459
j607_1.sm,4,centralizada,True,92.91143246973184,336.0,0.2166214874122959
j607_1.sm,4,adaptativa,True,43.96667478884349,336.0,0.1157119234555946
j607_1.sm,5,centralizada,True,93.07064672512844,336.0,0.2169121738704056
j607_1.sm,5,adaptativa,True,86.88973252448956,336.0,0.2054666402179858
j607_1.sm,6,centralizada,True,95.36937300417247,336.0,0.2210851742672283
j607_1.sm,6,adaptativa,True,68.44769251933832,336.0,0.169237441047004
j607_1.sm,7,centralizada,True,74.9597253774789,336.0,0.1824016339037265
j607_1.sm,7,adaptativa,True,42.36932289924358,336.0,0.1119787475754903
j607_1.sm,8,centralizada,True,120.64747574799335,336.0,0.2642026555613201
j607_1.sm,8,adaptativa,True,136.24218863442184,336.0,0.2885006717176033
j607_1.sm,9,centralizada,True,110.24831927141874,336.0,0.2470559876873466
j607_1.sm,9,adaptativa,True,83.58279768076615,336.0,0.1992045387531807
j607_1.sm,10,centralizada,True,100.97679978265704,336.0,0.2310804597243624
j607_1.sm,10,adaptativa,True,80.0284683932416,336.0,0.1923629618480735
j607_1.sm,11,centralizada,True,89.42413059888543,336.0,0.2101999491025573
j607_1.sm,11,adaptativa,True,77.39623978377523,336.0,0.1872204735685475
