observavel,media_verdade,observacao,I
taxa_omissao,0.09322916666666664,0.1033333333333333,1.2187512987093316
atraso_relativo,1.6242274083546462,1.5767433930093775,3.1092903390200757
retrabalho_sobre_plano,0.19588895007706755,0.1972461820083015,0.14489237942245936
E_total,0.8591142173182428,0.8595990146003922,0.10936648209477348
