grupo,taxa_omissao,atraso_relativo,retrabalho_sobre_plano,E_total,TL,TU,TW,TR
gate=0.25;rede=0.25,0.20868055555555554,3.0130140250544666,0.18396524095871372,0.781047141787524,0.0,127.33333333333333,662.875,61.90934068024339
gate=0.25;rede=0.8,0.20381944444444441,2.6949652777777775,0.17124458260392053,0.7390304477087977,0.0,141.625,552.6458333333334,57.8852949643801
gate=0.8;rede=0.25,0.20451388888888886,2.7045053785403055,0.1627519700624735,0.8978320395575151,10.604166666666666,7.604166666666667,635.6041666666666,55.175401199020364
gate=0.8;rede=0.8,0.20104166666666665,2.3997293709150327,0.15686587370011604,0.8819903838422803,11.041666666666666,6.6875,525.6041666666666,52.9770849980907
