variante,arquivo,semente,cenario,canal,limite_aversao_perda,concluiu,violacoes,atraso,fuga,N_req,conf,falha
F1,j6021_1.sm,2,centralizada,,0.2,True,0,4.7105263157894735,0.4827586206896552,0,0.25,0.3
F1,j6021_1.sm,2,adaptativa,,0.2,True,0,2.539473684210526,0.3181818181818182,75,0.965,0.18333333333333332
F1,j6021_1.sm,3,centralizada,,0.2,True,0,3.3289473684210527,0.4392523364485981,0,0.25,0.25
F1,j6021_1.sm,3,adaptativa,,0.2,True,0,2.6578947368421053,0.34782608695652173,157,0.9666666666666667,0.25
F1,j6032_1.sm,0,centralizada,,0.2,True,0,2.7246376811594204,0.5833333333333334,0,0.25,0.3
F1,j6032_1.sm,0,adaptativa,,0.2,True,0,1.8840579710144927,0.4174757281553398,117,0.9916666666666667,0.26666666666666666
F1,j6032_1.sm,1,centralizada,,0.2,True,0,3.4347826086956523,0.5588235294117647,0,0.25,0.4166666666666667
F1,j6032_1.sm,1,adaptativa,,0.2,True,0,1.9565217391304348,0.40594059405940597,138,0.9883333333333333,0.31666666666666665
F1,j6032_1.sm,2,centralizada,,0.2,True,0,3.289855072463768,0.5384615384615384,0,0.25,0.3333333333333333
F1,j6032_1.sm,2,adaptativa,,0.2,True,0,1.9565217391304348,0.38144329896907214,156,0.8633074470901597,0.23333333333333334
F1,j6032_1.sm,3,centralizada,,0.2,True,0,3.6231884057971016,0.6078431372549019,0,0.25,0.48333333333333334
F1,j6032_1.sm,3,adaptativa,,0.2,True,0,2.36231884057971,0.5620437956204379,218,0.965,0.38333333333333336
F1,j6043_1.sm,0,centralizada,,0.2,True,0,1.7962962962962963,0.3103448275862069,0,0.25,0.13333333333333333
F1,j6043_1.sm,0,adaptativa,,0.2,True,0,1.6944444444444444,0.22077922077922077,322,1.0,0.3
F1,j6043_1.sm,1,centralizada,,0.2,True,0,1.8796296296296295,0.38144329896907214,0,0.25,0.23333333333333334
F1,j6043_1.sm,1,adaptativa,,0.2,True,0,1.5740740740740742,0.1780821917808219,229,0.9666666666666667,0.2833333333333333
F1,j6043_1.sm,2,centralizada,,0.2,True,0,2.0,0.3939393939393939,0,0.25,0.3
F1,j6043_1.sm,2,adaptativa,,0.2,True,0,1.3703703703703705,0.4117647058823529,156,0.9666666666666667,0.31666666666666665
F1,j6043_1.sm,3,centralizada,,0.2,True,0,2.037037037037037,0.4,0,0.25,0.25
F1,j6043_1.sm,3,adaptativa,,0.2,True,0,1.6111111111111112,0.15492957746478872,286,0.9666666666666667,0.26666666666666666
F1,j6010_1.sm,0,centralizada,,0.3,True,0,2.176470588235294,0.3548387096774194,0,0.25,0.16666666666666666
F1,j6010_1.sm,0,adaptativa,,0.3,True,0,1.5529411764705883,0.09090909090909091,178,0.995,0.15
F1,j6010_1.sm,1,centralizada,,0.3,True,0,2.552941176470588,0.22077922077922077,0,0.25,0.26666666666666666
F1,j6010_1.sm,1,adaptativa,,0.3,True,0,1.423529411764706,0.047619047619047616,142,0.9666666666666667,0.23333333333333334
F1,j6010_1.sm,2,centralizada,,0.3,True,0,3.011764705882353,0.48717948717948717,0,0.25,0.36666666666666664
F1,j6010_1.sm,2,adaptativa,,0.3,True,0,1.5058823529411764,0.23076923076923078,144,0.9666666666666667,0.2
F1,j6010_1.sm,3,centralizada,,0.3,True,0,2.4705882352941178,0.3333333333333333,0,0.25,0.2
F1,j6010_1.sm,3,adaptativa,,0.3,True,0,1.7176470588235293,0.3258426966292135,159,0.9533572337046823,0.23333333333333334
F1,j6021_1.sm,0,centralizada,,0.3,True,0,3.526315789473684,0.23076923076923078,0,0.25,0.2833333333333333
F1,j6021_1.sm,0,adaptativa,,0.3,True,0,2.5526315789473686,0.16666666666666666,116,1.0,0.2833333333333333
F1,j6021_1.sm,1,centralizada,,0.3,True,0,3.9473684210526314,0.3181818181818182,0,0.25,0.3
F1,j6021_1.sm,1,adaptativa,,0.3,True,0,2.6842105263157894,0.1891891891891892,79,0.9616666666666666,0.3333333333333333
F1,j6021_1.sm,2,centralizada,,0.3,True,0,4.078947368421052,0.3939393939393939,0,0.25,0.3333333333333333
F1,j6021_1.sm,2,adaptativa,,0.3,True,0,2.3552631578947367,0.3023255813953488,76,0.9666666666666667,0.2833333333333333
F1,j6021_1.sm,3,centralizada,,0.3,True,0,3.210526315789474,0.3939393939393939,0,0.25,0.25
F1,j6021_1.sm,3,adaptativa,,0.3,True,0,2.6578947368421053,0.34782608695652173,155,0.965,0.3
F1,j6032_1.sm,0,centralizada,,0.3,True,0,2.6231884057971016,0.4230769230769231,0,0.25,0.13333333333333333
F1,j6032_1.sm,0,adaptativa,,0.3,True,0,1.681159420289855,0.25925925925925924,89,0.9966666666666667,0.26666666666666666
F1,j6032_1.sm,1,centralizada,,0.3,True,0,2.9130434782608696,0.4690265486725664,0,0.25,0.43333333333333335
F1,j6032_1.sm,1,adaptativa,,0.3,True,0,1.8115942028985508,0.3333333333333333,138,0.9983333333333334,0.3333333333333333
F1,j6032_1.sm,2,centralizada,,0.3,True,0,3.347826086956522,0.4642857142857143,0,0.25,0.35
F1,j6032_1.sm,2,adaptativa,,0.3,True,0,1.7536231884057971,0.3333333333333333,135,0.8845676049597162,0.25
F1,j6032_1.sm,3,centralizada,,0.3,True,0,3.5217391304347827,0.5714285714285714,0,0.25,0.4166666666666667
F1,j6032_1.sm,3,adaptativa,,0.3,True,0,2.2318840579710146,0.4444444444444444,164,0.9583333333333334,0.3333333333333333
F1,j6043_1.sm,0,centralizada,,0.3,True,0,2.0277777777777777,0.3617021276595745,0,0.25,0.3
F1,j6043_1.sm,0,adaptativa,,0.3,True,0,1.5555555555555556,0.1044776119402985,266,1.0,0.25
F1,j6043_1.sm,1,centralizada,,0.3,True,0,2.2777777777777777,0.15492957746478872,0,0.25,0.2
F1,j6043_1.sm,1,adaptativa,,0.3,True,0,1.5833333333333333,0.22077922077922077,233,0.9583333333333334,0.3333333333333333
F1,j6043_1.sm,2,centralizada,,0.3,True,0,2.740740740740741,0.34782608695652173,0,0.25,0.21666666666666667
F1,j6043_1.sm,2,adaptativa,,0.3,True,0,1.3425925925925926,0.3023255813953488,132,0.9666666666666667,0.2833333333333333
F1,j6043_1.sm,3,centralizada,,0.3,True,0,2.388888888888889,0.3548387096774194,0,0.25,0.3
F1,j6043_1.sm,3,adaptativa,,0.3,True,0,1.4722222222222223,0.14285714285714285,275,0.9666666666666667,0.18333333333333332
F1,j6010_1.sm,0,centralizada,,0.4,True,0,2.1882352941176473,0.27710843373493976,0,0.25,0.18333333333333332
F1,j6010_1.sm,0,adaptativa,,0.4,True,0,1.5529411764705883,0.09090909090909091,178,0.995,0.15
F1,j6010_1.sm,1,centralizada,,0.4,True,0,2.623529411764706,0.22077922077922077,0,0.25,0.3333333333333333
F1,j6010_1.sm,1,adaptativa,,0.4,True,0,1.423529411764706,0.047619047619047616,142,0.9666666666666667,0.23333333333333334
F1,j6010_1.sm,2,centralizada,,0.4,True,0,2.5176470588235293,0.375,0,0.25,0.4
F1,j6010_1.sm,2,adaptativa,,0.4,True,0,1.7058823529411764,0.24050632911392406,157,0.9666666666666667,0.2833333333333333
F1,j6010_1.sm,3,centralizada,,0.4,True,0,2.1294117647058823,0.25925925925925924,0,0.25,0.25
F1,j6010_1.sm,3,adaptativa,,0.4,True,0,1.5294117647058822,0.2,130,0.9966666666666667,0.2
F1,j6021_1.sm,0,centralizada,,0.4,True,0,3.526315789473684,0.23076923076923078,0,0.25,0.2833333333333333
F1,j6021_1.sm,0,adaptativa,,0.4,True,0,2.5526315789473686,0.16666666666666666,116,1.0,0.2833333333333333
F1,j6021_1.sm,1,centralizada,,0.4,True,0,3.789473684210526,0.23076923076923078,0,0.25,0.21666666666666667
F1,j6021_1.sm,1,adaptativa,,0.4,True,0,2.776315789473684,0.15492957746478872,86,0.9666666666666667,0.26666666666666666
F1,j6021_1.sm,2,centralizada,,0.4,True,0,3.460526315789474,0.3181818181818182,0,0.25,0.38333333333333336
F1,j6021_1.sm,2,adaptativa,,0.4,True,0,2.263157894736842,0.25,57,0.9666666666666667,0.16666666666666666
F1,j6021_1.sm,3,centralizada,,0.4,True,0,3.276315789473684,0.2857142857142857,0,0.25,0.3333333333333333
F1,j6021_1.sm,3,adaptativa,,0.4,True,0,2.8289473684210527,0.2682926829268293,137,0.9666666666666667,0.26666666666666666
F1,j6032_1.sm,0,centralizada,,0.4,True,0,2.8405797101449277,0.34065934065934067,0,0.25,0.13333333333333333
F1,j6032_1.sm,0,adaptativa,,0.4,True,0,1.6666666666666667,0.24050632911392406,89,0.9966666666666667,0.26666666666666666
F1,j6032_1.sm,1,centralizada,,0.4,True,0,3.0,0.38144329896907214,0,0.25,0.43333333333333335
F1,j6032_1.sm,1,adaptativa,,0.4,True,0,1.855072463768116,0.25925925925925924,136,0.985,0.36666666666666664
F1,j6032_1.sm,2,centralizada,,0.4,True,0,3.9855072463768115,0.4339622641509434,0,0.25,0.3333333333333333
F1,j6032_1.sm,2,adaptativa,,0.4,True,0,1.7391304347826086,0.2682926829268293,129,0.8709323519270274,0.21666666666666667
F1,j6032_1.sm,3,centralizada,,0.4,True,0,3.8405797101449277,0.3333333333333333,0,0.25,0.36666666666666664
F1,j6032_1.sm,3,adaptativa,,0.4,True,0,2.2753623188405796,0.3684210526315789,185,0.9467646102608723,0.36666666666666664
F1,j6043_1.sm,0,centralizada,,0.4,True,0,1.9907407407407407,0.29411764705882354,0,0.25,0.31666666666666665
F1,j6043_1.sm,0,adaptativa,,0.4,True,0,1.5555555555555556,0.1044776119402985,266,1.0,0.25
F1,j6043_1.sm,1,centralizada,,0.4,True,0,2.1203703703703702,0.13043478260869565,0,0.25,0.23333333333333334
F1,j6043_1.sm,1,adaptativa,,0.4,True,0,1.5833333333333333,0.1891891891891892,227,0.9666666666666667,0.3333333333333333
F1,j6043_1.sm,2,centralizada,,0.4,True,0,2.3055555555555554,0.2682926829268293,0,0.25,0.31666666666666665
F1,j6043_1.sm,2,adaptativa,,0.4,True,0,1.4074074074074074,0.25925925925925924,141,0.9666666666666667,0.36666666666666664
F1,j6043_1.sm,3,centralizada,,0.4,True,0,1.8888888888888888,0.25925925925925924,0,0.25,0.3
F1,j6043_1.sm,3,adaptativa,,0.4,True,0,1.4814814814814814,0.11764705882352941,271,0.9558702154670926,0.18333333333333332
