replica,grupo,bloco,arquivo,semente,concluiu,taxa_omissao,atraso_relativo,retrabalho_sobre_plano,E_total
328,obs,5,j6010_1.sm,10009194,True,0.11666666666666667,1.5058823529411764,0.21010756770274852,0.8409513766850835
328,obs,5,j6032_1.sm,10009195,True,0.13333333333333333,1.6521739130434783,0.22360325397346792,0.8571127769961
328,obs,6,j6010_1.sm,10009196,True,0.13333333333333333,1.4823529411764707,0.1835098621436017,0.868714477510012
328,obs,6,j6032_1.sm,10009197,True,0.13333333333333333,1.7536231884057971,0.21194375282365716,0.8588806165762107
328,obs,7,j6010_1.sm,10009198,True,0.05,1.588235294117647,0.2543941812659936,0.8224481252340079
328,obs,7,j6032_1.sm,10009199,True,0.13333333333333333,1.608695652173913,0.15678686045550919,0.8793491929079099
328,obs,8,j6010_1.sm,10009200,True,0.1,1.6588235294117648,0.20473883336608897,0.8617476434511057
328,obs,8,j6032_1.sm,10009201,True,0.1,1.6956521739130435,0.23657920205124705,0.8472819968679999
328,obs,9,j6010_1.sm,10009202,True,0.03333333333333333,1.5411764705882354,0.17850504629319214,0.8584941157347061
328,obs,9,j6032_1.sm,10009203,True,0.05,1.5797101449275361,0.2116941881810787,0.8459339641757282
328,sim,0,j6010_1.sm,10009204,True,0.11666666666666667,1.4823529411764707,0.18588258632238994,0.8549260612267454
328,sim,0,j6032_1.sm,10009205,True,0.06666666666666667,1.565217391304348,0.23211880129518958,0.8469970505669155
328,sim,1,j6010_1.sm,10009206,True,0.11666666666666667,1.6470588235294117,0.1565385166330069,0.8718365080582149
328,sim,1,j6032_1.sm,10009207,True,0.06666666666666667,1.710144927536232,0.20224023253792753,0.8529668836719635
328,sim,2,j6010_1.sm,10009208,True,0.1,1.423529411764706,0.159319946433483,0.8598948280505576
328,sim,2,j6032_1.sm,10009209,True,0.15,1.608695652173913,0.20275449668065532,0.8504536440706574
328,sim,3,j6010_1.sm,10009210,True,0.08333333333333333,1.6941176470588235,0.20609296483122888,0.8603806846662496
328,sim,3,j6032_1.sm,10009211,True,0.16666666666666666,1.6666666666666667,0.25576193946185405,0.8366384758298607
329,obs,0,j6010_1.sm,10009212,True,0.1,1.6352941176470588,0.14649271740063016,0.883370488882358
329,obs,0,j6032_1.sm,10009213,True,0.06666666666666667,1.6231884057971016,0.22688109075556617,0.8643140553669009
329,obs,1,j6010_1.sm,10009214,True,0.15,1.5294117647058822,0.2956273875791481,0.8164134685199854
329,obs,1,j6032_1.sm,10009215,True,0.1,1.6521739130434783,0.2067573990651272,0.855195979854974
329,obs,2,j6010_1.sm,10009216,True,0.1,1.6235294117647059,0.26494185482572413,0.821107640560278
329,obs,2,j6032_1.sm,10009217,True,0.15,1.565217391304348,0.21956016356076571,0.8425725433530777
329,obs,3,j6010_1.sm,10009218,True,0.11666666666666667,1.6705882352941177,0.18591182561975028,0.8767329428794377
329,obs,3,j6032_1.sm,10009219,True,0.1,1.6521739130434783,0.15112320414962885,0.8870948796589285
329,obs,4,j6010_1.sm,10009220,True,0.05,1.5176470588235293,0.1525777743165524,0.8745318917254958
329,obs,4,j6032_1.sm,10009221,True,0.08333333333333333,1.565217391304348,0.17759575583960244,0.8536693913680103
329,obs,5,j6010_1.sm,10009222,True,0.16666666666666666,1.6705882352941177,0.19956042718155606,0.8574520269117534
329,obs,5,j6032_1.sm,10009223,True,0.03333333333333333,1.608695652173913,0.16461761182784032,0.8820345384844414
329,obs,6,j6010_1.sm,10009224,True,0.06666666666666667,1.5529411764705883,0.1862260006971017,0.8679944663828955
