replica,I_max,excluido,incompletas,z_taxa_omissao,f_taxa_omissao,V_obs_taxa_omissao,V_sim_taxa_omissao,I_taxa_omissao,z_atraso_relativo,f_atraso_relativo,V_obs_atraso_relativo,V_sim_atraso_relativo,I_atraso_relativo,z_retrabalho_sobre_plano,f_retrabalho_sobre_plano,V_obs_retrabalho_sobre_plano,V_sim_retrabalho_sobre_plano,I_retrabalho_sobre_plano,z_E_total,f_E_total,V_obs_E_total,V_sim_E_total,I_E_total
124,0.3235173043934435,False,0,0.08916666666666667,0.08958333333333335,6.026234567901236e-05,4.340277777777775e-06,0.051839843402438766,1.6298891730605287,1.6184995737425405,0.0005085117360303077,0.0009079719956480332,0.3026235004953105,0.20494620039202185,0.20911251736799824,1.883882725740898e-05,0.00014700892348618746,0.3235173043934435,0.854206856916775,0.8536713317509932,5.610310083228104e-06,2.006351977335518e-05,0.10569015989866723
125,1.7558576526721703,False,0,0.08166666666666667,0.10208333333333333,0.00010771604938271608,2.7488425925925912e-05,1.7558576526721703,1.6099658994032395,1.6318627450980394,8.56709983662758e-05,0.0011127407676316608,0.6325262095887539,0.2020667275084306,0.19933409626750623,7.1906736332178e-05,0.0004069023639968117,0.12488199588388862,0.8549627280221952,0.8578908966647139,2.6639741418838555e-05,5.366589962400571e-05,0.3267556147125665
126,0.8211006435634703,False,0,0.08833333333333333,0.10416666666666667,1.8827160493827166e-05,0.00035300925925925913,0.8211006435634703,1.619011082693947,1.6261935208866154,0.00020948028568334577,0.000548530453485125,0.26087605484931914,0.19361950149241058,0.19194111176752998,3.400396323094906e-05,0.00033459859506341366,0.08742057114505013,0.8610502969185841,0.8657680639241799,1.2264575455063942e-05,7.988688858953548e-05,0.4914568232319095
127,3.1196948646304423,True,0,0.09666666666666666,0.09999999999999999,8.055555555555554e-05,0.0004513888888888888,0.14452587470598455,1.6246888320545607,1.6430520034100597,0.00020292119401186837,5.248453953656058e-05,1.1490326399601432,0.20315617834956576,0.23059290955328393,4.81456335600275e-05,2.9200837006350665e-05,3.1196948646304423,0.852127105350567,0.8435847047169623,1.0718543762167158e-05,4.13056302128535e-05,1.1843425678758197
128,2.5512430133811637,False,0,0.09833333333333334,0.09375,7.530864197530861e-05,0.0002821180555555556,0.24243088629998943,1.5981585677749364,1.6624040920716112,8.294552666275319e-05,0.0005511900202214886,2.5512430133811637,0.22427001836291205,0.21903712528123517,4.952354552590562e-05,0.00014797177067115506,0.37236037685084206,0.8420363942010403,0.8482175182220705,1.4736726482479139e-05,9.381964725363404e-05,0.5932527961103643
129,0.4182383460247599,False,0,0.09666666666666666,0.09375,8.82716049382716e-05,5.0636574074074046e-05,0.24747018858220374,1.6200170502983802,1.626768968456948,0.0002806472007074651,0.0004866687646431374,0.2437474338585281,0.20263643918773963,0.2069862935988165,9.540881985295132e-05,1.2759913951815714e-05,0.4182383460247599,0.8538634309376937,0.8535586181931651,3.8005855522965675e-05,1.3506398980396058e-05,0.04246956790936869
130,0.963144491392911,False,0,0.10250000000000001,0.08541666666666667,0.00010192901234567901,0.00021267361111111115,0.963144491392911,1.6192071611253194,1.6485080988917307,0.0002241893860640901,0.0013567863361166673,0.7369175840059649,0.20247198798133867,0.21172676508134458,3.276486655770739e-05,0.00013483476601725737,0.7148738850231336,0.8539381516875751,0.8551457540567249,9.60857090445534e-06,3.696261471060827e-05,0.17695600670224373
131,3.239375919116852,True,0,0.09833333333333333,0.11875,0.00011543209876543206,5.063657407407406e-05,1.5843129818880262,1.6390707587382778,1.5919011082693948,0.00017768488700280972,3.434770253406976e-05,3.239375919116852,0.20387761245429994,0.19135218060514697,7.121595285611019e-05,4.3513129071534326e-05,1.1693807737187887,0.854857228745956,0.8614277045861578,5.626997003945434e-06,8.73775581316288e-06,1.7335953927101722
132,2.175981531321357,False,0,0.1,0.075,8.179012345679011e-05,0.000150462962962963,1.6404358872971012,1.6260443307757888,1.5803495311167945,8.638692678021764e-05,0.00035459739080529276,2.175981531321357,0.20016139195227667,0.19863656184914338,4.1236847621289024e-05,0.00010006404100077754,0.12827706382520282,0.8587986910488944,0.8553382245386816,8.804973298954122e-06,9.189291558148309e-06,0.8157697487248395
133,1.0444347236393383,False,0,0.0975,0.08125,7.569444444444447e-05,0.0001663773148148148,1.0444347236393383,1.6423699914748506,1.6289002557544756,0.0003646838689431728,0.00013120468667593633,0.604876945654055,0.2026875873422595,0.19597416110403904,5.943651633614803e-05,5.032299678391211e-05,0.6408009333652681,0.8568621478482548,0.8558708808770894,1.3810670534123826e-05,2.9821516974648957e-05,0.15006767094196583
134,0.9645579943274822,False,0,0.09083333333333334,0.09375,3.4645061728395064e-05,9.693287037037038e-05,0.2542700860220349,1.6091048593350383,1.6143222506393862,0.00019412480989611857,0.0006552869612700484,0.1790169990044334,0.18885226191546775,0.19983022316380195,4.897131332471646e-05,8.056355773015395e-05,0.9645579943274822,0.8617481284874013,0.8605678579416426,2.2614884867346365e-05,4.877862845724054e-05,0.1396857783241009
135,1.4335882223640257,False,0,0.0925,0.11875000000000001,7.631172839506174e-05,0.0002589699074074074,1.4335882223640257,1.6131884057971013,1.6261935208866156,0.00012884548064132182,0.0016122275386302619,0.3116776833172382,0.20456468818168125,0.18809908054981936,0.0001083918010172401,0.0002111259922103617,0.9211497490617863,0.8533535761638286,0.8639154155610371,3.572942258043652e-05,7.416656136920886e-05,1.007508336720571
136,0.41683147289694006,False,0,0.10000000000000002,0.10416666666666667,0.00019598765432098762,0.00014467592592592592,0.22574903633585716,1.6125490196078431,1.6121696504688832,4.351222580041066e-05,0.0007408465783239304,0.013545798500860665,0.2054083527933467,0.2107026980537304,3.604907980555857e-05,0.00012527660346259815,0.41683147289694006,0.854455441534977,0.8546925213834129,1.2266747650063553e-05,1.1878892160048431e-05,0.04824755190645636
137,1.7069311634390891,False,0,0.0925,0.12291666666666667,4.699074074074074e-05,0.00027054398148148136,1.7069311634390891,1.6114578005115088,1.5982523444160273,9.466286252980924e-05,0.0010889133814317449,0.38384446791863913,0.21217028569783453,0.1964196428956344,8.478474907197182e-05,0.00022624854421061797,0.8930892115659997,0.85175372320433,0.8617283079368954,2.942743476359031e-05,6.704626576924362e-05,1.0155243825688534
138,0.6253583069884177,False,0,0.1025,0.09375,0.00012199074074074073,7.378472222222225e-05,0.6253583069884177,1.6226427962489347,1.645929241261722,5.737976951491592e-05,0.0037680667328522537,0.376497525601957,0.19963818133236674,0.19358708149605003,6.673054851852276e-05,0.00019335909425020155,0.375208604470734,0.8562034468473009,0.8515457295736126,2.10023972020895e-05,3.6661815364896816e-05,0.6133663411188803
139,1.026695076193156,False,0,0.09583333333333334,0.09583333333333333,5.7484567901234563e-05,0.0003067129629629629,7.271964402389196e-16,1.6140409207161124,1.6079710144927537,0.00012072345302700988,0.0009516170529147956,0.18535983149729296,0.20546993517640724,0.21306856760327983,3.074701993027718e-05,0.0001344372440701907,0.5912226998307397,0.8584397849852629,0.8531476610476125,8.802989647673177e-06,1.7766123266806514e-05,1.026695076193156
140,0.951969582077266,False,0,0.10083333333333333,0.10208333333333333,0.00010100308641975306,0.00015480324074074067,0.07815456890853505,1.6197357203751064,1.6186061381074168,0.0001851106900622538,0.00038527469440647054,0.047297008394012685,0.20859161363670764,0.2324671093082566,5.574379096235185e-05,0.0005732678018834492,0.951969582077266,0.8554720289429676,0.8469222133302285,1.4916099524568912e-05,0.0001598937218576716,0.6466567782566138
141,2.4075314663342007,False,0,0.08750000000000001,0.0875,7.908950617283951e-05,6.365740740740743e-05,1.1615472458252601e-15,1.6513725490196076,1.6122549019607844,0.0004004252480404957,0.00017925873476514248,1.6247145644219476,0.21070370256894994,0.1883946493655465,6.249973149198084e-05,2.336569558045927e-05,2.4075314663342007,0.8538732539312142,0.8655607532541807,1.714266890734515e-05,1.0044686605049972e-05,2.2414967608092717
142,0.2759355611758743,False,0,0.08916666666666667,0.08750000000000001,0.00012044753086419755,5.2083333333333343e-05,0.12688648033134384,1.6331884057971013,1.6341219096334185,0.0001689749737571245,0.00046860506004791453,0.03696994060562189,0.1965456345668883,0.19288217241094305,9.591143902457454e-05,8.03543671552239e-05,0.2759355611758743,0.8590794491379923,0.8579637560105955,1.633684284126391e-05,8.59322522812697e-06,0.2234513720591481
143,0.8034329483537622,False,0,0.10583333333333333,0.11458333333333334,5.4089506172839506e-05,0.00020109953703703704,0.5477432586997809,1.6174424552429667,1.6039002557544757,0.0003007212985230746,0.0005435859154069698,0.46605691603241284,0.20502920094419821,0.21682049033224574,7.405550488487075e-05,0.00014133339619036504,0.8034329483537622,0.8545558578251014,0.8502917179033909,2.2990317760230545e-05,2.6917592453317535e-05,0.6035965578719928
144,1.0317726866199224,False,0,0.10333333333333335,0.09375,0.00011450617283950617,3.9062499999999974e-05,0.7733307488907991,1.6275873827791987,1.5923699914748508,7.72089580526645e-05,0.0012788505075479917,0.9563520994484171,0.20387513300903706,0.2059606717692677,0.00012368547939214453,8.606324501052994e-05,0.14400202574317822,0.8593710315847478,0.8522614854327342,3.757211915817604e-05,9.90842654834822e-06,1.0317726866199224
145,1.9793147311710244,False,0,0.10500000000000001,0.09583333333333333,4.3518518518518506e-05,0.0004456018518518518,0.41447998541030556,1.606078431372549,1.6334398976982099,0.0001356639849229947,5.543088221364095e-05,1.9793147311710244,0.20352592213374585,0.21149655002332132,6.031942872112856e-05,0.0002146019750171704,0.4807156467007254,0.8544653657890906,0.8525243404167684,2.2845790187145828e-05,4.595594973370518e-05,0.23400842939835095
146,0.7399530495071958,False,0,0.0975,0.09583333333333333,8.495370370370373e-05,2.89351851851852e-05,0.15617376188860704,1.6197868712702472,1.6275575447570332,0.0001541635505901829,0.0003712841469290925,0.33899548518425976,0.21496648534605992,0.21702260276805949,7.205715802378407e-05,5.8838661961341524e-05,0.17971528831559222,0.8522601537009973,0.848403749007321,1.541018260238106e-05,1.1751512939842688e-05,0.7399530495071958
147,1.505578301140256,False,0,0.0825,0.10416666666666666,3.927469135802469e-05,0.00016782407407407406,1.505578301140256,1.6450980392156864,1.6489343563512362,0.00025551092308461376,0.0007218310925442596,0.12271318180354987,0.20907351830781754,0.20953970263212526,7.908246519119347e-05,0.00020376549422527966,0.027719228663553225,0.852968807421289,0.8581749784656398,1.6553361703933324e-05,5.116590347033489e-05,0.6326482541930583
148,0.2872773010307911,False,0,0.095,0.09583333333333333,6.820987654320985e-05,0.00015624999999999995,0.05562235775934685,1.6065728900255756,1.6054774083546461,0.00011622748460615862,1.4562736643145538e-05,0.09578940559564524,0.2055287068190843,0.2063212261160704,3.348059001544469e-05,2.314377577745466e-05,0.10531935002263887,0.856233861670049,0.8547331555076587,7.678942058463295e-06,1.9610126217444344e-05,0.2872773010307911
149,1.43036739423248,False,0,0.08,0.08958333333333333,2.5e-05,5.0636574074074086e-05,1.1019215323716147,1.6155498721227624,1.5744884910485935,4.0095770445519585e-05,0.0010137470453296137,1.2648692448975607,0.18579557370522168,0.20098879872712994,3.071617930940471e-05,8.851037207712903e-05,1.3914367801402998,0.8603159894847175,0.8523008380011865,1.0485328263003696e-05,2.0914571829402704e-05,1.43036739423248
150,1.1780747867283243,False,0,0.0975,0.09166666666666666,3.2484567901234566e-05,0.00021990740740740749,0.3671800043710246,1.6115089514066494,1.6458866155157716,0.00035620168062612447,0.0004953421470148501,1.1780747867283243,0.2106762028299783,0.20685101712263065,6.0228343497181985e-05,9.089218632824133e-05,0.31116503526135786,0.8508699910787563,0.8546163337810959,1.64931010300586e-05,4.63915740813282e-05,0.4724274150292674
151,1.8780471629273408,False,0,0.0975,0.07916666666666668,9.266975308641974e-05,9.837962962962967e-05,1.3263819872459317,1.6003751065643648,1.6668158567774936,0.0001566126029920313,0.0010949600536558665,1.8780471629273408,0.20087043486072437,0.20023816951480372,7.473056661842583e-05,0.00012796543466949857,0.044409592533897355,0.8537225157231546,0.8545010980653167,9.995599200949934e-06,2.9880527534486857e-05,0.12329573846714066
152,1.3701140184462826,False,0,0.09833333333333333,0.10416666666666667,9.07407407407407e-05,2.8935185185185173e-05,0.5332285519249779,1.6278857630008523,1.621312872975277,0.00037918969656137823,0.00045562549617991446,0.22748941497766484,0.20875680056324505,0.19032785070089114,4.3055851247710714e-05,0.00013786463956608287,1.3701140184462826,0.8556708539161202,0.862192808250632,1.2377685448394349e-05,2.354099912898427e-05,1.0882221011075153
153,0.8101863642981488,False,0,0.09583333333333335,0.08958333333333335,4.3595679012345684e-05,1.5914351851851844e-05,0.8101863642981488,1.6071952259164537,1.6167945439045184,0.0002743283023082347,0.00023730391127255382,0.42438638047987726,0.20803497079856173,0.20837480703389802,6.923639170730304e-05,0.00027170264048802803,0.018404809305431515,0.854298959423786,0.8505622426798984,2.1095096719011923e-05,0.0001110960385697691,0.32500422880454627
154,1.3886175075908598,False,0,0.10333333333333335,0.10416666666666667,4.351851851851851e-05,0.00019097222222222223,0.054419670098075336,1.6082864450127878,1.5867007672634272,0.00013006174979474466,0.00011157673591200343,1.3886175075908598,0.2084030977213421,0.2110978963963011,7.717084534277149e-05,3.564706502977196e-05,0.2537098329934522,0.8544746897332336,0.8480663629570617,1.7205155030594497e-05,1.787193923857465e-05,1.0820139111619682
155,2.5611508984443327,False,0,0.10083333333333333,0.1125,6.396604938271607e-05,9.837962962962958e-05,0.91564351241359,1.6147655583972718,1.5951832907075874,0.00027240517336125475,0.0003312240917469806,0.7970358197582492,0.21309029375757832,0.19162997268041698,6.240408685661474e-05,7.8064181043734e-06,2.5611508984443327,0.8523570645954681,0.860974286175625,1.933624432599624e-05,8.46588742224898e-06,1.6342865700967673
156,4.425219856916911,True,0,0.09166666666666667,0.11041666666666666,7.407407407407405e-05,8.535879629629627e-05,1.4849517398526688,1.5882352941176472,1.637404092071611,5.684401835656767e-05,6.661120716742393e-05,4.425219856916911,0.188534229725171,0.18339677878357363,1.2302887196686735e-05,5.880823184679427e-05,0.6092267038766148,0.8620750140144805,0.8667974779566368,2.477026993024629e-06,1.8480681180428096e-05,1.0315653746252218
157,2.415742358359076,False,0,0.10333333333333335,0.07708333333333334,5.586419753086419e-05,6.221064814814816e-05,2.415742358359076,1.6244501278772379,1.6654731457800511,0.0005424790248786265,0.0002483958111210676,1.4587260136293474,0.2026324158312494,0.21720455802167982,3.409019317339935e-05,0.00018216141476490267,0.990931713401415,0.8580628734490375,0.8497851537671737,6.828686743899907e-06,5.247968579259578e-05,1.0748620061467618
158,0.9351132703600668,False,0,0.09166666666666666,0.11041666666666666,9.104938271604936e-05,0.0003284143518518517,0.9154909647829512,1.6295822676896847,1.6394288150042624,0.00040268389171566586,0.0008439164860008543,0.27888191056345496,0.20548032502033262,0.22263303162780074,8.30551914988355e-05,0.0002534074715605914,0.9351132703600668,0.8543006163119949,0.8498088375090787,1.9853879193719266e-05,4.629614947563985e-05,0.5522724040860424
159,1.0874197679943185,False,0,0.09833333333333333,0.08333333333333333,3.9814814814814804e-05,0.00015046296296296297,1.0874197679943185,1.6209633418584826,1.633461210571185,0.0002709830473326264,0.0005807670066309143,0.4282327455626184,0.20877763710904942,0.20753404592006885,2.137023776462055e-05,8.073099412647783e-05,0.12307281815899873,0.8516928882251683,0.8459014592588323,5.290884068216344e-06,3.584506033545313e-05,0.9029734848987667
160,2.1622501794291313,False,0,0.10333333333333335,0.10416666666666667,8.518518518518518e-05,9.837962962962959e-05,0.061506927607854096,1.6123273657289006,1.6018542199488492,0.00021088203759867782,2.3859485724432778e-05,0.6835687328607748,0.21626960349999128,0.20104147008203535,3.390003413126765e-05,1.569994144441907e-05,2.1622501794291313,0.8498164312410761,0.852284989513407,8.14561515155761e-06,2.439296445873139e-06,0.7587518551346387
161,1.1590687687242156,False,0,0.10333333333333332,0.09375000000000001,3.271604938271604e-05,0.00012008101851851851,0.7752808988764022,1.603393009377664,1.5897698209718671,0.000224770771037039,0.0007163051291163993,0.44408534035274294,0.2066149771916288,0.19032469024143855,9.423200169495199e-05,0.00010330072608321852,1.1590687687242156,0.85325556477802,0.8620394048777063,2.4825430516931878e-05,3.606565629184222e-05,1.1256608415663214
162,0.30102039314724843,False,0,0.08666666666666668,0.08541666666666667,3.8888888888888884e-05,6.221064814814818e-05,0.12431840502167245,1.6134953111679455,1.6063938618925833,0.00020205113135278848,0.000354496247020498,0.30102039314724843,0.2035538260238305,0.2026664606390795,6.425547116433738e-05,4.9074706789360706e-05,0.0833546242203828,0.8569123377571376,0.8574722977965756,1.401018945961036e-05,6.647403794887083e-06,0.12320183446010927
163,0.8346177719268272,False,0,0.09416666666666666,0.09166666666666667,2.785493827160494e-05,5.787037037037038e-05,0.27001350101258315,1.6303410059676047,1.6167945439045184,0.0002164613387270221,0.001223385557442763,0.35699959861556907,0.19270277422535054,0.20518043290633386,4.5959121497215844e-05,0.00017754778463873993,0.8346177719268272,0.8601389653272088,0.855586625138048,1.6794187493304288e-05,4.880996462074344e-05,0.5620423555650256
164,3.3177681668182735,True,0,0.09333333333333335,0.11041666666666666,5.3703703703703704e-05,7.37847222222222e-05,1.5129941035947487,1.6249531116794542,1.6693307757885765,0.00014391489515649245,0.000398383413436788,1.9056595417652764,0.19149586528227008,0.21647243730535962,5.8327403031154605e-05,1.806088551039655e-05,2.8577184733525374,0.8606191894619171,0.8463896800557555,1.5940851269294767e-05,2.453640051221332e-06,3.3177681668182735
165,0.7836784550641066,False,0,0.10166666666666666,0.09375,0.00012314814814814816,0.00024739583333333335,0.411265687695157,1.6356351236146633,1.6082054560954817,0.0006420491173599805,0.0005830332027791173,0.7836784550641066,0.2121271076615585,0.20650840465818926,0.0001405516764665756,0.00020430755868462434,0.30256253218557355,0.8538499779734862,0.8525171248392849,2.545383408958626e-05,3.09576789747708e-05,0.17745916075798182
166,4.9814927847336765,True,0,0.09416666666666668,0.13958333333333334,3.248456790123458e-05,5.0636574074074046e-05,4.9814927847336765,1.6276129582267689,1.591240409207161,0.00015462077702491265,0.00019628238448350278,1.9416909093080308,0.214078850340441,0.22295289090285159,3.2507244712915424e-05,8.715914794523288e-05,0.8112137621187332,0.8520633806636569,0.8368219148027651,8.08720686286402e-06,3.217439692680961e-05,2.402045348889691
167,1.1782394855140645,False,0,0.10833333333333332,0.11458333333333334,6.481481481481479e-05,0.0003978587962962963,0.29056456658477325,1.6054901960784314,1.6131713554987213,9.134776899421716e-05,0.000518845206886886,0.31095187281408865,0.21021882722659435,0.23168293580704602,6.918396745710853e-05,0.00026267882830995634,1.1782394855140645,0.8491901529404077,0.8401277667087095,1.672348553256583e-05,6.14322139387543e-05,1.025090574760711
168,0.07124730078429652,False,0,0.09416666666666668,0.09375,5.2546296296296304e-05,0.00022424768518518518,0.025044388775880746,1.6362659846547316,1.63885336743393,0.00020451559152640376,0.001810396678656143,0.05764114676842191,0.20478266552098107,0.20584515183526914,2.667230333664878e-05,0.00019571493311792295,0.07124730078429652,0.8534062687065852,0.8534597131969459,1.022461045855017e-05,0.00010853206751880357,0.004904264895778348
169,0.24558325384422838,False,0,0.10749999999999997,0.10833333333333334,5.77932098765432e-05,0.00018518518518518512,0.053460734887007026,1.636359761295823,1.6369565217391304,0.00023573701033184738,0.00018057920624295692,0.029247474018910445,0.21173798164544752,0.2092293197034573,3.897295476640478e-05,6.537568307955539e-05,0.24558325384422838,0.8532023252441746,0.852915714822063,1.0552791091652479e-05,5.521923665475923e-05,0.03534039205165794
170,0.9080928553547696,False,0,0.09083333333333334,0.09791666666666665,6.705246913580248e-05,0.0002589699074074074,0.392296086086299,1.6272122762148336,1.6134057971014495,0.00015316694716402114,0.0001401009487650395,0.8062146369536155,0.2080511334044398,0.19858876588305213,7.270931876393674e-05,4.441466635990674e-05,0.8743330432781633,0.8523781851663188,0.8571479378024011,1.3901397524581288e-05,1.3687299881848304e-05,0.9080928553547696
171,1.6329931618554525,False,0,0.08416666666666667,0.10416666666666667,5.162037037037038e-05,9.837962962962958e-05,1.6329931618554525,1.6434271099744246,1.6577791986359762,0.00032113998776261163,0.0013133446263094452,0.3549970059442282,0.200863789343682,0.18946561790433963,6.552612561370235e-05,9.730917949590139e-05,0.8932250595584944,0.858209382573763,0.8594867100134234,2.2186795177024975e-05,2.5979929783728267e-05,0.18404697460574126
172,1.01392572850681,False,0,0.0975,0.10208333333333333,9.266975308641975e-05,7.37847222222222e-05,0.35524968816781577,1.6407587382779198,1.6436487638533674,0.0001385253082745468,0.0004982754681867055,0.11452489280545175,0.21384230304371651,0.19277707504467798,7.781287430629536e-05,0.0003538254930463324,1.01392572850681,0.8522216469861205,0.8586356889500287,2.574831477384233e-05,7.509632450683422e-05,0.6387124601401744
173,1.0045579833470317,False,0,0.07916666666666668,0.07708333333333334,7.291666666666667e-05,0.00025896990740740747,0.11435730725561481,1.6284398976982097,1.6396632566069909,0.00011953736953965906,0.0004089871582521091,0.4881915723164368,0.20133195936498138,0.18576211730391387,7.412142326117323e-05,0.0001661036837433113,1.0045579833470317,0.8561596272562785,0.8616925982576807,2.7295465002890355e-05,0.00016699048305755557,0.39695172960380193
174,1.4965870989685683,False,0,0.09416666666666666,0.09166666666666667,0.00011273148148148148,3.472222222222225e-05,0.20587905489225392,1.596300085251492,1.5960997442455245,0.0001566860886959525,0.00016954772012218566,0.011091885221549537,0.20107853006429727,0.18744920611941357,3.432784151181916e-05,9.879904195860825e-05,1.1812489390976881,0.8546961381228687,0.8676294202750743,2.048512229439378e-05,5.419645987980224e-05,1.4965870989685683
175,1.4624622970468097,False,0,0.09583333333333335,0.10416666666666667,4.513888888888888e-05,0.00023726851851851847,0.49588470368046383,1.6014151747655583,1.6230179028132992,9.337177523937179e-05,0.00012482475476568842,1.4624622970468097,0.20467879453495624,0.21482885122969966,0.00011898150693628092,0.000165188251053379,0.6021151286628887,0.854255127759082,0.8525983709556044,2.529089882609596e-05,4.2506580133104095e-05,0.20121112543491781
176,1.3203673656362422,False,0,0.10499999999999998,0.09791666666666667,4.814814814814814e-05,0.0001663773148148148,0.4836133219399652,1.6236402387041775,1.6485933503836316,0.0002929839564557642,6.417361167133862e-05,1.3203673656362422,0.21452288940960323,0.21037535354737277,3.137695897413852e-05,0.00010405752729830612,0.35639000651090047,0.8528838448974513,0.855704644388277,6.020180197166468e-06,5.237179363314976e-05,0.3691438509878593
177,1.113741441726353,False,0,0.09916666666666668,0.07708333333333334,5.316358024691358e-05,0.0003399884259259259,1.113741441726353,1.6264791133844843,1.6245098039215686,0.00011607691966664009,0.0004114365639506129,0.08574270595277601,0.20613098022843673,0.1854657703969489,4.9560478955035476e-05,0.0005234412710637088,0.8633002073527503,0.8546365671639886,0.8653286310981481,1.3291973100440898e-05,9.944643342528296e-05,1.0069910275722886
178,2.0357142857142856,False,0,0.1025,0.07083333333333333,0.00014359567901234564,9.837962962962964e-05,2.0357142857142856,1.6039982949701617,1.595076726342711,0.00025740821898029086,0.0003695398708799648,0.35630788131486046,0.20421263374776943,0.2055187080169258,8.734587265236055e-05,0.00011137471976092725,0.092650216171145,0.8533310105942578,0.8561590213911845,2.69995984150921e-05,2.7207774929707672e-05,0.3841066988167295
179,0.9702847361771206,False,0,0.09,0.08958333333333335,3.6728395061728405e-05,5.0636574074074086e-05,0.04457795016575095,1.597152600170503,1.6153452685421994,0.00014652374262528613,0.0004164495406376348,0.766747750207868,0.19392997798309253,0.20605132027864892,4.152793655791974e-05,0.00011453617059960502,0.9702847361771206,0.8579446505460216,0.8575132346943233,2.068500710836581e-05,5.642938608406654e-06,0.08407901430024234
180,1.8590171051128885,False,0,0.09166666666666666,0.07291666666666667,0.00012345679012345677,0.0001316550925925926,1.1739130434782603,1.6374850809889174,1.6050298380221655,0.00014216448183978467,0.00016262709291928266,1.8590171051128885,0.20324465300512343,0.21280808627032377,6.536163790335031e-05,7.157339602260326e-05,0.8172530401024231,0.8545304285715615,0.8528122467365055,1.5891151966410976e-05,3.950031718295715e-05,0.2308594630600307
181,1.6111470765418712,False,0,0.09833333333333333,0.08958333333333333,8.61111111111111e-05,0.00016637731481481484,0.5506647993949568,1.6503580562659845,1.627898550724638,0.0005443244447125466,0.00030806988708477354,0.7692719804925682,0.2077201255084779,0.1819713884495861,9.18461969427927e-05,0.00023021102658298098,1.4347935314916216,0.8523361403352745,0.8660421419022454,2.3095979718973973e-05,4.927278824147648e-05,1.6111470765418712
182,0.22070052455913883,False,0,0.0925,0.09166666666666666,4.853395061728393e-05,0.00015046296296296297,0.05907389186007617,1.6211935208866155,1.6223358908780905,0.00010752334523720999,0.00011957375707612879,0.0758055476919219,0.21651353049004407,0.21909978473381603,5.6207946913057126e-05,8.111265608906412e-05,0.22070052455913883,0.8503106782391392,0.850498121861653,1.617228309996178e-05,2.8298599021828054e-05,0.028108184574895907
183,3.207134902949093,True,0,0.11916666666666667,0.07916666666666666,8.032407407407406e-05,7.52314814814815e-05,3.207134902949093,1.6303324808184148,1.5695012787723783,0.00027266681476862347,0.0001432139969916091,2.98292240971764,0.20706795557132068,0.19319940269789776,6.555195363760794e-05,0.0002681841183526272,0.7591534526513883,0.8530933708239272,0.8589300525565079,1.3871324902870402e-05,0.00016439031693986017,0.43715662187310655
184,3.8990324512620806,True,0,0.0975,0.09375000000000001,8.649691358024691e-05,0.0002821180555555556,0.1953191312522292,1.62386189258312,1.675319693094629,8.833780263694152e-05,8.5838368113471e-05,3.8990324512620806,0.2042631740988244,0.23909918337969793,8.257019999451147e-05,8.524725729062837e-05,2.689117811749733,0.8553389613604786,0.8366505534022578,2.7820054722130494e-05,4.657425613196708e-06,3.2792999448329385
185,1.4846229926864862,False,0,0.095,0.09375,2.5e-05,0.00036313657407407405,0.06344796961814916,1.6090196078431371,1.6989982949701619,0.00012290553428911577,0.003550314460266487,1.4846229926864862,0.20644958646334127,0.19828685694936554,5.343546768490302e-05,0.00019197443434371746,0.5210619550224932,0.8541840242691248,0.8618848723299832,1.1908924140886696e-05,3.5269923951834764e-05,1.1211530126136109
186,2.918291659896174,False,0,0.1,0.0875,8.33333333333333e-05,0.00020254629629629634,0.7392960871352169,1.6131372549019605,1.661849957374254,0.00012721965385649358,0.00015140982322973552,2.918291659896174,0.20017408409936324,0.18556788708671001,2.0631729932027388e-05,0.00013610218943436422,1.1666904885114757,0.8568346109230461,0.8597249492251702,7.458691706849578e-06,0.00016396357112153932,0.2207572962153611
187,1.2647498577159475,False,0,0.0875,0.1125,7.291666666666666e-05,0.00034143518518518507,1.2281611817136047,1.6374936061381073,1.6290068201193524,0.00010037352541042771,0.00026810900732038875,0.44211454145753143,0.20966922175901476,0.2180683013167285,6.771241220102542e-05,3.8926222091724324e-05,0.8133442631468617,0.8560334253061163,0.8482069773515719,1.2591805422966648e-05,2.5701259200576936e-05,1.2647498577159475
188,1.2049200800897237,False,0,0.10083333333333333,0.12291666666666666,2.0756172839506178e-05,0.0003747106481481481,1.110477085796953,1.6036317135549871,1.624381926683717,0.00018296893710843175,0.00011360203421349078,1.2049200800897237,0.20342079336125646,0.21652994930581132,4.51339499630674e-05,0.000522585686126513,0.550183766266352,0.8557939392710063,0.8499149110124982,1.183813579834746e-05,7.206569202083206e-05,0.6418220901028886
189,3.2543318171280182,True,0,0.08666666666666668,0.08541666666666667,9.444444444444444e-05,6.221064814814815e-05,0.0998706218846483,1.6332310315430518,1.5791133844842284,5.4187195221071325e-05,0.0002223503780597201,3.2543318171280182,0.20042653871548227,0.2014292402158864,6.468009813146567e-05,4.2742139897710975e-05,0.09674411735917601,0.8566134007753959,0.8585817075193861,1.885829006071363e-05,4.318053354122151e-05,0.24989697757130977
