tau_min,p_reporte,p_deteccao,tau_inicial,metrica,media,ic95_inferior,ic95_superior,n_instancias
0.25,0.75,0.12,0.4,fracao_porta1,0.46145833333333336,0.35354515385794033,0.5693715128087264,4
0.25,0.75,0.12,0.4,N_req,119.375,36.94724723746374,201.80275276253627,4
0.25,0.75,0.12,0.4,mu_rede_medio,0.8522974423082021,0.7710051681093331,0.9335897165070712,4
0.25,0.75,0.12,0.5,atraso_relativo,1.9734536170812083,1.0924468646095602,2.8544603695528563,4
0.25,0.75,0.12,0.5,taxa_omissao,0.06145833333333333,0.03825299569063559,0.08466367097603107,4
0.25,0.75,0.12,0.5,divida_latente_sobre_plano,0.023615095097499657,0.021039131021757536,0.026191059173241778,4
0.25,0.75,0.12,0.5,taxa_falha_efetiva,0.27291666666666664,0.23011957798414834,0.31571375534918494,4
0.25,0.75,0.12,0.5,fracao_porta1,0.42708333333333337,0.3580751013662826,0.4960915653003841,4
0.25,0.75,0.12,0.5,N_req,126.375,42.71684314178792,210.03315685821207,4
0.25,0.75,0.12,0.5,mu_rede_medio,0.8677063679350365,0.7981649759468086,0.9372477599232645,4
0.25,0.75,0.12,0.6,atraso_relativo,1.9397878465523,1.072573258890961,2.807002434213639,4
0.25,0.75,0.12,0.6,taxa_omissao,0.06666666666666667,0.033295912911062084,0.10003742042227125,4
0.25,0.75,0.12,0.6,divida_latente_sobre_plano,0.02262487865769607,0.01770021059829471,0.027549546717097428,4
0.25,0.75,0.12,0.6,taxa_falha_efetiva,0.27708333333333335,0.21430130245703108,0.33986536420963565,4
0.25,0.75,0.12,0.6,fracao_porta1,0.42291666666666666,0.35243777444506175,0.4933955588882716,4
0.25,0.75,0.12,0.6,N_req,123.1875,39.429855793579264,206.94514420642074,4
0.25,0.75,0.12,0.6,mu_rede_medio,0.875252057324018,0.8034773992601941,0.9470267153878419,4
0.25,0.75,0.12,0.7,atraso_relativo,1.9823010611567282,1.0365528115063274,2.928049310807129,4
0.25,0.75,0.12,0.7,taxa_omissao,0.075,0.05788116452699267,0.09211883547300732,4
0.25,0.75,0.12,0.7,divida_latente_sobre_plano,0.023160592676873808,0.013494520475551813,0.0328266648781958,4
0.25,0.75,0.12,0.7,taxa_falha_efetiva,0.28020833333333334,0.23228323695551714,0.3281334297111495,4
0.25,0.75,0.12,0.7,fracao_porta1,0.4083333333333333,0.3158282404130227,0.5008384262536439,4
0.25,0.75,0.12,0.7,N_req,132.4375,48.3410835269234,216.5339164730766,4
0.25,0.75,0.12,0.7,mu_rede_medio,0.8918567914044914,0.8259337838776496,0.9577797989313331,4
0.25,0.75,0.12,0.8,atraso_relativo,1.9582766392216688,1.0172479058295578,2.89930537261378,4
0.25,0.75,0.12,0.8,taxa_omissao,0.06145833333333334,0.04488309215997781,0.07803357450668887,4
0.25,0.75,0.12,0.8,divida_latente_sobre_plano,0.023304825633525157,0.010666556787717016,0.0359430944793333,4
0.25,0.75,0.12,0.8,taxa_falha_efetiva,0.259375,0.22372217381481047,0.2950278261851896,4
0.25,0.75,0.12,0.8,fracao_porta1,0.4302083333333333,0.3357633906707652,0.5246532759959014,4
0.25,0.75,0.12,0.8,N_req,140.9375,53.264031327326805,228.6109686726732,4
0.25,0.75,0.12,0.8,mu_rede_medio,0.9029747236408026,0.8355658946710813,0.9703835526105238,4
0.25,0.75,0.12,0.9,atraso_relativo,1.8418631875582678,1.1161201903174285,2.567606184799107,4
0.25,0.75,0.12,0.9,taxa_omissao,0.06354166666666666,0.04449816440630319,0.08258516892703013,4
0.25,0.75,0.12,0.9,divida_latente_sobre_plano,0.020953782006533923,0.01554932348894153,0.026358240524126317,4
0.25,0.75,0.12,0.9,taxa_falha_efetiva,0.26666666666666666,0.22955391573960787,0.30377941759372545,4
0.25,0.75,0.12,0.9,fracao_porta1,0.41666666666666663,0.3544708487287618,0.4788624846045715,4
0.25,0.75,0.12,0.9,N_req,133.75,63.887782846592614,203.61221715340739,4
0.25,0.75,0.12,0.9,mu_rede_medio,0.9110671065130896,0.844485827207233,0.9776483858189463,4
0.25,0.75,0.12,1.0,atraso_relativo,1.866595436801723,1.0433563178544825,2.6898345557489636,4
0.25,0.75,0.12,1.0,taxa_omissao,0.06666666666666667,0.05135511474135501,0.08197821859197832,4
0.25,0.75,0.12,1.0,divida_latente_sobre_plano,0.023923768093772797,0.015606717522695246,0.032240818664850346,4
0.25,0.75,0.12,1.0,taxa_falha_efetiva,0.2708333333333333,0.23451879938639242,0.3071478672802742,4
0.25,0.75,0.12,1.0,fracao_porta1,0.396875,0.3266303872927609,0.46711961270723906,4
0.25,0.75,0.12,1.0,N_req,137.9375,52.98609179037099,222.888908209629,4
0.25,0.75,0.12,1.0,mu_rede_medio,0.9193388852003992,0.848105146877011,0.9905726235237874,4
0.6,0.15,0.03,0.0,atraso_relativo,3.2721493876599714,1.801058437895839,4.743240337424104,4
0.6,0.15,0.03,0.0,taxa_omissao,0.27499999999999997,0.24390209103104757,0.3060979089689524,4
0.6,0.15,0.03,0.0,divida_latente_sobre_plano,0.08919902033610252,0.052008998434309894,0.12638904223789516,4
0.6,0.15,0.03,0.0,taxa_falha_efetiva,0.3125,0.2614296044780163,0.3635703955219837,4
0.6,0.15,0.03,0.0,fracao_porta1,0.5697916666666667,0.4753467240040986,0.6642366093292348,4
0.6,0.15,0.03,0.0,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.0,mu_rede_medio,0.6301148508991872,0.6065608730126566,0.6536688287857177,4
0.6,0.15,0.03,0.1,atraso_relativo,3.2822268867501236,2.1144560470896003,4.449997726410647,4
0.6,0.15,0.03,0.1,taxa_omissao,0.253125,0.20081442119656093,0.3054355788034391,4
0.6,0.15,0.03,0.1,divida_latente_sobre_plano,0.09458987286341332,0.05770140377034364,0.131478341956483,4
0.6,0.15,0.03,0.1,taxa_falha_efetiva,0.28645833333333337,0.22560213728895295,0.3473145293777138,4
0.6,0.15,0.03,0.1,fracao_porta1,0.5739583333333333,0.475413448027165,0.6725032186395017,4
0.6,0.15,0.03,0.1,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.1,mu_rede_medio,0.6691409243076077,0.6412110957983947,0.6970707528168207,4
0.6,0.15,0.03,0.2,atraso_relativo,3.2611005793113077,1.799885934245313,4.722315224377303,4
0.6,0.15,0.03,0.2,taxa_omissao,0.24895833333333334,0.1717573199836263,0.32615934668304036,4
0.6,0.15,0.03,0.2,divida_latente_sobre_plano,0.0849158775627815,0.055346874388292486,0.11448488073727052,4
0.6,0.15,0.03,0.2,taxa_falha_efetiva,0.290625,0.21632550693111158,0.36492449306888847,4
0.6,0.15,0.03,0.2,fracao_porta1,0.5354166666666667,0.45724898211737874,0.6135843512159546,4
0.6,0.15,0.03,0.2,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.2,mu_rede_medio,0.7185162403813397,0.6891411544580177,0.7478913263046616,4
0.6,0.15,0.03,0.25,atraso_relativo,3.0090263756150817,1.7499862280707976,4.268066523159366,4
0.6,0.15,0.03,0.25,taxa_omissao,0.26875,0.2232963486388513,0.3142036513611487,4
0.6,0.15,0.03,0.25,divida_latente_sobre_plano,0.09128964386347413,0.06391231727806086,0.1186669704488874,4
0.6,0.15,0.03,0.25,taxa_falha_efetiva,0.3072916666666667,0.2638573654326153,0.3507259679007181,4
0.6,0.15,0.03,0.25,fracao_porta1,0.5385416666666667,0.45322612389745515,0.6238572094358783,4
0.6,0.15,0.03,0.25,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.25,mu_rede_medio,0.737481812314726,0.7117605720065869,0.763203052622865,4
0.6,0.15,0.03,0.3,atraso_relativo,3.0124355005159957,1.630484690152934,4.3943863108790575,4
0.6,0.15,0.03,0.3,taxa_omissao,0.25729166666666664,0.20727214015562004,0.3073111931777132,4
0.6,0.15,0.03,0.3,divida_latente_sobre_plano,0.08313616407463165,0.04850965101115282,0.11776267713811048,4
0.6,0.15,0.03,0.3,taxa_falha_efetiva,0.3,0.2640912277710817,0.3359087722289183,4
0.6,0.15,0.03,0.3,fracao_porta1,0.5197916666666667,0.4439308843568637,0.5956524489764696,4
0.6,0.15,0.03,0.3,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.3,mu_rede_medio,0.7596282827714194,0.7146590678497398,0.804597497693099,4
0.6,0.15,0.03,0.4,atraso_relativo,2.921248498127957,1.8602920856320166,3.9822049106238975,4
0.6,0.15,0.03,0.4,taxa_omissao,0.23854166666666668,0.21663557642853368,0.26044775690479965,4
0.6,0.15,0.03,0.4,divida_latente_sobre_plano,0.07563047896778363,0.06339119953943531,0.08786975839613195,4
0.6,0.15,0.03,0.4,taxa_falha_efetiva,0.26979166666666665,0.24788557642853365,0.29169775690479965,4
0.6,0.15,0.03,0.4,fracao_porta1,0.50625,0.43681840067513455,0.5756815993248654,4
0.6,0.15,0.03,0.4,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.4,mu_rede_medio,0.7942891383053498,0.7513417205112259,0.8372365560994736,4
0.6,0.15,0.03,0.5,atraso_relativo,2.9761668486362254,1.7604652853966838,4.191868411875767,4
0.6,0.15,0.03,0.5,taxa_omissao,0.24166666666666667,0.19088399397236408,0.29244933936096923,4
0.6,0.15,0.03,0.5,divida_latente_sobre_plano,0.08806323872613642,0.05515176616006421,0.12097471129220863,4
0.6,0.15,0.03,0.5,taxa_falha_efetiva,0.2875,0.24556758810047574,0.3294324118995242,4
0.6,0.15,0.03,0.5,fracao_porta1,0.5052083333333333,0.39581174158918675,0.6146049250774798,4
0.6,0.15,0.03,0.5,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.5,mu_rede_medio,0.8132792466899327,0.7823516291143874,0.844206864265478,4
0.6,0.15,0.03,0.55,atraso_relativo,2.852107871180509,1.8175143260888937,3.886701416272124,4
0.6,0.15,0.03,0.55,taxa_omissao,0.23541666666666666,0.18196312003474552,0.2888702132985878,4
0.6,0.15,0.03,0.55,divida_latente_sobre_plano,0.08660842004156824,0.06958663501945181,0.10363020506368467,4
0.6,0.15,0.03,0.55,taxa_falha_efetiva,0.2791666666666667,0.23044560678071652,0.32788772655261683,4
0.6,0.15,0.03,0.55,fracao_porta1,0.503125,0.41444100542426526,0.5918089945757348,4
0.6,0.15,0.03,0.55,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.55,mu_rede_medio,0.8097410554618262,0.7607560956319263,0.8587260152917261,4
0.6,0.15,0.03,0.58,atraso_relativo,2.7861201628502914,1.587423635758541,3.9848166899420416,4
0.6,0.15,0.03,0.58,taxa_omissao,0.22604166666666667,0.19571909122444758,0.25636424210888575,4
0.6,0.15,0.03,0.58,divida_latente_sobre_plano,0.08310471155049637,0.06876334129000322,0.09744608181098952,4
0.6,0.15,0.03,0.58,taxa_falha_efetiva,0.26979166666666665,0.22703739649280053,0.3125459368405328,4
0.6,0.15,0.03,0.58,fracao_porta1,0.5020833333333333,0.39746217572645515,0.6067044909402115,4
0.6,0.15,0.03,0.58,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.58,mu_rede_medio,0.8085888930128295,0.795331360672545,0.8218464253531141,4
0.6,0.15,0.03,0.59,atraso_relativo,2.6834184601885505,1.608124684454784,3.758712235922317,4
0.6,0.15,0.03,0.59,taxa_omissao,0.22395833333333331,0.18998919728587718,0.2579274693807895,4
0.6,0.15,0.03,0.59,divida_latente_sobre_plano,0.08315546778675324,0.0681822584600284,0.09812867711347809,4
0.6,0.15,0.03,0.59,taxa_falha_efetiva,0.25937499999999997,0.211145130462356,0.30760486953764393,4
0.6,0.15,0.03,0.59,fracao_porta1,0.4979166666666667,0.4002492468951065,0.5955840864382268,4
0.6,0.15,0.03,0.59,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.59,mu_rede_medio,0.8066338798936695,0.7831198732184348,0.8301478865689043,4
0.6,0.15,0.03,0.599,atraso_relativo,2.7092180356760043,1.692491768460778,3.7259443028912305,4
0.6,0.15,0.03,0.599,taxa_omissao,0.22916666666666666,0.20964819115402833,0.24868514217930499,4
0.6,0.15,0.03,0.599,divida_latente_sobre_plano,0.08295699841082574,0.06720377445811554,0.09871022236353594,4
0.6,0.15,0.03,0.599,taxa_falha_efetiva,0.26458333333333334,0.23890508012382236,0.29026158654284434,4
0.6,0.15,0.03,0.599,fracao_porta1,0.49687500000000007,0.40073860119453797,0.5930113988054622,4
0.6,0.15,0.03,0.599,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.599,mu_rede_medio,0.8113073743634371,0.7844187214881536,0.8381960272387207,4
0.6,0.15,0.03,0.599999,atraso_relativo,2.7092180356760043,1.692491768460778,3.7259443028912305,4
0.6,0.15,0.03,0.599999,taxa_omissao,0.22916666666666666,0.20964819115402833,0.24868514217930499,4
0.6,0.15,0.03,0.599999,divida_latente_sobre_plano,0.08295699841082574,0.06720377445811554,0.09871022236353594,4
0.6,0.15,0.03,0.599999,taxa_falha_efetiva,0.26458333333333334,0.23890508012382236,0.29026158654284434,4
0.6,0.15,0.03,0.599999,fracao_porta1,0.49687500000000007,0.40073860119453797,0.5930113988054622,4
0.6,0.15,0.03,0.599999,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.599999,mu_rede_medio,0.8114390392508222,0.784671137867064,0.8382069406345803,4
0.6,0.15,0.03,0.6,atraso_relativo,2.7092180356760043,1.692491768460778,3.7259443028912305,4
0.6,0.15,0.03,0.6,taxa_omissao,0.22916666666666666,0.20964819115402833,0.24868514217930499,4
0.6,0.15,0.03,0.6,divida_latente_sobre_plano,0.08295699841082574,0.06720377445811554,0.09871022236353594,4
0.6,0.15,0.03,0.6,taxa_falha_efetiva,0.26458333333333334,0.23890508012382236,0.29026158654284434,4
0.6,0.15,0.03,0.6,fracao_porta1,0.49687500000000007,0.40073860119453797,0.5930113988054622,4
0.6,0.15,0.03,0.6,N_req,0.0,0.0,0.0,4
0.6,0.15,0.03,0.6,mu_rede_medio,0.8114390392508222,0.784671137867064,0.8382069406345803,4
0.6,0.15,0.03,0.600001,atraso_relativo,3.004061504464486,2.032958604964347,3.975164403964625,4
0.6,0.15,0.03,0.600001,taxa_omissao,0.23958333333333331,0.23295323686399108,0.24621342980267555,4
0.6,0.15,0.03,0.600001,divida_latente_sobre_plano,0.08106108029941239,0.0596767134276326,0.10244544717119218,4
0.6,0.15,0.03,0.600001,taxa_falha_efetiva,0.271875,0.2536171379798926,0.29013286202010735,4
0.6,0.15,0.03,0.600001,fracao_porta1,0.421875,0.3012661523510314,0.5424838476489686,4
0.6,0.15,0.03,0.600001,N_req,105.875,22.170196186014167,189.57980381398585,4
0.6,0.15,0.03,0.600001,mu_rede_medio,0.9105136838137525,0.8487582359208817,0.9722691317066233,4
0.6,0.15,0.03,0.601,atraso_relativo,3.0022499102615874,2.031035868667667,3.973463951855508,4
0.6,0.15,0.03,0.601,taxa_omissao,0.23958333333333331,0.23295323686399108,0.24621342980267555,4
0.6,0.15,0.03,0.601,divida_latente_sobre_plano,0.08032312410706674,0.06043794168462925,0.10020830652950423,4
0.6,0.15,0.03,0.601,taxa_falha_efetiva,0.271875,0.2536171379798926,0.29013286202010735,4
0.6,0.15,0.03,0.601,fracao_porta1,0.42499999999999993,0.301198740669232,0.5488012593307678,4
0.6,0.15,0.03,0.601,N_req,105.875,22.170196186014167,189.57980381398585,4
0.6,0.15,0.03,0.601,mu_rede_medio,0.9097501810077959,0.8454637901192148,0.974036571896377,4
0.6,0.15,0.03,0.61,atraso_relativo,2.9264181161913023,1.8856477944579138,3.967188437924691,4
0.6,0.15,0.03,0.61,taxa_omissao,0.23020833333333335,0.2145420265841435,0.2458746400825232,4
0.6,0.15,0.03,0.61,divida_latente_sobre_plano,0.07737399189544011,0.06196667358724466,0.09278131020363556,4
0.6,0.15,0.03,0.61,taxa_falha_efetiva,0.2635416666666667,0.23736887623294425,0.2897144571003891,4
0.6,0.15,0.03,0.61,fracao_porta1,0.421875,0.3064814771583163,0.5372685228416837,4
0.6,0.15,0.03,0.61,N_req,106.3125,20.92877497829123,191.69622502170876,4
0.6,0.15,0.03,0.61,mu_rede_medio,0.906601330899072,0.8359295725066903,0.9772730892914537,4
0.6,0.15,0.03,0.62,atraso_relativo,2.850367475683383,2.1345211725803686,3.566213778786397,4
0.6,0.15,0.03,0.62,taxa_omissao,0.234375,0.17880466539336765,0.28994533460663235,4
0.6,0.15,0.03,0.62,divida_latente_sobre_plano,0.07526363094029835,0.05809992048686179,0.0924273413937349,4
0.6,0.15,0.03,0.62,taxa_falha_efetiva,0.28125,0.21181840067513455,0.3506815993248654,4
0.6,0.15,0.03,0.62,fracao_porta1,0.4197916666666667,0.3020102219611326,0.5375731113722008,4
0.6,0.15,0.03,0.62,N_req,114.6875,37.59430171414307,191.78069828585694,4
0.6,0.15,0.03,0.62,mu_rede_medio,0.9146033134414027,0.8748089778265735,0.9543976490562318,4
0.6,0.15,0.03,0.65,atraso_relativo,2.843946957119995,1.636152476754003,4.051741437485987,4
0.6,0.15,0.03,0.65,taxa_omissao,0.23229166666666667,0.19919648124310085,0.2653868520902325,4
0.6,0.15,0.03,0.65,divida_latente_sobre_plano,0.0742954132370493,0.04824222208352093,0.10034860439057768,4
0.6,0.15,0.03,0.65,taxa_falha_efetiva,0.265625,0.21649215279974376,0.31475784720025624,4
0.6,0.15,0.03,0.65,fracao_porta1,0.41041666666666665,0.2824827173564336,0.5383506159768997,4
0.6,0.15,0.03,0.65,N_req,118.1875,46.87450167639291,189.50049832360708,4
0.6,0.15,0.03,0.65,mu_rede_medio,0.9221801796818956,0.8984813013652881,0.945879057998503,4
0.6,0.15,0.03,0.7,atraso_relativo,2.7065050066555987,1.4643148897865192,3.9486951235246783,4
0.6,0.15,0.03,0.7,taxa_omissao,0.25625,0.18515013637727445,0.3273498636227255,4
0.6,0.15,0.03,0.7,divida_latente_sobre_plano,0.07469411468679085,0.04919237067436903,0.10019585869921267,4
0.6,0.15,0.03,0.7,taxa_falha_efetiva,0.2875,0.19420627309314276,0.3807937269068572,4
0.6,0.15,0.03,0.7,fracao_porta1,0.4,0.2883988466101022,0.5116011533898979,4
0.6,0.15,0.03,0.7,N_req,122.375,54.288202495642864,190.46179750435715,4
0.6,0.15,0.03,0.7,mu_rede_medio,0.9205946985172928,0.8827771477396901,0.9584122492948955,4
0.6,0.15,0.03,0.8,atraso_relativo,2.8110647930033954,1.4072977514063942,4.214831834600396,4
0.6,0.15,0.03,0.8,taxa_omissao,0.24895833333333334,0.1801893908896423,0.31772727577702436,4
0.6,0.15,0.03,0.8,divida_latente_sobre_plano,0.07398421049125194,0.05066643204245015,0.09730198894005372,4
0.6,0.15,0.03,0.8,taxa_falha_efetiva,0.2885416666666667,0.22486166956762207,0.3522216637657113,4
0.6,0.15,0.03,0.8,fracao_porta1,0.38125,0.25400510749211913,0.5084948925078808,4
0.6,0.15,0.03,0.8,N_req,120.875,31.881716663612792,209.8682833363872,4
0.6,0.15,0.03,0.8,mu_rede_medio,0.9306458891333076,0.8851342396877826,0.9761575385788326,4
0.6,0.15,0.03,0.9,atraso_relativo,2.626340124786248,1.6069728449504297,3.6457074046220663,4
0.6,0.15,0.03,0.9,taxa_omissao,0.23229166666666667,0.15528068686880636,0.309302646464527,4
0.6,0.15,0.03,0.9,divida_latente_sobre_plano,0.07084854852863645,0.04887126673919709,0.09282583031807581,4
0.6,0.15,0.03,0.9,taxa_falha_efetiva,0.271875,0.18570499882800792,0.358045001171992,4
0.6,0.15,0.03,0.9,fracao_porta1,0.38333333333333336,0.2521757914580139,0.5144908752086528,4
0.6,0.15,0.03,0.9,N_req,134.4375,44.950721743996866,223.92427825600313,4
0.6,0.15,0.03,0.9,mu_rede_medio,0.9395262377697187,0.9030561015706815,0.9759963739687558,4
0.6,0.15,0.03,1.0,atraso_relativo,2.6159963394205894,1.4509980550058132,3.7809946238353653,4
0.6,0.15,0.03,1.0,taxa_omissao,0.22291666666666665,0.15433441551064309,0.2914989178226902,4
0.6,0.15,0.03,1.0,divida_latente_sobre_plano,0.06791471572766339,0.05107647381089876,0.08475295764442801,4
0.6,0.15,0.03,1.0,taxa_falha_efetiva,0.2604166666666667,0.18491891458977144,0.3359144187435619,4
0.6,0.15,0.03,1.0,fracao_porta1,0.3458333333333333,0.2519134670038287,0.43975319966283793,4
0.6,0.15,0.03,1.0,N_req,139.75,55.74670389798624,223.75329610201376,4
0.6,0.15,0.03,1.0,mu_rede_medio,0.9475554582254404,0.9080813924399505,0.9870295240109304,4
0.6,0.75,0.12,0.0,atraso_relativo,2.692953540429648,1.6558900400128052,3.7300170408464908,4
0.6,0.75,0.12,0.0,taxa_omissao,0.09375,0.06923955768858132,0.11826044231141868,4
0.6,0.75,0.12,0.0,divida_latente_sobre_plano,0.033139101464185604,0.01325856915249618,0.05301963377587503,4
0.6,0.75,0.12,0.0,taxa_falha_efetiva,0.31875,0.2698787978170381,0.36762120218296185,4
0.6,0.75,0.12,0.0,fracao_porta1,0.5947916666666666,0.5249654917120006,0.6646178416213326,4
0.6,0.75,0.12,0.0,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.0,mu_rede_medio,0.5989163275500611,0.567512811837309,0.6303198432628132,4
0.6,0.75,0.12,0.1,atraso_relativo,2.560989341070779,1.5350251233394143,3.5869535588021435,4
0.6,0.75,0.12,0.1,taxa_omissao,0.08541666666666667,0.06963388019661931,0.10119945313671402,4
0.6,0.75,0.12,0.1,divida_latente_sobre_plano,0.023710546253345642,0.018320583106043096,0.02910050940064819,4
0.6,0.75,0.12,0.1,taxa_falha_efetiva,0.31666666666666665,0.2803521327197257,0.3529812006136076,4
0.6,0.75,0.12,0.1,fracao_porta1,0.5874999999999999,0.49789143977341277,0.677108560226587,4
0.6,0.75,0.12,0.1,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.1,mu_rede_medio,0.6387295655222639,0.6037379352430231,0.6737211958015047,4
0.6,0.75,0.12,0.2,atraso_relativo,2.383448061401016,1.3352126247623426,3.431683498039689,4
0.6,0.75,0.12,0.2,taxa_omissao,0.09270833333333334,0.06051081180403197,0.1249058548626347,4
0.6,0.75,0.12,0.2,divida_latente_sobre_plano,0.025238010917642842,0.01819962567594655,0.03227639615933914,4
0.6,0.75,0.12,0.2,taxa_falha_efetiva,0.3104166666666667,0.2527437190026709,0.36808961433066245,4
0.6,0.75,0.12,0.2,fracao_porta1,0.5489583333333334,0.4804027938632913,0.6175138728033756,4
0.6,0.75,0.12,0.2,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.2,mu_rede_medio,0.6812524120479736,0.6205057585791134,0.7419990655168338,4
0.6,0.75,0.12,0.25,atraso_relativo,2.3750493249677187,1.267855803525667,3.48224284640977,4
0.6,0.75,0.12,0.25,taxa_omissao,0.07395833333333332,0.027587139701434844,0.1203295269652318,4
0.6,0.75,0.12,0.25,divida_latente_sobre_plano,0.024719574047413373,0.012908578240502563,0.03653056985432418,4
0.6,0.75,0.12,0.25,taxa_falha_efetiva,0.3145833333333333,0.24686108172836124,0.3823055849383054,4
0.6,0.75,0.12,0.25,fracao_porta1,0.5416666666666667,0.4960521169214544,0.5872812164118791,4
0.6,0.75,0.12,0.25,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.25,mu_rede_medio,0.7085424954599038,0.6421253502553868,0.7749596406644208,4
0.6,0.75,0.12,0.3,atraso_relativo,2.3181013439573643,1.3584636689905167,3.277739018924212,4
0.6,0.75,0.12,0.3,taxa_omissao,0.078125,0.07177716591321218,0.08447283408678782,4
0.6,0.75,0.12,0.3,divida_latente_sobre_plano,0.028333731547076874,0.021946947518861677,0.03472051557529207,4
0.6,0.75,0.12,0.3,taxa_falha_efetiva,0.29791666666666666,0.289357248930163,0.3064760844031703,4
0.6,0.75,0.12,0.3,fracao_porta1,0.5104166666666666,0.4786198410163909,0.5422134923169424,4
0.6,0.75,0.12,0.3,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.3,mu_rede_medio,0.7320304978188844,0.6709661592427515,0.7930948363950173,4
0.6,0.75,0.12,0.4,atraso_relativo,2.1864602963611075,1.210121994233046,3.162798598489169,4
0.6,0.75,0.12,0.4,taxa_omissao,0.07604166666666667,0.06134038392111954,0.09074294941221381,4
0.6,0.75,0.12,0.4,divida_latente_sobre_plano,0.027241366245540202,0.021294026527905806,0.033188705963174595,4
0.6,0.75,0.12,0.4,taxa_falha_efetiva,0.2614583333333333,0.20407192154570356,0.318844745120963,4
0.6,0.75,0.12,0.4,fracao_porta1,0.4864583333333333,0.3931057274512828,0.5798109392153838,4
0.6,0.75,0.12,0.4,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.4,mu_rede_medio,0.749671241210119,0.6682233923922325,0.8311190900280054,4
0.6,0.75,0.12,0.5,atraso_relativo,2.1963552338682737,1.2319097949609077,3.1608006727756397,4
0.6,0.75,0.12,0.5,taxa_omissao,0.07604166666666666,0.06237337264110032,0.089709960692233,4
0.6,0.75,0.12,0.5,divida_latente_sobre_plano,0.022152335992521706,0.01595441059725646,0.028350261387786953,4
0.6,0.75,0.12,0.5,taxa_falha_efetiva,0.28020833333333334,0.21165279386329122,0.34876387280337545,4
0.6,0.75,0.12,0.5,fracao_porta1,0.5145833333333334,0.44266384766810546,0.5865028189985613,4
0.6,0.75,0.12,0.5,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.5,mu_rede_medio,0.7533722291252594,0.6761628550068657,0.830581603243653,4
0.6,0.75,0.12,0.55,atraso_relativo,2.193637842563926,1.2297674684365143,3.1575082166913377,4
0.6,0.75,0.12,0.55,taxa_omissao,0.07395833333333333,0.06401318862932,0.08390347803734667,4
0.6,0.75,0.12,0.55,divida_latente_sobre_plano,0.02203225524379514,0.01602175774317957,0.02804275274441071,4
0.6,0.75,0.12,0.55,taxa_falha_efetiva,0.28229166666666666,0.22887239611818794,0.3357109372151454,4
0.6,0.75,0.12,0.55,fracao_porta1,0.5156250000000001,0.4256289194393975,0.6056210805606027,4
0.6,0.75,0.12,0.55,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.55,mu_rede_medio,0.7594161827943195,0.6940884783976327,0.8247438871910064,4
0.6,0.75,0.12,0.58,atraso_relativo,2.136007522447067,1.288144474814818,2.983870570079316,4
0.6,0.75,0.12,0.58,taxa_omissao,0.07187500000000001,0.044605495701646306,0.09914450429835371,4
0.6,0.75,0.12,0.58,divida_latente_sobre_plano,0.027921989947866824,0.020805761340072254,0.035038218555661395,4
0.6,0.75,0.12,0.58,taxa_falha_efetiva,0.2833333333333333,0.237080786873178,0.3295858797934887,4
0.6,0.75,0.12,0.58,fracao_porta1,0.49270833333333336,0.4250131327586416,0.5604035339080251,4
0.6,0.75,0.12,0.58,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.58,mu_rede_medio,0.7623990326175194,0.7054026574840376,0.8193954077510012,4
0.6,0.75,0.12,0.59,atraso_relativo,2.127083940937168,1.2895881921285821,2.964579689745754,4
0.6,0.75,0.12,0.59,taxa_omissao,0.059375000000000004,0.03376817461510774,0.08498182538489227,4
0.6,0.75,0.12,0.59,divida_latente_sobre_plano,0.024920093735499423,0.0225844548547517,0.027255732616247145,4
0.6,0.75,0.12,0.59,taxa_falha_efetiva,0.265625,0.24179658948005986,0.28945341051994017,4
0.6,0.75,0.12,0.59,fracao_porta1,0.5,0.44094622042047155,0.5590537795795285,4
0.6,0.75,0.12,0.59,N_req,0.0,0.0,0.0,4
0.6,0.75,0.12,0.59,mu_rede_medio,0.7632155997351096,0.7054088709816018,0.8210223284886173,4
0.6,0.75,0.12,0.599,atraso_relativo,2.1296841114401523,1.2973020395381,2.9620661833422046,4
