perfil_adaptativa,perfil_centralizada,metrica,estimando,pares_previstos,pares_retidos,pares_indefinidos,estatuto,media,ic95_inf,ic95_sup,N_instancias,sinal,evidencia,tau_inicial_A,tau_min_A,p_reporte_A,p_deteccao_A,tau_inicial_C,tau_min_C,p_reporte_C,p_deteccao_C,regiao
9,77,atraso_relativo,observado,16,16,0,COMPLETO,1.0912082685222575,0.3429308582650041,1.8394856787795109,4,positivo,positivo,0.25,0.425,0.15,0.03,0.8,0.6,0.45,0.12,inclui_inversao_de_premissa
9,78,atraso_relativo,observado,16,16,0,COMPLETO,0.7754844316317933,0.4510657033893742,1.0999031598742124,4,positivo,positivo,0.25,0.425,0.15,0.03,0.8,0.6,0.75,0.03,inclui_inversao_de_premissa
9,79,atraso_relativo,observado,16,16,0,COMPLETO,1.018574137638783,0.1979226249419174,1.8392256503356483,4,positivo,positivo,0.25,0.425,0.15,0.03,0.8,0.6,0.75,0.075,inclui_inversao_de_premissa
9,80,atraso_relativo,observado,16,16,0,COMPLETO,1.0251970038587517,0.2059452820678959,1.8444487256496072,4,positivo,positivo,0.25,0.425,0.15,0.03,0.8,0.6,0.75,0.12,inclui_inversao_de_premissa
10,7,atraso_relativo,observado,16,16,0,COMPLETO,0.1430684710319419,0.0066308577398913,0.2795060843239925,4,positivo,positivo,0.25,0.425,0.15,0.075,0.25,0.25,0.75,0.075,inclui_inversao_de_premissa
10,16,atraso_relativo,observado,16,16,0,COMPLETO,0.1430684710319419,0.0066308577398913,0.2795060843239925,4,positivo,positivo,0.25,0.425,0.15,0.075,0.25,0.425,0.75,0.075,inclui_inversao_de_premissa
10,25,atraso_relativo,observado,16,16,0,COMPLETO,0.1430684710319419,0.0066308577398913,0.2795060843239925,4,positivo,positivo,0.25,0.425,0.15,0.075,0.25,0.6,0.75,0.075,inclui_inversao_de_premissa
10,28,atraso_relativo,observado,16,16,0,COMPLETO,0.373668459565367,0.0186870721567729,0.7286498469739611,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.25,0.15,0.075,inclui_inversao_de_premissa
10,29,atraso_relativo,observado,16,16,0,COMPLETO,0.478345155122817,0.2081255821737376,0.7485647280718963,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.25,0.15,0.12,inclui_inversao_de_premissa
10,31,atraso_relativo,observado,16,16,0,COMPLETO,0.4143869059192454,0.1910258210402949,0.637747990798196,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.25,0.45,0.075,inclui_inversao_de_premissa
10,32,atraso_relativo,observado,16,16,0,COMPLETO,0.5181796936928853,0.218920982358286,0.8174384050274845,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.25,0.45,0.12,inclui_inversao_de_premissa
10,33,atraso_relativo,observado,16,16,0,COMPLETO,0.3401306597518234,0.0099202011528888,0.6703411183507579,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.25,0.75,0.03,inclui_inversao_de_premissa
10,34,atraso_relativo,observado,16,16,0,COMPLETO,0.5015292297951472,0.2528849051625817,0.7501735544277128,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.25,0.75,0.075,inclui_inversao_de_premissa
10,35,atraso_relativo,observado,16,16,0,COMPLETO,0.4938162599771666,0.2250707188487368,0.7625618011055963,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.25,0.75,0.12,inclui_inversao_de_premissa
10,37,atraso_relativo,observado,16,16,0,COMPLETO,0.4080874251556712,0.0055130228062942,0.8106618275050481,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.425,0.15,0.075,inclui_inversao_de_premissa
10,38,atraso_relativo,observado,16,16,0,COMPLETO,0.4460953352228254,0.1997520452649838,0.6924386251806671,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.425,0.15,0.12,inclui_inversao_de_premissa
10,40,atraso_relativo,observado,16,16,0,COMPLETO,0.4526055143008132,0.1835686020523226,0.7216424265493038,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.425,0.45,0.075,inclui_inversao_de_premissa
10,41,atraso_relativo,observado,16,16,0,COMPLETO,0.5055131011850457,0.1587457784366764,0.852280423933415,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.425,0.45,0.12,inclui_inversao_de_premissa
10,43,atraso_relativo,observado,16,16,0,COMPLETO,0.5111728530084804,0.2686113484349349,0.7537343575820258,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.425,0.75,0.075,inclui_inversao_de_premissa
10,44,atraso_relativo,observado,16,16,0,COMPLETO,0.5328148603072045,0.2872600643405003,0.7783696562739086,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.425,0.75,0.12,inclui_inversao_de_premissa
10,47,atraso_relativo,observado,16,16,0,COMPLETO,0.261285742685073,0.0544143009210514,0.4681571844490947,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.6,0.15,0.12,inclui_inversao_de_premissa
10,49,atraso_relativo,observado,16,16,0,COMPLETO,0.2993139685317301,0.0448367908434169,0.5537911462200432,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.6,0.45,0.075,inclui_inversao_de_premissa
10,50,atraso_relativo,observado,16,16,0,COMPLETO,0.243276614294332,0.0808068996880267,0.4057463289006373,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.6,0.45,0.12,inclui_inversao_de_premissa
10,53,atraso_relativo,observado,16,16,0,COMPLETO,0.2677768679299842,0.0706100536212475,0.4649436822387208,4,positivo,positivo,0.25,0.425,0.15,0.075,0.525,0.6,0.75,0.12,inclui_inversao_de_premissa
10,55,atraso_relativo,observado,16,16,0,COMPLETO,0.4884831497434977,0.1859478544648634,0.791018445022132,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.25,0.15,0.075,inclui_inversao_de_premissa
10,56,atraso_relativo,observado,16,16,0,COMPLETO,0.5260388779208607,0.1059256868748972,0.946152068966824,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.25,0.15,0.12,inclui_inversao_de_premissa
10,58,atraso_relativo,observado,16,16,0,COMPLETO,0.5916201616039245,0.2326707091902756,0.9505696140175734,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.25,0.45,0.075,inclui_inversao_de_premissa
10,59,atraso_relativo,observado,16,16,0,COMPLETO,0.5462133505830504,0.2442034263049289,0.848223274861172,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.25,0.45,0.12,inclui_inversao_de_premissa
10,61,atraso_relativo,observado,16,16,0,COMPLETO,0.4760566230687546,0.2116187711684105,0.7404944749690987,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.25,0.75,0.075,inclui_inversao_de_premissa
10,62,atraso_relativo,observado,16,16,0,COMPLETO,0.5076670567794878,0.1909253068458315,0.824408806713144,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.25,0.75,0.12,inclui_inversao_de_premissa
10,64,atraso_relativo,observado,16,16,0,COMPLETO,0.489388946844947,0.1868699983881904,0.7919078953017036,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.425,0.15,0.075,inclui_inversao_de_premissa
10,65,atraso_relativo,observado,16,16,0,COMPLETO,0.5251330808194115,0.1058498251251427,0.9444163365136802,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.425,0.15,0.12,inclui_inversao_de_premissa
10,67,atraso_relativo,observado,16,16,0,COMPLETO,0.5608230601546492,0.2028854970468477,0.9187606232624508,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.425,0.45,0.075,inclui_inversao_de_premissa
10,68,atraso_relativo,observado,16,16,0,COMPLETO,0.5489307418873983,0.2460010176252194,0.8518604661495772,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.425,0.45,0.12,inclui_inversao_de_premissa
10,70,atraso_relativo,observado,16,16,0,COMPLETO,0.4619412849045035,0.1753622421109687,0.7485203276980382,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.425,0.75,0.075,inclui_inversao_de_premissa
10,71,atraso_relativo,observado,16,16,0,COMPLETO,0.4822544158777164,0.1371783052020956,0.8273305265533373,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.425,0.75,0.12,inclui_inversao_de_premissa
10,73,atraso_relativo,observado,16,16,0,COMPLETO,0.4830232061042063,0.1623764462245063,0.8036699659839063,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.6,0.15,0.075,inclui_inversao_de_premissa
10,74,atraso_relativo,observado,16,16,0,COMPLETO,0.5552005123814082,0.2038296425602285,0.9065713822025878,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.6,0.15,0.12,inclui_inversao_de_premissa
10,76,atraso_relativo,observado,16,16,0,COMPLETO,0.5508089699775156,0.1619269538535221,0.939690986101509,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.6,0.45,0.075,inclui_inversao_de_premissa
10,77,atraso_relativo,observado,16,16,0,COMPLETO,0.5481255889083322,0.260776707283549,0.8354744705331154,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.6,0.45,0.12,inclui_inversao_de_premissa
10,79,atraso_relativo,observado,16,16,0,COMPLETO,0.4754914580248576,0.1895834078387683,0.7613995082109468,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.6,0.75,0.075,inclui_inversao_de_premissa
10,80,atraso_relativo,observado,16,16,0,COMPLETO,0.4821143242448263,0.1456649234197172,0.8185637250699356,4,positivo,positivo,0.25,0.425,0.15,0.075,0.8,0.6,0.75,0.12,inclui_inversao_de_premissa
11,29,atraso_relativo,observado,16,16,0,COMPLETO,0.3519784204045208,0.1699016045802292,0.5340552362288123,4,positivo,positivo,0.25,0.425,0.15,0.12,0.525,0.25,0.15,0.12,inclui_inversao_de_premissa
11,31,atraso_relativo,observado,16,16,0,COMPLETO,0.2880201712009492,0.2211015114819796,0.3549388309199188,4,positivo,positivo,0.25,0.425,0.15,0.12,0.525,0.25,0.45,0.075,inclui_inversao_de_premissa
11,32,atraso_relativo,observado,16,16,0,COMPLETO,0.391812958974589,0.2561906233101873,0.5274352946389906,4,positivo,positivo,0.25,0.425,0.15,0.12,0.525,0.25,0.45,0.12,inclui_inversao_de_premissa
11,34,atraso_relativo,observado,16,16,0,COMPLETO,0.375162495076851,0.2174003778941213,0.5329246122595807,4,positivo,positivo,0.25,0.425,0.15,0.12,0.525,0.25,0.75,0.075,inclui_inversao_de_premissa
11,35,atraso_relativo,observado,16,16,0,COMPLETO,0.3674495252588704,0.2178021701781902,0.5170968803395506,4,positivo,positivo,0.25,0.425,0.15,0.12,0.525,0.25,0.75,0.12,inclui_inversao_de_premissa
11,38,atraso_relativo,observado,16,16,0,COMPLETO,0.3197286005045292,0.1348640902154814,0.504593110793577,4,positivo,positivo,0.25,0.425,0.15,0.12,0.525,0.425,0.15,0.12,inclui_inversao_de_premissa
11,40,atraso_relativo,observado,16,16,0,COMPLETO,0.3262387795825169,0.2100582106654512,0.4424193484995826,4,positivo,positivo,0.25,0.425,0.15,0.12,0.525,0.425,0.45,0.075,inclui_inversao_de_premissa
11,41,atraso_relativo,observado,16,16,0,COMPLETO,0.3791463664667494,0.1741630814445952,0.5841296514889035,4,positivo,positivo,0.25,0.425,0.15,0.12,0.525,0.425,0.45,0.12,inclui_inversao_de_premissa
11,43,atraso_relativo,observado,16,16,0,COMPLETO,0.3848061182901842,0.2247832989918757,0.5448289375884926,4,positivo,positivo,0.25,0.425,0.15,0.12,0.525,0.425,0.75,0.075,inclui_inversao_de_premissa
11,44,atraso_relativo,observado,16,16,0,COMPLETO,0.4064481255889083,0.2978651141676073,0.5150311370102094,4,positivo,positivo,0.25,0.425,0.15,0.12,0.525,0.425,0.75,0.12,inclui_inversao_de_premissa
11,55,atraso_relativo,observado,16,16,0,COMPLETO,0.3621164150252016,0.1322430027487635,0.5919898273016396,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.25,0.15,0.075,inclui_inversao_de_premissa
11,56,atraso_relativo,observado,16,16,0,COMPLETO,0.3996721432025645,0.1337651076718917,0.6655791787332372,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.25,0.15,0.12,inclui_inversao_de_premissa
11,58,atraso_relativo,observado,16,16,0,COMPLETO,0.4652534268856284,0.1896389666763534,0.7408678870949033,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.25,0.45,0.075,inclui_inversao_de_premissa
11,59,atraso_relativo,observado,16,16,0,COMPLETO,0.4198466158647542,0.227166788666925,0.6125264430625835,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.25,0.45,0.12,inclui_inversao_de_premissa
11,61,atraso_relativo,observado,16,16,0,COMPLETO,0.3496898883504584,0.2016455216320367,0.4977342550688801,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.25,0.75,0.075,inclui_inversao_de_premissa
11,62,atraso_relativo,observado,16,16,0,COMPLETO,0.3813003220611916,0.223324663889666,0.5392759802327172,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.25,0.75,0.12,inclui_inversao_de_premissa
11,64,atraso_relativo,observado,16,16,0,COMPLETO,0.3630222121266508,0.1347725180232622,0.5912719062300396,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.425,0.15,0.075,inclui_inversao_de_premissa
11,65,atraso_relativo,observado,16,16,0,COMPLETO,0.3987663461011152,0.1327891311768891,0.6647435610253414,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.425,0.15,0.12,inclui_inversao_de_premissa
11,67,atraso_relativo,observado,16,16,0,COMPLETO,0.434456325436353,0.1179235913460851,0.7509890595266209,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.425,0.45,0.075,inclui_inversao_de_premissa
11,68,atraso_relativo,observado,16,16,0,COMPLETO,0.4225640071691021,0.2342025912953986,0.6109254230428055,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.425,0.45,0.12,inclui_inversao_de_premissa
11,70,atraso_relativo,observado,16,16,0,COMPLETO,0.3355745501862072,0.1674510022764102,0.5036980980960042,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.425,0.75,0.075,inclui_inversao_de_premissa
11,71,atraso_relativo,observado,16,16,0,COMPLETO,0.3558876811594202,0.1585490315308877,0.5532263307879528,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.425,0.75,0.12,inclui_inversao_de_premissa
11,73,atraso_relativo,observado,16,16,0,COMPLETO,0.3566564713859101,0.1202801345078415,0.5930328082639788,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.6,0.15,0.075,inclui_inversao_de_premissa
11,74,atraso_relativo,observado,16,16,0,COMPLETO,0.428833777663112,0.2256070213303604,0.6320605339958635,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.6,0.15,0.12,inclui_inversao_de_premissa
11,76,atraso_relativo,observado,16,16,0,COMPLETO,0.4244422352592193,0.0987745864254433,0.7501098840929953,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.6,0.45,0.075,inclui_inversao_de_premissa
11,77,atraso_relativo,observado,16,16,0,COMPLETO,0.421758854190036,0.2316102907362305,0.6119074176438415,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.6,0.45,0.12,inclui_inversao_de_premissa
11,79,atraso_relativo,observado,16,16,0,COMPLETO,0.3491247233065613,0.2145657443723394,0.4836837022407833,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.6,0.75,0.075,inclui_inversao_de_premissa
11,80,atraso_relativo,observado,16,16,0,COMPLETO,0.3557475895265302,0.1637483320362283,0.5477468470168321,4,positivo,positivo,0.25,0.425,0.15,0.12,0.8,0.6,0.75,0.12,inclui_inversao_de_premissa
12,1,atraso_relativo,observado,16,16,0,COMPLETO,0.4582016235174466,0.092936643116834,0.8234666039180593,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.25,0.15,0.075,inclui_inversao_de_premissa
12,2,atraso_relativo,observado,16,16,0,COMPLETO,0.5845683582357428,0.0496237450930054,1.1195129713784802,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.25,0.15,0.12,inclui_inversao_de_premissa
12,4,atraso_relativo,observado,16,16,0,COMPLETO,0.5418880993154954,0.1705802155925859,0.9131959830384048,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.25,0.45,0.075,inclui_inversao_de_premissa
12,5,atraso_relativo,observado,16,16,0,COMPLETO,0.5826478627301416,0.1569677162530933,1.0083280092071898,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.25,0.45,0.12,inclui_inversao_de_premissa
12,7,atraso_relativo,observado,16,16,0,COMPLETO,0.6012700945493885,0.1445169637246204,1.0580232253741566,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.25,0.75,0.075,inclui_inversao_de_premissa
12,8,atraso_relativo,observado,16,16,0,COMPLETO,0.5490959945508842,0.0207234785939792,1.077468510507789,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.25,0.75,0.12,inclui_inversao_de_premissa
12,10,atraso_relativo,observado,16,16,0,COMPLETO,0.4582016235174466,0.092936643116834,0.8234666039180593,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.425,0.15,0.075,inclui_inversao_de_premissa
12,11,atraso_relativo,observado,16,16,0,COMPLETO,0.5845683582357428,0.0496237450930054,1.1195129713784802,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.425,0.15,0.12,inclui_inversao_de_premissa
12,13,atraso_relativo,observado,16,16,0,COMPLETO,0.5418880993154954,0.1705802155925859,0.9131959830384048,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.425,0.45,0.075,inclui_inversao_de_premissa
12,14,atraso_relativo,observado,16,16,0,COMPLETO,0.5826478627301416,0.1569677162530933,1.0083280092071898,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.425,0.45,0.12,inclui_inversao_de_premissa
12,16,atraso_relativo,observado,16,16,0,COMPLETO,0.6012700945493885,0.1445169637246204,1.0580232253741566,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.425,0.75,0.075,inclui_inversao_de_premissa
12,17,atraso_relativo,observado,16,16,0,COMPLETO,0.5490959945508842,0.0207234785939792,1.077468510507789,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.425,0.75,0.12,inclui_inversao_de_premissa
12,19,atraso_relativo,observado,16,16,0,COMPLETO,0.4582016235174466,0.092936643116834,0.8234666039180593,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.6,0.15,0.075,inclui_inversao_de_premissa
12,20,atraso_relativo,observado,16,16,0,COMPLETO,0.5845683582357428,0.0496237450930054,1.1195129713784802,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.6,0.15,0.12,inclui_inversao_de_premissa
12,22,atraso_relativo,observado,16,16,0,COMPLETO,0.5418880993154954,0.1705802155925859,0.9131959830384048,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.6,0.45,0.075,inclui_inversao_de_premissa
12,23,atraso_relativo,observado,16,16,0,COMPLETO,0.5826478627301416,0.1569677162530933,1.0083280092071898,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.6,0.45,0.12,inclui_inversao_de_premissa
12,25,atraso_relativo,observado,16,16,0,COMPLETO,0.6012700945493885,0.1445169637246204,1.0580232253741566,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.6,0.75,0.075,inclui_inversao_de_premissa
12,26,atraso_relativo,observado,16,16,0,COMPLETO,0.5490959945508842,0.0207234785939792,1.077468510507789,4,positivo,positivo,0.25,0.425,0.45,0.03,0.25,0.6,0.75,0.12,inclui_inversao_de_premissa
12,28,atraso_relativo,observado,16,16,0,COMPLETO,0.8318700830828135,0.3429229063262789,1.3208172598393482,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.25,0.15,0.075,inclui_inversao_de_premissa
12,29,atraso_relativo,observado,16,16,0,COMPLETO,0.9365467786402636,0.4538920071708871,1.4192015501096402,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.25,0.15,0.12,inclui_inversao_de_premissa
12,31,atraso_relativo,observado,16,16,0,COMPLETO,0.8725885294366921,0.3364756723524351,1.408701386520949,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.25,0.45,0.075,inclui_inversao_de_premissa
12,32,atraso_relativo,observado,16,16,0,COMPLETO,0.976381317210332,0.4050376541871091,1.5477249802335549,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.25,0.45,0.12,inclui_inversao_de_premissa
12,33,atraso_relativo,observado,16,16,0,COMPLETO,0.7983322832692701,0.2855937581665109,1.3110708083720293,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.25,0.75,0.03,inclui_inversao_de_premissa
12,34,atraso_relativo,observado,16,16,0,COMPLETO,0.959730853312594,0.4508329306009286,1.4686287760242591,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.25,0.75,0.075,inclui_inversao_de_premissa
12,35,atraso_relativo,observado,16,16,0,COMPLETO,0.9520178834946132,0.4380874205193436,1.4659483464698826,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.25,0.75,0.12,inclui_inversao_de_premissa
12,37,atraso_relativo,observado,16,16,0,COMPLETO,0.8662890486731178,0.3918855919620899,1.340692505384146,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.425,0.15,0.075,inclui_inversao_de_premissa
12,38,atraso_relativo,observado,16,16,0,COMPLETO,0.904296958740272,0.4473962533450392,1.3611976641355046,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.425,0.15,0.12,inclui_inversao_de_premissa
12,39,atraso_relativo,observado,16,16,0,COMPLETO,0.2912327752102621,0.0999135045433983,0.4825520458771259,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.425,0.45,0.03,inclui_inversao_de_premissa
12,40,atraso_relativo,observado,16,16,0,COMPLETO,0.9108071378182598,0.367854478423659,1.4537597972128606,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.425,0.45,0.075,inclui_inversao_de_premissa
12,41,atraso_relativo,observado,16,16,0,COMPLETO,0.9637147247024922,0.3850968924536255,1.5423325569513588,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.425,0.45,0.12,inclui_inversao_de_premissa
12,43,atraso_relativo,observado,16,16,0,COMPLETO,0.969374476525927,0.467163513059463,1.471585439992391,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.425,0.75,0.075,inclui_inversao_de_premissa
12,44,atraso_relativo,observado,16,16,0,COMPLETO,0.9910164838246512,0.4656955968430438,1.5163373708062584,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.425,0.75,0.12,inclui_inversao_de_premissa
12,46,atraso_relativo,observado,16,16,0,COMPLETO,0.638298469336883,0.2713732869392532,1.0052236517345126,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.6,0.15,0.075,inclui_inversao_de_premissa
12,47,atraso_relativo,observado,16,16,0,COMPLETO,0.7194873662025197,0.2512794391123434,1.187695293292696,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.6,0.15,0.12,inclui_inversao_de_premissa
12,49,atraso_relativo,observado,16,16,0,COMPLETO,0.7575155920491766,0.3697481318046223,1.145283052293731,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.6,0.45,0.075,inclui_inversao_de_premissa
12,50,atraso_relativo,observado,16,16,0,COMPLETO,0.7014782378117788,0.3105701811790422,1.0923862944445153,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.6,0.45,0.12,inclui_inversao_de_premissa
12,52,atraso_relativo,observado,16,16,0,COMPLETO,0.6664667650050105,0.3887053488609678,0.9442281811490532,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.6,0.75,0.075,inclui_inversao_de_premissa
12,53,atraso_relativo,observado,16,16,0,COMPLETO,0.7259784914474308,0.3715358168759418,1.0804211660189198,4,positivo,positivo,0.25,0.425,0.45,0.03,0.525,0.6,0.75,0.12,inclui_inversao_de_premissa
12,55,atraso_relativo,observado,16,16,0,COMPLETO,0.9466847732609444,0.4630111296961218,1.4303584168257668,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.25,0.15,0.075,inclui_inversao_de_premissa
12,56,atraso_relativo,observado,16,16,0,COMPLETO,0.9842405014383072,0.3332736070018104,1.6352073958748043,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.25,0.15,0.12,inclui_inversao_de_premissa
12,57,atraso_relativo,observado,16,16,0,COMPLETO,0.6789701457750658,0.0471451751334501,1.3107951164166811,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.25,0.45,0.03,inclui_inversao_de_premissa
12,58,atraso_relativo,observado,16,16,0,COMPLETO,1.0498217851213711,0.5077874744884938,1.5918560957542485,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.25,0.45,0.075,inclui_inversao_de_premissa
12,59,atraso_relativo,observado,16,16,0,COMPLETO,1.004414974100497,0.4861404833285975,1.5226894648723968,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.25,0.45,0.12,inclui_inversao_de_premissa
12,60,atraso_relativo,observado,16,16,0,COMPLETO,0.7601420297333273,0.4960253512780819,1.0242587081885728,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.25,0.75,0.03,inclui_inversao_de_premissa
12,61,atraso_relativo,observado,16,16,0,COMPLETO,0.9342582465862012,0.4164922839792262,1.4520242091931763,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.25,0.75,0.075,inclui_inversao_de_premissa
12,62,atraso_relativo,observado,16,16,0,COMPLETO,0.9658686802969344,0.3849602950916728,1.546777065502196,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.25,0.75,0.12,inclui_inversao_de_premissa
12,64,atraso_relativo,observado,16,16,0,COMPLETO,0.9475905703623936,0.4618804194954662,1.4333007212293212,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.425,0.15,0.075,inclui_inversao_de_premissa
12,65,atraso_relativo,observado,16,16,0,COMPLETO,0.983334704336858,0.3344300850150276,1.6322393236586883,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.425,0.15,0.12,inclui_inversao_de_premissa
12,66,atraso_relativo,observado,16,16,0,COMPLETO,0.6771585515721672,0.048915930981123,1.3054011721632115,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.425,0.45,0.03,inclui_inversao_de_premissa
12,67,atraso_relativo,observado,16,16,0,COMPLETO,1.0190246836720958,0.5440318886279877,1.494017478716204,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.425,0.45,0.075,inclui_inversao_de_premissa
12,68,atraso_relativo,observado,16,16,0,COMPLETO,1.007132365404845,0.4826163838241993,1.531648346985491,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.425,0.45,0.12,inclui_inversao_de_premissa
12,69,atraso_relativo,observado,16,16,0,COMPLETO,0.7225766110537781,0.418782989607207,1.0263702325003492,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.425,0.75,0.03,inclui_inversao_de_premissa
12,70,atraso_relativo,observado,16,16,0,COMPLETO,0.92014290842195,0.393140802731869,1.4471450141120312,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.425,0.75,0.075,inclui_inversao_de_premissa
12,71,atraso_relativo,observado,16,16,0,COMPLETO,0.9404560393951632,0.3555210919406273,1.525390986849699,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.425,0.75,0.12,inclui_inversao_de_premissa
12,73,atraso_relativo,observado,16,16,0,COMPLETO,0.941224829621653,0.4371708705041415,1.4452787887391645,4,positivo,positivo,0.25,0.425,0.45,0.03,0.8,0.6,0.15,0.075,inclui_inversao_de_premissa
